0,_sink,_source,adamic_adar_index,common_neighbour,in_degree_a,in_degree_b,in_out_degree_a,in_out_degree_b,jaccard_coefficient,local_path,out_degree_a,out_degree_b,preferential_attachment,resource_allocation,summation_neighbours,z0_shortest_path,z1_b_to_a,z2_middle
5149,3418107,1717935,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5150,4681442,1993193,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5151,3533297,2475360,0.0,0,2,6,2000000.0,6000000.0,0.0,0.0,0,0,12,0.0,8,4,0,0
5152,405223,4773619,0.0,0,25,1,25000000.0,1000000.0,0.0,0.0,0,0,25,0.0,26,5,0,0
5153,2108748,107728,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
5154,60436,927216,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5155,693023,4774220,0.0,0,3,2,3000000.0,2000000.0,0.0,0.0,0,0,6,0.0,5,4,0,0
5156,933881,1657763,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5157,3653981,1192454,0.0,0,1,8,1000000.0,8000000.0,0.0,0.0,0,0,8,0.0,9,5,0,0
5158,1848957,4573368,0.08627860733702925,1,1,2,1000000.0,2000000.0,0.5,1.0,0,0,2,9.254888895058816e-06,3,3,0,0
5159,1647225,2941815,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5160,3169847,917521,0.0,0,5,1,5000000.0,1000000.0,0.0,0.0,0,0,5,0.0,6,4,0,0
5161,373237,1856774,0.0,0,1,19,1000000.0,19000000.0,0.0,0.0,0,0,19,0.0,20,4,0,0
5162,1023312,3174048,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5163,3997484,2561964,0.0,0,6,3,6000000.0,3000000.0,0.0,0.0,0,0,18,0.0,9,5,0,0
5164,4531366,1473721,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5165,3089963,4529192,0.0,0,1,195,1000000.0,195000000.0,0.0,0.0,0,0,195,0.0,196,4,0,0
5166,2371962,4663388,0.0,0,49,2,49000000.0,2000000.0,0.0,0.0,0,0,98,0.0,51,4,0,0
5167,2352450,2557180,0.0,0,4,1,4000000.0,1000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
5168,3283839,4254992,0.09268992503540822,1,1,27,1000000.0,27000000.0,0.037037037037037035,1.0,0,0,27,2.063216967896344e-05,28,3,0,0
5169,1561891,1349815,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5170,3593459,419665,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5171,3941167,1885517,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5172,421901,1207763,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5173,4335790,432748,0.0,0,1,4,1000000.0,4000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
5174,3860932,1506307,0.0,0,2,7,2000000.0,7000000.0,0.0,0.0,0,0,14,0.0,9,4,0,0
5175,1347302,3393956,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5176,1067532,1627984,0.0,0,12,1,12000000.0,1000000.0,0.0,0.0,0,0,12,0.0,13,5,0,0
5177,2925846,3303664,0.0,0,2,7,2000000.0,7000000.0,0.0,0.0,0,0,14,0.0,9,4,0,0
5178,3379886,1705618,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5179,2784011,2940213,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5180,816236,2549111,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5181,4771637,1581169,0.07383035914027619,1,3,3,3000000.0,3000000.0,0.2,1.0,0,0,9,1.3112054304884107e-06,6,3,0,0
5182,3985825,2815267,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5183,2132120,4769858,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5184,2696462,3076780,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5185,4806732,3374564,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5186,1263481,4858072,0.07609447843011201,1,2,1,2000000.0,1000000.0,0.5,1.0,0,0,2,1.961976887912261e-06,3,3,0,0
5187,964562,477981,0.0,0,29,1,29000000.0,1000000.0,0.0,0.0,0,0,29,0.0,30,4,0,0
5188,1234942,2094929,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5189,4845639,4593104,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5190,3075340,2579175,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
5191,1628916,4341522,0.0,0,1,14,1000000.0,14000000.0,0.0,0.0,0,0,14,0.0,15,4,0,0
5192,1942742,4604110,0.0,0,2,4,2000000.0,4000000.0,0.0,0.0,0,0,8,0.0,6,4,0,0
5193,1072445,1898667,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5194,1069196,2538791,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5195,1521285,2285042,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5196,1260638,4788905,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5197,3956188,2899066,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5198,4031972,4535140,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5199,3067158,166038,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5200,1577023,117864,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5201,960043,4176169,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5202,2782782,3539463,0.0,0,10,3,10000000.0,3000000.0,0.0,0.0,0,0,30,0.0,13,4,0,0
5203,1594152,65975,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5204,546787,1662150,0.0,0,4,2,4000000.0,2000000.0,0.0,0.0,0,0,8,0.0,6,5,0,0
5205,1791381,2089073,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,6,0,0
5206,4180271,383663,0.0,0,2,4,2000000.0,4000000.0,0.0,0.0,0,0,8,0.0,6,4,0,0
5207,4057668,208733,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5208,4386120,4464901,0.0,0,2,3,2000000.0,3000000.0,0.0,0.0,0,0,6,0.0,5,5,0,0
5209,732900,3064716,0.0,0,5,2,5000000.0,2000000.0,0.0,0.0,0,0,10,0.0,7,4,0,0
5210,1306750,43693,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5211,2832517,3484599,0.0,0,3,2,3000000.0,2000000.0,0.0,0.0,0,0,6,0.0,5,4,0,0
5212,4388801,1388938,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5213,2584825,3139306,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5214,3501214,888096,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5215,3344466,3675435,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5216,4247239,365598,0.07609447843011201,1,2,1,2000000.0,1000000.0,0.5,1.0,0,0,2,1.961976887912261e-06,3,3,0,0
5217,4361836,3725507,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5218,2593395,4863556,0.0,0,3,3,3000000.0,3000000.0,0.0,0.0,0,0,9,0.0,6,4,0,0
5219,1548639,4000068,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5220,3494897,2684440,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5221,2043919,3264521,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5222,3423340,1109346,0.0,0,6,1,6000000.0,1000000.0,0.0,0.0,0,0,6,0.0,7,4,0,0
5223,4605135,1586718,0.0,0,2,7,2000000.0,7000000.0,0.0,0.0,0,0,14,0.0,9,4,0,0
5224,931187,1919007,0.0,0,50,1,50000000.0,1000000.0,0.0,0.0,0,0,50,0.0,51,4,0,0
5225,332879,300390,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5226,3306426,4812552,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5227,2810751,3627817,0.0,0,1,9,1000000.0,9000000.0,0.0,0.0,0,0,9,0.0,10,5,0,0
5228,840675,4788370,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5229,202397,2226725,0.0,0,9,2,9000000.0,2000000.0,0.0,0.0,0,0,18,0.0,11,4,0,0
5230,4479988,486159,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5231,4422265,4820355,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5232,753248,1140665,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5233,4571249,2342794,0.0,0,11,1,11000000.0,1000000.0,0.0,0.0,0,0,11,0.0,12,4,0,0
5234,4062652,3220626,0.0,0,1,4,1000000.0,4000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
5235,1178881,3755507,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,4,0,0
5236,1189320,2228969,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5237,3891653,928028,0.0,0,1,9,1000000.0,9000000.0,0.0,0.0,0,0,9,0.0,10,4,0,0
5238,1824417,1976725,0.0,0,3,5,3000000.0,5000000.0,0.0,0.0,0,0,15,0.0,8,5,0,0
5239,691250,3889399,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,4,0,0
5240,2979915,4741705,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5241,1052349,1711493,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5242,3899787,2618840,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5243,3621019,4853509,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5244,2395672,1425617,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
5245,3488822,1250474,0.07383035914027619,1,8,1,8000000.0,1000000.0,0.125,1.0,0,0,8,1.3112054304884107e-06,9,3,0,0
5246,447538,3221134,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5247,4532277,2313562,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5248,2644381,382572,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5249,3619710,2388469,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5250,3597198,4338636,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5251,4247354,771423,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5252,1667459,1053307,0.0,0,1,5,1000000.0,5000000.0,0.0,0.0,0,0,5,0.0,6,4,0,0
5253,4633729,3222593,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5254,2217415,4590949,0.0,0,19,4,19000000.0,4000000.0,0.0,0.0,0,0,76,0.0,23,4,0,0
5255,3648528,4734010,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5256,2790038,3539142,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
5257,1119329,1075301,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5258,4720556,3446259,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5259,2265315,1521595,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5260,4854613,2950828,0.0,0,2,3,2000000.0,3000000.0,0.0,0.0,0,0,6,0.0,5,4,0,0
5261,719301,1102198,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5262,3594329,4336328,0.0,0,30,3,30000000.0,3000000.0,0.0,0.0,0,0,90,0.0,33,4,0,0
5263,923300,4856906,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5264,3038930,1923684,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5265,3534810,158967,0.07734508450738445,1,13,2,13000000.0,2000000.0,0.07142857142857142,1.0,0,0,26,2.426477724934485e-06,15,3,0,0
5266,3139115,1533108,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5267,288784,249815,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5268,4322315,1572138,0.0,0,15,1,15000000.0,1000000.0,0.0,0.0,0,0,15,0.0,16,4,0,0
5269,2031113,3131025,0.17197919002279152,2,16,12,16000000.0,12000000.0,0.07692307692307693,2.0,0,0,192,1.7803176827057403e-05,28,3,0,0
5270,4573532,4743936,0.07609447843011201,1,1,2,1000000.0,2000000.0,0.5,1.0,0,0,2,1.961976887912261e-06,3,3,0,0
5271,1098236,3609070,0.0,0,1,14,1000000.0,14000000.0,0.0,0.0,0,0,14,0.0,15,4,0,0
5272,3169979,4619207,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5273,1316604,1364429,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5274,3024554,2325511,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5275,302805,527249,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5276,658743,2202526,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5277,4139744,458944,0.0,0,1,9,1000000.0,9000000.0,0.0,0.0,0,0,9,0.0,10,5,0,0
5278,2087557,2475131,0.07383035914027619,1,1,40,1000000.0,40000000.0,0.025,1.0,0,0,40,1.3112054304884107e-06,41,3,0,0
5279,1048064,4388216,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5280,2848821,2977124,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5281,1612043,674812,0.0,0,1,6,1000000.0,6000000.0,0.0,0.0,0,0,6,0.0,7,4,0,0
5282,2406647,3109195,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5283,1904515,3873846,0.0,0,2,5,2000000.0,5000000.0,0.0,0.0,0,0,10,0.0,7,4,0,0
5284,4382463,3076954,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
5285,303459,185921,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5286,1948451,3184067,0.0,0,2,3,2000000.0,3000000.0,0.0,0.0,0,0,6,0.0,5,4,0,0
5287,1279640,1079609,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5288,4753235,3693638,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5289,43312,1014284,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
5290,2337830,2145665,0.0,0,26,2,26000000.0,2000000.0,0.0,0.0,0,0,52,0.0,28,4,0,0
5291,3960106,2484678,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5292,3558325,1945428,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5293,2354739,3066901,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5294,2090973,4076130,0.0,0,16,1,16000000.0,1000000.0,0.0,0.0,0,0,16,0.0,17,4,0,0
5295,2149162,3062,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5296,2120515,1195328,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
5297,2032035,1435262,0.0,0,8,1,8000000.0,1000000.0,0.0,0.0,0,0,8,0.0,9,4,0,0
5298,4527168,1858030,0.0,0,4,2,4000000.0,2000000.0,0.0,0.0,0,0,8,0.0,6,5,0,0
5299,1998722,4446401,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5300,2717124,4553041,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5301,209242,4429921,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5302,4798408,2626479,0.0,0,42,3,42000000.0,3000000.0,0.0,0.0,0,0,126,0.0,45,4,0,0
5303,4761334,1099533,0.07383035914027619,1,4,1,4000000.0,1000000.0,0.25,1.0,0,0,4,1.3112054304884107e-06,5,3,0,0
5304,1222450,2599776,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5305,1995178,3325927,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5306,2891508,3808905,0.0,0,1,57,1000000.0,0.1821086256162664,0.0,0.0,0,313,325,0.0,326,4,0,0
5307,585765,125414,0.0,0,4,1,4000000.0,1000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
5308,1075828,2625485,0.0,0,1,26,1000000.0,26000000.0,0.0,0.0,0,0,26,0.0,27,5,0,0
5309,568620,140605,0.0,0,46,1,46000000.0,1000000.0,0.0,0.0,0,0,46,0.0,47,4,0,0
5310,65394,2203797,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5311,2109527,1970267,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5312,4297090,2359497,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5313,2862493,4234718,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,5,0,0
5314,3465923,3798521,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5315,2554336,3428440,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5316,2460217,3429027,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5317,299153,3547802,0.0,0,2,6,2000000.0,6000000.0,0.0,0.0,0,0,12,0.0,8,4,0,0
5318,4466691,2183640,0.0,0,9,3,9000000.0,3000000.0,0.0,0.0,0,0,27,0.0,12,4,0,0
5319,2053358,864408,0.0,0,4,2,4000000.0,2000000.0,0.0,0.0,0,0,8,0.0,6,4,0,0
5320,1133973,3445512,0.0,0,1,20,1000000.0,20000000.0,0.0,0.0,0,0,20,0.0,21,4,0,0
5321,217539,3193443,0.0,0,11,1,11000000.0,1000000.0,0.0,0.0,0,0,11,0.0,12,4,0,0
5322,3526924,2548788,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5323,4336590,3021428,0.0,0,9,6,9000000.0,6000000.0,0.0,0.0,0,0,54,0.0,15,4,0,0
5324,1962625,2929678,0.0,0,9,1,9000000.0,1000000.0,0.0,0.0,0,0,9,0.0,10,4,0,0
5325,1970401,1462965,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5326,1707837,568701,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5327,4522984,3357348,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5328,65151,1217185,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5329,2299946,4062291,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
5330,3071138,4404960,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5331,1930035,1757865,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,5,0,0
5332,3176284,3303234,0.0,0,3,3,3000000.0,3000000.0,0.0,0.0,0,0,9,0.0,6,4,0,0
5333,523924,768564,0.0,0,20,1,20000000.0,1000000.0,0.0,0.0,0,0,20,0.0,21,4,0,0
5334,4680326,2888542,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5335,2944994,4598734,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5336,2225118,631365,0.0,0,2,4,2000000.0,4000000.0,0.0,0.0,0,0,8,0.0,6,4,0,0
5337,1645068,2625167,0.0,0,2,5,2000000.0,5000000.0,0.0,0.0,0,0,10,0.0,7,4,0,0
5338,2043196,1207318,0.0,0,3,2,3000000.0,2000000.0,0.0,0.0,0,0,6,0.0,5,4,0,0
5339,1783613,173337,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5340,3976182,4797615,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
5341,2173980,3490417,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5342,2596552,3825222,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5343,4315034,700674,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5344,1507218,1787132,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5345,1523420,2732841,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5346,4658513,3189704,0.0,0,2,4,2000000.0,4000000.0,0.0,0.0,0,0,8,0.0,6,5,0,0
5347,3147808,67478,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5348,261397,3035832,0.07383035914027619,1,3,1,3000000.0,1000000.0,0.3333333333333333,1.0,0,0,3,1.3112054304884107e-06,4,3,0,0
5349,1999134,1024045,0.0,0,8,2,8000000.0,2000000.0,0.0,0.0,0,0,16,0.0,10,4,0,0
5350,3748980,2307343,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5351,414813,1215868,0.07751681639600151,1,2,1,2000000.0,1000000.0,0.5,1.0,0,0,2,2.496984890744426e-06,3,3,0,0
5352,1480779,3630449,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5353,3081564,1739243,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5354,2972331,30815,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5355,3613219,3987952,0.0,0,4,1,4000000.0,1000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
5356,3862450,1232439,0.0,0,1,6,1000000.0,6000000.0,0.0,0.0,0,0,6,0.0,7,4,0,0
5357,46446,2969602,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5358,1983170,4686965,0.0,0,1,5,1000000.0,5000000.0,0.0,0.0,0,0,5,0.0,6,5,0,0
5359,4510937,3229002,0.0,0,2,6,2000000.0,6000000.0,0.0,0.0,0,0,12,0.0,8,5,0,0
5360,3384934,519262,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5361,4587042,4802291,0.0,0,111,2,111000000.0,2000000.0,0.0,0.0,0,0,222,0.0,113,4,0,0
5362,1012249,1251729,0.0,0,6,1,6000000.0,1000000.0,0.0,0.0,0,0,6,0.0,7,4,0,0
5363,1765806,2845675,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5364,4466047,2436487,0.0,0,1,5,1000000.0,5000000.0,0.0,0.0,0,0,5,0.0,6,5,0,0
5365,2793876,162123,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5366,154003,1845709,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5367,4645247,4359109,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5368,454439,3417188,0.0,0,1,4,1000000.0,4000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
5369,3805264,2427679,0.0,0,32,1,32000000.0,1000000.0,0.0,0.0,0,0,32,0.0,33,4,0,0
5370,3117995,2283907,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
5371,2663952,221323,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5372,3926450,2041759,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
5373,2746616,698009,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
5374,2481076,896103,0.07751681639600151,1,1,2,1000000.0,2000000.0,0.5,1.0,0,0,2,2.496984890744426e-06,3,3,0,0
5375,2689828,455634,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5376,3301811,3238475,0.0,0,5,11,5000000.0,0.5238094988662143,0.0,0.0,0,21,105,0.0,26,4,0,0
5377,934290,1506845,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5378,2609234,1074196,0.0,0,10,1,10000000.0,1000000.0,0.0,0.0,0,0,10,0.0,11,4,0,0
5379,1947206,2540508,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,5,0,0
5380,4581863,3696944,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
5381,4433302,2992490,0.0,0,76,1,76000000.0,1000000.0,0.0,0.0,0,0,76,0.0,77,4,0,0
