0,_sink,_source,adamic_adar_index,common_neighbour,in_degree_a,in_degree_b,in_out_degree_a,in_out_degree_b,jaccard_coefficient,local_path,out_degree_a,out_degree_b,preferential_attachment,resource_allocation,summation_neighbours,z0_shortest_path,z1_b_to_a,z2_middle
388,1894941,527595,0.8060768890162646,7,112,444,0.7417218493925706,444000000.0,0.011128775834658187,7.0,151,0,85248,0.0021606127506644287,636,3,0,0
389,1264290,919165,0.0,0,4,14,0.24999998437500096,14000000.0,0.0,0.0,16,0,224,0.0,30,4,0,0
390,4632479,4014552,0.26156791249850264,2,83,165,82.999917000083,165000000.0,0.008130081300813009,2.0,1,0,13695,0.0010145915842666175,248,3,0,0
391,17392,4135084,0.9437307058607504,8,140,48,0.07470651009887593,48000000.0,0.004145077720207254,8.0,1874,0,90720,0.005788995303024457,1938,3,0,0
392,1905607,245914,0.08787672930771424,1,17,139,0.11038960967279476,139000000.0,0.0034129692832764505,1.0,154,0,21545,1.1426482014717308e-05,294,3,0,0
393,4188938,2618052,0.0,0,2,24,0.00896860982525287,24000000.0,0.0,0.0,223,0,5400,0.0,249,4,0,0
394,4536767,4836378,0.2613620655744666,2,5,12,0.01760563374082523,12000000.0,0.006802721088435374,2.0,284,0,3408,0.002922197212672067,296,3,0,0
395,2566889,437876,20.05812941698579,49,40,29,0.16597510304574647,0.13181818121900826,0.11556603773584904,49.0,241,220,55776,4.756455760284234,473,2,1,47
396,95673,2497998,0.0,0,14,24,0.25925925445816195,24000000.0,0.0,0.0,54,0,1296,0.0,78,4,0,0
397,502401,1036152,3.3822889466409127,27,39,56,0.13175675631163258,56000000.0,0.08011869436201781,27.0,296,0,17248,0.016105191830763574,364,3,0,0
398,3153339,2585063,0.0,0,20,1,0.7142856887755111,1000000.0,0.0,0.0,28,0,34,0.0,35,4,0,0
399,487639,311952,2.2069225525559126,17,22,3432,0.2268041213731534,3.779735678656679,0.0041841004184100415,17.0,97,908,390236,0.013946799836239008,4080,3,0,8
400,2255438,4260998,0.7864623906271302,4,5,5,0.12820512491781733,0.14285713877551032,0.056338028169014086,4.0,39,35,1400,0.07366027819003446,75,2,1,4
401,448525,795918,0.0,0,109,33,0.13341493251724001,33000000.0,0.0,0.0,817,0,26994,0.0,851,4,0,0
402,2127901,2720299,0.08673271802933455,1,38,21,0.34862385001262525,21000000.0,0.006134969325153374,1.0,109,0,3003,9.833905338827209e-06,164,3,0,0
403,3749748,1459605,0.7268545472646999,3,6,75,0.02469135792308083,2.205882288062286,0.008645533141210375,3.0,243,34,25725,0.08755495295616089,350,3,0,2
404,2860781,3547614,0.0,0,41,164,0.3178294549005469,164000000.0,0.0,0.0,129,0,24272,0.0,312,4,0,0
405,438964,3335130,0.0,0,9,5,0.0562499996484375,5000000.0,0.0,0.0,160,0,800,0.0,165,4,0,0
406,3256959,1933312,0.3765154251953279,2,19,2,0.11377245440854818,2000000.0,0.011764705882352941,2.0,167,0,340,0.010086898870551465,172,3,0,0
407,167816,3564448,0.5787519723249339,5,77,24,0.1684901528041791,24000000.0,0.01016260162601626,5.0,457,0,11352,0.003085013813253871,497,3,0,0
408,2332893,3432616,2.5669455803838606,19,29,2431,0.19078947242901664,3.057861631373759,0.005801526717557253,19.0,152,795,507384,0.0167724883750793,3294,3,0,15
409,1933805,2633605,0.09649040378701663,1,27,75,0.1093117404481306,75000000.0,0.003048780487804878,1.0,247,0,19050,3.1556691596453026e-05,329,3,0,0
410,593309,2832099,0.4760475471466513,4,9,1272,0.21951218976799536,1272000000.0,0.003048780487804878,4.0,41,0,55968,0.0020737094428472376,1316,3,0,0
411,4838273,2366431,0.9929074183868954,10,157,24,0.05967312806549864,24000000.0,0.003772161448509996,10.0,2631,0,63288,0.0014737441871310439,2661,3,0,0
412,2164839,623567,0.0,0,92,209,0.14175654831778653,209000000.0,0.0,0.0,649,0,151107,0.0,932,4,0,0
413,1354897,3994516,0.0,0,16,1,0.2051282024983564,1000000.0,0.0,0.0,78,0,85,0.0,86,5,0,0
414,2033602,2315048,0.0,0,8,385,0.1777777738271606,385000000.0,0.0,0.0,45,0,18865,0.0,434,4,0,0
415,4121411,1637898,0.11281537541960393,1,14,551,0.6999999650000017,0.043344870984633035,7.756748371082842e-05,1.0,20,12712,385890,0.00014138272303124562,12893,3,0,0
416,4336282,892193,0.0,0,136,1,0.09847936270928358,1000000.0,0.0,0.0,1381,0,1396,0.0,1397,4,0,0
417,3601327,4578655,2.7554493712941657,24,972,251,0.3726993863601613,251000000.0,0.006393180607352157,24.0,2608,0,885277,0.0063249884028974005,3778,3,0,0
418,1994852,4152864,0.0,0,1,31,0.999999000001,31000000.0,0.0,0.0,1,0,31,0.0,32,4,0,0
419,2449296,2533205,0.0,0,15,2,0.2586206851961951,2000000.0,0.0,0.0,58,0,122,0.0,63,4,0,0
420,3658576,3035063,0.0,0,43,12,1.2647058451557105,12000000.0,0.0,0.0,34,0,924,0.0,89,4,0,0
421,1199206,1063789,0.1825995901401201,1,3,2,0.33333329629630043,2000000.0,0.08333333333333333,1.0,9,0,22,0.0041841004184100415,13,3,0,0
422,489300,4717616,0.0,0,48,34,0.19917012365489573,34000000.0,0.0,0.0,241,0,8636,0.0,288,4,0,0
423,1702417,3652352,6.749602669296096,35,50,283,2.3809522675737016,1.5053191409291535,0.09695290858725762,35.0,21,188,18755,0.254111801832303,396,2,1,5
424,1315850,1024682,0.0,0,3,48,0.0447761187346848,48000000.0,0.0,0.0,67,0,3216,0.0,115,4,0,0
425,3472626,2587055,0.1728713739417528,2,23,132,0.049999999891304346,132000000.0,0.0033613445378151267,2.0,460,0,61380,1.891614501913237e-05,597,3,0,0
426,512769,2086863,12.813630070337783,91,148,435,0.2890624994354248,0.6331877720040935,0.06691176470588235,91.0,512,687,493044,0.14038550176746334,1451,3,0,58
427,2241589,1493935,0.9771419458426652,5,4,9,0.13793102972651622,9000000.0,0.15151515151515152,5.0,29,0,261,0.037425047720183714,38,3,0,0
428,3517094,941692,0.1513471755362777,2,54,124,0.6279069694429422,124000000.0,0.007936507936507936,2.0,86,0,16120,3.808190321232837e-06,254,3,0,0
429,871888,2912801,0.11349953484329675,1,4,22,0.12903225390218534,22000000.0,0.018867924528301886,1.0,31,0,704,0.00014914243102162565,54,3,0,0
430,626239,3606548,0.2801197641813918,3,153,7,0.016710353864492097,7000000.0,0.00032740368874822657,3.0,9156,0,64113,7.053018583633355e-05,9166,3,0,0
431,2157328,2200735,0.0,0,12,11,0.3243243155588023,11000000.0,0.0,0.0,37,0,418,0.0,49,4,0,0
432,2618757,3544260,0.0,0,58,38,0.6744185968090861,38000000.0,0.0,0.0,86,0,4028,0.0,144,4,0,0
433,54381,1862492,0.0,0,5,74,0.9999998000000401,74000000.0,0.0,0.0,5,0,444,0.0,80,4,0,0
434,2976923,3445194,0.0,0,1,1,0.06249999609375024,1000000.0,0.0,0.0,16,0,16,0.0,17,5,0,0
435,3383210,4114513,0.0,0,23,1,0.9583332934027794,1000000.0,0.0,0.0,24,0,45,0.0,46,4,0,0
436,1129682,3744513,0.0,0,17,1,0.3695652093572781,1000000.0,0.0,0.0,46,0,53,0.0,54,4,0,0
437,1190704,2055183,0.0,0,5,144,0.3846153550295881,144000000.0,0.0,0.0,13,0,2304,0.0,160,4,0,0
438,377102,3592571,0.18388845457974973,1,5,57,0.49999995000000497,0.04019746118462802,0.000693000693000693,1.0,10,1418,21435,0.004347826086956522,1444,2,1,1
439,352855,484479,1.553985015297603,17,85,83,0.047196002194782885,83000000.0,0.009086050240513094,17.0,1801,0,149815,0.0004460658921894151,1888,3,0,0
440,1939151,4518583,3.512120430235369,30,456,115,0.16672760505786927,115000000.0,0.010438413361169102,30.0,2735,0,320735,0.011796161973323976,2904,3,0,0
441,3680201,2741551,2.9378361747558213,18,16,250,0.12121212029384758,250000000.0,0.04931506849315069,18.0,132,0,33250,0.04283035360190274,383,3,0,0
442,4298355,2589986,0.0,0,1,1,0.028571427755102068,1000000.0,0.0,0.0,35,0,35,0.0,36,5,0,0
443,3393730,3446506,0.0,0,19,16,0.12582781373623966,16000000.0,0.0,0.0,151,0,2464,0.0,170,4,0,0
444,1486892,1080614,10.856457296971419,64,22,175,0.03672787973835079,2.160493800487731,0.08236808236808238,64.0,599,81,142410,0.2781282369281325,841,3,0,39
445,3914665,3819586,0.0,0,12,4,0.27272726652892576,4000000.0,0.0,0.0,44,0,188,0.0,51,4,0,0
446,2167763,2232341,0.097076169924352,1,118,7,0.47967479479807,7000000.0,0.0027855153203342623,1.0,246,0,2471,3.3593120128997585e-05,360,3,0,0
447,2116501,3663392,0.0,0,116,5,9.666665861111179,5000000.0,0.0,0.0,12,0,630,0.0,131,4,0,0
448,1415397,135756,2.5685824912183595,8,10,8,0.3124999902343753,0.1904761859410432,0.11267605633802814,8.0,32,42,1530,0.4017399221170234,79,3,0,7
449,762511,1304570,0.0,0,77,8,0.17073170693851064,8000000.0,0.0,0.0,451,0,3680,0.0,468,4,0,0
450,1312177,3268179,0.0,0,92,7,0.08736942061978213,7000000.0,0.0,0.0,1053,0,7504,0.0,1079,4,0,0
451,2582486,1034420,6.862744287807781,38,12,852,0.19354838397502608,2.513274328869397,0.032340425531914886,38.0,62,339,84286,0.3817041767850651,1213,3,0,27
452,207348,1395712,2.0691585023349197,21,75,275,0.055473372740034485,275000000.0,0.012987012987012988,21.0,1352,0,374825,0.0016628273658029825,1638,3,0,0
453,1841875,28366,22.28834916964447,63,20,89,0.08658008620528101,0.1330343794722954,0.07150964812712826,63.0,231,669,169884,4.4315509590105755,944,2,1,58
454,901150,628921,0.0,0,19,43,18.999981000018998,43000000.0,0.0,0.0,1,0,860,0.0,63,4,0,0
455,302849,2156930,0.7743867629361871,4,4,23,1.333332888889037,0.11675126844288695,0.01990049751243781,4.0,3,197,1194,0.024596281534616203,205,2,1,2
456,4011635,4742865,0.2057705553540774,2,115,61,14.374998203125227,0.20065789407678325,0.004415011037527594,2.0,8,304,40836,0.00012023534322572165,455,3,0,0
457,4286269,579052,0.8301973992392849,7,160,26,0.9142857090612244,26000000.0,0.025454545454545452,7.0,175,0,6656,0.0031536502776223427,282,3,0,0
458,2239775,3622805,0.0,0,9,5,0.08823529325259517,5000000.0,0.0,0.0,102,0,535,0.0,112,4,0,0
459,19760,1097755,0.6494581110613392,3,11,46,0.16666666414141418,0.5348837147106545,0.016216216216216217,3.0,66,86,8395,0.03911061362427736,188,2,1,3
460,4047729,4681267,1.9329169599953502,21,106,139,0.057297297266325785,139000000.0,0.010638297872340424,21.0,1850,0,257984,0.001171343143497345,1995,3,0,0
461,1124684,4214037,0.0,0,28,75,0.24347825875236295,75000000.0,0.0,0.0,115,0,8625,0.0,190,4,0,0
462,4725447,3328824,0.96971984908011,11,366,48,0.10611771524902357,48000000.0,0.003149155453764673,11.0,3449,0,165888,0.0001359500235471488,3504,3,0,0
463,3441172,1632157,0.14109200715836145,1,134,1,1.252336436894052,1000000.0,0.004329004329004329,1.0,107,0,231,0.000835421888053467,232,3,0,0
464,2966772,2733872,0.09086603972658462,1,33,181,0.0561224488841455,181000000.0,0.001282051282051282,1.0,588,0,108600,1.6614883612740293e-05,781,3,0,0
465,3812818,4402871,12.888915260400202,71,85,176,0.2750809052586379,0.2983050842401609,0.07932960893854749,71.0,309,590,211973,0.5011315387732806,966,3,0,55
466,817365,1807180,0.15361129482611352,2,143,2,0.4039548011187717,2000000.0,0.004784688995215311,2.0,354,0,836,4.458961778656686e-06,420,3,0,0
467,4023498,2763391,0.07383035914027619,1,21,4,0.19626168040876932,4000000.0,0.008196721311475409,1.0,107,0,476,1.3112054304884107e-06,123,3,0,0
468,2819030,1626617,0.0,0,91,1,0.13746223544189995,1000000.0,0.0,0.0,662,0,695,0.0,696,4,0,0
469,4188416,4130943,0.0,0,29,112,0.05187835411112995,112000000.0,0.0,0.0,559,0,63840,0.0,682,4,0,0
470,4000293,467667,2.6975009429813603,21,68,264,0.33497536780800313,264000000.0,0.043478260869565216,21.0,203,0,63360,0.018884274499516983,504,3,0,0
471,2615912,585290,0.0,0,1,35,0.0064102563691650245,35000000.0,0.0,0.0,156,0,5460,0.0,191,4,0,0
472,2770964,3437795,0.8189962342964474,8,174,297,0.14833759578146835,297000000.0,0.005263157894736842,8.0,1173,0,365607,0.0005790985924403043,1528,3,0,0
473,4186227,3206172,0.0,0,60,179,0.6249999934895835,179000000.0,0.0,0.0,96,0,25776,0.0,323,4,0,0
474,3795595,174802,0.0,0,112,1,0.026807084723119413,1000000.0,0.0,0.0,4178,0,4189,0.0,4190,4,0,0
475,1776702,4371955,4.650824252107213,23,22,81,0.1999999981818182,0.8099999918999999,0.09913793103448276,23.0,110,100,16016,0.21459390363129024,255,3,0,17
476,2277589,2810159,0.0,0,3,7,0.04411764641003461,7000000.0,0.0,0.0,68,0,483,0.0,76,4,0,0
477,2746365,2044305,13.599279416294186,131,566,382,0.06551684221952576,382000000.0,0.014631966938456385,131.0,8639,0,3324164,0.01936003912016493,9084,3,0,0
478,3517217,2952533,0.1587103628958468,1,32,1,0.03312629396156699,1000000.0,0.001027749229188078,1.0,966,0,973,0.0018348623853211012,974,3,0,0
479,4682995,2914124,0.19319379300543385,1,1,1,0.04545454338842984,1000000.0,0.045454545454545456,1.0,22,0,22,0.005649717514124294,23,3,0,0
480,3335540,61530,0.5844023409550289,6,65,76,0.07946210259234462,76000000.0,0.006696428571428571,6.0,818,0,62776,0.0007368282387180117,902,3,0,0
481,1929062,4591296,0.17201349755540346,2,18,31,0.07287449363208708,31000000.0,0.0071428571428571435,2.0,247,0,7781,1.7868157313411062e-05,282,3,0,0
482,2480985,4428300,0.7535129596576442,5,30,220,0.25423728598103995,1.3173652615726632,0.009689922480620157,5.0,118,167,52608,0.008334107427475567,521,3,0,3
483,1450214,46090,0.7707358756791347,7,67,48,0.05625524764378232,48000000.0,0.0056,7.0,1191,0,58032,0.0015313925130658618,1257,3,0,0
484,20462,659769,0.0,0,71,16,0.4355828194136023,16000000.0,0.0,0.0,163,0,2752,0.0,188,4,0,0
485,1164072,636099,0.07383035914027619,1,9,5,0.06569343017742021,5000000.0,0.006993006993006993,1.0,137,0,695,1.3112054304884107e-06,144,3,0,0
486,95886,2407305,0.2046530264078274,2,71,7,0.4999999964788733,7000000.0,0.010752688172043013,2.0,142,0,1267,0.00011557191345504589,188,3,0,0
487,1917370,1475238,2.9392699272019014,23,118,177,0.05125977408720253,0.2873376618712051,0.0077966101694915265,23.0,2302,616,1484630,0.03213239410544183,2973,3,0,17
488,1332575,550624,6.046846718245039,26,125,19,0.5924170588037106,0.14843749884033205,0.06683804627249358,26.0,211,128,37356,0.5663244235496367,415,2,1,23
489,2933565,3206394,0.2901928005152087,3,15,117,0.0862068960562822,117000000.0,0.010380622837370242,3.0,174,0,20475,0.00010589278844167712,292,3,0,0
490,3051327,3940380,1.3221547008116266,11,16,649,0.0399999999,0.1007451101985804,0.0015827338129496403,11.0,400,6442,2661330,0.005805093377184944,6961,3,0,10
491,1413055,273164,4.119910074977942,33,128,2294,0.6736842069806095,3.0545938707661864,0.01065891472868217,33.0,190,751,771930,0.022595644418324432,3129,3,0,7
492,4839138,1957538,0.0,0,77,53,10.999998428571653,53000000.0,0.0,0.0,7,0,4293,0.0,134,4,0,0
493,3859663,2749267,0.2950253316413847,2,7,99,6.9999930000070005,99000000.0,0.01904761904761905,2.0,1,0,792,0.002414672760255911,107,3,0,0
494,2037535,173719,0.0,0,134,10,0.05509868418787061,10000000.0,0.0,0.0,2432,0,24350,0.0,2445,4,0,0
495,3003794,384254,2.853540709609359,24,46,213,0.22439024280785247,213000000.0,0.0598503740648379,24.0,205,0,45156,0.010727424867811976,425,3,0,0
496,290758,410127,0.0,0,34,22,2.833333097222242,22000000.0,0.0,0.0,12,0,990,0.0,67,4,0,0
497,1166818,2586954,0.0,0,75,53,0.5067567533327246,53000000.0,0.0,0.0,148,0,8056,0.0,205,4,0,0
498,4299050,172972,0.0,0,4,4,0.24999998437500096,4000000.0,0.0,0.0,16,0,72,0.0,22,4,0,0
499,909677,2422604,0.0,0,27,3,0.11440677917624248,3000000.0,0.0,0.0,236,0,723,0.0,244,4,0,0
500,732416,4326329,0.0,0,15,4,0.13043478147448018,4000000.0,0.0,0.0,115,0,492,0.0,127,4,0,0
501,4329139,3476921,9.382855291556526,53,269,71,4.269841202066013,71000000.0,0.1536231884057971,53.0,63,0,23217,0.2924168443275729,398,3,0,0
502,3113197,2346396,0.0,0,10,20,0.28571427755102063,20000000.0,0.0,0.0,35,0,740,0.0,57,4,0,0
503,1548423,1397316,0.0,0,1458,1,14.87755086859642,1000000.0,0.0,0.0,98,0,1538,0.0,1539,4,0,0
504,4475906,4590349,1.6473461091538142,12,6,1795,0.1176470565167244,16.775700777797187,0.0062402496099844,12.0,51,107,101574,0.019694481525770798,1935,3,0,4
505,1729215,4462368,7.866503942268487,56,69,755,0.3556701012594325,2.267267260458657,0.055226824457593686,56.0,194,333,186588,0.06937799869045687,1071,3,0,38
506,2866511,1327440,0.0,0,109,25,0.13341493251724001,25000000.0,0.0,0.0,817,0,20700,0.0,853,4,0,0
507,80983,505918,0.07383035914027619,1,42,8,0.05468749992879232,8000000.0,0.0012755102040816323,1.0,768,0,6216,1.3112054304884107e-06,785,3,0,0
508,246307,1041665,0.08787672930771424,1,23,36,0.27380952054988666,36000000.0,0.008264462809917356,1.0,84,0,3096,1.1426482014717308e-05,122,3,0,0
509,4149096,1619831,0.0,0,6,3,0.05128205084374315,3000000.0,0.0,0.0,117,0,360,0.0,123,4,0,0
510,4821149,1602676,0.0,0,17,21,0.06071428549744898,21000000.0,0.0,0.0,280,0,6027,0.0,308,4,0,0
511,2530095,4498800,0.0,0,10,5,0.15151514921946746,5000000.0,0.0,0.0,66,0,350,0.0,75,4,0,0
512,2494359,1220744,0.8323492570768054,8,30,160,0.14354066916966188,160000000.0,0.021680216802168018,8.0,209,0,34720,0.0006859421887913909,377,3,0,0
513,2917270,3216894,0.0,0,3,3,0.4999999166666805,3000000.0,0.0,0.0,6,0,21,0.0,10,4,0,0
514,3470096,823636,0.07751681639600151,1,80,2,0.06364359581253493,2000000.0,0.0007716049382716049,1.0,1257,0,2590,2.496984890744426e-06,1297,3,0,0
515,2214631,2464404,0.5065616894001996,3,199,26,3.6851851169410166,26000000.0,0.011029411764705885,3.0,54,0,6474,0.009673674437290192,275,3,0,0
516,937883,2225928,0.0,0,10,2,0.12987012818350482,2000000.0,0.0,0.0,77,0,162,0.0,83,4,0,0
517,3660958,3874174,0.0,0,9,64,0.1406249978027344,64000000.0,0.0,0.0,64,0,4224,0.0,130,4,0,0
518,4641648,4510312,1.6588660655336025,6,7,12,0.36842103324099823,0.4137930891795487,0.13636363636363635,6.0,19,29,600,0.18865645760599611,50,2,1,6
519,1164032,1772905,0.2275598066567093,1,31,6,0.19871794744411567,0.6666665925926009,0.005494505494505495,1.0,156,9,2210,0.012345679012345678,183,2,1,1
520,1813537,497126,0.0,0,14,2,0.05243445673245522,2000000.0,0.0,0.0,267,0,534,0.0,269,4,0,0
521,1366076,3956535,0.0,0,31,14,0.22962962792866945,14000000.0,0.0,0.0,135,0,2072,0.0,162,4,0,0
522,4517546,311395,0.15737201226551786,1,35,2,0.5645161199271593,2000000.0,0.012048192771084338,1.0,62,0,164,0.0017391304347826088,84,3,0,0
523,2551093,691053,0.09554112551923973,1,46,2,0.02348136803293447,2000000.0,0.0005094243504839531,1.0,1959,0,3924,2.846894038603883e-05,1964,3,0,0
524,4419310,1202094,0.08449373257091766,1,11,8,0.1122448968138276,8000000.0,0.009174311926605505,1.0,98,0,816,7.2450118093692505e-06,110,3,0,0
525,702114,2511862,0.3589342368937641,2,55,3,0.13317191251047966,3000000.0,0.004405286343612335,2.0,413,0,1359,0.0077333484689389,456,3,0,0
526,3531111,1537593,5.370404478711434,21,20,23,0.8695651795841226,0.6571428383673475,0.42857142857142855,21.0,23,35,1216,0.4774361726375702,70,2,1,12
527,2755105,1809060,0.0,0,7,2,0.36842103324099823,2000000.0,0.0,0.0,19,0,48,0.0,26,4,0,0
528,4101406,4561995,1.2454248454964203,12,782,40,2.041775451588053,40000000.0,0.01085972850678733,12.0,383,0,43080,0.0018002738026211245,1117,3,0,0
529,851822,1183256,9.376803748479077,52,54,91,0.19081272017380665,0.17984189687778282,0.06540880503144654,52.0,283,506,166696,0.6466467189289188,847,2,1,44
530,180886,2259583,0.07751681639600151,1,732,1,0.01232012118131246,1000000.0,1.6821706730364864e-05,1.0,59415,0,59447,2.496984890744426e-06,59448,3,0,0
531,2413499,617956,1.4851658141550408,16,216,69,0.08985024954665131,69000000.0,0.00645682001614205,16.0,2404,0,167325,0.000545275220444948,2494,3,0,0
532,515021,1294163,0.19827795135597165,1,16,1,0.3720930146024881,1000000.0,0.019230769230769232,1.0,43,0,52,0.0064516129032258064,53,3,0,0
533,1342577,2063062,0.5692756927580802,5,141,35,0.4378881973978627,35000000.0,0.01152073732718894,5.0,322,0,14140,0.0010542815120361882,439,3,0,0
534,2888042,1800416,0.0,0,1,1,0.2499999375000156,1000000.0,0.0,0.0,4,0,4,0.0,5,5,0,0
535,4610787,4691181,0.0,0,5,5,0.09615384430473377,5000000.0,0.0,0.0,52,0,270,0.0,59,4,0,0
536,3836704,1834142,0.481267475355881,5,25,352,0.11961722430805155,352000000.0,0.008787346221441127,5.0,209,0,78144,0.0002890158717199614,574,3,0,0
537,2071647,949172,0.16213981778198122,1,1,158,0.16666663888889352,2.9811320192239243,0.0048543689320388345,1.0,6,53,1400,0.0020964360587002093,207,3,0,0
538,4132261,2536161,12.277532614249024,85,165,122,0.08439897693892635,0.11348837198745268,0.028823329942353336,85.0,1955,1075,2105925,0.19039814644663172,3034,2,1,84
539,3547349,625451,9.193379023169346,90,346,457,0.051626380177316265,457000000.0,0.012726244343891404,90.0,6702,0,3064185,0.009627470184971966,7162,3,0,0
540,107998,2290078,0.0,0,30,140,0.007614213196037002,140000000.0,0.0,0.0,3940,0,555520,0.0,4108,4,0,0
541,248970,3494888,0.0,0,13,6,0.3939393820018369,6000000.0,0.0,0.0,33,0,234,0.0,45,4,0,0
542,2884416,268519,0.0,0,1,22,0.999999000001,0.5499999862500004,0.0,0.0,1,40,82,0.0,43,2,1,0
543,4633431,158115,15.600743644980414,70,84,120,0.4077669883118107,0.4780876474976588,0.14583333333333334,70.0,206,251,74841,1.494265881003728,550,2,1,51
544,317786,4699529,5.534894652490869,34,588,82,5.653846099482249,82000000.0,0.04676753782668501,34.0,104,0,55678,0.10266852367967348,761,3,0,0
545,751974,3256646,0.12834461545079567,1,21,29,0.12574850224102693,29000000.0,0.004901960784313725,1.0,167,0,5104,0.00041322314049586776,205,3,0,0
546,731420,3725632,0.0,0,6,63,0.06593406520951578,63000000.0,0.0,0.0,91,0,5859,0.0,156,4,0,0
547,4477620,2171358,0.09434557625106478,1,52,18,0.11206896527571343,18000000.0,0.002053388090349076,1.0,464,0,8460,2.4932681759250024e-05,488,3,0,0
548,1765411,931647,0.306659289591227,2,5,114,0.09803921376393697,114000000.0,0.012269938650306749,2.0,51,0,5814,0.004098533632395147,165,3,0,0
549,3642845,2744198,0.09078543157450997,1,58,50,0.1602209940325387,50000000.0,0.0023752969121140144,1.0,362,0,18600,1.6453321925696797e-05,422,3,0,0
550,1258166,1765731,0.09834141717299913,1,200,11,0.2936857558095657,11000000.0,0.0012135922330097086,1.0,681,0,8954,3.835385264449814e-05,825,3,0,0
551,1742482,2649630,1.5832456727994957,16,296,39,0.16263736254800146,39000000.0,0.008311688311688312,16.0,1820,0,74178,0.0012918099392817224,1941,3,0,0
552,2486979,1641756,4.456317569925206,26,58,91,0.95081965654394,0.12603878098886595,0.031553398058252434,26.0,61,722,78864,0.23419469988164496,850,2,1,12
553,1703634,4036817,0.0,0,7,33,0.03684210506925208,33000000.0,0.0,0.0,190,0,6336,0.0,225,4,0,0
554,2866908,3849807,0.0,0,64,5,0.3926380344009937,5000000.0,0.0,0.0,163,0,1070,0.0,219,4,0,0
555,1840412,1167211,15.928689344242141,95,115,1267,4.599999816000008,14.563218223411285,0.07246376811594203,95.0,25,87,165880,0.3569235215688679,1406,3,0,3
556,3298954,4766814,1.3033529189767918,10,161,33,0.3815165867736574,33000000.0,0.01814882032667877,10.0,422,0,17424,0.0067759121276487685,561,3,0,0
557,3341056,947762,0.0,0,19,2,0.7037036776406045,2000000.0,0.0,0.0,27,0,56,0.0,30,5,0,0
558,4534450,3136926,0.0,0,4,6,0.035087718990458615,6000000.0,0.0,0.0,114,0,690,0.0,121,4,0,0
559,3175312,3730870,1.7454127984812338,6,23,31,0.15972222111304013,0.07380952363378684,0.01058201058201058,6.0,144,420,62622,0.3544665744507873,573,2,1,6
560,3761780,2690278,2.6568886035990467,16,82,113,0.5061728363816491,0.18284789614425906,0.019115890083632014,16.0,162,618,138846,0.0838259337891994,853,2,1,10
561,8356,2058283,0.0,0,12,47,0.07185628699487254,47000000.0,0.0,0.0,167,0,7896,0.0,215,4,0,0
562,4575002,2646810,0.0,0,7,45,0.17948717488494426,45000000.0,0.0,0.0,39,0,1980,0.0,89,4,0,0
563,2573172,3633833,0.4360812912475736,3,20,46,1.3333332444444503,0.3565891445225648,0.016042780748663103,3.0,15,129,4929,0.00820421265594488,190,2,1,1
564,82320,4247331,1.3209898192446006,14,253,24,0.03810814881185297,24000000.0,0.0021046301864101023,14.0,6639,0,159408,0.0004545243936239418,6666,3,0,0
565,2701676,3983042,1.0952229827938185,7,9,340,0.18367346563931705,4.047618999433107,0.0166270783847981,7.0,49,84,20196,0.013962076229361726,428,3,0,4
566,2186222,2093176,0.0,0,11,43,0.12790697525689565,43000000.0,0.0,0.0,86,0,3870,0.0,133,4,0,0
567,2528294,1412983,2.890608674261222,8,8,11,0.19999999500000007,0.28947367659279805,0.0975609756097561,8.0,40,38,2025,0.5666913681899273,90,2,1,7
568,4846084,3920505,0.8801089400181088,7,2,552,0.1176470519031146,1.7196261628672085,0.008215962441314555,7.0,17,321,14314,0.004831522340819364,859,3,0,7
569,4335591,3320046,0.0,0,95,87,13.571426632653338,87000000.0,0.0,0.0,7,0,8352,0.0,183,4,0,0
570,1048746,1262238,0.0,0,16,8,0.042216358727661316,8000000.0,0.0,0.0,379,0,3048,0.0,389,4,0,0
571,1766159,3059183,4.854759828910616,28,100,21,0.35335688921075303,0.14788732290220194,0.06746987951807229,28.0,283,142,43512,0.2289879279014965,443,2,1,26
572,4548619,1495241,0.4222441580890637,4,62,33,0.1717451518788223,33000000.0,0.009389671361502348,4.0,361,0,13101,0.0016914697536151901,430,3,0,0
573,3452178,3717996,0.9002792118395727,10,285,12,0.055307587802191416,12000000.0,0.0019391118867558657,10.0,5153,0,61860,0.00017141310487836221,5167,3,0,0
574,458466,908046,0.16078418297223054,2,248,5,0.4283246970149833,5000000.0,0.002628120893561104,2.0,579,0,3790,1.1437685162339227e-05,763,3,0,0
575,3806748,319732,0.10590879112854072,1,115,25,0.16546762566119766,25000000.0,0.0013495276653171392,1.0,695,0,17925,7.931472081218272e-05,742,3,0,0
576,1665032,748200,0.0,0,23,4,0.0851851848696845,4000000.0,0.0,0.0,270,0,1116,0.0,283,4,0,0
577,2741764,856916,10.97131948977198,92,554,268,0.09211839040703053,268000000.0,0.014731785428342675,92.0,6014,0,1626492,0.0329380816992348,6337,3,0,0
578,4579955,2695621,7.924534555196527,83,656,99,0.010686127581763762,99000000.0,0.0013511753597707885,83.0,61388,0,6079788,0.003103020379144996,61511,3,0,0
579,3678951,4016649,0.9843999261861432,9,16,161,0.04776119388728002,0.3003731337679606,0.009698275862068966,9.0,335,536,202462,0.0017748784939089688,937,3,0,9
580,4642092,3699726,0.0,0,18,20,0.1384615373964497,20000000.0,0.0,0.0,130,0,2620,0.0,151,4,0,0
