0,source,sink,in_degree_a
6115,4335709,2863760,44
6116,1898587,2634469,34
6117,2804896,4066935,58
6118,81737,4670991,43
6119,3726680,212805,21
6120,3182243,4279670,10
6121,2975979,2110545,73
6122,1367130,815052,121
6123,447652,1937473,8
6124,4691181,2221465,5
6125,1962170,3311941,13
6126,3047052,3872062,5
6127,1958281,339313,33
6128,4112964,1272646,39
6129,911889,1168241,7
6130,3573875,1931941,246
6131,1036218,1936956,11
6132,3804794,4450805,14
6133,3289630,2844053,81
6134,2536106,3249655,179
6135,490034,3394554,8
6136,389337,463578,37
6137,1561394,428166,14
6138,4795640,3889632,19
6139,1071241,373567,196
6140,3474714,2891922,59
6141,4747431,52235,53
6142,3396805,4588320,75
6143,3238797,4149420,16
6144,1344241,4397390,25
6145,555641,4515781,6
6146,2423759,1024638,10
6147,3102596,3245827,38
6148,3995418,2270215,116
6149,1528502,2694853,6
6150,3211124,1528577,8
6151,2419143,1832349,7
6152,1937956,1402470,55
6153,324481,3205360,2
6154,2651652,4606828,757
6155,2952895,167667,6
6156,3455337,3737661,12
6157,914590,877685,181
6158,2461340,1821750,268
6159,3260407,518982,9
6160,3205218,3076537,8
6161,3162895,2004250,29
6162,2502204,224034,130
6163,1313531,1698730,80
6164,3632614,1238378,24
6165,2446348,4355866,87
6166,3891929,1328064,37
6167,197658,2319422,33
6168,232119,892624,36
6169,2277157,2995669,42
6170,2145669,3264374,121
6171,44428,1135932,4
6172,482286,653567,62
6173,2940560,3734741,272
6174,3578368,2692347,21
6175,4441403,2741551,9
6176,897159,3921938,111
6177,4135197,3217561,40
6178,2833758,26836,36
6179,126909,2121214,4
6180,938662,2877896,39
6181,2544942,2353906,19
6182,754986,1393618,48
6183,1055752,1987983,22
6184,4454175,1719089,980
6185,991915,833259,18
6186,1183256,4736908,54
6187,464419,4657591,77
6188,4588994,1541904,11
6189,2759392,1636799,214
6190,1991608,3407568,141
6191,3029304,2748610,5
6192,3968141,2609014,100
6193,1595379,2475194,13
6194,4641500,2581880,71
6195,551270,2224169,107
6196,4448557,3251589,1
6197,1128250,3411464,82
6198,4416927,4035016,6
6199,2989873,1004807,26
6200,2195849,4085623,89
6201,433740,1345525,1
6202,4159232,4114117,24
6203,871619,855302,56
6204,3804237,346874,268
6205,3449384,1962278,113
6206,4273840,2005943,59
6207,3112427,1050365,95
6208,2299812,494791,29
6209,2281905,1116975,168
6210,787540,892636,19
6211,2596252,1865606,73
6212,2429371,2448159,5
6213,4655425,2222071,35
6214,4589313,4849238,9
6215,3874602,3103582,54
6216,2546199,2500295,106
6217,4226561,1045426,1
6218,4408843,1061920,8
6219,1075193,3230163,7
6220,1453814,1030509,67
6221,1357512,4825227,20
6222,291598,3602167,1
6223,914590,2200421,181
6224,3574289,95568,55
6225,2977223,2076091,566
6226,1806303,2299295,44
6227,1781069,3033484,10
6228,138349,778393,81
6229,2314931,3041534,587
6230,625906,3177976,192
6231,1047601,3281451,114
6232,958829,4468952,83
6233,1013466,3136757,17
6234,892090,3504377,304
6235,823636,188108,80
6236,1415961,764635,5
6237,3600061,950325,18
6238,1246304,65435,5
6239,3498929,1628826,13
6240,2101826,163021,42
6241,2573172,858390,46
6242,61851,1061297,1
6243,2816537,947246,24
6244,3616989,20388,8
6245,3755664,3821147,28
6246,446513,4715766,18
6247,2251224,875270,49
6248,4699680,3870559,47
6249,2378456,4542523,12
6250,1290649,2119585,2
6251,81990,794687,22
6252,3054246,1517172,166
6253,1241974,1571064,21
6254,3077524,2256731,318
6255,1537260,4100575,94
6256,1658415,1162249,16
6257,2415333,4246825,120
6258,4586866,3469694,1837
6259,1005221,4620547,86
6260,2689691,3507219,6
6261,3289560,3936534,12
6262,485828,708203,40
6263,378893,4250205,59
6264,1590756,4780017,602
6265,623444,2888061,27
6266,4506669,498512,8
6267,620351,247783,6
6268,4834640,2364302,41
6269,1185400,2563819,2
6270,794490,3495175,268
6271,638010,3223775,315
6272,3122764,4311172,25
6273,804420,19947,254
6274,574671,11338,49
6275,3404692,851826,52
6276,1219703,2177945,37
6277,621507,45557,84
6278,2454722,2168756,73
6279,4435111,762460,31
6280,1468783,3691952,3
6281,3425682,4842659,6
6282,965431,58008,68
6283,3057048,4345793,35
6284,3670568,2416261,10
6285,440093,2503408,7
6286,4565547,2367831,58
6287,355653,1739759,229
6288,3105068,1072902,12
6289,636645,4240631,74
6290,3363793,1403382,2
6291,64105,2753336,10
6292,508671,2652826,11
6293,1583704,1988914,203
6294,335010,631279,83
6295,2696065,2043897,4
6296,4238490,3217561,9
6297,2259251,3418202,3
6298,155655,4437733,60
6299,2972814,4260737,77
6300,3507219,943639,794
6301,1862328,4734538,27
6302,447792,3272419,5
6303,3738701,3376555,118
6304,3722034,1715317,14
6305,4019772,2657616,8
6306,4520307,1514383,5
6307,1741725,1950471,139
6308,738704,2783695,3
6309,3028026,1622557,38
6310,3392450,2538827,4
6311,478279,4017122,129
6312,4760049,4244108,23
6313,202182,2917400,33
6314,4207128,706737,7
6315,2941746,4455938,312
6316,3261660,1547372,9
6317,4827008,2152768,14
6318,3435172,3137519,68
6319,1085187,3343475,546
6320,488468,4193324,135
6321,370690,1555455,37
6322,1882491,3292454,5
6323,1242622,4135692,187
6324,250784,4502376,4
6325,4772450,3571356,6
6326,3742783,3539009,23
6327,3940664,3285368,115
6328,2809458,239746,2821
6329,4181260,1640240,39
6330,4846084,654630,552
6331,1283090,3938509,33
6332,2082699,1590372,29
6333,1019500,4210958,14
6334,4789042,4400710,15
6335,2948651,1803018,44
6336,678280,1271496,160
6337,3318630,2937322,159
6338,3374141,2556469,22
6339,700661,4736366,142
6340,41540,1243152,18
6341,547929,2462158,87
6342,1600876,1183361,142
6343,602831,859099,82
6344,2025015,3355010,19
6345,54752,3000515,21
6346,1104700,749351,67
6347,3673862,964264,145
6348,1837215,2607806,4
6349,632527,4402007,8
6350,2920750,2972160,1119
6351,1170510,4439390,36
6352,397490,1558151,189
6353,740102,3226086,35
6354,1659040,4366702,34
6355,1343246,4865433,39
6356,2605488,1818359,7
6357,999420,1558434,47
6358,3492960,1061920,38
6359,4286785,1696218,798
6360,4800953,1925808,8
6361,101838,3842555,57
6362,3159838,1821251,51
6363,4274919,4687539,3
6364,1897058,4475906,11
6365,1119490,1974922,262
6366,2739805,3921674,112
6367,1359330,1826142,83
6368,1121944,1197283,113
6369,3400119,888120,12
6370,3108982,4823414,1
6371,1274841,2027656,34
6372,4474583,2385853,16
6373,4139305,4243408,88
6374,4110089,2546421,2
6375,682761,3065221,5
6376,324700,2577052,59
6377,2676123,1008568,5
6378,3122389,4684020,7
6379,268091,2542886,39
6380,2347216,2804852,9
6381,2687374,3233769,111
6382,4079398,2699036,10
6383,1602126,2278742,5
6384,4306582,4058362,21
6385,2119068,2471048,13
6386,342940,812719,2
6387,2955011,2721906,23
6388,3335443,1532741,206
6389,591326,1549107,142
6390,2652464,3588998,24
6391,4662733,1210760,11
6392,1145009,2757410,294
6393,1703576,1201478,68
6394,4722431,190472,17
6395,1858692,1777787,2
6396,1253184,2389568,4
6397,743085,565577,17
6398,3484797,3386111,18
6399,534956,1702515,12
6400,2467909,992461,54
6401,2490085,543026,215
6402,3609443,4340935,164
6403,3871155,4184939,88
6404,1423553,2138440,1
6405,2759330,2564293,16
6406,1322754,2026276,22
6407,2914124,1370930,1
6408,4728730,3799681,227
6409,3964144,3328824,163
6410,1546569,1914158,107
6411,2640762,233539,4
6412,3897083,22018,61
6413,1372390,2709615,35
6414,374977,3814841,22
6415,789432,778663,212
6416,166301,2831397,66
6417,4162864,1105301,19
6418,1420430,1846659,4
6419,4624957,847207,34
6420,3623678,234649,154
6421,1247483,487236,16
6422,2767575,3783126,4
6423,3034228,2504243,27
6424,3791630,3609789,76
6425,1124567,4120649,52
6426,3403110,3418072,233
6427,3704463,541321,67
6428,1301087,2101204,42
6429,3543140,213089,19
6430,355400,4816863,92
6431,2356085,451437,1
6432,2938171,3293255,14
6433,2195988,1068034,22
6434,429831,3462986,61
6435,567973,3356514,51
6436,4139336,693041,72
6437,2203653,4114117,19
6438,2545905,333975,34
6439,4507643,1160901,112
6440,1325894,190635,30
6441,1442258,3937922,16
6442,2476039,2484581,138
6443,4386792,940317,52
6444,438779,1979098,17
6445,3786080,3643190,6
6446,527169,2146301,146
6447,3374895,816934,240
6448,3809313,848757,142
6449,4083597,1263430,7
6450,1955823,2285796,250
6451,3748959,1357203,4
6452,4769721,94321,1
6453,2317015,3504184,261
6454,3767879,2070503,23
6455,4293,506830,21
6456,4114810,1695796,12
6457,1053208,2540102,131
6458,3741309,1797097,69
6459,169009,551857,47
6460,990658,1336755,66
6461,3436823,4311172,73
6462,563611,1878814,143
6463,143808,3134085,82
6464,166844,117401,15
6465,3552240,4627750,7
6466,4437733,3536565,500
6467,1749305,120555,227
6468,525595,1770414,45
6469,2303899,3217153,21
6470,2513631,804737,2
6471,2382795,3167384,145
6472,3829112,4049828,3
6473,4290362,925328,1
6474,2624755,3616458,56
6475,3319852,275302,42
6476,4134777,2902510,86
6477,881447,3703286,312
6478,1801460,1051389,570
6479,820772,3995328,27
6480,1300976,2358799,14
6481,3694366,4444824,46
6482,2920873,353937,119
6483,3136926,982109,4
6484,923082,3430555,53
6485,4518007,1485090,10
6486,3922050,82340,2
6487,3794054,487236,3
6488,4576342,1622842,50
6489,3634961,2278148,198
6490,3324062,3293559,15
6491,1305103,2514259,75
6492,654545,1731857,119
6493,803951,794512,10
6494,619552,3344221,58
6495,682546,1903968,116
6496,4398685,4420646,10
6497,3110854,4655430,15
6498,2400419,4031103,1
6499,2545736,4391513,5
6500,942440,1597818,30
6501,4709390,4860800,5
6502,3798102,3146817,15
6503,4190154,2728956,40
6504,2770420,4162766,164
6505,1151907,1154823,8
6506,818849,4005067,242
6507,3107199,1671109,145
6508,1877187,556174,56
6509,1176065,2197349,202
6510,762988,4246523,320
6511,327051,326729,29
6512,830215,3943734,22
6513,1935156,1384676,23
6514,3221207,237742,10
6515,769654,879730,140
6516,1143970,3922914,177
6517,4790970,522422,73
6518,4611739,2559131,268
6519,2480532,3159533,295
6520,4464097,2681077,43
6521,2207319,3416478,41
6522,4337012,3200512,4
6523,162242,3472620,9
6524,4554335,580584,75
6525,2839634,1529484,22
6526,2819871,3451014,44
6527,1026366,1107607,223
6528,2464855,95886,27
6529,3958664,1674510,38
6530,1695500,3754361,121
6531,3802338,3522361,76
6532,3316884,4126058,138
6533,1069609,996371,32
6534,2027323,3030179,350
6535,2583918,3840645,17
6536,687868,4461878,9
6537,4108056,315464,33
6538,918804,3030751,31
6539,4048846,3069293,34
6540,2558590,2549673,168
6541,3307496,600591,119
6542,2891857,3952204,45
6543,2902003,2255872,675
6544,2004406,2173456,21
6545,3546247,1591738,28
6546,145983,2930986,172
6547,2410733,943126,27
6548,2577343,127950,16
6549,958601,302219,171
6550,3448708,1565469,20
6551,884795,4591789,564
6552,904699,1155568,32
6553,4380326,1196225,9
6554,1014744,3628463,55
6555,2355484,340787,91
6556,3473711,2743237,65
6557,2612704,3693634,26
6558,938826,4061472,30
6559,4781298,881760,14
6560,4609702,2934603,126
6561,3939368,500770,298
6562,24392,2290795,54
6563,4384662,1794528,57
6564,4743786,877692,52
6565,2141287,342702,122
6566,338967,4610114,6
6567,1153566,4367667,11
6568,2759850,629531,65
6569,4493888,2272405,99
6570,488573,2631457,43
6571,2895959,13973,22
6572,1122052,1930544,166
6573,1852963,4006372,1
6574,2808681,3418202,41
6575,3492510,2194084,112
6576,4612815,534089,43
6577,2416046,3003939,57
6578,1561431,2849811,2
6579,4109862,1055870,39
6580,3204831,2885287,310
6581,814560,3498688,48
6582,636045,51544,285
6583,214935,3264035,3
6584,1056828,3729180,15
6585,1396917,2809674,17
6586,1345452,2050750,153
6587,2166868,90509,2
6588,1570747,1597080,136
6589,2301621,2872252,4
6590,296151,859105,31
6591,1184959,1170080,5
6592,1793311,3221726,947
6593,1567106,3190077,15
6594,3799486,85041,37
6595,1368123,1848747,26
6596,4576435,1170,159
6597,1329707,648835,115
6598,3347305,3250100,29
6599,1282845,1318326,33
6600,4463889,4561985,75
6601,1450478,3400944,3
6602,1339565,4544061,85
6603,3753699,2932236,458
6604,819859,3907615,31
6605,3902146,3559779,8
6606,3781152,4382468,372
6607,911998,1584385,128
6608,1286166,3818010,19
6609,347703,3458,85
6610,704728,487932,40
6611,539219,3213441,24
6612,2344755,4407539,18
6613,3021091,575782,23
6614,2662768,932451,8
6615,1578326,3714595,11
6616,3564511,1310357,13
6617,2544271,4814001,2914
6618,778870,4842630,41
6619,2684700,168942,5
6620,4254122,3558874,4
6621,4820945,3110481,33
6622,388001,3940664,5
6623,39963,3213579,20
6624,167532,2710482,101
6625,2443496,2165787,132
6626,4092796,3528096,185
6627,2484296,1630855,175
6628,1337985,2866126,10
6629,4589473,3185844,1
6630,606761,2497994,65
6631,743424,259414,435
6632,4462031,4448105,64
6633,2379083,530491,7
6634,1829652,557156,12
6635,4064525,1590360,14
6636,335479,4007276,6
6637,1157860,4109087,17
6638,3909238,217050,4
6639,3777120,1399786,25
6640,1637898,4658060,14
6641,3657697,2654676,401
6642,2496241,265439,5
6643,1162697,2681473,16
6644,2011675,595409,38
6645,330829,1139579,39
6646,3939195,3484158,6
6647,1906297,3876096,6
6648,1232867,2813213,57
6649,1300976,4306614,14
6650,3001600,1397028,51
6651,810546,1985340,7
6652,4374620,3050686,25
6653,3171676,4554501,52
6654,2277157,319312,42
6655,977825,101349,8
6656,3685989,3512311,2
6657,2029427,874672,34
6658,1569925,2151710,31
6659,2607301,4517101,140
6660,3856906,1702681,26
6661,1663756,763313,468
6662,4029708,3557745,230
6663,793369,1490568,192
6664,474326,3927627,23
6665,934009,3951022,14
6666,2345214,207887,68
6667,4823214,261133,2
6668,1774097,3557463,4
6669,2778926,1931636,65
6670,69444,3241571,17
6671,3720344,322367,7
6672,1404534,3925574,12
6673,1065985,4662248,4
6674,436698,2794126,130
6675,2523398,760372,34
6676,1740390,4002556,35
6677,4694768,3500610,2
6678,2352372,4181529,2
6679,990399,1539432,406
6680,4444163,3285856,556
6681,4046638,2360848,112
6682,1786626,2757027,33
6683,2126676,480679,7
6684,2791353,253258,122
6685,419149,4084473,4
6686,1740390,3321075,35
6687,3658643,3967917,20
6688,2136872,109597,74
6689,999163,3663392,10
6690,54916,2922873,10
6691,2096182,3044301,112
6692,599191,1275748,30
6693,2299295,69235,260
6694,104145,827726,244
6695,4096832,512040,185
6696,1574563,2546199,51
6697,4420475,3167866,17
6698,3949256,2299770,8
6699,2117098,945121,2
6700,3665847,967204,41
6701,747989,3485325,23
6702,2256071,4042072,58
6703,4489126,660988,89
6704,3841958,2938445,21
6705,2062596,477407,1
6706,3497766,2517880,39
6707,4790574,531233,309
6708,1509217,930861,40
6709,1974705,3768870,12
6710,1403344,933347,33
6711,3136997,4822947,14
6712,2941407,811314,123
6713,13751,1151292,30
6714,4415061,2746308,35
6715,2376055,66772,87
6716,4188584,757983,33
6717,4762019,1682950,40
6718,3302659,2169271,1
6719,4357485,2023163,50
6720,2413519,3010497,76
6721,2568040,878472,5
6722,3588819,2022573,8
6723,4525961,1255669,45
6724,949821,4635617,28
6725,4705108,742876,19
6726,2907035,1908676,65
6727,901923,3184222,150
6728,2899933,399490,3
6729,1720019,150776,29
6730,4752780,1782943,14
6731,2629135,4427017,8
6732,671504,1879260,4
6733,4771966,1697994,55
6734,1285504,3437244,91
6735,4652709,1898377,98
6736,4701737,621120,9
6737,218846,3861621,7
6738,664668,4305032,138
6739,3494888,1177649,13
6740,812338,2040910,14
6741,30833,3684456,53
6742,535934,4007211,15
6743,2573156,3345694,18
6744,4461366,3151963,21
6745,2642509,1015736,33
6746,4612815,226897,43
6747,4318052,2083644,49
6748,4601068,4519802,3
6749,2806205,2468519,17
6750,1903703,1500229,116
6751,3224468,3138503,606
6752,3246429,4822389,10
6753,1482465,3452811,40
6754,2704413,4751012,20
6755,3664547,399878,160
6756,867745,442564,22
6757,4339556,1592741,164
6758,3578171,4358280,14
6759,2255133,1534885,19
6760,1535311,3948212,109
6761,3302688,306263,189
6762,3572017,4570441,202
6763,3267725,4733440,21
6764,1038930,2578360,72
6765,103916,4491352,48
6766,1702428,4641963,79
6767,393431,4811557,124
6768,2681421,1004186,32
6769,2587645,4372387,52
6770,3682223,1673377,99
6771,3149776,1565469,1
6772,774534,1038399,26
6773,2076614,1800376,36
6774,2658199,4578211,33
6775,3382314,4834481,14
6776,4350093,2297767,30
6777,2779887,990424,76
6778,3630494,4055,46
6779,4002888,4794393,78
6780,1788287,2018604,358
6781,2794502,4778699,164
6782,2648230,3001506,50
6783,4658530,347612,8
6784,680856,2511862,9
6785,145747,4329108,1
6786,3584579,1086605,3
6787,4457096,2987372,5
6788,3134499,4817397,35
6789,4180465,4007276,81
6790,3579402,111010,23
6791,972843,4694920,9
6792,2616335,4052824,7
6793,1903053,1397316,13
6794,2315098,3733760,39
6795,2155849,2369226,163
6796,4635994,1310817,16
6797,2002617,4241207,22
6798,3099361,1292551,273
6799,255471,4847918,13
6800,4758380,4830796,4
6801,3763685,4014664,13
6802,346090,3123331,43
6803,4458061,1743426,8
6804,3543920,998027,46
6805,557586,865410,5
6806,244019,4123389,34
6807,755469,1104060,33
6808,276809,2888640,18
6809,644229,3835720,30
6810,1337451,506628,10
6811,992458,3712542,13
6812,2168987,1064333,37
6813,539204,4473676,15
6814,4447307,945790,7
6815,2087578,1546131,1
6816,2315091,851195,56
6817,3108821,3850385,6
6818,4532019,2438600,26
6819,2027803,434050,74
6820,1356967,1978841,14
6821,4848398,1688298,9
6822,3463486,2629272,56
6823,3705009,2841176,87
6824,4795640,1329122,19
6825,2298001,4083539,12
6826,3390669,3116573,36
6827,1504438,2882556,280
6828,2691367,651837,216
6829,2382107,1382829,255
6830,1737390,4603530,14
6831,2961319,4310606,45
6832,402700,271607,13
6833,1982648,4493831,19
6834,990658,682259,66
6835,4098262,1651341,36
6836,3541658,554768,316
6837,848605,2645483,52
6838,541055,4586451,86
6839,4325600,1673413,39
6840,401079,512707,83
6841,54966,4717431,54
6842,1067772,3528096,17
6843,2385875,2934831,49
6844,4581556,759864,103
6845,3097604,3902486,481
6846,4623088,1061533,35
6847,4291543,790152,11
6848,1739001,1048873,58
6849,2654676,1655981,351
6850,1784728,4560403,21
6851,831453,1044810,5
6852,1719345,816260,203
6853,2139614,1063233,16
6854,4217935,2668838,866
6855,2604748,783578,138
6856,230858,731734,23
6857,169650,1153456,5
6858,1719345,4123979,203
6859,1348773,134027,362
6860,222632,2850291,7
6861,2286608,3669222,21
6862,3177739,3449836,8
6863,2221465,844727,301
6864,4499487,1342259,5
6865,2679215,4166549,21
6866,3609789,4244067,35
6867,2894401,436796,95
6868,800985,4477234,3
6869,1815785,1357855,24
6870,1691289,4822924,2
6871,4774611,249654,40
6872,908497,2349048,24
6873,3703730,4853049,64
6874,3940664,1690853,115
6875,4280045,228087,14
6876,873228,1287071,122
6877,2108444,2891459,24
6878,3936432,2265080,9
6879,2699583,3718352,6
6880,3819528,2502509,272
6881,476461,847042,35
6882,4250315,1763327,80
6883,4380170,1694309,76
6884,3821362,2030093,86
6885,2972814,404001,77
6886,616378,1006447,174
6887,3344946,4007276,102
6888,812177,4731852,16
6889,3535820,783587,83
6890,3836659,3576684,43
6891,3660919,269262,141
6892,2488680,3067722,9
6893,2989805,3075941,38
6894,4760049,774258,23
6895,4143745,3055042,15
6896,1608874,3770572,16
6897,76360,3258686,61
6898,36305,4476596,45
6899,2594174,4494369,340
6900,1299905,910755,25
6901,1739928,201039,24
6902,2345177,1690853,218
6903,4025073,4658663,42
6904,3779771,4063132,32
6905,4007417,4182255,4
6906,29859,339541,3
6907,3884589,4798415,358
6908,1993854,1838409,14
6909,3079347,1909262,9
6910,4585029,2068606,75
6911,3410860,3528096,16
6912,481729,3543298,320
6913,1014320,3592224,81
6914,1098741,325951,55
6915,4121411,3958825,551
6916,1909154,332626,173
6917,4246991,3493551,6
6918,691232,4660532,565
6919,4698377,1467391,229
6920,116337,760637,81
6921,4428518,2640466,131
6922,3366896,2074558,166
6923,2662142,3602378,16
6924,3585532,2475577,140
6925,2236776,4666120,19
6926,1049169,1891564,10
6927,4411668,2761122,39
6928,4728730,4685914,227
6929,4182437,3210520,17
6930,2278148,3847895,187
6931,3436645,3987581,9
6932,1535419,707709,48
6933,4236643,4624422,69
6934,4048846,2964505,34
6935,813834,3045153,3
6936,596786,1621605,5
6937,2286308,1402031,137
6938,2198365,4558718,38
6939,4062951,741683,320
6940,3500696,3746103,473
6941,2948895,251297,259
6942,1238588,3575682,114
6943,4518583,910755,456
6944,1213802,4227311,5
6945,1632166,45520,12
6946,790566,19615,4
6947,2646251,4312178,586
6948,1082205,709751,75
6949,256201,2883942,27
6950,784830,3015044,33
6951,1275358,3818147,46
6952,2495519,3418832,5
6953,4357352,945029,33
6954,1004157,2169962,12
6955,4708027,1550375,12
6956,343499,1796182,12
6957,4728730,1363494,227
6958,3621497,174224,168
6959,1484675,353465,12
6960,3209365,4525618,21
6961,3418202,1054633,1443
6962,2006242,3899173,19
6963,2766158,3607229,1
6964,1927682,2718140,6
6965,852019,491876,22
6966,3687277,4744322,83
6967,4037937,1588624,32
6968,2269977,614334,1
6969,4498960,3589315,67
6970,1611097,3536279,12
6971,3716377,2464279,2
6972,4765846,2261729,9
6973,4465306,1301391,9
6974,4458047,4423334,440
6975,1818698,2862017,25
6976,4662779,4774870,283
6977,1584516,2208051,49
6978,1869214,3772572,263
6979,4330086,871688,155
6980,3153957,1244385,14
6981,618151,689257,91
6982,2010283,3394554,4
6983,379160,4135491,110
6984,2529636,3550092,2
6985,3355603,1195457,16
6986,3637241,2761670,766
6987,2435315,3355924,118
6988,2435362,4171967,184
6989,545464,792812,19
6990,3736608,967357,51
6991,2741936,366672,13
6992,477178,1967923,16
6993,1666632,3505995,6
6994,1725796,997351,2
6995,771412,4618604,97
6996,3213485,4482181,41
6997,3976184,239707,10
6998,1336173,4052824,34
6999,356069,1397316,145
7000,2644012,408975,6
7001,3213697,4553043,4
7002,3999997,700970,69
7003,3032073,2173163,5
7004,3097323,3016565,60
7005,2015801,2650447,52
7006,1527889,922747,20
7007,4174322,270939,9
7008,3031539,3282729,33
7009,597903,4261228,61
7010,1817949,4165616,3
7011,3005036,3218667,44
7012,2308522,1383115,276
7013,4352281,4496758,6
7014,22018,4588936,39
7015,4014576,2428601,26
7016,2004945,3897471,7
7017,192760,103522,26
7018,1301087,2783361,42
7019,2785817,3777674,425
7020,2241558,258647,10
7021,2907884,3025121,24
7022,69197,3273144,9
7023,2953792,3070150,87
7024,1619329,80372,189
7025,3441887,3468777,6
7026,4577645,2657598,46
7027,725780,3999038,5
7028,514678,2086863,112
7029,3396344,4402713,28
7030,3375317,2485874,79
7031,2519142,2984603,76
7032,715150,308998,74
7033,4631936,3585785,107
7034,4366747,3479738,80
7035,2645785,282007,18
7036,4312824,3596445,92
7037,376921,1692622,1291
7038,2956921,26668,45
7039,717673,1095232,17
7040,1852397,3169975,22
7041,3000515,4121337,32
7042,3721905,1212380,5
7043,1506528,3336211,73
7044,2805773,145358,6
7045,3871857,2154981,18
7046,2856492,3994588,86
7047,772913,4783220,15
7048,2245543,2247424,3
7049,3059922,2765819,16
7050,3402168,1970466,148
7051,813157,3348657,2
7052,1581177,4217739,299
7053,193805,1967797,141
7054,3393181,2358912,106
7055,3782153,2430986,127
7056,456738,2461431,35
7057,4313642,4502376,46
7058,2679010,1828628,216
7059,2434497,1906755,31
7060,578117,4116644,1
7061,3594284,3294365,71
7062,1252360,1854094,4
7063,3256860,2581328,5
7064,3313632,2020710,64
7065,161780,4516403,91
7066,4225886,2974683,39
7067,4110352,1633129,112
7068,2036718,3583002,103
7069,380525,3998713,6
7070,636521,1986182,29
7071,1686554,1252237,51
7072,2082581,3345111,4
7073,1832580,796597,108
7074,1569971,2129117,35
7075,690137,4251135,6
7076,1183028,103058,9
7077,4802230,4184162,130
7078,1535077,3253432,69
7079,1645806,4529652,5
7080,2911672,4812035,40
7081,377730,3014366,47
7082,819524,3989531,66
7083,3917525,3606947,151
7084,3841408,716750,49
7085,1709398,1431035,22
7086,3796816,846953,22
7087,2295473,3427972,11
7088,3389003,3469714,65
7089,4712024,4326860,14
7090,4502742,3815682,37
7091,3400329,3486493,97
7092,3071685,3084886,83
7093,2136000,3573637,288
7094,1386627,1288848,173
7095,2805497,2253314,3
7096,835687,3877122,101
7097,2655762,3730206,15
7098,1997664,2921853,89
7099,3726255,928558,15
7100,892624,1175106,327
7101,416863,580955,93
7102,1203372,3755191,22
7103,2220746,2238012,19
7104,1210536,3709906,37
7105,860788,465914,204
7106,2566889,3208674,29
7107,1554843,3141336,55
7108,1079197,3700240,17
7109,2617132,326030,299
7110,663713,1515044,551
7111,2256562,4611465,96
7112,1285831,800460,56
7113,4426124,471064,12
7114,1717881,2451024,21
7115,1021391,4705060,2
7116,2642029,3319958,17
7117,3670940,2539746,23
7118,936372,2674673,1
7119,2646587,81232,17
7120,2748210,368987,283
7121,1880244,4787939,289
7122,1078316,1546963,37
7123,324700,331410,59
7124,1005070,1897380,2
7125,455207,622581,10
7126,873228,2817065,122
7127,1181005,2431019,6
7128,2380559,367713,7
7129,751168,2339597,24
7130,1374046,163021,16
7131,2982118,4722173,69
7132,2237871,3280191,216
7133,4078681,3656559,238
7134,2905222,894174,2
7135,1456161,751406,6
7136,2079781,3441033,63
7137,1475238,3829244,118
7138,265346,917501,489
7139,1099552,3159714,80
7140,764104,2057510,164
7141,4613064,164474,137
7142,2434164,1840412,18
7143,4749275,1498780,72
7144,962718,2350099,9
7145,133673,4294728,614
7146,2845650,1213070,15
7147,2018607,938207,1042
7148,2439609,3693302,1
7149,4338310,2761718,21
7150,1770441,524591,173
7151,3835786,3814359,22
7152,2502204,3840024,130
7153,2472584,3446007,1141
7154,3573908,1054633,70
7155,4438429,816530,8
7156,3425991,2899093,35
7157,253794,3097335,5
7158,2788699,2345175,9
7159,1602126,3019228,5
7160,3088868,2890166,142
7161,2020240,3249215,212
7162,4252646,4318653,11
7163,958013,1782555,1
7164,3101866,4748080,3
7165,751854,4595305,15
7166,438215,2969714,125
7167,4698588,746003,29
7168,4613348,4050871,32
7169,1368691,3786340,38
7170,3043233,1170214,6
7171,1351195,943719,335
7172,2364165,690603,11
7173,344127,3019977,2
7174,1077296,1428110,2
7175,2676205,2598777,24
7176,4807989,3065628,39
7177,2299421,1114376,152
7178,1188268,2340706,180
7179,4459306,4521907,10
7180,2410444,2581780,40
7181,210398,2431153,321
7182,3474101,889772,42
7183,1443715,3568875,20
7184,788052,4100032,8
7185,2909183,2922401,2
7186,1514802,3979629,5
7187,3135486,1851286,34
7188,2126956,4705345,21
7189,3720887,820551,136
7190,3037602,3363910,3
7191,929749,691232,89
7192,1701759,4334826,47
7193,690023,630206,111
7194,2394696,4783765,7
7195,3354048,3992367,143
7196,3813630,20388,5
7197,3872353,4637599,182
7198,154793,1417159,90
7199,1403344,2835484,33
7200,1238588,3959862,114
7201,1723654,4819083,88
7202,4219258,2378890,8
7203,3186594,38122,171
7204,2465882,3524454,23
7205,361741,2138042,45
7206,3822823,1852579,82
7207,4816436,3667209,44
7208,814362,2376228,162
7209,7575,1190862,269
7210,1181763,237242,28
7211,4174322,4331665,9
7212,2017826,3393796,15
7213,2005969,3724886,16
7214,966537,2947006,11
7215,4096832,875871,185
7216,3796415,4780967,6
7217,236638,3019228,76
7218,4241025,4480532,97
7219,4410608,247783,5
7220,4230553,717002,155
7221,691072,4794114,9
7222,4181630,2544271,4
7223,4468896,4350608,11
7224,3652942,66296,8
7225,1601895,212054,951
7226,3484401,3857721,8
7227,2555540,4473002,17
7228,4716010,2538510,247
