0,source,sink,summation_neighbours
1167,3158482,4350093,227
1168,3082677,3108490,304
1169,3139086,4343940,4587
1170,1044619,1269131,213
1171,2390374,4143831,195
1172,4779046,4399430,43
1173,4420475,2868440,501
1174,815236,2155768,357
1175,1676054,2238637,96
1176,842454,1847353,86
1177,153792,778021,122
1178,336290,87195,742
1179,2410512,3528096,3092
1180,3185337,1129762,426
1181,4086406,4539579,2650
1182,4174741,1729680,407
1183,1429183,19269,137
1184,1479088,3296983,118
1185,4139326,1040056,830
1186,4311720,3703326,466
1187,322366,3277122,145
1188,2153824,4079268,77
1189,3690840,3870459,272
1190,1351195,899384,11050
1191,1434155,4593423,744
1192,4315651,2905649,75
1193,3064744,4544439,90
1194,4034922,2589566,56
1195,2845752,3671414,1165
1196,3526944,4061862,824
1197,4376408,732151,213
1198,1949391,2153670,252
1199,654545,2988500,2913
1200,4223263,1730211,66
1201,1073493,777566,354
1202,566130,3072002,919
1203,2198631,4151869,2350
1204,193805,2692947,1233
1205,1076285,3926802,110319
1206,3623028,873318,99
1207,1313574,594010,1596
1208,4080369,357567,725
1209,3541501,2386108,625
1210,4388455,290600,11550
1211,978544,4006430,504
1212,2758155,4793999,667
1213,3148813,4008655,9722
1214,886710,2924181,219
1215,4600732,1149539,833
1216,1509450,4095467,217
1217,4572867,1104006,150
1218,4222997,2017471,650
1219,979255,2387274,1127
1220,3443847,2887128,117
1221,1514261,2948384,121
1222,4720585,1171375,1009
1223,3758681,2083451,837
1224,475690,4597102,61
1225,1333051,3296285,442
1226,4287735,1584619,105
1227,404943,2187723,1792
1228,4403473,287108,553
1229,1695500,2846784,970
1230,1164371,237082,29
1231,2560408,4305715,197
1232,185853,1109441,212
1233,4325261,1991267,213
1234,1223102,3696730,332
1235,2819109,242455,396
1236,1535073,4743804,4025
1237,762479,2791241,208
1238,4147354,4141931,404
1239,547157,624837,266
1240,4459145,1145009,2248
1241,460728,2556091,238
1242,4306404,4760153,85204
1243,2739333,4405133,97
1244,3684207,3990211,197
1245,925412,184085,1296
1246,3694046,1520254,432
1247,2481712,3463660,195
1248,3089257,428189,404
1249,1896939,1694355,950
1250,2085462,3162560,1764
1251,4315155,4288798,223
1252,2939884,2157122,81
1253,2712752,1770518,1696
1254,629031,3388216,490
1255,3259802,4582461,530
1256,2870198,4470008,4360
1257,2628106,1238203,119
1258,1181282,657511,3445
1259,3498717,4516447,24
1260,154714,2622445,700
1261,2261005,4858197,13
1262,3491685,714035,101986
1263,1574437,137934,132
1264,2506473,1266825,6695
1265,2005701,90125,103
1266,272134,3894567,319
1267,4523563,4529968,1671
1268,680757,377629,661
1269,362148,3410967,87
1270,2472584,3513910,1470
1271,127619,4234840,140
1272,1301087,3467005,1706
1273,2631035,3967228,2375
1274,2730650,4519597,78
1275,3392535,3653797,356
1276,775328,1776702,222
1277,2319421,2990704,585
1278,4025298,4761250,228
1279,4054509,4314283,1079
1280,4425037,2781628,50
1281,2237222,1192436,386
1282,3336834,3106848,149
1283,2494843,2829288,439
1284,3216710,4324862,72
1285,1038362,4322367,164
1286,3939380,151427,192
1287,3474714,837222,830
1288,2690307,848246,98
1289,4258438,1440232,93
1290,1499536,762056,162
1291,1410000,3198135,1893
1292,4079269,890960,233
1293,2761066,724868,279
1294,1445324,4820881,4900
1295,2402582,2354103,97
1296,4117461,4607502,618
1297,572226,791325,310
1298,273715,476407,80
1299,1747728,3849492,146
1300,3561052,4007276,2851
1301,18331,3593013,117
1302,919215,32933,452
1303,1304820,4276097,258
1304,1525671,1400706,194
1305,3494194,3501344,338
1306,4305360,2759898,430
1307,3473703,1105946,108
1308,4793374,2883450,103
1309,4043495,325891,86
1310,2973142,1374657,1065
1311,2290322,4486882,177
1312,2653433,90257,173
1313,4454192,4332029,44
1314,3196935,4053811,6567
1315,3824752,2725607,443
1316,1745731,2243983,532
1317,3089513,2403010,2072
1318,2735303,622071,46
1319,4559986,3378736,376
1320,3600628,2064607,586
1321,3905067,3393225,32
1322,2096490,1246259,374
1323,3029390,379057,14
1324,1832518,4370950,511
1325,188743,2092812,59
1326,2447113,410275,43
1327,2307937,4048147,71
1328,4690365,1339133,133
1329,3200341,3453522,1144
1330,2956147,2501960,5105
1331,1227156,3239338,67
1332,3440116,1891147,221
1333,739545,2223912,112
1334,3332801,4155389,1206
1335,4630411,726638,4373
1336,3292676,2597381,69
1337,4361726,534121,509
1338,3768380,1423570,1186
1339,176774,1047789,217
1340,2589604,807761,282
1341,2161208,473130,777
1342,760911,2675321,343
1343,1674134,2435135,2000
1344,616538,4161676,2873
1345,554768,3078648,1732
1346,3214317,1735883,3004
1347,4398018,3262683,7
1348,1361880,1744811,666
1349,1223354,4208140,3811
1350,2377378,2574560,383
1351,1440901,3482871,1903
1352,69444,3789363,67
1353,3248527,364458,2408
1354,632892,2607954,2011
1355,370983,852119,478
1356,3957402,3989690,470
1357,289215,938763,547
1358,1025283,2977357,276
1359,3930883,1625272,189
1360,1926769,4183382,133
1361,4299096,4188270,412
1362,3238785,2616535,115
1363,1325894,2598896,112
1364,67665,382209,232
1365,3658641,1334501,554
1366,559652,20388,762925
1367,1236650,3245665,109
1368,444473,3586386,383
1369,3893485,105683,58
1370,1262578,3434396,327
1371,4487749,4513294,313
1372,4175026,165651,756
1373,456895,3833698,704
1374,4794114,577845,50
1375,3207642,4238096,106
1376,2911256,345296,281
1377,1278054,4085567,1008
1378,1577581,4420285,98
1379,1979383,4351306,88
1380,1054015,3135338,632
1381,1093575,781031,21
1382,2795094,3649212,203
1383,1233950,3153504,4997
1384,3567284,1497894,399
1385,1710577,1310839,20748
1386,2686174,10115,691
1387,3730580,3067078,299
1388,4655510,243176,247
1389,4363166,952893,407
1390,4805386,2662315,579
1391,773004,435747,523
1392,2853045,3350833,280
1393,622386,4563330,1912
1394,326452,580398,1173
1395,1677331,1950471,196
1396,3696903,4627252,1295
1397,993398,3117644,1121
1398,3946091,261556,354
1399,3197538,1772038,251
1400,4261799,3995236,162
1401,3892940,1131169,102
1402,528340,2537385,9
1403,712547,1102206,147
1404,4819083,3443517,1058
1405,2586529,2971250,30
1406,3144269,3965490,270
1407,1453814,4852987,789
1408,395117,3296710,4007
1409,4493888,1975369,521
1410,1677157,4671494,83
1411,4655993,3793690,2150
1412,3113932,2656185,545
1413,4565735,1072872,1375
1414,1050485,3041739,1407
1415,700731,3764731,10804
1416,1781994,3511998,67
1417,3660326,1588708,166
1418,4505818,2887963,3290
1419,1530855,634165,128
1420,2145365,3777242,459
1421,1629000,3863501,1313
1422,1139129,294239,200
1423,4139305,1108809,299
1424,4225437,4674411,1088
1425,4454647,225124,250
1426,3446942,3258677,270
1427,292084,2102776,92
1428,1427709,4747550,945
1429,697912,4612494,659
1430,3578545,1604914,110
1431,965813,1277950,43
1432,2522287,3273144,1825
1433,2200489,4626853,496
1434,551741,4856114,655
1435,211987,2616242,195
1436,2119957,2608710,27
1437,340456,2305549,67
1438,143652,336189,1230
1439,656728,4390738,251
1440,2060035,4104762,265
1441,1869476,2462897,1376
1442,884526,3327588,332
1443,4798911,2351301,508
1444,3711007,101762,829
1445,3374895,314924,1082
1446,4207706,1840022,557
1447,796367,831156,13317
1448,3481117,2900535,517
1449,3316377,4094697,1446
1450,922843,2710045,383
1451,976193,3888365,98
1452,54323,3358359,395
1453,3093160,866014,103
1454,1924479,3296013,1502
1455,3004134,4307753,348
1456,2839397,2652623,144
1457,2730409,45986,558
1458,1695915,4259826,60
1459,4461572,3036365,518
1460,733542,4853330,58
1461,455141,1838184,645
1462,532578,4796771,98
1463,218953,4117610,342
1464,3716915,1548893,144
1465,3053148,2617372,39
1466,2106673,1599860,304
1467,4190805,1636302,45
1468,3961117,714236,322
1469,1377969,4565646,99
1470,1008703,1852018,50
1471,614504,1799445,135
1472,144710,1125599,53179
1473,1069609,986979,152
1474,4003133,4204052,94348
1475,2073638,1522373,70
1476,779591,1358385,419
1477,1426916,4448254,245
1478,2338507,696808,420
1479,1919947,3056079,539
1480,216300,857288,7307
1481,3998824,2428800,382
1482,3504235,1014927,358
1483,2299421,2077429,3048
1484,572208,1306207,125
1485,751949,4753457,364
1486,4459325,349769,518
1487,2021996,1096690,364
1488,4582850,4530690,337
1489,1283175,301577,163
1490,425592,804801,753
1491,2044073,3371037,54
1492,569377,4812681,333
1493,2185449,2828364,565
1494,1412406,4302821,30
1495,4243983,1853961,146
1496,317762,801878,687
1497,983607,1480185,3762
1498,3236313,2234069,640
1499,3213568,1682097,264
1500,277167,3471248,132
1501,3835319,1977385,262
1502,3451039,36246,455
1503,660986,101003,466
1504,1997835,1654051,44
1505,1620145,1407969,252
1506,4308422,3686117,44
1507,3703565,4115825,5210
1508,2313595,3121459,458
1509,3198069,3383073,71
1510,4109862,4482088,582
1511,63419,1701148,294
1512,2739660,3283164,757
1513,2169549,2208689,465
1514,1450320,1541775,85
1515,4278656,4488598,106
1516,1381293,3720786,533
1517,1548572,2946706,178
1518,2641051,1058048,201
1519,309574,1226975,614
1520,3600303,433609,159
1521,1479553,342516,917
1522,3653599,4169815,34
1523,702070,3353876,679
1524,606562,1963907,808
1525,1601288,3038110,267
1526,2612363,1312254,398
1527,4384646,690657,235
1528,4170044,2449547,16
1529,2787002,2382117,582
1530,3656282,183794,638
1531,4757732,4796773,1165
1532,4471609,113182,563
1533,158235,2647536,1754
1534,3863062,1245989,6845
1535,2369634,2796817,2622
1536,4779430,2450275,100
1537,841644,378843,224
1538,2069466,4059533,336
1539,4804968,3347711,234
1540,1119602,598319,1174
1541,3200364,1635042,12858
1542,641893,142116,176
1543,3649600,1586497,563
1544,3705151,1597846,90
1545,2689691,3967571,69
1546,2324971,252017,208
1547,3855867,4500259,187
1548,4392569,1202817,54
1549,4096612,4409813,371676
1550,2157499,3852135,10502
1551,2434497,1437980,109
1552,4668030,2634700,63032
1553,2913556,3913470,37
1554,830202,1086605,2641
1555,4245940,981592,2012
1556,4589413,3364546,1710
1557,294574,3088440,711
1558,2814017,4445347,1895
1559,3533123,3086451,2039
1560,3229914,2949033,945
1561,970731,519315,202
1562,4688520,2795159,423
1563,269252,2041783,297
1564,4604264,2264881,69
1565,2722351,3640207,943
1566,4013082,3639154,2243
1567,3291892,4597493,3023
1568,1367655,803481,184
1569,3169340,327965,42
1570,339567,3863742,252
1571,1983366,2984603,106109
1572,4259589,3414182,6998
1573,1108548,2216042,679
1574,1337541,2322497,139
1575,1829249,1776000,2167
1576,1150506,1371900,329
1577,3798250,1328064,1888
1578,4724359,2245972,36
1579,4802205,4060090,646
1580,4533563,1194784,62
1581,2548298,2894167,150
1582,2976480,2265640,23
1583,1140217,2539248,9204
1584,1708548,3128487,153
1585,3394276,1828719,335
1586,1336173,1310817,536
1587,2947741,3844365,335
1588,2945223,149736,970
1589,2767192,4337224,49
1590,3590756,2009973,644
1591,2581909,4597942,2560
1592,4786573,2444440,433
1593,3333959,1274808,405
1594,585893,1378923,373
1595,1629739,1821613,651
1596,758145,2677010,102
1597,3468777,1065417,264
1598,4217929,3666587,209
1599,1157430,2300708,1328
1600,101964,1699954,899
1601,1436505,3795525,689
1602,2347696,2595595,290
1603,2624184,1348594,270
1604,813202,3472025,3915
1605,3720321,1026468,158
1606,285390,4757441,1251
1607,2753362,4057988,383
1608,3146672,2707096,299
1609,4358141,958601,1461
1610,908090,325697,681
1611,1863670,4355015,89
1612,1550064,3302485,37
1613,652476,3793631,312
1614,3900509,334414,200
1615,1974922,3824251,879
1616,2171894,2312075,306
1617,7648,1105233,585
1618,3283833,1886356,1671
1619,998253,796021,235
1620,4588320,3982440,30024
1621,3492319,3917621,209
1622,558571,3113681,83
1623,1813311,1042307,427
1624,4452445,815993,888
1625,259091,4687278,1770
1626,2664082,82340,1508
1627,1148355,1142141,2168
1628,1486685,2635867,1703
1629,1086513,1586234,162
1630,4689344,2803220,2634
1631,911669,2442177,792
1632,4109446,2322663,505
1633,440942,3263590,37
1634,4031191,2692426,444
1635,3839027,3509400,182
1636,1604735,1817126,682
1637,3269084,137753,42
1638,1624821,4566668,34
1639,1395639,4467748,430
1640,4392240,4085911,127
1641,3035217,2815228,53
1642,621120,4490886,1030
1643,979348,3573012,267
1644,4597942,2408952,390
1645,4490242,4346020,432
1646,4857356,838983,63202
1647,1433583,146049,199
1648,4121724,1229401,154
1649,3329198,1801676,419
1650,1922454,2405212,19140
1651,331205,570353,432
1652,3178553,2635295,160
1653,4373282,2050610,753
1654,206364,678525,232
1655,1309887,3121740,1356
1656,2926583,3282169,6
1657,4105847,3050073,1256
1658,2028569,3391808,109
1659,381694,299257,159
1660,366904,3540943,116
1661,3341092,838453,687
1662,4768938,213917,128
1663,4392592,2251789,368
1664,4700777,2492280,4714
1665,3019958,2913438,134
1666,953115,338263,459
1667,3431400,1069044,1471
1668,191334,3397645,2507
1669,1854613,3025335,151
1670,2245414,2926500,615
1671,3096596,1595656,671
1672,3647315,2031809,165
1673,4452360,1798255,54
1674,1055988,2289744,283
1675,4695321,502697,50
1676,1729215,1432887,1179
1677,756454,1135187,64
1678,4825117,2791656,3387
1679,4095564,1735521,233
1680,453052,555666,141
1681,660102,3217561,331
1682,1314264,2037947,1605
1683,4283855,3106235,440
1684,829732,3438447,307
1685,1567106,2392359,258
1686,2568622,4345793,499
1687,847174,720538,359
1688,4810264,3403903,338
1689,4544880,3882701,219
1690,466787,2391386,220
1691,2752758,4350947,178
1692,3033736,4180743,885
1693,1534141,2365633,328
1694,845042,4030437,5368
1695,3676081,3959120,215
1696,4787400,821686,339
1697,3990283,3661354,5106
1698,17605,505563,56
1699,13751,4421587,264
1700,3492398,1981241,141
1701,4148739,4761195,377
1702,125210,570302,186
1703,2891857,2591738,430
1704,2022832,1130429,1037
1705,610208,1513384,1437
1706,3318070,606201,162
1707,4148694,2251958,8248
1708,2231843,178786,40
1709,4739917,4607148,217
1710,3959639,1973051,242
1711,4669595,3942609,1213
1712,3385671,4820082,443
1713,2719963,4302399,90
1714,425140,4144645,197
1715,811736,679375,146
1716,224552,1374319,1663
1717,3865877,1895005,3210
1718,3749748,1864273,133
1719,1932926,4091993,276
1720,2413519,2739191,1666
1721,2887639,2351112,18276
1722,1881600,1918826,592
1723,1564261,1707715,2307
1724,3383620,3114204,221
1725,1989230,3787881,14571
1726,1392717,297879,82
1727,3579607,550309,817
1728,4337184,314924,1086
1729,1498781,717384,330
1730,4772392,2426217,310
1731,2569366,2811227,4283
1732,1815785,2417200,142
1733,471758,4302865,3050
1734,2260742,2734382,746
1735,4415061,3416132,371
1736,2655904,649460,180
1737,2175599,2833722,285
1738,3609793,4595137,19915
1739,375041,4290690,56
1740,4675165,601790,28
1741,4256381,3173632,3668
1742,1890475,4304551,231
1743,3191384,1342069,3794
1744,786633,1561146,212
1745,1464372,1513821,406
1746,1411730,4078738,1370
1747,1542411,3288760,132
1748,693550,608504,301
1749,597807,2702066,137
1750,2678495,1754969,39
1751,1075781,4861584,79
1752,4679257,676325,616
1753,1479593,4778717,84
1754,715543,1190849,12
1755,1564470,2728864,305
1756,1761110,1372302,172
1757,1749305,532201,7834
1758,3473063,453257,243
1759,2238031,2167783,775
1760,420757,1383958,569
1761,39963,4107823,248
1762,317792,3561262,265
1763,1955823,3652986,10385
1764,2866126,3512945,1067
1765,1981615,3096828,325
1766,1126100,4651509,1065
1767,1746838,2163256,363
1768,1589761,1672121,1459
1769,3641679,1888220,538
1770,3644646,655904,110
1771,75278,571370,655
1772,1514802,532005,85
1773,606263,4113203,596
1774,3821504,1164968,11
1775,2271643,744460,2031
1776,71051,3135365,284
1777,3207225,2264276,2186
1778,1382021,4584115,129
1779,2415668,2497732,497
1780,1658177,4244067,878
1781,2525590,2302024,263
1782,4846491,1957800,1456
1783,3198433,3823314,277
1784,1220879,3474208,618
1785,2938250,4639113,1068
1786,3052079,1956921,305
1787,4732190,4205082,234
1788,2557232,4004905,12921
1789,183960,2918923,11
1790,4113405,606898,49
1791,3209795,2480532,1406
1792,2651013,3145551,66890
1793,2811239,1424079,750
1794,2825828,4177994,92
1795,491128,3927131,3020
1796,4674719,3728872,1406
1797,552835,4759522,60
1798,643076,101940,146
1799,604305,1032219,1204
1800,1958906,3744413,93
1801,3733752,742195,502
1802,1594321,4625087,203
1803,2911862,3784408,304
1804,349869,2627884,79
1805,651837,4058550,9919
1806,954573,2008925,22
1807,4565915,2813261,4257
1808,1465907,2324744,928
1809,4472299,1521471,282
1810,4581538,1067585,169
1811,3854337,4422019,23
1812,2584054,775014,413
1813,3852631,3314478,10702
1814,1630423,2882556,2740
1815,1341966,1540392,1423
1816,156140,2340324,418
1817,2871053,427804,17
1818,3487420,647017,90
1819,4643656,3344354,472
1820,1396795,1077087,842
1821,4751399,1980682,247
1822,3433219,2606817,901
1823,3698761,3817973,123
1824,651351,965340,6
1825,116792,4746621,129
1826,4851349,3793469,1990
1827,3541658,1279255,465
1828,3721646,621120,1224
1829,4528745,2248684,122
1830,2112778,316192,1129
1831,1326251,2031436,439
1832,2806721,877557,1657
1833,3838303,2223881,1309
1834,2363814,2659912,516
1835,1300976,1429102,604
1836,911200,4402869,977
1837,577443,3317934,946
1838,4712508,4863728,25
1839,3027281,551353,302
1840,54650,460554,229
1841,194816,4624000,65
1842,4413981,2620518,138
1843,4223704,4132261,1282
1844,4475147,3779460,1179
1845,2000270,1508782,116
1846,2579609,13060,215
1847,1994441,4322508,236
1848,2402800,2571618,200
1849,1368123,2205635,383
1850,2607301,2616078,2242
1851,3981172,319752,875
1852,3337108,966537,753
1853,3925727,49513,420
1854,4355658,4383159,51
1855,1053284,3420607,52
1856,3278182,3593261,1612
1857,4562839,3588368,841
1858,11382,4090004,268
1859,873234,478223,614
1860,2665930,3201769,137
1861,1327147,726135,126
1862,4074547,2309358,69
1863,1298087,4530678,13449
1864,2506906,4594495,3366
1865,2368011,1910808,1603
1866,4589904,3332036,254
1867,1327726,1118381,760
1868,3056912,3145991,648
1869,1471887,2903733,200
1870,4338398,13205,95
1871,4492909,4131105,4644
1872,2148641,4595137,19913
1873,3971074,703386,163
1874,892624,2299269,1546
1875,1322684,4403612,487
1876,3370067,615287,779
1877,3458832,4692905,42
1878,1249542,273881,4606
1879,1681099,4334809,254
1880,4518416,99929,1262
1881,2661137,972491,29177
1882,1310018,1561441,440
1883,2895223,1124558,162
1884,2636592,2664795,144
1885,4787702,3377747,219
1886,4494681,2715756,594
1887,619552,865515,426
1888,2172433,1885045,184
1889,995638,2582486,1226
1890,4420255,54157,82
1891,4079340,303517,61
1892,2890110,1502867,88
1893,3644551,1776703,292
1894,4809745,1181373,120
1895,4583413,77641,822
1896,4787857,1488238,120
1897,3645574,1560542,149
1898,2058071,4084063,12
1899,2606444,2701313,826
1900,1607095,1480497,155
1901,3231393,4651578,55
1902,3287996,2553811,239
1903,3142808,1776900,3873
1904,123691,2655328,63
1905,4750696,361098,63
1906,1551800,1103366,671
1907,1782783,4078473,4133
1908,4333506,4342717,677
1909,2760117,4554989,3646
1910,2791981,2833751,10610
1911,1587881,6364,160
1912,2932022,2293392,556
1913,2126605,6993,84
1914,2307585,4334486,536
1915,1419142,1312108,106
1916,1481222,368896,1837
1917,826234,2402159,13094
1918,3792997,3552185,247
1919,1676412,3763328,8278
1920,599191,4727735,231
1921,1918795,580211,63
1922,3401659,4743417,1311
1923,2585410,1433994,286
1924,2461372,226721,215
1925,500201,323760,122
1926,3042280,3992147,120
1927,812338,2053308,136
1928,4442302,4771880,155
1929,1596155,959021,368
1930,1450153,4522901,120
1931,3083369,4586599,265
1932,4815111,1432601,356
1933,4298943,4586468,1637
1934,4135447,4851085,113
1935,3353466,4294640,1034
1936,691232,401008,26046
1937,2803469,1823430,601
1938,3869568,1608239,80
1939,1395530,4517152,123
1940,4026923,12423,83
1941,3560845,3289985,78
1942,2089379,163021,6087
1943,2762481,1995073,3663
1944,3079359,4074179,1036
1945,261562,3418707,2879
1946,2436439,260826,1431
1947,2795446,1237846,35
1948,1497370,239765,664
1949,742548,1910658,382
1950,3510459,3199855,9
1951,113182,3410823,399
1952,1771597,3195222,57
1953,4910,2882216,79
1954,3716495,76607,8286
1955,3772598,877100,836
1956,878959,367410,199
1957,1848218,1725177,18
1958,1914584,1103581,7500
1959,821120,4561588,1611
1960,785893,946768,1162
1961,4822389,4387818,344
1962,4348238,991193,19
1963,306334,975007,158
1964,434593,64001,40
1965,3275002,1005459,286
1966,701764,3193834,189
1967,3991988,4003532,208
1968,3928545,2277157,717
1969,4066452,2534272,778
1970,1776036,4742630,437
1971,3492763,4771141,909
1972,2018936,163021,5998
1973,4747431,3823314,217
1974,2833239,1568315,254
1975,243018,3557617,32
1976,951929,2631245,330
1977,2476925,208465,54
1978,630604,3190741,360
1979,671895,2457054,124
1980,2220766,4084740,879
1981,1270278,2941537,152
1982,3532343,3627773,62
1983,3131854,1027488,192
1984,90690,1457589,42
1985,914875,1990908,137
1986,408123,1696091,165
1987,443904,4737571,2073
1988,3080022,947544,57
1989,1423553,1525727,78
1990,3578368,159177,351
1991,424411,3625439,711
1992,729364,1905523,350
1993,1836328,3815840,529
1994,3001970,3578789,2058
1995,1909985,1139895,89674
1996,2361218,4135197,715
1997,4418968,4395510,245
1998,3742712,2221607,528
1999,695432,253467,2029
2000,987119,567045,89
