0,source,sink,summation_neighbours
5089,1095521,3593143,465
5090,2818647,3198135,1829
5091,3498994,906279,739
5092,381690,4434708,63
5093,17245,295035,3342
5094,1979383,4471588,67
5095,2176144,2973142,1139
5096,2480532,3227347,1171
5097,3684521,2594697,582
5098,1842042,2564026,234
5099,4582255,1334357,129
5100,1233876,2963929,126
5101,3755255,4845572,615
5102,444473,4813076,2677
5103,3094254,836888,6332
5104,1483796,2978385,463
5105,2369703,1920983,601
5106,4107305,634858,1719
5107,3999575,265752,191
5108,996054,2591752,695
5109,3757336,210761,439
5110,1075781,3083128,81
5111,1886723,2630834,3432
5112,4637023,3246577,216
5113,589204,2070162,75
5114,120701,4298769,45
5115,1242784,4732190,304
5116,901923,162524,689
5117,2465882,2544215,231
5118,1576600,3170142,63
5119,1149712,109597,397
5120,4617006,3104714,2151
5121,90690,1787407,43
5122,4244460,4236643,3572
5123,3832051,324529,203
5124,1836007,587903,2376
5125,3433005,1510824,137
5126,3953029,2808502,27552
5127,3642177,291531,78
5128,785382,886113,34768
5129,4323134,2016761,260
5130,4091626,4064041,6771
5131,1577526,1195821,323
5132,3633437,1921947,28
5133,2252428,3048516,5628
5134,432061,3799178,441
5135,613101,3333953,97
5136,4583440,1595597,244
5137,4716078,1701771,557
5138,3996857,2717018,36
5139,3122872,3361781,734
5140,1949391,3567109,886
5141,4168057,2642646,418
5142,3316766,2642553,3055
5143,4656924,4463889,1339
5144,2643635,211542,92
5145,2713354,3285289,192
5146,3098287,1353386,832
5147,2520978,1668387,251
5148,4708030,524914,1118
5149,836966,2450433,93
5150,674419,324401,1075
5151,384771,3189332,28
5152,1443715,1689039,680
5153,1092928,3330739,553
5154,1400270,1007626,53
5155,3321075,573952,92
5156,3299925,1989026,5398
5157,4383456,4855858,23
5158,161389,3216781,153
5159,2597890,4314283,1200
5160,2178285,2961986,5194
5161,1537466,204949,8893
5162,2707238,2010328,183
5163,541055,197588,2565
5164,1613927,4023598,157
5165,1789379,1784444,152
5166,2910546,754891,804
5167,2950467,4074536,877
5168,4393907,3289480,64
5169,922949,2740141,88670
5170,990658,4565555,980
5171,4401601,1803387,577
5172,2489803,752906,555
5173,790566,2367409,142
5174,3982403,2640469,163
5175,2264243,3886917,366
5176,4662540,163021,5981
5177,285661,1765719,140
5178,1728316,1510866,183
5179,4466822,4782388,140
5180,2029924,2619379,85923
5181,3757648,1857242,1146
5182,823325,485459,388
5183,4491343,1807338,207
5184,4301104,3682762,351
5185,2837216,4576901,79
5186,2001794,2146076,657
5187,3098781,3272419,274
5188,1443608,4376678,2000
5189,2658008,3743173,267
5190,4050188,1065906,702
5191,2273355,2651585,11876
5192,4394778,4005421,6915
5193,1482465,1857023,105
5194,2557378,909674,59
5195,4274919,163354,325
5196,2889845,3937606,8
5197,1932961,2984603,105907
5198,4651030,325820,152
5199,1820544,1031894,645
5200,4703183,2599308,266
5201,2703834,4192561,674
5202,4096433,1802489,21310
5203,401079,971073,382
5204,3233149,1206736,949
5205,1443964,3484205,240
5206,2839557,3586519,187
5207,297147,1414899,195
5208,3340752,43105,241
5209,4631961,3507219,66030
5210,4461945,4584274,127
5211,2929500,205982,641
5212,3061858,401801,432
5213,1091584,476727,1363
5214,52360,1174967,297
5215,1933728,689629,19796
5216,532545,369389,10106
5217,1232638,3594354,1077
5218,811013,2544271,3116
5219,1903351,198106,130
5220,3957345,4019908,350
5221,3662553,3088232,3203
5222,1546607,3733752,1231
5223,3726740,1795540,1911
5224,3097862,773802,70
5225,2958869,3480755,2231
5226,2137219,527172,179
5227,3708221,4859194,539
5228,4725529,857076,392
5229,167532,1585422,877
5230,3385739,1374971,392
5231,3705976,2123970,1815
5232,2004077,1413055,2891
5233,1955299,3373685,248
5234,2297732,239786,4561
5235,4030043,3220123,127
5236,545005,1590083,495
5237,2005701,2627273,57
5238,114610,1344142,135
5239,2784395,1909958,157
5240,1506302,3568871,464
5241,2157499,1605703,596
5242,3063475,1107586,141
5243,2905236,3064769,893
5244,4072986,3275528,629
5245,4249730,4782797,1271
5246,4197276,4183230,556
5247,11556,3386369,171
5248,906279,4142550,210
5249,711647,2265352,917
5250,2764788,4131672,344
5251,548436,4821620,894
5252,804757,1749530,1801
5253,3833481,1828937,434
5254,2594716,698964,115
5255,1998202,268112,4943
5256,2903565,3105233,106
5257,498166,377939,287
5258,740298,386904,210
5259,2335133,4261793,581
5260,1457238,2455101,629
5261,498720,2792636,96
5262,2117098,4670991,87
5263,4295112,4730207,25
5264,1757977,1437914,150
5265,4726906,2306329,108
5266,895784,1011158,203
5267,613280,1877889,663
5268,44428,2083644,428
5269,2650141,3158462,50
5270,4728345,36522,44
5271,2481712,896790,181
5272,396175,3241571,247
5273,3944177,3378280,40172
5274,966700,77871,1097
5275,3504137,1215144,2028
5276,2955992,580779,223
5277,2153575,145983,603
5278,2642046,1901510,1557
5279,4775444,1562347,147
5280,2696527,3318300,1923
5281,3128762,2524536,6
5282,2444511,1206940,104
5283,2302041,2219243,1467
5284,3420264,4254453,793
5285,4058089,4146791,6388
5286,2954043,2343330,634
5287,1106637,2097435,128
5288,553774,1913950,9598
5289,2426476,4743852,1361
5290,4725529,53634,12990
5291,3059233,2962986,1413
5292,3733033,2411520,410
5293,3775131,3531862,43
5294,3494888,4846084,881
5295,363438,2956481,61502
5296,3584579,2498262,274
5297,1620145,165650,253
5298,617631,801878,262
5299,2261970,2851014,59
5300,133673,578266,37142
5301,1653101,1507603,1599
5302,2345355,1946129,253
5303,630109,1105233,556
5304,3433912,1176173,122
5305,907609,2048710,378
5306,563611,4356897,740
5307,1284822,2746351,7742
5308,407684,2458095,330
5309,1204618,1309879,2186
5310,881502,160682,426
5311,2223076,455720,64
5312,4181529,3685321,147
5313,326881,3075889,258
5314,1868001,1450331,1863
5315,751217,201039,1929
5316,3188599,2668430,929
5317,1464668,2619104,463
5318,2421611,1329813,177
5319,2898122,1271625,458
5320,3070595,4683698,587
5321,2704133,236655,700
5322,2999435,2909775,284
5323,2571189,4167965,144
5324,211987,2061949,179
5325,1798770,4708985,691
5326,2333306,3421566,9794
5327,723752,4716078,1210
5328,1744579,741613,1805
5329,3013323,2989077,4449
5330,1977925,650203,139
5331,4624385,1801892,29
5332,3464059,2633571,1064
5333,1464372,2253715,474
5334,3167709,2213689,511
5335,2465888,2385431,1032
5336,3742712,4257816,148
5337,3125956,1380463,553
5338,4088254,3701891,280
5339,4525988,2164839,398
5340,2052678,2789777,162
5341,4824762,4134449,688
5342,2737313,1758440,353
5343,2393937,1838878,24441
5344,4034972,4784645,320
5345,177215,3354439,1497
5346,2688927,1694737,720
5347,3684394,2561205,80
5348,1619831,4517851,127
5349,2941006,482296,51
5350,3959377,2427203,91
5351,3561896,1954944,873
5352,1927607,690131,288
5353,2271524,3568840,42949
5354,3897083,2101066,2546
5355,126177,2730235,401
5356,3357608,389046,169
5357,3757808,2622113,33
5358,2684881,3014625,138
5359,2122753,1485355,2021
5360,1615818,2768159,4979
5361,2330930,4577899,1004
5362,2316167,4544917,2740
5363,2206017,1310486,136
5364,42898,2585654,285
5365,351301,3942877,341
5366,4223610,3533117,303
5367,1640913,3287035,101
5368,4438429,541721,370
5369,1456698,4208529,520
5370,3833162,1149822,177
5371,3447313,4454916,9
5372,2563752,3321708,670
5373,4492077,2250898,272243
5374,4779695,927,427
5375,2985663,2156555,417
5376,635776,4831971,38
5377,4167744,772839,167
5378,2652464,2867191,351
5379,1907306,594566,137
5380,4096121,1690853,1406
5381,4658467,3435184,63
5382,1948200,1286437,6558
5383,2013269,2929789,106
5384,2676248,3487832,1569
5385,4595807,1186972,600
5386,3286619,4039357,167
5387,4846084,3052734,1142
5388,3991891,3727562,116
5389,1298087,3960773,1126
5390,4699846,2078010,2708
5391,3982057,3839393,1195
5392,4820667,3314875,578
5393,99644,3533927,9369
5394,2150760,3377456,4619
5395,3857721,196511,900
5396,2382795,424684,937
5397,3064220,596070,26
5398,1992950,2320538,276
5399,250377,2332893,3289
5400,2513909,4447841,1474
5401,2019650,2410371,2092
5402,16991,2581875,155
5403,4280660,4806783,116
5404,699366,3042825,257
5405,586534,2997147,279
5406,3122389,873841,37
5407,486431,1888066,82
5408,1529721,3542359,128
5409,3848441,881766,100
5410,4134683,3717812,707
5411,1120317,3645214,319
5412,3491166,73065,534
5413,3433219,2295519,4703
5414,796367,1370153,13339
5415,4617006,388932,2026
5416,1376558,2358698,105
5417,4817391,1794210,1769
5418,1246697,332418,1883
5419,2070084,3462659,274
5420,4487191,1071857,438
5421,71252,1791323,17
5422,4448149,4656730,307
5423,4258085,4533077,3375
5424,2221465,3016997,9144
5425,4628116,411769,84
5426,3267725,2290035,280
5427,338878,3291143,43
5428,2607838,3027281,329
5429,4784203,3008481,586
5430,3151233,950891,42
5431,3289653,3476921,381
5432,3067359,2976028,46
5433,2833239,1649360,290
5434,3875143,590815,447
5435,2480720,2444202,7802
5436,3620263,4064393,1465
5437,234835,2494435,333
5438,1989639,4813623,535
5439,4585801,4244284,263
5440,1828033,3802692,2581
5441,4646371,484955,129
5442,3938534,1965801,13279
5443,1219942,447332,2258
5444,3803146,1770532,260
5445,3711852,3143184,36
5446,302354,4471586,523
5447,1613322,2589159,223
5448,2031117,1137966,54
5449,1343320,4331707,960
5450,2314640,745080,752
5451,3434826,2281638,113
5452,2633579,4346114,1511
5453,2084573,1886359,829
5454,1287387,20388,762701
5455,3701608,883949,31682
5456,2691389,3723155,821
5457,3002563,3594676,264
5458,2893396,3418202,1883
5459,4343308,515574,6
5460,1190509,1690452,137
5461,4248813,1997363,242
5462,2968005,4350235,675
5463,3940839,1638122,61032
5464,2714168,3510104,1909
5465,2019222,2444511,105
5466,4804889,1102643,467
5467,3893222,573296,262
5468,126183,3681986,14259
5469,3362929,4751012,1655
5470,812338,2489499,96
5471,897320,1786687,113
5472,3179285,606593,318
5473,2324390,2220621,498
5474,4061246,2095410,245
5475,2319541,2661949,100
5476,4797950,125697,31
5477,2505522,1397193,99
5478,1111383,3660153,1019
5479,396643,3191446,88
5480,4558807,4509605,278
5481,2222681,4323584,232
5482,3775154,463795,9834
5483,4439932,3641883,1869
5484,2748778,949007,239
5485,4380441,3446506,195
5486,2434787,4680085,1177
5487,480633,2461284,426
5488,3022409,2315048,60
5489,380525,234637,127
5490,1530730,4619739,174
5491,4775200,4052990,32226
5492,2255133,4135055,220
5493,2643635,1132979,94
5494,3995013,3278182,1729
5495,4212375,2404066,470
5496,516087,1315923,212
5497,3178228,784466,121
5498,1311771,2765261,1308
5499,1514831,2471048,639
5500,4509053,1719553,1007
5501,3285213,2195681,524
5502,2976526,1090590,1490
5503,827641,4822389,338
5504,2594525,409727,1072
5505,2510530,4150446,599
5506,230959,2652362,236
5507,965813,2014158,34
5508,1660103,1190404,279
5509,3373146,2464404,349
5510,2511853,94321,426
5511,2093176,1059036,95
5512,2589942,20964,2040
5513,1535311,247783,2631
5514,627736,1766093,118
5515,1419973,2922156,15
5516,141680,330944,1523
5517,4699846,4032331,2700
5518,1489608,1732478,121
5519,3999721,3095750,286
5520,3419799,2663312,574
5521,4029708,3865542,632
5522,4558379,3066415,594
5523,4207021,1283894,583
5524,4558216,3832085,6226
5525,3006458,3376555,11834
5526,229508,1401550,994
5527,4310275,212995,1519
5528,195191,410900,49649
5529,3151810,3349368,234
5530,3828465,3973245,82
5531,1249542,2183822,4850
5532,110558,4055853,228
5533,1346410,4237012,103
5534,3584959,3308492,2230
5535,286472,3807623,3372
5536,2148107,3918538,32
5537,816131,732085,295
5538,303577,1503671,2278
5539,3553488,393071,1675
5540,96407,4058550,9942
5541,4495110,2001975,751
5542,3034565,4859575,137
5543,1848747,254581,1732
5544,4071271,1686697,179
5545,4574464,4102938,2532
5546,4564548,4297402,40
5547,899628,2975120,122
5548,430658,4583463,11666
5549,3517389,4569983,1642
5550,2465349,2532259,12273
5551,4546609,1043280,373
5552,4325261,912522,217
5553,241000,4520001,2634
5554,1688987,378193,216
5555,2388098,3526223,275
5556,2533205,1215650,63
5557,3292313,4233966,3854
5558,2326697,3159075,796
5559,223469,2940560,397
5560,94321,2027836,508
5561,486431,3569901,228
5562,66030,1552739,668
5563,392718,915197,42
5564,1933991,4865202,1919
5565,1092002,1541666,30
5566,860469,1121696,329
5567,706793,100107,117
5568,4752780,3177922,397
5569,2548202,2194084,1674
5570,3562158,815008,1968
5571,4442302,2780449,75
5572,573558,897269,295
5573,2575939,1651483,99
5574,2161230,426700,635
5575,3162206,4528847,404
5576,1981993,2726486,2272
5577,1336736,3172157,106
5578,3203329,3944497,957
5579,568749,707634,208
5580,3929676,3890827,31
5581,1681244,4379479,129
5582,797349,345933,4640
5583,2624755,2830429,155
5584,4132261,1302591,1117
5585,1004233,848757,966
5586,4383563,508157,16
5587,3547877,3758896,221
5588,3158115,4056145,511
5589,326048,1003738,652
5590,1405044,804431,585
5591,3190643,4371463,1255
5592,3626275,2756968,819
5593,1337451,1890033,295
5594,3283631,4685779,403
5595,1210928,3818032,181
5596,2320107,4092408,148
5597,2007914,4526308,318
5598,4092666,2684870,1459
5599,1053929,4228877,115
5600,3909981,780608,238
5601,3699726,1494526,788
5602,4383666,1460872,28
5603,2770705,1508844,275
5604,303209,4457812,194
5605,1545382,2934196,5753
5606,4458764,3055009,278
5607,3104940,2387868,42643
5608,3019228,1998934,420
5609,81645,1814927,87
5610,3395053,1000177,97
5611,4444163,4829102,699
5612,3831327,847280,1300
5613,4053269,82753,897
5614,414391,888207,658
5615,4849585,884339,425
5616,4770341,3995943,90
5617,123691,4772073,57
5618,4611357,3945045,89
5619,1685132,2096614,793
5620,3024649,4323077,107
5621,2965076,3322557,192
5622,222612,4196546,27
5623,3067420,1655981,538
5624,3108028,4627252,1022
5625,3881284,1225170,49
5626,2080615,1497421,394
5627,897491,2625409,110
5628,2285372,1222030,143
5629,4188438,2982629,164
5630,1821811,708203,1850
5631,4135692,1882425,9610
5632,4762015,3013434,280
5633,2728932,1460607,75
5634,439059,1176701,421
5635,1042163,562927,8005
5636,2873622,1389123,56
5637,2892053,37386,339
5638,1082880,1233876,100
5639,3016125,1519671,83
5640,1247366,2844999,811
5641,3651482,2061462,1047
5642,4124520,2781004,113
5643,1494528,3484644,32
5644,1553867,900383,3041
5645,2626933,149736,863
5646,4337184,487236,2239
5647,2436687,802444,13036
5648,2441037,3856554,231
5649,258948,4778272,201
5650,86714,2310235,903
5651,2322957,1697833,3033
5652,298847,1158446,54
5653,4354090,1173319,494
5654,573693,2115824,110
5655,186840,2492405,128
5656,90348,4665048,337
5657,3362628,758433,1401
5658,525595,2399401,434
5659,1237348,2544271,2962
5660,557615,4080363,14
5661,1320102,1343350,678
5662,2414950,896136,162
5663,294920,2031933,54
5664,667134,1139401,942
5665,2651652,2504243,3003
5666,2295066,4223693,28
5667,2146800,4848010,77
5668,1372390,4166112,420
5669,1810750,3509047,178
5670,537101,4173610,383
5671,3287295,3852854,982
5672,1941703,1219418,873
5673,4366747,3199074,527
5674,2549981,3626935,952
5675,1985633,1288951,105
5676,2250383,3401703,137
5677,813202,1701459,126
5678,3102678,2897260,438
5679,871397,3108490,296
5680,76627,4422553,942
5681,4390038,3465568,79071
5682,2777163,3058169,186
5683,131938,3991121,2085
5684,3726335,4658060,127
5685,336173,679312,50
5686,1403720,3063925,162
5687,261556,1306072,469
5688,2756069,4385472,1538
5689,4687195,2129617,1852
5690,3364987,2728866,173
5691,949821,2704699,131
5692,3571356,1215648,419
5693,3541658,246148,513
5694,3394828,28041,486
5695,4383994,2659488,577
5696,158823,238144,6490
5697,551492,790398,202
5698,2841091,839287,437
5699,629031,4109366,73
5700,3973361,2601581,2061
5701,99556,4820573,709
5702,2369185,2609225,222
5703,4534909,4576336,38
5704,922862,698528,20
5705,1888020,2916166,19
5706,1549106,4094260,629
5707,1094048,2478602,1126
5708,343499,2784892,124
5709,4442832,1964298,42
5710,3225390,4263924,179
5711,4564254,2935161,397
5712,2247664,354017,120
5713,824841,1142871,147
5714,4454737,2748983,1127
5715,4036543,3879950,237
5716,1780606,2440384,28
5717,3771229,48561,858
5718,4693676,3008152,268
5719,448545,4443168,2555
5720,4802611,1595433,39
5721,121352,2263710,11
5722,3420042,2383376,256
5723,3313661,2366908,293
5724,4536784,1571599,118
5725,3976164,3712498,884
5726,2828522,771156,338
5727,2705657,1270171,634
5728,2668494,4265509,106680
5729,4043340,2290795,438
5730,2855515,4830474,1116
5731,2124735,548129,438
5732,1635105,1434181,63699
5733,4486429,2998332,26188
5734,168394,4045155,287
5735,4813076,282738,4339
5736,1321827,4652529,1190
5737,1392717,4355015,138
5738,4180588,2300708,1607
5739,2932990,3732931,113
5740,255078,1059358,135
5741,1713755,1961901,102
5742,3274032,3459502,44
5743,699950,641120,168
5744,635208,670074,440
5745,2301239,4290367,95
5746,828085,2830579,512
5747,1073135,3208471,1345
5748,2821641,187091,477
5749,2632310,3965950,14
5750,878249,1232867,206
5751,2202544,2228160,53
5752,3596185,2789436,1647
5753,3550092,1071670,449
5754,1846572,2205914,113
5755,554417,3528096,3132
5756,2918681,3460641,225
5757,2678495,2544271,2979
5758,389871,4445347,1891
5759,4306167,1661912,71
5760,863783,3799335,258
5761,4473991,3203192,37
5762,4146791,1063636,6271
5763,809399,878944,212
5764,1221273,4039025,336
5765,1235272,2713884,269
5766,4468793,3487024,63698
5767,1594009,2680868,83337
5768,3256057,3925271,459
5769,2109685,2604890,490
5770,2466377,901918,272
5771,3859743,4280925,65
5772,2675421,4100772,1238
5773,1005765,3197571,14
5774,378893,1681179,2671
5775,475362,4739715,52
5776,1143684,2851494,1108
5777,3334071,1630945,844
5778,3594650,38589,76
5779,1582546,3828185,2523
5780,2083672,2758392,558
5781,968076,2708568,75
5782,1319545,4432761,800
5783,3915603,2788994,168
5784,3646793,4577899,1979
5785,4169706,809113,22
5786,4471247,2862044,403
5787,4791127,1974922,879
5788,540215,3240496,4115
5789,3143876,1074082,480
5790,363438,4607737,1624
5791,248727,974481,200
5792,4033899,4178009,2561
5793,2651013,513772,66895
5794,2473200,2285936,4967
5795,1365278,1268500,16
5796,3813888,2287851,125
5797,275804,2824500,79
5798,4148049,799729,1538
5799,4170897,2885470,154
5800,2712479,690365,1650
5801,4006795,919322,610
5802,4283157,2383394,10901
5803,2926641,2393,370
5804,4717616,1599852,421
5805,3388095,2835172,395
5806,2914124,169224,25
5807,1764552,2215015,1593
5808,2672250,4043623,118
5809,2668658,4745425,1095
5810,3471710,4668036,2336
5811,4013908,3852135,10258
5812,2312830,694758,674
5813,2550107,1216896,96
5814,4861070,4172375,6
5815,1097698,250256,183
5816,4046734,1310817,378
5817,1494055,1893473,10728
5818,2069466,1099862,283
5819,2989805,3141327,203
5820,2098153,4473002,531
5821,4340121,41429,1143
5822,1681544,201039,1873
5823,4279761,242071,114
5824,16594,2444283,217
5825,366904,4536291,147
5826,3198069,309983,51
5827,2739805,1545382,1263
5828,3656366,3117811,227
5829,3346746,1738401,755
5830,1859119,4173475,155
5831,4262517,4089399,945
5832,1426503,56499,912
5833,1412406,2046749,30
5834,2031729,2796353,508
5835,234835,563019,14
5836,2164938,4742480,1241
5837,1360095,2235154,7
5838,4339618,746458,473
5839,2331329,1085129,1079
5840,2143597,4598516,493
5841,1823345,2711575,25
5842,3983825,2270219,149
5843,742996,4777350,77
5844,4786696,3846322,532
5845,3381093,2471616,77
5846,210661,1293177,126
5847,3963255,766697,2578
5848,4291529,3966399,488
5849,2303446,3606549,152
5850,2060028,2083447,63
5851,725415,2565000,92
5852,15836,2152626,249
5853,3097604,248013,44075
5854,1607437,1567109,118
5855,2018607,427547,19403
5856,4558682,1736970,92
5857,3303204,3244424,75
5858,4442230,147049,10876
5859,2690984,1120841,213
5860,4323150,4642186,903
5861,4619061,1829323,198
5862,4098923,4427567,47
5863,2905236,382958,599
5864,1447239,1396701,32
5865,2246446,3134085,1494
5866,3767366,1511629,182
5867,1869515,1289225,106
5868,2563752,3024051,693
5869,2577206,1381867,1474
5870,1127294,1088458,2955
5871,2899476,2783528,76
5872,1069505,1808100,18
5873,564527,4334718,468
5874,4459306,754926,1411
5875,714119,4219715,1752
5876,228206,1869658,7517
5877,2544862,3967917,745
5878,4075618,3491942,355
5879,3249912,85124,189
5880,1129727,2390919,58
5881,2020240,3719540,1096
5882,4657441,1961630,462
5883,223570,4008065,108
5884,3226472,856654,111
5885,3729429,681488,229
5886,3800680,1283175,145
5887,1255775,290569,27
5888,3745480,2932236,693
5889,1963808,3080128,877
5890,424201,3102958,667
5891,201083,4542868,2873
5892,2991764,1087198,412
5893,1669784,1521352,527
5894,2075586,1527955,687
5895,390070,2407855,65
5896,2648566,2827495,3439
5897,1872801,2963140,49
5898,1826879,4403069,292
5899,900911,2813378,712
5900,1345525,4107549,226
5901,4467442,91391,253
5902,4181529,3430964,571
5903,3431205,2502242,296
5904,1594988,4274789,158
5905,2406834,1587323,3672
5906,4478235,3732059,83
5907,5054,1475929,109
5908,771710,4385796,23
5909,88682,3348478,2510
5910,3894552,1194348,1894
5911,4037937,4289364,307
5912,2881419,2633592,1374
5913,1943454,3407515,1915
5914,11556,4419578,1242
5915,1767420,347367,159
5916,1055988,2739060,310
5917,2422604,755660,249
5918,394828,912879,542
5919,3725026,2780812,27
5920,210761,3925433,203
5921,1700665,3145007,1317
5922,1590756,614768,1824
5923,4825984,4217390,101
5924,947127,4052396,1299
5925,274699,4320325,453
5926,1023499,3287177,119
5927,1322684,820594,566
5928,1689390,1040591,384
5929,1437981,4597000,75
5930,2272389,2573156,57
5931,3102246,2711657,718
5932,3074536,812710,122
5933,3951785,3589315,425
5934,3136631,19451,713
5935,4630465,527556,132
5936,119310,2580534,653
5937,3257884,3305455,164
5938,3105068,343215,2003
5939,873228,3317934,947
5940,672081,4090359,241
5941,1272757,2184633,1935
5942,1008703,3200116,233
5943,2593954,3780501,267
5944,2607839,417093,37
5945,3671067,626975,198
5946,1555682,1044654,277
5947,3617345,3808032,4
5948,972332,1237696,269
5949,946951,4219994,1127
5950,3529653,926296,83
5951,1759584,1246433,314
5952,1147011,1153759,22
5953,1564261,1693671,494
5954,3376926,3762348,780
5955,3948718,3539126,110
5956,447070,4831688,807
5957,594370,3361587,60
5958,3346625,2741792,73
5959,2387703,2018650,33640
5960,246672,79607,596
5961,4333556,719990,77379
5962,3500534,4455505,48
5963,886631,179952,46
5964,537623,4627252,787
5965,4150940,2347560,946
5966,3001570,3174617,123
5967,1094589,987506,2338
5968,17465,1820429,624
5969,3091401,4640383,14759
5970,1543829,4454175,3461
5971,3287907,552104,24
5972,1252161,404056,67
5973,3597303,1998606,248
5974,2739890,653116,12496
5975,54916,4359271,120
5976,1397162,674783,102
5977,1047207,3500835,139
5978,2305935,4156408,38
5979,1067932,1228736,2106
5980,3984357,1566303,5
5981,4573787,2704330,259
5982,1851286,990863,229
5983,1233950,1338839,1402
5984,1491173,1832052,38
5985,1841790,3591912,250
5986,1518387,2744198,461
5987,1440298,1886341,627
5988,2758138,2707616,2914
5989,2475547,641120,123
5990,3330837,309677,1058
5991,1523957,2490428,52
5992,27321,1965271,129
5993,2491903,4399847,372
5994,564416,812617,89
5995,234811,1654931,2350
5996,4059979,2260538,1602
5997,4716007,2210580,80
5998,704585,3967917,774
5999,4206095,2849334,55
6000,794490,4669518,16167
6001,3920031,1689039,633
6002,970080,2390301,1595
6003,4396450,4480532,188
6004,3932876,2441350,5539
6005,2724088,611434,801
6006,4849585,2795269,423
6007,1012883,1255243,195
6008,289476,2911148,31
6009,1382058,3428822,5981
6010,1034420,339344,80
6011,3544496,1086605,2623
6012,1925995,2258984,5295
6013,3108614,2511412,6425
6014,3625835,3527082,233
6015,1603441,2819117,280
6016,3887171,1840412,1303
6017,1283611,3766894,10
6018,1429554,1562280,15
6019,3326624,1139433,3186
6020,2998332,4820421,26101
6021,188660,10591,32
6022,1452185,1424720,1105
6023,2482853,1724868,198
6024,4500924,4410778,113
6025,3660919,3244272,5646
6026,3240496,1163895,3229
6027,3115471,2085572,1969
6028,855004,3057455,192
6029,1006140,41397,149
6030,3466070,3001482,491
6031,2361673,1517774,65
6032,2121585,3198135,1720
6033,66030,389590,343
6034,2983297,1620779,234
6035,2863500,2940560,364
6036,4757848,435848,108
6037,3044701,1743263,70
6038,1672381,4463063,609
6039,1888332,2955107,1348
6040,1835559,2968854,164
6041,1359330,749309,1480
6042,3724831,1632749,1145
6043,2124631,434593,47
6044,164065,3144744,774
6045,2774971,1511168,2261
6046,2452484,2898648,31
6047,1928070,1086605,2717
6048,1316907,4823186,295
6049,624390,1001814,28
6050,7061,3692457,207
6051,2963043,3550092,388
6052,1598155,2455101,608
6053,3346612,2406369,33
6054,896218,230277,16
6055,2256071,4699308,302
6056,4505301,1539461,171
6057,3200341,1576172,234
6058,368818,2566862,158
6059,539244,2655492,13
6060,2346621,3017354,205
6061,2634444,480580,341
6062,2758271,1833059,104
6063,1128316,1068033,1344
6064,4110767,4701854,134
6065,522054,4138238,135
6066,3224537,3329934,114
6067,169072,1665154,96
6068,958601,3664988,1376
6069,3928706,4552124,578
6070,3549780,3796389,1201
6071,4251444,772849,59
6072,224552,3124341,1391
6073,3445792,4604720,134
6074,4397115,1704907,4609
6075,3506652,1588061,170
6076,542821,3123077,663
6077,2264264,1203162,913
6078,722917,3552151,683
6079,2604748,2030372,936
6080,4384646,4318381,232
6081,4407542,3353876,695
6082,3378280,4819315,40230
6083,2945223,399490,1327
6084,2500955,858182,73
6085,3053663,4022006,48
6086,2064202,1092186,101
6087,3799406,2495508,1388
6088,4731952,9202,628
6089,2953377,3045032,498
6090,1131513,4587407,475
6091,927973,1875484,667
6092,300374,1504704,4567
6093,180465,1099923,175
6094,3041256,4053795,98
6095,321743,3272557,128
6096,4260026,1530633,365
6097,4132821,3274294,277
6098,2308632,1670641,93
6099,2783695,903792,3175
6100,656728,1747244,245
6101,2957639,2994994,962
6102,1271917,4297651,867
6103,2106576,2476612,966
6104,1886385,1144219,81
6105,2544304,1447613,170
6106,4519174,143808,310
6107,32138,4003611,16
6108,213392,4338103,400
6109,1970245,1212380,321
6110,2456366,3784408,206
6111,2076304,4070121,61
6112,2562403,3054892,1588
6113,2300708,1465125,1407
6114,3289560,2052089,165
6115,4335709,2863760,299
6116,1898587,2634469,13443
6117,2804896,4066935,317
6118,81737,4670991,132
6119,3726680,212805,1181
6120,3182243,4279670,35
6121,2975979,2110545,2080
6122,1367130,815052,636
6123,447652,1937473,64
6124,4691181,2221465,9152
6125,1962170,3311941,251
6126,3047052,3872062,58
6127,1958281,339313,107
6128,4112964,1272646,226
6129,911889,1168241,54
6130,3573875,1931941,23560
6131,1036218,1936956,34
6132,3804794,4450805,161
6133,3289630,2844053,583
6134,2536106,3249655,487
6135,490034,3394554,1797
6136,389337,463578,282
6137,1561394,428166,109
6138,4795640,3889632,100
6139,1071241,373567,2534
6140,3474714,2891922,974
6141,4747431,52235,155
6142,3396805,4588320,30585
6143,3238797,4149420,87
6144,1344241,4397390,387
6145,555641,4515781,97
6146,2423759,1024638,265
6147,3102596,3245827,172
6148,3995418,2270215,1004
6149,1528502,2694853,121
6150,3211124,1528577,271
6151,2419143,1832349,124
6152,1937956,1402470,102
6153,324481,3205360,83
6154,2651652,4606828,879
6155,2952895,167667,39
6156,3455337,3737661,591
6157,914590,877685,341
6158,2461340,1821750,3621
6159,3260407,518982,418
6160,3205218,3076537,116
6161,3162895,2004250,590
6162,2502204,224034,945
6163,1313531,1698730,204
6164,3632614,1238378,105
6165,2446348,4355866,120
6166,3891929,1328064,2170
6167,197658,2319422,104
6168,232119,892624,1324
6169,2277157,2995669,502
6170,2145669,3264374,2139
6171,44428,1135932,551
6172,482286,653567,276
6173,2940560,3734741,366
6174,3578368,2692347,356
6175,4441403,2741551,177
