0,source,sink,adamic_adar_index
897,2085193,3886160,0
898,623444,2262983,0.09040609003438033
899,1219418,528928,0.3803124248981604
900,1998627,538998,0
901,573693,3400944,0.20158279256245626
902,1101947,1959052,0.21315835557367352
903,3887171,617576,0.9529658927324816
904,4093525,4161490,0
905,1711569,1503250,0
906,1318170,2766614,0.31387915043065784
907,2915489,2434223,0.2710850306818168
908,4713292,1735687,0
909,4342160,4836932,0
910,563322,1340111,4.674952204572995
911,922949,1049281,0
912,1455727,1967550,0.10400266106678616
913,4347727,2401865,1.2851018970607526
914,1779478,4553620,0
915,820951,1133567,6.668854723386306
916,1295223,3606238,0
917,234766,1989292,3.254988184054987
918,495684,2052579,0.08695382383195438
919,2604474,262528,2.8549184646782075
920,4457096,3095483,0
921,3225386,1483950,22.021004354372568
922,3959449,2151517,0
923,2695091,2128045,0
924,2245867,2784159,0
925,1719345,2177982,986.942414936941
926,3795465,4690299,0
927,2902003,1374445,0
928,1895458,1253026,0.37242372925533407
929,888120,888836,21.81950879083028
930,4866498,2486525,0.44218743762567814
931,184687,4696690,1.5852926013030095
932,2871308,1064883,0
933,552693,4180588,1.4280424189947931
934,460696,978745,0
935,3721072,2717219,0.26712848729778305
936,242742,637362,1.8874079957511882
937,4147170,3324817,0.7417729746315272
938,1299015,127123,6.4681809398012575
939,833087,907052,11.323909815557673
940,137437,4005148,0
941,2474997,2999710,0
942,4137763,2898182,0
943,475232,3873884,0
944,2519600,3144985,0.09594883099163241
945,851486,1253335,0
946,1484675,2555689,0.626646438870073
947,863325,3528798,0.19752715622645642
948,865410,2270767,7.384394209837816
949,1588061,4013191,2.637885295152379
950,2975625,2363738,0.07383035914027619
951,919101,1522214,0
952,3893222,4116046,0
953,4759359,824031,0
954,3298060,3649303,0
955,1618544,1613382,0
956,2324352,816913,9.855688642185026
957,4499487,3804486,0
958,861461,2833178,0.07383035914027619
959,2713798,2885043,0.08695382383195438
960,2475214,343584,0.1348914676310476
961,2815706,716282,2.7729530281056634
962,810494,785119,0
963,3743292,29959,1.7339455125517094
964,4022436,2309371,0.17083311000617862
965,1576600,3241571,2.5345810199792287
966,3164595,727760,0
967,2342340,2371785,0
968,3318025,3258850,0.4371904302390336
969,854025,2258576,0
970,3446567,621120,8.612079051486022
971,3067879,2330265,0.8405990205750731
972,989455,1268920,0
973,3517389,843636,1.398883867029825
974,2506342,1857594,0.07383035914027619
975,863783,4395944,1.333951365613833
976,1632116,1528823,0
977,2359631,4515216,3.96378559488271
978,3317934,3629131,5.627413942271079
979,2932339,2350634,0
980,927463,1514817,0
981,3598083,1721413,1.3644755359837784
982,2429371,9946,0
983,1039279,3411931,0
984,2895068,3918393,0
985,1854023,1483116,0.19679598948883448
986,725415,2082827,0.19319379300543385
987,1202857,1678405,0.07796806287802142
988,3689215,1218296,0.25305050620595404
989,4528705,1142702,1.3941316608415755
990,4034438,711824,0
991,3782034,3556169,0.07383035914027619
992,1014721,1666556,0
993,3270580,3395510,0
994,2324422,4426524,0.09014800063734273
995,1194190,345813,0.08449373257091766
996,2625217,1996375,0
997,2824005,2211339,0
998,1576591,4166917,0.17182456620373343
999,380525,4664852,0
1000,3993072,2416078,0.5721362241120405
1001,1094048,594102,0.7282078672350011
1002,4600134,624993,0
1003,2764263,2893207,0
1004,4177865,2882100,0.3086147226207659
1005,4623321,4808386,6.952751276150475
1006,3718908,4679904,14.007843050586725
1007,2745387,3910839,0
1008,3195688,112647,0.35692497618019603
1009,1813368,1770441,32.84710891372797
1010,2009930,4758377,0.9748118067872275
1011,1787403,2443214,0
1012,4726874,1894531,0
1013,127950,3728341,0.8444284728543794
1014,3794842,3706176,4.0502428037898515
1015,3296250,3535207,21.41522994871641
1016,4811622,757734,2.7592713150844825
1017,3683564,2701054,0.5662159949803272
1018,1283657,689821,2.001146137644402
1019,3836659,4321162,4.630970714765599
1020,1488401,3872415,8.52268309478236
1021,31098,1030864,0.6677552219715035
1022,2451660,1970291,0.35045041170481644
1023,718458,3720766,0
1024,2002799,4114575,2.1976433167678997
1025,2005497,2338090,0
1026,2118551,3452067,0
1027,3778796,254059,0.4775673380860667
1028,4348766,3973930,0
1029,3475909,1973662,0
1030,240027,3855745,5.734756991020005
1031,4263251,2518627,0.07383035914027619
1032,942440,2191992,0.07383035914027619
1033,850459,456126,0.0864303862565374
1034,3716119,3025121,0.6274549439263146
1035,988417,1104604,0.07383035914027619
1036,5221,2981668,0.2867367449719116
1037,2021460,243830,0
1038,4774646,1196225,0.4057398263781178
1039,2435515,143446,1.6497571881506286
1040,3941703,211323,0.15604205467487237
1041,651778,2540894,0.822336943717954
1042,477326,3487516,0
1043,3861672,3647364,0
1044,4749201,2707342,0.2922725242478131
1045,1255094,3818809,0.44097424144684017
1046,437391,1021368,0
1047,4817391,4563454,0
1048,3910665,3985168,0.08449373257091766
1049,1150281,4486106,0
1050,4858996,1582222,0.11178037279870122
1051,4204662,2133364,0
1052,3656099,1380448,0
1053,4788248,2048276,0
1054,4716646,448823,5.781871127588541
1055,2844962,2757201,0.8832168480105841
1056,2161230,2087517,0.08449373257091766
1057,3808182,3103806,0
1058,419149,4406065,0
1059,3847967,357466,0.09863526251714727
1060,987441,824382,0.4458008498504139
1061,4762542,2767142,1.644937642577795
1062,2914647,4841268,0
1063,1275299,1593758,2.7008730794004068
1064,3757241,3248594,12.809798619147518
1065,219686,2015738,0.42497635797492284
1066,3249932,1068993,0
1067,2704231,3435043,0
1068,2691310,3640458,0.34145997936338385
1069,2581947,3759750,0
1070,1689039,3927655,0
1071,2694816,2207956,0.7452837625167092
1072,4405100,2051732,2.414840498560383
1073,3352123,3510148,0
1074,2584682,3162385,0
1075,2680834,4254453,0.3649364411886157
1076,3202510,2092295,0
1077,4468086,532755,0.0864303862565374
1078,575651,4258315,0
1079,2883988,824046,9.781646198798464
1080,4008358,4483821,0
1081,2939315,3155408,0.3600636251913784
1082,4839526,3833152,0
1083,3507863,177506,0.2936643445622383
1084,4619061,4289016,0.07383035914027619
1085,4380434,3731768,0
1086,3213547,2706025,0
1087,4094697,212805,11.206011323326726
1088,1927960,1579810,1.3336874622678931
1089,2640387,100754,0.1760585392954821
1090,3852854,3785477,0.0864303862565374
1091,1700836,350886,0
1092,871160,3340066,0
1093,2772925,2456239,0
1094,1548013,1078672,0.8265752084579898
1095,2242956,3882590,3.421828137532458
1096,3603630,3489034,0
1097,1064556,3912526,0
1098,19760,5113,0
1099,740005,4510860,2.5560981805379432
1100,4765846,605639,0.9296600275981983
1101,2609436,653633,2.1356329933111953
1102,2766747,321857,0
1103,4094066,1628264,0
1104,1246601,1897862,0
1105,4232521,2779791,0.6438372205754557
1106,2554658,3240496,0.8382834888797659
1107,415254,3129186,0.6340360707151018
1108,4400995,1187964,2.384003740402648
1109,2850445,1118530,0
1110,3729828,2294440,0.7140941221387436
1111,3370783,4790649,6.499005973598457
1112,3001815,74323,0
1113,3394828,2633571,11.352288046919433
1114,117653,1995601,0
1115,1675257,4723059,0
1116,3897513,733605,0
1117,19484,749672,2.750432643312888
1118,4284282,4516132,1.8416393478947686
1119,833524,3841591,0
1120,3879365,4329629,0.49105686635411555
1121,4251792,57883,0.9137466305389651
1122,2835662,2379122,0
1123,2313654,3448488,0.5172961569809289
1124,3800305,4420839,0.216079684351263
1125,399565,2956791,0.24198952772225563
1126,579536,3165162,0
1127,225697,982493,0.6395727683988427
1128,457555,1106852,0
1129,4857001,321177,0.1603709151119747
1130,4655006,1987945,0.20576925955053368
1131,3163774,3004014,0
1132,4498101,2926541,1.6858009560495557
1133,2807375,3247071,0.38897941679971404
1134,3222303,1081619,0.4552541032360317
1135,4736009,1835245,0
1136,401959,2653845,0
1137,813047,3009562,0.17393140501110244
1138,2899933,536723,0
1139,4154717,2424452,15.213859571848776
1140,1413512,3299579,0
1141,2940424,1904054,0.855348240231149
1142,602340,107996,0.07383035914027619
1143,1011757,3739100,1.6702401352829224
1144,940042,4253433,0
1145,3905250,452890,0
1146,3066444,685095,0
1147,1325436,3202770,0.08695382383195438
1148,125872,1465269,0.18556071437446803
1149,3407905,765543,0
1150,2623580,2337217,1.141461296284014
1151,4211984,2596286,8.306783506512547
1152,2349594,959247,0.31320848905858306
1153,2061150,3837284,0.16469639886686083
1154,1399058,1796644,6.7914824308161075
1155,12547,957725,0.1890232866586979
1156,2361673,2593954,0
1157,3305322,3169329,0.07751681639600151
1158,702865,166306,1.7395260630141753
1159,4311665,2499401,0
1160,4052122,2588244,0
1161,2187451,3356265,0
1162,2544398,4360802,0.4004535058050658
1163,1164032,4779044,0.4222714979851464
1164,4125905,723257,7.642310178509962
1165,3169284,2502590,0
1166,1360006,475380,0
1167,3158482,4350093,0.1691045052393722
1168,3082677,3108490,0.1768036506147358
1169,3139086,4343940,3.1974406670282844
1170,1044619,1269131,0
1171,2390374,4143831,0
1172,4779046,4399430,0
1173,4420475,2868440,1.3266068251836385
1174,815236,2155768,0
1175,1676054,2238637,4.41296319718825
1176,842454,1847353,0
1177,153792,778021,0
1178,336290,87195,3.4339012785434586
1179,2410512,3528096,0.3079638909655481
1180,3185337,1129762,0.5064830614962788
1181,4086406,4539579,1.4982654987738897
1182,4174741,1729680,0
1183,1429183,19269,0
1184,1479088,3296983,0
1185,4139326,1040056,9.55319600231659
1186,4311720,3703326,0
1187,322366,3277122,0
1188,2153824,4079268,0.2887375431066803
1189,3690840,3870459,0.4627293341056383
1190,1351195,899384,0.18833020049925403
1191,1434155,4593423,21.282154624230166
1192,4315651,2905649,0
1193,3064744,4544439,0
1194,4034922,2589566,0
1195,2845752,3671414,1.9885762363877881
1196,3526944,4061862,0.26026149169179913
1197,4376408,732151,0
1198,1949391,2153670,0.9630611458766873
1199,654545,2988500,0.22726992207777263
1200,4223263,1730211,0
1201,1073493,777566,0
1202,566130,3072002,0.7651378199415405
1203,2198631,4151869,0.18388845457974975
1204,193805,2692947,0.28194540132922846
1205,1076285,3926802,1.1967485154028452
1206,3623028,873318,0
1207,1313574,594010,1.9552912255688764
1208,4080369,357567,0.8348264279918097
1209,3541501,2386108,0.6308496722741597
1210,4388455,290600,0.2252508848043502
1211,978544,4006430,0
1212,2758155,4793999,0
1213,3148813,4008655,14.572838359163487
1214,886710,2924181,0
1215,4600732,1149539,1.7825157049965044
1216,1509450,4095467,0
1217,4572867,1104006,0
1218,4222997,2017471,0.1316414371418105
1219,979255,2387274,0
1220,3443847,2887128,0.07796806287802142
1221,1514261,2948384,1.9512929483376784
1222,4720585,1171375,0
1223,3758681,2083451,3.5687850515249866
1224,475690,4597102,1.0562992314615436
1225,1333051,3296285,1.034380534050257
1226,4287735,1584619,0
1227,404943,2187723,0.8600397147726361
1228,4403473,287108,0.18312899508806493
1229,1695500,2846784,0.6781845490047388
1230,1164371,237082,0.07383035914027619
1231,2560408,4305715,0
1232,185853,1109441,2.302025468693744
1233,4325261,1991267,0.1635084431645399
1234,1223102,3696730,0.29748230106423434
1235,2819109,242455,0
1236,1535073,4743804,17.57644576589691
1237,762479,2791241,0.142555447646047
1238,4147354,4141931,0.17683249692989828
1239,547157,624837,2.15038770230609
1240,4459145,1145009,4.720245764715893
1241,460728,2556091,0
1242,4306404,4760153,2.1771408242362154
1243,2739333,4405133,0.08787672930771424
1244,3684207,3990211,0.45693899964048873
1245,925412,184085,1.925030894965804
1246,3694046,1520254,7.455054313460717
1247,2481712,3463660,0
1248,3089257,428189,0
1249,1896939,1694355,0.0864303862565374
1250,2085462,3162560,9.85165848201381
1251,4315155,4288798,0
1252,2939884,2157122,0
1253,2712752,1770518,0.4938269902179623
1254,629031,3388216,9.915230681332682
1255,3259802,4582461,0.37810125830339825
1256,2870198,4470008,2.152396962762997
1257,2628106,1238203,0
1258,1181282,657511,0.31112954509269064
1259,3498717,4516447,0
1260,154714,2622445,0.09815624213018816
1261,2261005,4858197,0
1262,3491685,714035,1.0923358478492766
1263,1574437,137934,0
1264,2506473,1266825,0.07383035914027619
1265,2005701,90125,0
1266,272134,3894567,1.5101093517033806
1267,4523563,4529968,1.7186953044353515
1268,680757,377629,0.07609447843011201
1269,362148,3410967,0
1270,2472584,3513910,8.263039627131077
1271,127619,4234840,0.1776483287949021
1272,1301087,3467005,0.16766481703334424
1273,2631035,3967228,0.26569659286625325
1274,2730650,4519597,0
1275,3392535,3653797,0.17092411882745506
1276,775328,1776702,5.90597578828382
1277,2319421,2990704,11.989060094256384
1278,4025298,4761250,0.10909670736838042
1279,4054509,4314283,0.2746941770276876
1280,4425037,2781628,0
1281,2237222,1192436,2.100157760274841
1282,3336834,3106848,0.07383035914027619
1283,2494843,2829288,0.11910213857561307
1284,3216710,4324862,0
1285,1038362,4322367,0
1286,3939380,151427,0.32040381811219865
1287,3474714,837222,0.8594809787712239
1288,2690307,848246,0
1289,4258438,1440232,0
1290,1499536,762056,0
1291,1410000,3198135,2.2627605126298733
1292,4079269,890960,0
1293,2761066,724868,0.19684582563696415
1294,1445324,4820881,2.2242081839022765
1295,2402582,2354103,0
1296,4117461,4607502,0.5475104108019864
1297,572226,791325,0.7748164291963189
1298,273715,476407,0.9477778561647744
1299,1747728,3849492,0
1300,3561052,4007276,8.297855033790949
1301,18331,3593013,0
1302,919215,32933,0
1303,1304820,4276097,0.11703279105748883
1304,1525671,1400706,1.234175311959568
1305,3494194,3501344,0
1306,4305360,2759898,0.1333337503843779
1307,3473703,1105946,0
1308,4793374,2883450,1.872754570459581
1309,4043495,325891,0
1310,2973142,1374657,0.7766493404008126
1311,2290322,4486882,1.0151450146183802
1312,2653433,90257,0
1313,4454192,4332029,0
1314,3196935,4053811,0.5615334606568728
1315,3824752,2725607,0
1316,1745731,2243983,2.3834408359174475
1317,3089513,2403010,0.8909291093253813
1318,2735303,622071,0
1319,4559986,3378736,0.07734508450738445
1320,3600628,2064607,1.9724847536799355
1321,3905067,3393225,0
1322,2096490,1246259,20.92707670708296
1323,3029390,379057,0
1324,1832518,4370950,0
1325,188743,2092812,0
1326,2447113,410275,0.3490552913220028
1327,2307937,4048147,0.8440192317779152
1328,4690365,1339133,0
1329,3200341,3453522,0.16292676282081378
1330,2956147,2501960,4.751687957706021
1331,1227156,3239338,0
1332,3440116,1891147,0
1333,739545,2223912,0
1334,3332801,4155389,1.7705924737131797
1335,4630411,726638,1.534792872651337
1336,3292676,2597381,0
1337,4361726,534121,4.114217495399342
1338,3768380,1423570,0.16541219055679293
1339,176774,1047789,0
1340,2589604,807761,0.07383035914027619
1341,2161208,473130,10.27689547506879
1342,760911,2675321,1.7223745727881057
1343,1674134,2435135,0.4625632854935576
1344,616538,4161676,0.07734508450738445
1345,554768,3078648,10.274761308510323
1346,3214317,1735883,2.109647357728803
1347,4398018,3262683,0
1348,1361880,1744811,0.6305878554632949
1349,1223354,4208140,0.07383035914027619
1350,2377378,2574560,4.35671169104095
1351,1440901,3482871,3.9811163246048324
1352,69444,3789363,0
1353,3248527,364458,5.784407594131167
1354,632892,2607954,0
1355,370983,852119,0
1356,3957402,3989690,6.993056399630444
1357,289215,938763,0.17880497130803139
1358,1025283,2977357,7.868832819804889
1359,3930883,1625272,0.3346522596883042
1360,1926769,4183382,0.07383035914027619
1361,4299096,4188270,3.0873521022700685
1362,3238785,2616535,0
1363,1325894,2598896,0.19957549119135506
1364,67665,382209,0.1337124558262524
1365,3658641,1334501,4.522356340099894
1366,559652,20388,25.575106893084392
1367,1236650,3245665,0.1614892541739433
1368,444473,3586386,0.5248558759371014
1369,3893485,105683,0
1370,1262578,3434396,0
1371,4487749,4513294,0
1372,4175026,165651,0.3951550344920891
1373,456895,3833698,0
1374,4794114,577845,0
1375,3207642,4238096,0
1376,2911256,345296,0
1377,1278054,4085567,0.3655984660316277
1378,1577581,4420285,0
1379,1979383,4351306,1.4450921290452212
1380,1054015,3135338,0.7513851562822269
1381,1093575,781031,0
1382,2795094,3649212,0
1383,1233950,3153504,18.52841924999915
1384,3567284,1497894,2.403349397061198
1385,1710577,1310839,0
1386,2686174,10115,0
1387,3730580,3067078,0
1388,4655510,243176,0.32562128864857875
1389,4363166,952893,0
1390,4805386,2662315,0.34798632450535943
1391,773004,435747,0.08449373257091766
1392,2853045,3350833,1.9390592160057214
1393,622386,4563330,0.11942360805281521
1394,326452,580398,0
1395,1677331,1950471,0.2481057546291447
1396,3696903,4627252,10.33010122559545
1397,993398,3117644,2.2393360382036227
1398,3946091,261556,0.27349339239555703
1399,3197538,1772038,0
1400,4261799,3995236,0
1401,3892940,1131169,0.09834141717299912
1402,528340,2537385,0
1403,712547,1102206,0.1566123030110044
1404,4819083,3443517,0.8319240409244081
1405,2586529,2971250,0
1406,3144269,3965490,6.316798538561672
1407,1453814,4852987,0.44013397963095463
1408,395117,3296710,0
1409,4493888,1975369,0.08977159948718787
1410,1677157,4671494,0
1411,4655993,3793690,0.13171124562125924
1412,3113932,2656185,0
1413,4565735,1072872,1.7082095538634146
1414,1050485,3041739,0.8982491232441651
1415,700731,3764731,0.1150774331371994
1416,1781994,3511998,0
1417,3660326,1588708,0
1418,4505818,2887963,0.35242770711361376
1419,1530855,634165,0
1420,2145365,3777242,0.9908110827969943
1421,1629000,3863501,5.39412397533042
1422,1139129,294239,5.71320351981422
1423,4139305,1108809,0
1424,4225437,4674411,0
1425,4454647,225124,0
1426,3446942,3258677,0
1427,292084,2102776,0.6084587783194233
1428,1427709,4747550,1.952596479950172
1429,697912,4612494,3.996849639937858
1430,3578545,1604914,0
1431,965813,1277950,0
1432,2522287,3273144,0.6506117707255623
1433,2200489,4626853,0.9258600172161333
1434,551741,4856114,0.31827076777099816
1435,211987,2616242,0.24401738486049385
1436,2119957,2608710,0
1437,340456,2305549,0
1438,143652,336189,0.18844028625120382
1439,656728,4390738,0
1440,2060035,4104762,1.2194000714273598
1441,1869476,2462897,0.9153510822661376
1442,884526,3327588,0
1443,4798911,2351301,0
1444,3711007,101762,0.6214965672726607
1445,3374895,314924,19.308714347561054
1446,4207706,1840022,0.43426907481641885
1447,796367,831156,0
1448,3481117,2900535,0.6801110638762093
1449,3316377,4094697,0
1450,922843,2710045,0
1451,976193,3888365,0
1452,54323,3358359,3.3714252691673106
1453,3093160,866014,0
1454,1924479,3296013,9.362997014111903
1455,3004134,4307753,0.2635029866083598
1456,2839397,2652623,1.3345413491179576
1457,2730409,45986,0.6030316957405036
1458,1695915,4259826,0
1459,4461572,3036365,0.09371131973691509
1460,733542,4853330,0
1461,455141,1838184,0
1462,532578,4796771,0
1463,218953,4117610,0.15951262426756102
1464,3716915,1548893,0
1465,3053148,2617372,0.20815895490223127
1466,2106673,1599860,0.07383035914027619
1467,4190805,1636302,0
1468,3961117,714236,0.0864303862565374
1469,1377969,4565646,0
1470,1008703,1852018,1.366625021290599
1471,614504,1799445,0
1472,144710,1125599,0
1473,1069609,986979,0
1474,4003133,4204052,3.708530800485485
1475,2073638,1522373,0.4182961997164365
1476,779591,1358385,0.45057258107925025
1477,1426916,4448254,1.086019856166395
1478,2338507,696808,0
1479,1919947,3056079,0.5809481820303817
1480,216300,857288,0
1481,3998824,2428800,0.10178076226017457
1482,3504235,1014927,0.21746067507328515
1483,2299421,2077429,21.322747350572687
1484,572208,1306207,0
1485,751949,4753457,0.20925716365874275
1486,4459325,349769,0.15852637831706057
1487,2021996,1096690,0.6576382381400037
1488,4582850,4530690,0.07383035914027619
1489,1283175,301577,0.14404745418365533
1490,425592,804801,0.5697119841867475
1491,2044073,3371037,0
1492,569377,4812681,0.07383035914027619
1493,2185449,2828364,1.524503350752837
1494,1412406,4302821,0.46528234835282023
1495,4243983,1853961,0.14071414408225535
1496,317762,801878,0
1497,983607,1480185,10.450044125711901
1498,3236313,2234069,0.13110379288608184
1499,3213568,1682097,0
1500,277167,3471248,0
1501,3835319,1977385,0
1502,3451039,36246,0.2899051949247152
1503,660986,101003,0.6770834664179702
1504,1997835,1654051,0
1505,1620145,1407969,0.16812275008788274
1506,4308422,3686117,0
1507,3703565,4115825,1.1018270284434042
1508,2313595,3121459,0.09995945037481296
1509,3198069,3383073,0
1510,4109862,4482088,0.20155679914632924
1511,63419,1701148,0
1512,2739660,3283164,0.8062013071184917
1513,2169549,2208689,0.21625850913623576
1514,1450320,1541775,0.1680490789293225
1515,4278656,4488598,0.22755980665670933
1516,1381293,3720786,0
1517,1548572,2946706,0
1518,2641051,1058048,0
1519,309574,1226975,1.6777079240865882
1520,3600303,433609,0
1521,1479553,342516,0
1522,3653599,4169815,0
1523,702070,3353876,2.8057329120431618
1524,606562,1963907,0.27104130604596643
1525,1601288,3038110,0.11480891587021526
1526,2612363,1312254,0.08801953973352142
1527,4384646,690657,0.4527768121890456
1528,4170044,2449547,0.2211514277946646
1529,2787002,2382117,2.3914989631171153
1530,3656282,183794,0.08787672930771424
1531,4757732,4796773,8.883944840066409
1532,4471609,113182,2.7562017157008736
1533,158235,2647536,0.8729733574928973
1534,3863062,1245989,53.41343406723469
1535,2369634,2796817,4.715238165703317
1536,4779430,2450275,0
1537,841644,378843,0
1538,2069466,4059533,0.1634495117730625
1539,4804968,3347711,0
1540,1119602,598319,1.0076617189463062
1541,3200364,1635042,2.9800909741217647
1542,641893,142116,0.15743465310034016
1543,3649600,1586497,0
1544,3705151,1597846,0
1545,2689691,3967571,0
1546,2324971,252017,6.292514947268871
1547,3855867,4500259,0
1548,4392569,1202817,0
1549,4096612,4409813,0.17386469914513097
1550,2157499,3852135,9.484705256573006
1551,2434497,1437980,0
1552,4668030,2634700,2.5041199119464794
1553,2913556,3913470,0
1554,830202,1086605,0.9792456308815964
1555,4245940,981592,0.7460625589307419
1556,4589413,3364546,1.898035986666563
1557,294574,3088440,0.20582827368330034
1558,2814017,4445347,0.8779566934869394
1559,3533123,3086451,0.44673174485806993
1560,3229914,2949033,0
1561,970731,519315,0
1562,4688520,2795159,3.1780565116845123
1563,269252,2041783,1.153882687696312
1564,4604264,2264881,0
1565,2722351,3640207,0.07609447843011201
1566,4013082,3639154,3.9277757946383884
1567,3291892,4597493,1.2262229126229043
1568,1367655,803481,0
1569,3169340,327965,0
1570,339567,3863742,3.3991482324746136
1571,1983366,2984603,18.360540469006065
1572,4259589,3414182,0.19582377927648192
1573,1108548,2216042,0.8649976628340299
1574,1337541,2322497,0
1575,1829249,1776000,3.883752299698309
1576,1150506,1371900,0.08695382383195438
1577,3798250,1328064,0.5258845928283968
1578,4724359,2245972,0
1579,4802205,4060090,0.10623656854739355
1580,4533563,1194784,0
1581,2548298,2894167,0
1582,2976480,2265640,0
1583,1140217,2539248,0.6535593165104783
1584,1708548,3128487,0
1585,3394276,1828719,0
1586,1336173,1310817,0.33305033611459206
1587,2947741,3844365,4.025840474680689
1588,2945223,149736,1.1944655533768536
1589,2767192,4337224,0.4573188820381846
1590,3590756,2009973,0.0881141788423624
1591,2581909,4597942,9.397202205820909
1592,4786573,2444440,0.6025604924872625
1593,3333959,1274808,0
1594,585893,1378923,0
1595,1629739,1821613,1.4851925083775444
1596,758145,2677010,0
1597,3468777,1065417,2.499126039198482
1598,4217929,3666587,0.08641664237211644
1599,1157430,2300708,0.8598153733207194
1600,101964,1699954,0
1601,1436505,3795525,0.7578412459250112
1602,2347696,2595595,3.8391591120369073
1603,2624184,1348594,0.08613865591241826
1604,813202,3472025,1.7341722036752374
1605,3720321,1026468,0
1606,285390,4757441,0
1607,2753362,4057988,0.33729498626639165
1608,3146672,2707096,0
1609,4358141,958601,3.041060494932494
1610,908090,325697,0.6612378543315135
1611,1863670,4355015,5.27253701533566
1612,1550064,3302485,0
1613,652476,3793631,0.5455304767082445
1614,3900509,334414,0.09637839081142882
1615,1974922,3824251,2.4777699330851153
1616,2171894,2312075,0
1617,7648,1105233,0.40045084481585147
1618,3283833,1886356,1.2331669934957181
1619,998253,796021,0
1620,4588320,3982440,0.4658792843805424
1621,3492319,3917621,0.9557282025623033
1622,558571,3113681,0
1623,1813311,1042307,0
1624,4452445,815993,0.9185484369024435
1625,259091,4687278,0.6158405839489195
1626,2664082,82340,0.575538344550899
1627,1148355,1142141,1.518225093792492
1628,1486685,2635867,10.34923886758532
1629,1086513,1586234,1.4992748812047982
1630,4689344,2803220,0
1631,911669,2442177,0
1632,4109446,2322663,0.1396634545011239
1633,440942,3263590,0.14817537844738762
1634,4031191,2692426,13.157272773433744
1635,3839027,3509400,1.0045477853138476
1636,1604735,1817126,0.32036815379408146
1637,3269084,137753,0
1638,1624821,4566668,0
1639,1395639,4467748,0.95855914884498
1640,4392240,4085911,0
1641,3035217,2815228,0.07383035914027619
1642,621120,4490886,0
1643,979348,3573012,0.2588943337455415
1644,4597942,2408952,0.21933342447606208
1645,4490242,4346020,13.800794710960371
1646,4857356,838983,4.086628782964173
1647,1433583,146049,1.7583475120589724
1648,4121724,1229401,0
1649,3329198,1801676,0.28650211211154375
1650,1922454,2405212,15.377669187727617
1651,331205,570353,1.658110919707622
1652,3178553,2635295,0
1653,4373282,2050610,0.17874276903429887
1654,206364,678525,0
1655,1309887,3121740,3.349272500970938
1656,2926583,3282169,0
1657,4105847,3050073,1.1305730785654742
1658,2028569,3391808,1.6297426980807144
1659,381694,299257,0
1660,366904,3540943,0.10400266106678616
1661,3341092,838453,0.531246294276293
1662,4768938,213917,0.12149816150399967
1663,4392592,2251789,2.576747918588352
1664,4700777,2492280,0.3603282165674382
1665,3019958,2913438,0.5941350827985284
1666,953115,338263,4.393906866458406
1667,3431400,1069044,4.012835285472818
1668,191334,3397645,19.065538984265203
1669,1854613,3025335,0.31367256467576293
1670,2245414,2926500,4.8186754795571956
1671,3096596,1595656,3.4727300390838045
1672,3647315,2031809,0
1673,4452360,1798255,0
1674,1055988,2289744,0
1675,4695321,502697,0
1676,1729215,1432887,9.641887747996968
1677,756454,1135187,0
1678,4825117,2791656,1.3439908823755222
1679,4095564,1735521,0
1680,453052,555666,0
1681,660102,3217561,2.2323580923378956
1682,1314264,2037947,0
1683,4283855,3106235,0
1684,829732,3438447,2.2366155592126407
1685,1567106,2392359,0.33261746339102455
1686,2568622,4345793,0
1687,847174,720538,1.0414837346413195
1688,4810264,3403903,0
1689,4544880,3882701,0.20256191687274092
1690,466787,2391386,0.3287641463923706
1691,2752758,4350947,0.2682144436367395
1692,3033736,4180743,1.9241314914699477
1693,1534141,2365633,0
1694,845042,4030437,0
1695,3676081,3959120,0
1696,4787400,821686,0.2035700216031806
1697,3990283,3661354,0
1698,17605,505563,0
1699,13751,4421587,0.08695382383195438
1700,3492398,1981241,0
1701,4148739,4761195,0.9197299135895168
1702,125210,570302,0.7448235522266753
1703,2891857,2591738,0
1704,2022832,1130429,5.017072555126606
1705,610208,1513384,0.5095134821415679
1706,3318070,606201,0.09594883099163241
1707,4148694,2251958,2.5697773046215024
1708,2231843,178786,0
1709,4739917,4607148,0
1710,3959639,1973051,0
1711,4669595,3942609,3.496083580145037
1712,3385671,4820082,0
1713,2719963,4302399,0
1714,425140,4144645,0.07609447843011201
1715,811736,679375,0
1716,224552,1374319,5.13152154740837
1717,3865877,1895005,4.46121739288863
1718,3749748,1864273,0.21056396813891148
1719,1932926,4091993,5.742533849301727
1720,2413519,2739191,5.686885059671307
1721,2887639,2351112,0.09299529306735753
1722,1881600,1918826,1.0980735409705344
1723,1564261,1707715,0.776587218901789
1724,3383620,3114204,1.8861827273773721
1725,1989230,3787881,1.4917274765194017
1726,1392717,297879,0
1727,3579607,550309,3.6681576303347043
1728,4337184,314924,24.706657717625628
1729,1498781,717384,0.8942169596625754
1730,4772392,2426217,1.130194506785103
1731,2569366,2811227,8.866818291059294
1732,1815785,2417200,0.9430948848340833
1733,471758,4302865,0.25973912195478055
1734,2260742,2734382,1.7884723047616267
1735,4415061,3416132,0.568444464859866
1736,2655904,649460,0
1737,2175599,2833722,0
1738,3609793,4595137,0
1739,375041,4290690,0.10428858863388606
1740,4675165,601790,0
