0,source,sink,in_degree_b
4029,3693634,664343,37
4030,4862131,4699529,588
4031,2038552,3233131,236
4032,2895959,4095377,163
4033,4014552,2956481,1350
4034,4692414,4004694,155
4035,449747,1152781,334
4036,2452853,3799178,267
4037,291369,2057510,405
4038,2545736,3793690,1881
4039,531097,67744,408
4040,1151526,2719205,15
4041,2098176,2114201,6
4042,208451,2598223,18
4043,2177945,4713080,40
4044,4809156,1567467,14
4045,1757836,1476907,5
4046,3268625,502059,40
4047,786199,2434223,92
4048,1186643,2651652,757
4049,3223627,3233590,69
4050,4135197,4688861,62
4051,1392337,3449465,4
4052,1324367,1372862,33
4053,1773388,2659175,112
4054,3291911,4327997,173
4055,297829,1635915,20
4056,3771229,2466264,46
4057,374110,3976493,1
4058,2757410,1169816,351
4059,1462995,409107,1
4060,3490790,1702390,39
4061,3782024,2830340,11
4062,265281,4707391,693
4063,2570161,3383587,52
4064,4845427,2961803,118
4065,3041494,1234224,5
4066,2959180,2301724,21
4067,104236,2576013,2
4068,1997787,4708918,6
4069,3501099,3670317,777
4070,4582364,1796236,51
4071,1894511,2277016,42
4072,1337829,2960570,10
4073,2677194,3703570,70
4074,1167588,1206276,2
4075,2521305,273109,2
4076,3090019,1179349,5
4077,910788,1021567,4
4078,3971074,720538,69
4079,717730,4711810,235
4080,1530941,178731,57
4081,2403802,1288357,26
4082,4350608,2659983,860
4083,4575620,1691914,2
4084,3288301,946488,13
4085,3071685,381186,3
4086,4761284,2424452,464
4087,1324994,2832073,39
4088,488737,856522,2
4089,2001062,1677752,175
4090,4396556,1823174,11
4091,1246304,931182,8
4092,4246368,1396987,9
4093,2434497,4254706,39
4094,2945451,3872774,2
4095,4152295,1779846,1
4096,1433583,3159838,51
4097,1699324,2992384,85
4098,4668159,3886236,20
4099,348867,644282,280
4100,2690608,2388401,13
4101,3682451,1765471,1
4102,3268785,2191635,2
4103,4192587,436992,23
4104,1122066,4069092,2
4105,2605583,2128709,3
4106,1473900,598328,19
4107,775328,1690853,1381
4108,4148397,1631637,8
4109,4787841,1340477,2
4110,4181529,2293276,9
4111,1637770,2795881,568
4112,48641,663687,6
4113,1804335,3710419,285
4114,4187759,4146753,1156
4115,3228963,731408,33
4116,79615,2912854,32
4117,4053546,1246270,11
4118,1142758,3271252,41
4119,2556850,3863713,223
4120,1576600,4581556,103
4121,1496891,2854695,411
4122,1484330,4676862,110
4123,77680,117336,514
4124,4725139,4451058,1
4125,406690,814842,1
4126,2568040,4667929,1
4127,4588837,2128656,135
4128,821219,848620,2084
4129,3198236,4805155,5
4130,759828,1648126,21
4131,4434374,2321849,145
4132,2924079,2354231,82
4133,2014803,4051833,25
4134,1368691,2856492,86
4135,2133291,2518490,166
4136,1528047,2930894,42
4137,2889310,352322,3
4138,70798,3253798,6
4139,3385356,2274957,200
4140,791477,3817046,41
4141,2380033,707491,57
4142,3686233,3197061,14
4143,47224,2921774,339
4144,3303204,1002267,9
4145,4763509,500603,3
4146,2053152,3539009,798
4147,3651884,2168421,170
4148,52235,3337311,42
4149,811164,648769,36
4150,3467810,4788593,225
4151,2696359,2098223,3
4152,4191006,1664205,6
4153,2489577,2846682,8
4154,1824620,3452010,36
4155,3268785,1978976,19
4156,826095,4171070,19
4157,3658710,4644042,2
4158,2529561,181477,79
4159,1212478,437287,3
4160,4537453,3520033,24
4161,3460470,2138330,34
4162,398255,355491,7
4163,3115945,3556995,11
4164,2745909,4311172,862
4165,1802489,1996282,32
4166,3614221,2920194,3
4167,1233876,4079340,17
4168,4354376,4840870,144
4169,3904362,258618,1
4170,4411604,101182,335
4171,272784,2135390,35
4172,2091913,2753550,81
4173,2952895,1967596,2
4174,1306918,4101820,10
4175,4671927,2322242,1
4176,1186972,4627252,200
4177,1336330,3673874,1
4178,1399897,103781,12
4179,1562442,3602943,22
4180,4044850,2135899,404
4181,4286785,1976709,196
4182,1161170,2086863,148
4183,1677935,1651091,2
4184,254680,1147200,99
4185,589168,2364302,383
4186,4014576,24723,541
4187,4842659,4416547,4
4188,62120,484120,47
4189,2848809,4524434,6
4190,2312811,2685181,77
4191,4354212,1689390,77
4192,4754949,1261582,16
4193,979757,2395919,50
4194,4066316,852767,1
4195,1740554,458247,27
4196,3584395,1219942,44
4197,1246858,18067,1
4198,4250315,2107344,24
4199,1475929,4162538,35
4200,1232336,4397205,269
4201,4030079,1509111,56
4202,2997294,4548547,6
4203,1947665,2740141,4637
4204,4648245,1121066,11
4205,2429961,3012084,10
4206,1450003,3213513,3
4207,2299390,2766592,3
4208,2662356,3454623,129
4209,1162697,4848493,78
4210,153004,3913509,26
4211,3189025,918717,36
4212,873468,769888,92
4213,1781323,829318,57
4214,1794210,3071705,5
4215,4359566,3574329,5
4216,2274212,1718886,1
4217,4738382,4021501,99
4218,13421,3088232,2605
4219,1026187,1029349,32
4220,2456366,3354830,247
4221,2078605,977714,15
4222,4414997,4219671,1
4223,2297732,2585492,103
4224,1337451,747497,36
4225,1115214,717981,23
4226,2978353,207902,10
4227,1771571,4662851,7
4228,2929959,4063132,864
4229,2586529,4847918,2951
4230,4478235,1314630,1
4231,4762116,243931,156
4232,2987378,4522652,201
4233,4699022,2410728,4
4234,1535077,1690853,1381
4235,3692665,108320,102
4236,1069812,279186,20
4237,680060,1054633,3654
4238,3126078,4091626,555
4239,4272957,2886351,58
4240,2093886,1659041,10
4241,839505,330944,886
4242,775328,3114506,17
4243,94280,717338,1
4244,938662,386401,1
4245,1207982,413766,1
4246,836966,3997616,31
4247,1457236,3877717,139
4248,1228834,130524,18
4249,125928,1590142,50
4250,3406737,294407,7
4251,2589604,2464279,555
4252,570827,3621559,288
4253,3720321,1650506,109
4254,1476743,2201582,124
4255,1583044,4346793,4
4256,3016125,3474660,5
4257,868308,2380651,15
4258,3083681,3067078,227
4259,1506511,3171321,14
4260,3793690,4808852,261
4261,621130,1302440,3
4262,3689202,1034695,11
4263,4077968,628179,13
4264,1796497,4458764,137
4265,1678217,4487436,26
4266,1242784,2364188,387
4267,1751460,96973,18
4268,3189286,4117961,176
4269,1301058,378745,480
4270,434953,2835816,53
4271,600793,4311172,862
4272,4697939,4279632,24
4273,1908676,2613999,2
4274,474326,1344832,21
4275,2885503,4657023,2
4276,352142,4312971,7
4277,4305124,4853640,17
4278,883078,1072647,25
4279,1237348,3059908,136
4280,1451581,3527941,7
4281,657670,1702681,191
4282,4649336,874850,5
4283,987263,4360172,2
4284,4556220,4392951,12
4285,996313,294432,2
4286,3252019,3691748,3
4287,1544875,1815733,299
4288,2872637,125453,590
4289,244854,3634165,471
4290,3883165,3551140,32
4291,4767191,2673913,2
4292,694758,4589996,797
4293,152802,2806721,288
4294,4564947,540889,3
4295,3025948,2753899,37
4296,3647315,3245688,2
4297,2858135,3709015,1
4298,2244052,3258149,103
4299,764104,4845841,2
4300,1211335,1986248,22
4301,341973,3489940,62
4302,3058226,1710360,117
4303,5336,2283990,350
4304,1341966,1189988,62
4305,1049492,3720769,1092
4306,1898236,2111957,121
4307,2431787,3420326,114
4308,966129,2924506,33
4309,4580497,4613916,21
4310,221070,1940035,2
4311,168394,182168,2
4312,1496364,4476596,1648
4313,618694,3731305,6
4314,4739917,4033304,25
4315,919227,1331092,3
4316,2410254,596611,67
4317,192926,1565469,1637
4318,1100529,163021,2239
4319,4741083,1385622,29
4320,4724359,95543,2
4321,1588917,262326,14
4322,3786340,1032222,14
4323,3803410,4389866,16
4324,1409557,3418202,1443
4325,1039279,1268722,149
4326,3728001,3296297,7
4327,1514335,4175026,143
4328,1527749,2245332,302
4329,3013550,662737,27
4330,838953,501107,34
4331,711647,1743730,1
4332,4775549,3306443,205
4333,366052,27053,360
4334,3130485,3887384,112
4335,1106011,3809800,118
4336,762714,3775804,248
4337,4700248,4535901,1
4338,4472486,4578655,972
4339,125872,2014309,3
4340,3974708,3173929,28
4341,4652709,113472,36
4342,2143597,3535820,83
4343,1958972,2575903,55
4344,2060035,4458764,137
4345,1730546,1169984,199
4346,4687539,1344132,68
4347,4690365,1491296,86
4348,1602294,3764391,7
4349,2386479,2720265,23
4350,4295112,4553937,15
4351,18331,4697222,5
4352,2655762,2704394,5
4353,1656479,357528,272
4354,3050887,3860222,7
4355,2665917,2332090,23
4356,1807136,4133510,51
4357,3847004,3402920,8
4358,3589315,2385853,437
4359,4699550,723851,4
4360,3115471,1545813,30
4361,2722223,1715013,8
4362,1835453,3332284,395
4363,103113,2616658,5
4364,3768172,4122892,81
4365,2844962,4007453,333
4366,4306542,2966560,344
4367,4009234,1690853,1381
4368,4652604,1087739,7
4369,3136897,812736,22
4370,148777,4656456,34
4371,1894934,1723454,37
4372,4675165,4445347,1035
4373,2764263,556552,75
4374,4038935,3720769,1092
4375,1147011,995227,1
4376,4114236,1960835,4
4377,599826,3463648,26
4378,2793272,203078,23
4379,4021412,1438125,301
4380,2457198,3889805,195
4381,719237,3277087,82
4382,2929506,1834448,5
4383,4306675,4286720,31
4384,3467133,266437,3
4385,3194471,349769,407
4386,1285721,4610869,72
4387,3690491,835502,47
4388,2073048,4586866,1837
4389,2568592,2986301,10
4390,2148561,3891865,97
4391,3976911,3937549,3
4392,1477239,355341,42
4393,3422310,1049011,106
4394,1399874,2536299,91
4395,4198480,4007276,2532
4396,372517,4768755,3
4397,4484016,2470244,5
4398,1854620,1253019,36
4399,4087421,3637241,766
4400,2255454,3430492,18
4401,4486490,3273144,1253
4402,528016,3090100,1
4403,4636312,3298413,567
4404,3704813,45564,19
4405,2970883,4092666,238
4406,2547262,4031004,138
4407,2661137,4284579,55
4408,2160000,4544751,25
4409,1136345,1387506,2
4410,3190492,912991,164
4411,1385768,2532976,4
4412,4223610,2194084,1592
4413,3367889,4084049,17
4414,3286219,1600919,5
4415,3168459,2377835,209
4416,2897948,4747431,53
4417,1994441,1917782,157
4418,3266869,2497447,12
4419,1558780,3649600,231
4420,475232,2935469,183
4421,606562,757734,89
4422,929048,1545960,31
4423,4310216,4457641,188
4424,4303322,2638828,93
4425,1650970,1850127,2
4426,3971343,227272,200
4427,4523563,1726152,151
4428,1504704,4226650,3
4429,394394,1261619,5
4430,3911294,3052345,297
4431,4717830,559732,1177
4432,2767192,786719,51
4433,2092369,2929767,155
4434,486323,254581,1349
4435,613826,4544699,2
4436,4544917,2618262,13
4437,3417162,986646,2
4438,4587105,320335,5
4439,1599720,2692163,224
4440,4710533,3348639,131
4441,3691946,3949373,9
4442,4293,2477462,8
4443,313079,461371,1
4444,3977155,2394231,2
4445,3755726,174996,5
4446,3911879,2817452,51
4447,3267663,4148948,796
4448,3398643,1273446,3
4449,1787713,270843,11
4450,1940192,2480985,220
4451,669237,1865125,31
4452,343513,2025924,145
4453,1960327,782716,2
4454,2913556,2019650,533
4455,3879365,4607333,4
4456,2740992,1663756,468
4457,213673,775703,4
4458,520324,3643260,33
4459,3647315,4708958,36
4460,2351965,992487,2
4461,516484,1007584,9
4462,88551,2027656,163
4463,1211335,2785519,14
4464,4469001,6895,41
4465,1281236,524494,449
4466,2071806,3029885,11
4467,2089177,4536646,12
4468,2977605,2617301,88
4469,1206548,3448428,31
4470,4214306,2312830,137
4471,330307,3304692,70
4472,2942706,3016495,21
4473,1494966,717124,9
4474,2653825,1682973,8
4475,1463250,1345146,36
4476,1845135,3776668,2
4477,3167104,469504,113
4478,157129,4847918,2951
4479,1735302,3181338,1
4480,2416501,3136788,1
4481,4582255,4264098,13
4482,3256646,3383464,13
4483,534121,2103645,44
4484,1202857,4433990,110
4485,2595101,418274,9
4486,4700706,2471282,1
4487,652025,3323087,8
4488,1311305,1447442,24
4489,2753870,930162,5
4490,2997685,1450511,103
4491,3065296,3065172,712
4492,21393,3838671,11
4493,1260507,4440630,374
4494,3713663,2347467,2
4495,2479083,3552263,1
4496,1530928,4559521,4
4497,2945300,2315532,124
4498,3115471,2633964,463
4499,3151313,2536299,91
4500,444226,2850832,12
4501,4033178,2218404,173
4502,130894,2246303,27
4503,492776,4261048,5
4504,622762,2482521,109
4505,828995,4781252,52
4506,4083124,667134,148
4507,967450,19341,1
4508,1750096,4214327,4
4509,551270,2988619,45
4510,2360543,2978827,485
4511,4754849,1349578,24
4512,2518746,3767083,345
4513,2573510,1554324,294
4514,1691268,1797318,5
4515,2096490,2489803,430
4516,2834655,1014927,25
4517,3795465,2426627,36
4518,4371958,2825104,32
4519,1155919,1432073,190
4520,3330837,3850172,54
4521,3452192,1143127,17
4522,2116069,543159,93
4523,437876,1702186,10
4524,4040310,2181775,169
4525,3621773,4438298,2
4526,3739752,4756665,28
4527,488909,4578655,972
4528,3233131,3996309,16
4529,3490256,20388,4841
4530,2304531,3086178,538
4531,1129376,4480414,5
4532,2088741,1748413,5
4533,1323607,3645349,1
4534,4691584,988864,1
4535,1415880,1635528,49
4536,2720299,1944763,37
4537,4402444,192159,8
4538,1583044,270197,1
4539,3774984,1470434,93
4540,1076608,2030773,58
4541,4328017,2460442,23
4542,3394828,4257630,16
4543,2633995,4476596,1648
4544,2061150,3251589,421
4545,2860867,300374,285
4546,1919065,562913,11
4547,975757,992865,37
4548,557586,3701790,11
4549,2385014,683798,2
4550,2739805,557828,7
4551,999386,3390690,238
4552,2932990,4402007,25
4553,3587474,4012643,2
4554,3362929,4005364,444
4555,813682,542747,25
4556,655091,1129231,1
4557,287306,4452445,97
4558,4299666,3406188,93
4559,567973,3378280,1064
4560,3077524,2268121,225
4561,347535,905880,334
4562,2731638,1769343,49
4563,4367212,2269404,33
4564,62113,1049301,37
4565,3139623,2138440,1117
4566,1630420,375732,82
4567,1600922,122609,2
4568,1978976,1879363,27
4569,3721466,4725440,1
4570,1053444,2648037,16
4571,3756319,3699594,43
4572,4514600,4144291,120
4573,429732,1384315,270
4574,3136032,4361052,24
4575,1910138,247783,2358
4576,4596753,2940560,272
4577,348951,3588024,21
4578,1800056,2068387,72
4579,2231843,111970,278
4580,810996,4144426,1
4581,392568,761245,42
4582,2856375,1710577,649
4583,4680662,4511029,51
4584,4343263,4187899,657
4585,3183039,103579,56
4586,2482930,2406275,22
4587,982693,938946,6
4588,156140,2136656,28
4589,4343791,2322663,384
4590,2930430,3627341,6
4591,1351020,4528112,34
4592,2529360,1413055,2294
4593,2806883,4532499,6
4594,2800948,1333701,18
4595,1034159,2181529,791
4596,1769301,2998461,274
4597,2966202,1490603,826
4598,4355290,3770475,20
4599,1410100,1432887,143
4600,4053887,884795,564
4601,2925602,22025,574
4602,2274203,4569971,1
4603,1282845,3057650,5
4604,1962019,4413614,4
4605,4428153,1730423,635
4606,2754677,3594930,259
4607,1521846,4532126,4
4608,2861082,1200648,96
4609,1054633,3753788,244
4610,3304692,4078681,238
4611,4256012,2635811,6
4612,1270464,1426002,293
4613,3701305,2309452,1
4614,246867,1611883,8
4615,3844365,996319,11
4616,4480980,4350433,98
4617,1401429,3875186,212
4618,2053308,812338,14
4619,2344755,1574442,5
4620,273571,420261,98
4621,2249595,3752047,60
4622,415353,570888,128
4623,4837903,4655927,59
4624,2197671,2810838,74
4625,150088,4074055,197
4626,1424652,3185900,1284
4627,3248647,4044140,840
4628,2778028,2809092,1197
4629,2491727,201892,50
4630,269392,29098,516
4631,1572721,1614240,3
4632,3011258,3945317,83
4633,312827,2266075,7
4634,648769,3030850,2
4635,3003773,2283561,2
4636,4487004,3059274,5
4637,4535666,3198135,1643
4638,2912808,887023,1
4639,516757,651342,276
4640,2711676,4020299,2
4641,3757990,281045,27
4642,4413292,4048247,27
4643,2872865,3455773,75
4644,2021996,4214137,44
4645,654046,1678969,11
4646,3803979,4409639,4
4647,3996857,996371,357
4648,2366247,904569,115
4649,274699,1337829,129
4650,1332575,1069325,50
4651,4767031,1287764,9
4652,3602167,2635559,7
4653,1168914,2330067,38
4654,1559274,2757027,1068
4655,162173,3268288,2
4656,2519581,4480066,18
4657,3259572,613440,30
4658,2324390,1929906,297
4659,3215623,4517825,23
4660,3317842,2486689,7
4661,3177739,1005312,2
4662,1324994,3737769,73
4663,3053000,3982174,1
4664,2118739,1529278,35
4665,4404851,4421266,9
4666,201083,3101980,15
4667,1341632,4134936,50
4668,666255,3036292,2
4669,3250100,3210520,73
4670,2824336,2759258,6
4671,3050887,3024989,3
4672,1355647,1490130,16
4673,2656253,4757732,637
4674,4419734,2860635,476
4675,1068581,2213036,28
4676,456376,840957,134
4677,3274547,1871208,36
4678,2681627,1903703,116
4679,4281588,2041783,211
4680,1303975,1895314,6
4681,4337656,4397115,512
4682,2640198,2350099,682
4683,2243013,4612494,168
4684,1100110,3077985,13
4685,1056884,4299022,135
4686,2346621,2266235,2
4687,1879951,3528096,3035
4688,2918381,4445079,32
4689,418720,1218944,30
4690,3144014,820519,674
4691,67832,272916,5
4692,1530928,562913,11
4693,4037277,3753770,18
4694,4390038,4006042,49
4695,3502346,4538848,252
4696,3606188,3485792,2
4697,928515,3617889,170
4698,3947401,507198,137
4699,300073,2390535,141
4700,1317930,1054633,3654
4701,3608627,4228720,22
4702,916859,2942785,252
4703,310469,801369,246
4704,4009971,1282689,8
4705,773423,3246139,374
4706,852092,4768003,1
4707,597903,28874,3
4708,891143,621120,463
4709,1943868,3272974,1156
4710,1169287,2194084,1592
4711,3336698,1542949,24
4712,3228439,1454998,1
4713,2980471,644758,29
4714,4219715,1227855,24
4715,2649842,1027721,5
4716,700385,2067514,94
4717,95256,1271992,92
4718,3941574,1230395,3
4719,2757738,2795087,47
4720,796887,3552495,272
4721,2771923,1813368,82
4722,752405,435286,121
4723,3035217,3232246,296
4724,329792,436776,3
4725,1984683,1776163,38
4726,4438691,1776366,6
4727,2036718,2696751,6
4728,4841123,4394015,107
4729,3923796,2391415,5
4730,4205304,2393254,3
4731,4492773,1306883,3
4732,1534599,2555183,68
4733,3032212,1695051,1
4734,1663373,4369494,18
4735,2569603,3886543,6
4736,1808218,2489803,430
4737,1382659,3376555,1505
4738,2706368,4726480,76
4739,3903186,1229607,11
4740,4150940,886113,1630
4741,3446506,1378134,197
4742,190700,4575274,1
4743,3727094,1601895,951
4744,4736071,221493,131
4745,2547782,2438568,2
4746,1658132,4827758,28
4747,1345914,747989,23
4748,242457,3762612,20
4749,1996580,3719618,82
4750,1337541,1120422,5
4751,831984,692924,396
4752,3150672,1195112,6
4753,625025,1447163,1
4754,875252,3033854,11
4755,3921857,237571,23
4756,3897083,2776486,122
4757,297954,3948031,1
4758,987442,3407290,96
4759,4382980,2472584,1141
4760,4816159,3318300,583
4761,356069,247783,2358
4762,257342,1258291,8
4763,3578368,4388460,3
4764,2167753,4256162,6
4765,1168914,2712159,13
4766,3752944,3612553,1
4767,3393576,554527,135
4768,3159469,576143,57
4769,4743804,3455078,23
4770,2912719,1105613,17
4771,2771452,2655462,98
4772,4412299,2194084,1592
4773,3839207,377939,250
4774,4845427,4417929,29
4775,3564470,3799728,3
4776,2166868,2689726,37
4777,4842908,2630139,24
4778,2530872,2726463,54
4779,216069,2912887,112
4780,1678217,354274,5
4781,408923,82340,1130
4782,1300583,390177,730
4783,380137,1613860,3
4784,4093168,485828,40
4785,2436690,3365325,14
4786,3270386,2939315,991
4787,2444947,4219994,903
4788,3139623,3037007,128
4789,811164,212788,17
4790,3094977,328513,6
4791,2266016,1981229,867
4792,4358343,362039,3
4793,2962986,2757422,136
4794,397607,4061350,11
4795,2954343,2123357,20
4796,2980471,3140372,15
4797,1735883,972534,2
4798,4110097,3064769,296
4799,205138,4455468,4
4800,227272,3016650,18
4801,812487,4825357,81
4802,4843491,14398,1
4803,598328,523336,7
4804,4638502,3377456,2951
4805,3799361,1667428,38
4806,1637770,4383490,1
4807,337913,792414,361
4808,1922669,271444,7
4809,3259542,1888360,49
4810,2332893,3418870,6
4811,3990181,658596,1838
4812,4181239,3272419,236
4813,2477149,122682,109
4814,4371974,4137660,11
4815,4055471,2985062,2
4816,1136996,387574,2
4817,4022186,2002799,561
4818,330307,243484,493
4819,1628863,1927697,32
4820,4796532,2418440,1
4821,2390753,2828773,2
4822,3691678,2085193,71
4823,2821488,3137069,47
4824,1099668,1005221,86
4825,1900681,1482006,13
4826,770211,502970,34
4827,2309487,1730580,38
4828,903847,2362452,32
4829,3167204,2799356,3
4830,762988,1136765,108
4831,2266766,3121238,2
4832,389012,4092557,7
4833,1016131,3786708,55
4834,3037159,3543842,542
4835,1541835,2203658,145
4836,4421617,435090,139
4837,1227677,1168860,2
4838,3493390,4624914,105
4839,4750778,3020310,31
4840,2230793,3179696,7
4841,1467477,1400396,6
4842,1782783,4841557,23
4843,3500696,28775,78
4844,4588969,1050615,25
4845,1701759,794708,11
4846,331505,4001127,57
4847,1733340,1269239,1
4848,713957,385977,8
4849,1069486,1894490,32
4850,4700499,1717642,3
4851,3101493,2830604,26
4852,2691310,161218,81
4853,837618,201039,1794
4854,938558,1840412,1267
4855,2913556,4848625,95
4856,69528,286853,422
4857,2682937,1825252,14
4858,90735,246939,27
4859,1727028,4646424,3
4860,2133929,2692496,38
4861,2156564,1579642,17
4862,3730130,3529265,40
4863,1410100,2018525,10
4864,3415334,3754965,16
4865,1460947,4513093,25
4866,3046615,4432465,52
4867,1546131,1777600,71
4868,565577,861508,65
4869,1114252,1094185,36
4870,2268771,476312,32
4871,1051722,419046,16
4872,1409690,693166,52
4873,570258,2496286,97
4874,2880138,4847103,1
4875,2071647,4750152,411
4876,3375317,3225785,6
4877,1160134,1416239,1
4878,832528,1779572,4
4879,394828,2124682,32
4880,2475214,334474,10
4881,4630411,2255454,575
4882,4307561,1344353,71
4883,3024760,2485225,3
4884,1191908,2767513,177
4885,1306569,2120801,3424
4886,3272770,1276094,6
4887,268091,2055183,5
4888,2645665,3230067,39
4889,4389829,3825120,39
4890,1973539,2840735,85
4891,1444973,3910318,9
4892,838931,15326,259
4893,219950,3509014,3
4894,168394,953390,6
4895,2772206,691925,4
4896,4075779,4243242,14
4897,2530184,3503396,14
4898,2835662,477354,263
4899,3385356,2818759,13
4900,2768339,1706930,6
4901,1627413,1444727,1
4902,3861876,3690040,13
4903,2086863,253110,112
4904,3889805,2102888,528
4905,3004134,1242327,1769
4906,929736,676085,1
4907,3451039,2221465,301
4908,2369634,4626764,5
4909,3016330,4096286,85
4910,3656829,781665,12
4911,2536299,4171601,12
4912,1580537,4406666,3
4913,3675420,412965,23
4914,871397,996466,22
4915,1285721,4031899,9
4916,785634,1054633,3654
4917,2910579,24518,421
4918,3135571,3122560,8
4919,2449948,2938447,1
4920,1156078,2893396,282
4921,1406432,99644,533
4922,1612255,4388711,8
4923,914439,2123195,18
4924,1851691,3953022,1
4925,4306404,1775690,32
4926,3582473,3630008,3
4927,3840652,4601058,89
4928,975971,1937710,11
4929,146027,476419,175
4930,1709665,554504,10
4931,1469634,4242598,1
4932,1623393,2448552,58
4933,3959377,3015876,571
4934,2443498,1236679,14
4935,99328,1319794,291
4936,3220341,4254453,768
4937,2071647,497126,14
4938,2109677,2899603,628
4939,3144055,1793253,8
4940,653064,771731,135
4941,112505,361752,4
4942,2309576,22552,1
4943,187867,2269569,227
4944,4563918,1449489,20
4945,3898489,3664547,160
4946,3949760,2766242,1042
4947,1781854,1358549,49
4948,2865128,2365028,29
4949,1415397,3668279,1
4950,1594009,2296139,104
4951,1024682,2735310,15
4952,4071837,3763790,43
4953,1382719,1435321,283
4954,2175612,3535244,1
4955,4563260,1044541,7
4956,4513962,3551931,180
4957,4149743,1898377,389
4958,2053229,979757,432
4959,913695,1565812,36
4960,541661,2092271,113
4961,3638601,252244,26
4962,2628196,1291276,5
4963,2125677,126249,78
4964,3520690,623341,1
4965,4193512,4503990,11
4966,1781818,1739308,40
4967,697764,3342614,58
4968,2169336,469470,11
4969,3197488,828853,37
4970,547157,4621596,170
4971,4534995,3972824,29
4972,142185,3182400,85
4973,1114588,4752026,2
4974,2969167,3108490,271
4975,3285875,3691038,95
4976,1450478,2631035,1227
4977,3737378,2270520,3
4978,1549221,3218522,27
4979,344568,1129376,106
4980,1923149,75144,44
4981,4467733,2514199,5
4982,2084573,1880680,156
4983,4415048,3052901,1
4984,351861,3649026,143
4985,447443,3633833,20
4986,1255074,1992703,71
4987,3213547,3474942,23
4988,247783,4244519,180
4989,919165,1300502,37
4990,4858799,4553375,21
4991,3573741,2087962,7
4992,4405789,18883,10
4993,3260897,1840412,1267
4994,214712,3173558,335
4995,65427,4734847,13
4996,2540720,2254119,16
4997,4696456,3484834,162
4998,1903351,682971,3
4999,3364148,2056996,378
5000,2102851,1184192,1
5001,2422272,4842204,1
5002,958829,2421271,127
5003,3491759,1646757,59
5004,2433949,2147654,75
5005,880632,3364252,31
5006,2060173,1713532,6
5007,1974493,2899354,2
5008,1226964,3876984,25
5009,1230268,2512402,59
5010,3324799,3031051,259
5011,4229621,4575344,10
5012,2085212,959618,8
5013,2009186,2892092,75
5014,2937322,136342,83
5015,2396992,1979659,10
5016,3082590,3181408,672
5017,4152295,1081614,1
5018,3643090,1626352,1
5019,3649489,3434253,12
5020,2966397,2524816,1
5021,1978717,2815993,152
5022,2465888,4172514,30
5023,992890,2277499,55
5024,3648863,4196956,36
5025,3911879,1541826,49
5026,2902003,1460816,403
5027,855339,663816,48
5028,2263309,656360,3
5029,4697939,3900142,3
5030,477470,2652786,1
5031,4764394,3096524,32
5032,598293,2748718,85
5033,4796532,3648705,66
5034,2771227,862645,397
5035,1897058,4601186,16
5036,4786573,4306782,1
5037,2314640,3722661,468
5038,2678495,2612760,11
5039,2062066,1165817,2058
5040,1109994,727177,1
5041,662193,1452,141
5042,1625773,4445715,43
5043,3835319,1177572,105
5044,687543,4252439,118
5045,3755683,3733746,14
5046,219909,4498732,26
5047,380137,4557223,40
5048,2471590,2586191,22
5049,812338,4836846,1
5050,2212751,1483950,422
5051,2367831,2872397,17
5052,4651690,1301161,8
5053,207617,3126693,27
5054,3472798,1510959,38
5055,1183618,2420414,3
5056,3357608,4026802,191
5057,3027281,3061859,170
5058,4521368,1504143,9
5059,4578808,4579297,1
5060,1949444,3704883,14
5061,1881600,3457009,83
5062,3047724,4199902,5
5063,457555,1294452,31
5064,2773309,4433960,240
5065,1561454,2956481,1350
5066,1976020,4241756,29
5067,3450878,2904844,135
5068,764964,4116880,16
5069,3443992,2326409,29
5070,2775862,4784427,65
5071,4743584,850215,5
5072,616024,105976,35
5073,2275276,1866186,1
5074,2078204,822357,39
5075,2388429,1086102,28
5076,3434251,4683866,12
5077,2367409,259166,6
5078,1337635,445515,120
5079,2675881,2075586,185
5080,1837519,234204,4
5081,4822389,3654107,6
5082,2497165,2027836,31
5083,4254122,3547558,2
5084,4546790,3728977,287
5085,1599992,3146995,10
5086,3964876,1920893,124
5087,1527720,3719572,26
5088,4201419,2200421,956
5089,1095521,3593143,11
5090,2818647,3198135,1643
5091,3498994,906279,136
5092,381690,4434708,10
5093,17245,295035,253
5094,1979383,4471588,15
5095,2176144,2973142,78
5096,2480532,3227347,35
5097,3684521,2594697,14
5098,1842042,2564026,37
5099,4582255,1334357,3
5100,1233876,2963929,38
5101,3755255,4845572,46
5102,444473,4813076,2203
5103,3094254,836888,6
5104,1483796,2978385,100
5105,2369703,1920983,15
5106,4107305,634858,64
5107,3999575,265752,2
5108,996054,2591752,48
5109,3757336,210761,65
5110,1075781,3083128,3
5111,1886723,2630834,55
5112,4637023,3246577,74
5113,589204,2070162,12
5114,120701,4298769,6
5115,1242784,4732190,101
5116,901923,162524,21
5117,2465882,2544215,141
5118,1576600,3170142,2
5119,1149712,109597,37
5120,4617006,3104714,213
5121,90690,1787407,4
5122,4244460,4236643,69
5123,3832051,324529,19
5124,1836007,587903,2
5125,3433005,1510824,51
5126,3953029,2808502,1181
5127,3642177,291531,1
5128,785382,886113,1630
5129,4323134,2016761,36
5130,4091626,4064041,29
5131,1577526,1195821,20
5132,3633437,1921947,3
5133,2252428,3048516,11
5134,432061,3799178,267
5135,613101,3333953,51
