0,_sink,_source,in_degree_a,in_degree_b,in_out_degree_a,in_out_degree_b,out_degree_a,out_degree_b,z1_b_to_a
378,2401545,1618265,4841,1,0.0063547446615992076,1000000.0,66,0,0
379,673405,335479,4841,1,0.0063547446615992076,1000000.0,53,0,0
380,315060,2393127,4841,4,0.0063547446615992076,4000000.0,26,0,0
381,2629421,2305619,4841,1,0.0063547446615992076,1000000.0,159,0,0
382,1191204,94280,4841,1,0.0063547446615992076,1000000.0,119,0,0
383,1921136,3396488,4841,1,0.0063547446615992076,1000000.0,587,0,0
384,1487302,1184100,4841,2,0.0063547446615992076,2000000.0,3786,0,0
385,3836738,3561479,4841,2,0.0063547446615992076,2000000.0,292,0,0
386,2227745,2920873,4841,1,0.0063547446615992076,1000000.0,1809,0,0
387,4268303,3576624,4841,1,0.0063547446615992076,1000000.0,1566,0,0
388,1894941,527595,4841,1,0.0063547446615992076,1000000.0,151,0,0
389,1264290,919165,4841,4,0.0063547446615992076,4000000.0,16,0,0
390,4632479,4014552,4841,1,0.0063547446615992076,1000000.0,1,0,0
391,17392,4135084,4841,5,0.0063547446615992076,5000000.0,1874,0,0
392,1905607,245914,4841,1,0.0063547446615992076,1000000.0,154,0,0
393,4188938,2618052,4841,4,0.0063547446615992076,4000000.0,223,0,0
394,4536767,4836378,4841,2,0.0063547446615992076,2000000.0,284,0,0
395,2566889,437876,4841,1,0.0063547446615992076,1000000.0,241,220,0
396,95673,2497998,4841,2,0.0063547446615992076,2000000.0,54,0,0
397,502401,1036152,4841,1,0.0063547446615992076,1000000.0,296,0,0
398,3153339,2585063,4841,1,0.0063547446615992076,1000000.0,28,0,0
399,487639,311952,4841,1,0.0063547446615992076,1000000.0,97,908,0
400,2255438,4260998,4841,1,0.0063547446615992076,1000000.0,39,35,0
401,448525,795918,4841,2,0.0063547446615992076,2000000.0,817,0,0
402,2127901,2720299,4841,13,0.0063547446615992076,13000000.0,109,0,0
403,3749748,1459605,4841,6,0.0063547446615992076,6000000.0,243,34,0
404,2860781,3547614,4841,1,0.0063547446615992076,1000000.0,129,0,0
405,438964,3335130,4841,1,0.0063547446615992076,1000000.0,160,0,0
406,3256959,1933312,4841,1,0.0063547446615992076,1000000.0,167,0,0
407,167816,3564448,4841,1,0.0063547446615992076,1000000.0,457,0,0
408,2332893,3432616,4841,55,0.0063547446615992076,55000000.0,152,795,0
409,1933805,2633605,4841,1,0.0063547446615992076,1000000.0,247,0,0
410,593309,2832099,4841,31,0.0063547446615992076,31000000.0,41,0,0
411,4838273,2366431,4841,1,0.0063547446615992076,1000000.0,2631,0,0
412,2164839,623567,4841,2,0.0063547446615992076,2000000.0,649,0,0
413,1354897,3994516,4841,3,0.0063547446615992076,3000000.0,78,0,0
414,2033602,2315048,4841,2,0.0063547446615992076,2000000.0,45,0,0
415,4121411,1637898,4841,16,0.0063547446615992076,16000000.0,20,12712,0
416,4336282,892193,4841,1,0.0063547446615992076,1000000.0,1381,0,0
417,3601327,4578655,4841,1,0.0063547446615992076,1000000.0,2608,0,0
418,1994852,4152864,4841,1,0.0063547446615992076,1000000.0,1,0,0
419,2449296,2533205,4841,1,0.0063547446615992076,1000000.0,58,0,0
420,3658576,3035063,4841,2,0.0063547446615992076,2000000.0,34,0,0
421,1199206,1063789,4841,3,0.0063547446615992076,3000000.0,9,0,0
422,489300,4717616,4841,1,0.0063547446615992076,1000000.0,241,0,0
423,1702417,3652352,4841,1,0.0063547446615992076,1000000.0,21,188,0
424,1315850,1024682,4841,1,0.0063547446615992076,1000000.0,67,0,0
425,3472626,2587055,4841,1,0.0063547446615992076,1000000.0,460,0,0
426,512769,2086863,4841,1,0.0063547446615992076,1000000.0,512,687,0
427,2241589,1493935,4841,1,0.0063547446615992076,1000000.0,29,0,0
428,3517094,941692,4841,12,0.0063547446615992076,12000000.0,86,0,0
429,871888,2912801,4841,2,0.0063547446615992076,2000000.0,31,0,0
430,626239,3606548,4841,1,0.0063547446615992076,1000000.0,9156,0,0
431,2157328,2200735,4841,2,0.0063547446615992076,2000000.0,37,0,0
432,2618757,3544260,4841,2,0.0063547446615992076,2000000.0,86,0,0
433,54381,1862492,4841,1,0.0063547446615992076,1000000.0,5,0,0
434,2976923,3445194,4841,1,0.0063547446615992076,1000000.0,16,0,0
435,3383210,4114513,4841,1,0.0063547446615992076,1000000.0,24,0,0
436,1129682,3744513,4841,1,0.0063547446615992076,1000000.0,46,0,0
437,1190704,2055183,4841,2,0.0063547446615992076,2000000.0,13,0,0
438,377102,3592571,4841,1,0.0063547446615992076,1000000.0,10,1418,0
439,352855,484479,4841,1,0.0063547446615992076,1000000.0,1801,0,0
440,1939151,4518583,4841,1,0.0063547446615992076,1000000.0,2735,0,0
441,3680201,2741551,4841,1,0.0063547446615992076,1000000.0,132,0,0
442,4298355,2589986,4841,6,0.0063547446615992076,6000000.0,35,0,0
443,3393730,3446506,4841,1,0.0063547446615992076,1000000.0,151,0,0
444,1486892,1080614,4841,1,0.0063547446615992076,1000000.0,599,81,0
445,3914665,3819586,4841,2,0.0063547446615992076,2000000.0,44,0,0
446,2167763,2232341,4841,2,0.0063547446615992076,2000000.0,246,0,0
447,2116501,3663392,4841,3,0.0063547446615992076,3000000.0,12,0,0
448,1415397,135756,4841,1,0.0063547446615992076,1000000.0,32,42,0
449,762511,1304570,4841,69,0.0063547446615992076,69000000.0,451,0,0
450,1312177,3268179,4841,2,0.0063547446615992076,2000000.0,1053,0,0
451,2582486,1034420,4841,1,0.0063547446615992076,1000000.0,62,339,0
452,207348,1395712,4841,1,0.0063547446615992076,1000000.0,1352,0,0
453,1841875,28366,4841,1,0.0063547446615992076,1000000.0,231,669,0
454,901150,628921,4841,1,0.0063547446615992076,1000000.0,1,0,0
455,302849,2156930,4841,2,0.0063547446615992076,2000000.0,3,197,0
456,4011635,4742865,4841,1,0.0063547446615992076,1000000.0,8,304,0
457,4286269,579052,4841,2,0.0063547446615992076,2000000.0,175,0,0
458,2239775,3622805,4841,1,0.0063547446615992076,1000000.0,102,0,0
459,19760,1097755,4841,1,0.0063547446615992076,1000000.0,66,86,0
460,4047729,4681267,4841,1,0.0063547446615992076,1000000.0,1850,0,0
461,1124684,4214037,4841,3,0.0063547446615992076,3000000.0,115,0,0
462,4725447,3328824,4841,2,0.0063547446615992076,2000000.0,3449,0,0
463,3441172,1632157,4841,1,0.0063547446615992076,1000000.0,107,0,0
464,2966772,2733872,4841,1,0.0063547446615992076,1000000.0,588,0,0
465,3812818,4402871,4841,1,0.0063547446615992076,1000000.0,309,590,0
466,817365,1807180,4841,1,0.0063547446615992076,1000000.0,354,0,0
467,4023498,2763391,4841,1,0.0063547446615992076,1000000.0,107,0,0
468,2819030,1626617,4841,1,0.0063547446615992076,1000000.0,662,0,0
469,4188416,4130943,4841,1,0.0063547446615992076,1000000.0,559,0,0
470,4000293,467667,4841,1,0.0063547446615992076,1000000.0,203,0,0
471,2615912,585290,4841,1,0.0063547446615992076,1000000.0,156,0,0
472,2770964,3437795,4841,1,0.0063547446615992076,1000000.0,1173,0,0
473,4186227,3206172,4841,1,0.0063547446615992076,1000000.0,96,0,0
474,3795595,174802,4841,1,0.0063547446615992076,1000000.0,4178,0,0
475,1776702,4371955,4841,1,0.0063547446615992076,1000000.0,110,100,0
476,2277589,2810159,4841,1,0.0063547446615992076,1000000.0,68,0,0
477,2746365,2044305,4841,1,0.0063547446615992076,1000000.0,8639,0,0
478,3517217,2952533,4841,1,0.0063547446615992076,1000000.0,966,0,0
479,4682995,2914124,4841,20,0.0063547446615992076,20000000.0,22,0,0
480,3335540,61530,4841,1,0.0063547446615992076,1000000.0,818,0,0
481,1929062,4591296,4841,1,0.0063547446615992076,1000000.0,247,0,0
482,2480985,4428300,4841,1,0.0063547446615992076,1000000.0,118,167,0
483,1450214,46090,4841,2,0.0063547446615992076,2000000.0,1191,0,0
484,20462,659769,4841,3,0.0063547446615992076,3000000.0,163,0,0
485,1164072,636099,4841,1,0.0063547446615992076,1000000.0,137,0,0
486,95886,2407305,4841,1,0.0063547446615992076,1000000.0,142,0,0
487,1917370,1475238,4841,1,0.0063547446615992076,1000000.0,2302,616,0
488,1332575,550624,4841,1,0.0063547446615992076,1000000.0,211,128,0
489,2933565,3206394,4841,1,0.0063547446615992076,1000000.0,174,0,0
490,3051327,3940380,4841,2,0.0063547446615992076,2000000.0,400,6442,0
491,1413055,273164,4841,1,0.0063547446615992076,1000000.0,190,751,0
492,4839138,1957538,4841,1,0.0063547446615992076,1000000.0,7,0,0
493,3859663,2749267,4841,2,0.0063547446615992076,2000000.0,1,0,0
494,2037535,173719,4841,1,0.0063547446615992076,1000000.0,2432,0,0
495,3003794,384254,4841,5,0.0063547446615992076,5000000.0,205,0,0
496,290758,410127,4841,6,0.0063547446615992076,6000000.0,12,0,0
497,1166818,2586954,4841,1,0.0063547446615992076,1000000.0,148,0,0
498,4299050,172972,4841,1,0.0063547446615992076,1000000.0,16,0,0
499,909677,2422604,4841,1,0.0063547446615992076,1000000.0,236,0,0
500,732416,4326329,4841,1,0.0063547446615992076,1000000.0,115,0,0
501,4329139,3476921,4841,1,0.0063547446615992076,1000000.0,63,0,0
502,3113197,2346396,4841,1,0.0063547446615992076,1000000.0,35,0,0
503,1548423,1397316,4841,1,0.0063547446615992076,1000000.0,98,0,0
504,4475906,4590349,4841,3,0.0063547446615992076,3000000.0,51,107,0
505,1729215,4462368,4841,2,0.0063547446615992076,2000000.0,194,333,0
506,2866511,1327440,4841,1,0.0063547446615992076,1000000.0,817,0,0
507,80983,505918,4841,1,0.0063547446615992076,1000000.0,768,0,0
508,246307,1041665,4841,2,0.0063547446615992076,2000000.0,84,0,0
509,4149096,1619831,4841,3,0.0063547446615992076,3000000.0,117,0,0
510,4821149,1602676,4841,1,0.0063547446615992076,1000000.0,280,0,0
511,2530095,4498800,4841,1,0.0063547446615992076,1000000.0,66,0,0
512,2494359,1220744,4841,1,0.0063547446615992076,1000000.0,209,0,0
513,2917270,3216894,4841,1,0.0063547446615992076,1000000.0,6,0,0
514,3470096,823636,4841,2,0.0063547446615992076,2000000.0,1257,0,0
515,2214631,2464404,4841,3,0.0063547446615992076,3000000.0,54,0,0
516,937883,2225928,4841,1,0.0063547446615992076,1000000.0,77,0,0
517,3660958,3874174,4841,1,0.0063547446615992076,1000000.0,64,0,0
518,4641648,4510312,4841,1,0.0063547446615992076,1000000.0,19,29,0
519,1164032,1772905,4841,1,0.0063547446615992076,1000000.0,156,9,0
520,1813537,497126,4841,1,0.0063547446615992076,1000000.0,267,0,0
521,1366076,3956535,4841,2,0.0063547446615992076,2000000.0,135,0,0
522,4517546,311395,4841,1,0.0063547446615992076,1000000.0,62,0,0
523,2551093,691053,4841,1,0.0063547446615992076,1000000.0,1959,0,0
524,4419310,1202094,4841,1,0.0063547446615992076,1000000.0,98,0,0
525,702114,2511862,4841,2,0.0063547446615992076,2000000.0,413,0,0
526,3531111,1537593,4841,1,0.0063547446615992076,1000000.0,23,35,0
527,2755105,1809060,4841,4,0.0063547446615992076,4000000.0,19,0,0
528,4101406,4561995,4841,1,0.0063547446615992076,1000000.0,383,0,0
529,851822,1183256,4841,2,0.0063547446615992076,2000000.0,283,506,0
530,180886,2259583,4841,4,0.0063547446615992076,4000000.0,59415,0,0
531,2413499,617956,4841,1,0.0063547446615992076,1000000.0,2404,0,0
532,515021,1294163,4841,1,0.0063547446615992076,1000000.0,43,0,0
533,1342577,2063062,4841,1,0.0063547446615992076,1000000.0,322,0,0
534,2888042,1800416,4841,1,0.0063547446615992076,1000000.0,4,0,0
535,4610787,4691181,4841,5,0.0063547446615992076,5000000.0,52,0,0
536,3836704,1834142,4841,1,0.0063547446615992076,1000000.0,209,0,0
537,2071647,949172,4841,1,0.0063547446615992076,1000000.0,6,53,0
538,4132261,2536161,4841,1,0.0063547446615992076,1000000.0,1955,1075,0
539,3547349,625451,4841,3,0.0063547446615992076,3000000.0,6702,0,0
540,107998,2290078,4841,2,0.0063547446615992076,2000000.0,3940,0,0
541,248970,3494888,4841,1,0.0063547446615992076,1000000.0,33,0,0
542,2884416,268519,4841,6,0.0063547446615992076,6000000.0,1,40,0
543,4633431,158115,4841,2,0.0063547446615992076,2000000.0,206,251,0
544,317786,4699529,4841,1,0.0063547446615992076,1000000.0,104,0,0
545,751974,3256646,4841,7,0.0063547446615992076,7000000.0,167,0,0
546,731420,3725632,4841,1,0.0063547446615992076,1000000.0,91,0,0
547,4477620,2171358,4841,2,0.0063547446615992076,2000000.0,464,0,0
548,1765411,931647,4841,1,0.0063547446615992076,1000000.0,51,0,0
549,3642845,2744198,4841,2,0.0063547446615992076,2000000.0,362,0,0
550,1258166,1765731,4841,2,0.0063547446615992076,2000000.0,681,0,0
551,1742482,2649630,4841,1,0.0063547446615992076,1000000.0,1820,0,0
552,2486979,1641756,4841,4,0.0063547446615992076,4000000.0,61,722,0
553,1703634,4036817,4841,1,0.0063547446615992076,1000000.0,190,0,0
554,2866908,3849807,4841,1,0.0063547446615992076,1000000.0,163,0,0
555,1840412,1167211,4841,1,0.0063547446615992076,1000000.0,25,87,0
556,3298954,4766814,4841,4,0.0063547446615992076,4000000.0,422,0,0
557,3341056,947762,4841,3,0.0063547446615992076,3000000.0,27,0,0
558,4534450,3136926,4841,1,0.0063547446615992076,1000000.0,114,0,0
559,3175312,3730870,4841,4,0.0063547446615992076,4000000.0,144,420,0
560,3761780,2690278,4841,1,0.0063547446615992076,1000000.0,162,618,0
561,8356,2058283,4841,19,0.0063547446615992076,19000000.0,167,0,0
562,4575002,2646810,4841,1,0.0063547446615992076,1000000.0,39,0,0
563,2573172,3633833,4841,1,0.0063547446615992076,1000000.0,15,129,0
564,82320,4247331,4841,38,0.0063547446615992076,38000000.0,6639,0,0
565,2701676,3983042,4841,1,0.0063547446615992076,1000000.0,49,84,0
566,2186222,2093176,4841,1,0.0063547446615992076,1000000.0,86,0,0
567,2528294,1412983,4841,1,0.0063547446615992076,1000000.0,40,38,0
568,4846084,3920505,4841,2,0.0063547446615992076,2000000.0,17,321,0
569,4335591,3320046,4841,1,0.0063547446615992076,1000000.0,7,0,0
570,1048746,1262238,4841,136,0.0063547446615992076,0.028691983116309706,379,0,1
571,1766159,3059183,4841,1,0.0063547446615992076,1000000.0,283,142,0
572,4548619,1495241,4841,4,0.0063547446615992076,4000000.0,361,0,0
573,3452178,3717996,4841,2,0.0063547446615992076,2000000.0,5153,0,0
574,458466,908046,4841,4,0.0063547446615992076,4000000.0,579,0,0
575,3806748,319732,4841,1,0.0063547446615992076,1000000.0,695,0,0
576,1665032,748200,4841,1,0.0063547446615992076,1000000.0,270,0,0
577,2741764,856916,4841,3,0.0063547446615992076,3000000.0,6014,0,0
578,4579955,2695621,4841,14,0.0063547446615992076,14000000.0,61388,0,0
579,3678951,4016649,4841,1,0.0063547446615992076,1000000.0,335,536,0
580,4642092,3699726,4841,3,0.0063547446615992076,3000000.0,130,0,0
581,1537367,4599604,4841,73,0.0063547446615992076,73000000.0,297,28,0
582,1211774,4323755,4841,1,0.0063547446615992076,1000000.0,14043,0,0
583,2785207,117178,4841,1,0.0063547446615992076,1000000.0,472,0,0
584,2472584,2934603,4841,1,0.0063547446615992076,1000000.0,165,214,0
585,2529373,1432887,4841,2,0.0063547446615992076,2000000.0,249,0,0
586,2784278,4493215,4841,10,0.0063547446615992076,10000000.0,123,0,0
587,4217711,4159232,4841,3,0.0063547446615992076,3000000.0,1999,0,0
588,1193087,3756910,4841,1,0.0063547446615992076,1000000.0,933,0,0
589,4590454,1648871,4841,1,0.0063547446615992076,1000000.0,153,0,0
590,3019604,4458811,4841,1,0.0063547446615992076,1000000.0,315,9725,0
591,2002788,3148390,4841,1,0.0063547446615992076,1000000.0,143,0,0
592,2986095,769445,4841,1,0.0063547446615992076,1000000.0,240,0,0
593,4029056,4542296,4841,3,0.0063547446615992076,3000000.0,203,0,0
594,4305969,3097604,4841,1,0.0063547446615992076,1000000.0,44036,0,0
595,1898689,3135278,4841,50,0.0063547446615992076,50000000.0,198,133,0
596,2303097,3490385,4841,1,0.0063547446615992076,1000000.0,60,0,0
597,1230311,2880138,4841,1,0.0063547446615992076,1000000.0,198,0,0
598,1094216,1799854,4841,2,0.0063547446615992076,2000000.0,63,0,0
599,3198893,3441024,4841,1,0.0063547446615992076,1000000.0,30,0,0
600,256053,1712592,4841,1,0.0063547446615992076,1000000.0,2710,0,0
601,3485270,1213060,4841,4,0.0063547446615992076,4000000.0,1253,0,0
602,1687481,674419,4841,1,0.0063547446615992076,1000000.0,223,0,0
603,4199739,2253113,4841,10,0.0063547446615992076,10000000.0,1152,0,0
604,4699308,1687100,4841,1,0.0063547446615992076,1000000.0,200,0,0
605,1492115,1687914,4841,1,0.0063547446615992076,1000000.0,3851,0,0
606,4597686,4467644,4841,1,0.0063547446615992076,1000000.0,1890,0,0
607,4587728,1287150,4841,2,0.0063547446615992076,2000000.0,186,0,0
608,2401150,885888,4841,1,0.0063547446615992076,1000000.0,149,0,0
609,1934540,4059232,4841,1,0.0063547446615992076,1000000.0,2851,288,0
610,2927967,2167353,4841,3,0.0063547446615992076,3000000.0,1022,0,0
611,2243309,2431787,4841,2,0.0063547446615992076,2000000.0,1680,0,0
612,3061931,4066935,4841,1,0.0063547446615992076,1000000.0,143,105,0
613,2616761,2912103,4841,1,0.0063547446615992076,1000000.0,12,0,0
614,4398710,1451983,4841,1,0.0063547446615992076,1000000.0,87,0,0
615,3815591,1760195,4841,1,0.0063547446615992076,1000000.0,174,0,0
616,4185459,1268923,4841,2,0.0063547446615992076,2000000.0,288,0,0
617,4561007,3584579,4841,16,0.0063547446615992076,16000000.0,107,0,0
618,4593452,3210823,4841,1,0.0063547446615992076,1000000.0,8,0,0
619,4079576,2679215,4841,2,0.0063547446615992076,2000000.0,251,0,0
620,1499488,3308965,4841,3,0.0063547446615992076,3000000.0,122,0,0
621,1360090,1308257,4841,1,0.0063547446615992076,1000000.0,34,132,0
622,524247,4556619,4841,1,0.0063547446615992076,1000000.0,57,0,0
623,3158801,3464435,4841,1,0.0063547446615992076,1000000.0,6,0,0
624,1615948,4834181,4841,1,0.0063547446615992076,1000000.0,5,0,0
625,2910685,4548696,4841,1,0.0063547446615992076,1000000.0,285,0,0
626,380005,1486569,4841,1,0.0063547446615992076,1000000.0,113,0,0
627,4569835,1221273,4841,4,0.0063547446615992076,4000000.0,214,0,0
628,1269021,1504438,4841,2,0.0063547446615992076,2000000.0,1275,0,0
629,4626132,273892,4841,1,0.0063547446615992076,1000000.0,587,0,0
630,3833152,4312824,4841,2,0.0063547446615992076,2000000.0,3233,0,0
631,1337977,2240718,4841,6,0.0063547446615992076,6000000.0,52,0,0
632,4097285,1187945,4841,4,0.0063547446615992076,4000000.0,1969,0,0
633,4570236,1628691,4841,1,0.0063547446615992076,1000000.0,22,0,0
634,1080529,3764155,4841,2,0.0063547446615992076,2000000.0,3063,0,0
635,4196528,2259251,4841,6,0.0063547446615992076,6000000.0,26,0,0
636,1491019,2299390,4841,1,0.0063547446615992076,1000000.0,32,0,0
637,398291,1049492,4841,1,0.0063547446615992076,1000000.0,3807,0,0
638,2965375,233391,4841,1,0.0063547446615992076,1000000.0,69,0,0
639,3995418,717673,4841,2,0.0063547446615992076,2000000.0,19,262,0
640,2964315,2941407,4841,1,0.0063547446615992076,1000000.0,439,0,0
641,1558128,682761,4841,1,0.0063547446615992076,1000000.0,141,0,0
642,697201,4352101,4841,3,0.0063547446615992076,3000000.0,458,0,0
643,2533625,4239933,4841,1,0.0063547446615992076,1000000.0,62,0,0
644,2394046,1068581,4841,2,0.0063547446615992076,2000000.0,95,0,0
645,3366522,1176065,4841,2,0.0063547446615992076,2000000.0,53,0,0
646,4272458,2913818,4841,25,0.0063547446615992076,25000000.0,47,1078,0
647,597760,4159234,4841,2,0.0063547446615992076,2000000.0,39,0,0
648,708203,4818958,4841,1,0.0063547446615992076,1000000.0,23,1699,0
649,1092178,3192626,4841,4,0.0063547446615992076,4000000.0,721,0,0
650,4629375,3438286,4841,4,0.0063547446615992076,4000000.0,196,401,0
651,4254453,879908,4841,2,0.0063547446615992076,2000000.0,99,6,0
652,610672,1954387,4841,1,0.0063547446615992076,1000000.0,53,0,0
653,3373263,1452,4841,3,0.0063547446615992076,3000000.0,182,0,0
654,606980,4207021,4841,3,0.0063547446615992076,3000000.0,408,0,0
655,2746611,1413126,4841,2,0.0063547446615992076,2000000.0,973,0,0
656,128838,3149884,4841,3,0.0063547446615992076,3000000.0,130,0,0
657,299664,2598830,4841,2,0.0063547446615992076,2000000.0,72,0,0
658,948009,3017206,4841,3,0.0063547446615992076,3000000.0,8836,0,0
659,2125683,970600,4841,1,0.0063547446615992076,1000000.0,619,0,0
660,4121054,1211741,4841,2,0.0063547446615992076,2000000.0,139,0,0
661,570107,2835234,4841,1,0.0063547446615992076,1000000.0,16,0,0
662,1471569,675370,4841,2,0.0063547446615992076,2000000.0,56,0,0
663,1275066,4610268,4841,1,0.0063547446615992076,1000000.0,21,0,0
664,1092555,1584806,4841,1,0.0063547446615992076,1000000.0,970,0,0
665,762869,2904717,4841,1,0.0063547446615992076,1000000.0,1,0,0
666,1170664,3892708,4841,4,0.0063547446615992076,4000000.0,235,100,0
667,1552898,3976780,4841,1,0.0063547446615992076,1000000.0,21,0,0
668,3153165,1808958,4841,1,0.0063547446615992076,1000000.0,4892,0,0
669,282738,3293844,4841,2,0.0063547446615992076,2000000.0,34,8,0
670,2619844,2027803,4841,2,0.0063547446615992076,2000000.0,921,0,0
671,2976917,250137,4841,1,0.0063547446615992076,1000000.0,320,0,0
672,3626136,4418160,4841,1,0.0063547446615992076,1000000.0,3108,0,0
673,3785031,3372601,4841,2,0.0063547446615992076,2000000.0,827,0,0
674,701503,3318630,4841,1,0.0063547446615992076,1000000.0,212,520,0
675,303000,3961269,4841,2,0.0063547446615992076,2000000.0,154,0,0
676,1969680,1978642,4841,2,0.0063547446615992076,2000000.0,164,0,0
677,3833101,1285540,4841,5,0.0063547446615992076,5000000.0,43,0,0
678,2631408,4399173,4841,3,0.0063547446615992076,3000000.0,135,0,0
679,3677077,1225417,4841,1,0.0063547446615992076,1000000.0,27,0,0
680,970119,1917370,4841,1,0.0063547446615992076,1000000.0,616,0,0
681,4720136,716749,4841,1,0.0063547446615992076,1000000.0,265,0,0
682,2616090,2164938,4841,8,0.0063547446615992076,8000000.0,1104,0,0
683,1378011,4021250,4841,2,0.0063547446615992076,2000000.0,3765,0,0
684,2124762,1898939,4841,9,0.0063547446615992076,9000000.0,67,0,0
685,2353568,725231,4841,5,0.0063547446615992076,5000000.0,246,0,0
686,2289244,1072647,4841,2,0.0063547446615992076,2000000.0,216,0,0
687,1440533,3316884,4841,3,0.0063547446615992076,3000000.0,533,0,0
688,4597182,2308616,4841,2,0.0063547446615992076,2000000.0,79,0,0
689,1173627,2468610,4841,1,0.0063547446615992076,1000000.0,30,0,0
690,4011543,4280660,4841,1,0.0063547446615992076,1000000.0,69,0,0
691,2619379,4358480,4841,2,0.0063547446615992076,2000000.0,36,85781,0
692,4266094,4247587,4841,1,0.0063547446615992076,1000000.0,1310,0,0
693,4644467,1362833,4841,49,0.0063547446615992076,49000000.0,75,0,0
694,384166,4849080,4841,2,0.0063547446615992076,2000000.0,12563,0,0
695,1722935,2933517,4841,1,0.0063547446615992076,1000000.0,427,0,0
696,4829418,251110,4841,1,0.0063547446615992076,1000000.0,269,0,0
697,4326881,3046801,4841,1,0.0063547446615992076,1000000.0,1106,0,0
698,409240,3300747,4841,2,0.0063547446615992076,2000000.0,26,0,0
699,736972,2205989,4841,1,0.0063547446615992076,1000000.0,355,0,0
700,2959134,4759196,4841,34,0.0063547446615992076,34000000.0,351,0,0
701,1582441,352777,4841,1,0.0063547446615992076,1000000.0,55,0,0
702,4677915,4732444,4841,2,0.0063547446615992076,2000000.0,919,0,0
703,3800540,1450478,4841,3,0.0063547446615992076,3000000.0,29,0,0
704,4255985,3345046,4841,1,0.0063547446615992076,1000000.0,10154,0,0
705,2070084,807609,4841,2,0.0063547446615992076,2000000.0,296,187,0
706,2401643,1893341,4841,2,0.0063547446615992076,2000000.0,467,96,0
707,1413750,3968198,4841,2,0.0063547446615992076,2000000.0,200,0,0
708,4395778,3502346,4841,1,0.0063547446615992076,1000000.0,289,254,0
709,865480,3424526,4841,1,0.0063547446615992076,1000000.0,262,0,0
710,847152,3997092,4841,1,0.0063547446615992076,1000000.0,232,0,0
711,88771,871619,4841,2,0.0063547446615992076,2000000.0,1342,0,0
712,4128045,3591727,4841,5,0.0063547446615992076,5000000.0,2565,0,0
713,2576794,812874,4841,2,0.0063547446615992076,2000000.0,83,0,0
714,819090,2967237,4841,1,0.0063547446615992076,1000000.0,55,0,0
715,1765869,2683846,4841,2,0.0063547446615992076,2000000.0,235,0,0
716,4187117,3933860,4841,1,0.0063547446615992076,1000000.0,21,0,0
717,3173162,3755255,4841,2,0.0063547446615992076,2000000.0,485,0,0
718,2054407,4479676,4841,1,0.0063547446615992076,1000000.0,47,0,0
719,4740893,1092129,4841,1,0.0063547446615992076,1000000.0,2155,0,0
720,487236,2978353,4841,1,0.0063547446615992076,1000000.0,138,15,0
721,3748022,2831459,4841,6,0.0063547446615992076,6000000.0,4499,0,0
722,3429791,1861711,4841,1,0.0063547446615992076,1000000.0,30,11,0
723,3306286,128268,4841,1,0.0063547446615992076,1000000.0,24,0,0
724,3657540,4447307,4841,1,0.0063547446615992076,1000000.0,34,0,0
725,4195270,4583130,4841,1,0.0063547446615992076,1000000.0,280,0,0
726,3756910,1903802,4841,1,0.0063547446615992076,1000000.0,132,933,0
727,4506897,1226964,4841,4,0.0063547446615992076,4000000.0,108,0,0
728,478112,4122877,4841,1,0.0063547446615992076,1000000.0,94,0,0
729,4818685,3531100,4841,1,0.0063547446615992076,1000000.0,1176,0,0
730,1565469,4722544,4841,1,0.0063547446615992076,1000000.0,68,59,0
731,2057832,492776,4841,3,0.0063547446615992076,3000000.0,6,226,0
732,1370056,202406,4841,1,0.0063547446615992076,1000000.0,175,0,0
733,4478927,739365,4841,2,0.0063547446615992076,2000000.0,105,0,0
734,3381180,3130360,4841,2,0.0063547446615992076,2000000.0,584,0,0
735,774221,3971343,4841,1,0.0063547446615992076,1000000.0,46,0,0
736,497594,1639225,4841,1,0.0063547446615992076,1000000.0,80,249,0
737,3107755,3080878,4841,2,0.0063547446615992076,2000000.0,251,0,0
738,466302,314720,4841,1,0.0063547446615992076,1000000.0,136,0,0
739,67911,4074945,4841,19,0.0063547446615992076,19000000.0,118,0,0
740,3010945,4627005,4841,1,0.0063547446615992076,1000000.0,313,0,0
741,2178305,3763328,4841,1,0.0063547446615992076,1000000.0,8212,0,0
742,3088232,265346,4841,1,0.0063547446615992076,1000000.0,970,690,0
743,679574,3446384,4841,1,0.0063547446615992076,1000000.0,102,183,0
744,3994705,887938,4841,2,0.0063547446615992076,2000000.0,13,0,0
745,2516690,3223920,4841,2,0.0063547446615992076,2000000.0,128,8285,0
746,4350911,4858799,4841,10,0.0063547446615992076,10000000.0,658,0,0
747,1127255,4510458,4841,46,0.0063547446615992076,46000000.0,126,0,0
748,2546813,2270094,4841,1,0.0063547446615992076,1000000.0,56,0,0
749,2393523,4060750,4841,8,0.0063547446615992076,8000000.0,94,0,0
750,3861442,4282575,4841,1,0.0063547446615992076,1000000.0,141,0,0
751,3297002,3251045,4841,2,0.0063547446615992076,2000000.0,570,0,0
752,664506,3031208,4841,1,0.0063547446615992076,1000000.0,55,0,0
753,3173953,3434262,4841,22,0.0063547446615992076,22000000.0,251,0,0
754,4082571,2226291,4841,2,0.0063547446615992076,2000000.0,20,0,0
755,4096612,2032980,4841,1,0.0063547446615992076,1000000.0,128,370904,0
