0,_sink,_source,in_degree_a,in_degree_b,in_out_degree_a,in_out_degree_b,out_degree_a,out_degree_b,z1_b_to_a
6006,3081148,2177982,892,6,0.012955888974234107,6000000.0,68849,0,0
6007,819278,2177982,892,8,0.012955888974234107,8000000.0,68849,0,0
6008,3454878,2177982,892,145,0.012955888974234107,145000000.0,68849,0,0
6009,1406194,2177982,892,73,0.012955888974234107,73000000.0,68849,0,0
6010,2335196,2177982,892,82,0.012955888974234107,82000000.0,68849,0,0
6011,957459,2177982,892,248,0.012955888974234107,248000000.0,68849,0,0
6012,2027326,2177982,892,21,0.012955888974234107,21000000.0,68849,0,0
6013,3616980,2177982,892,8,0.012955888974234107,8000000.0,68849,0,0
6014,1091750,2177982,892,15,0.012955888974234107,15000000.0,68849,0,0
6015,4209731,2177982,892,75,0.012955888974234107,75000000.0,68849,0,0
6016,3790723,2177982,892,81,0.012955888974234107,81000000.0,68849,0,0
6017,1900937,2177982,892,24,0.012955888974234107,24000000.0,68849,0,0
6018,328469,2177982,892,14,0.012955888974234107,14000000.0,68849,0,0
6019,1413850,2177982,892,8,0.012955888974234107,8000000.0,68849,0,0
6020,1235479,2177982,892,84,0.012955888974234107,84000000.0,68849,0,0
6021,2643634,2177982,892,294,0.012955888974234107,294000000.0,68849,0,0
6022,2648464,2177982,892,218,0.012955888974234107,218000000.0,68849,0,0
6023,759648,2177982,892,97,0.012955888974234107,97000000.0,68849,0,0
6024,3236717,2177982,892,121,0.012955888974234107,121000000.0,68849,0,0
6025,20904,2177982,892,77,0.012955888974234107,77000000.0,68849,0,0
6026,3925618,2177982,892,150,0.012955888974234107,0.1453488370684604,68849,1032,1
6027,3588526,2177982,892,90,0.012955888974234107,90000000.0,68849,0,0
6028,3150506,2177982,892,59,0.012955888974234107,59000000.0,68849,0,0
6029,3708270,2177982,892,83,0.012955888974234107,83000000.0,68849,0,0
6030,1099235,2177982,892,72,0.012955888974234107,72000000.0,68849,0,0
6031,1629121,2177982,892,15,0.012955888974234107,15000000.0,68849,0,0
6032,414392,2177982,892,56,0.012955888974234107,56000000.0,68849,0,0
6033,1247842,2177982,892,60,0.012955888974234107,60000000.0,68849,0,0
6034,1678171,2177982,892,51,0.012955888974234107,51000000.0,68849,0,0
6035,1699407,2177982,892,31,0.012955888974234107,31000000.0,68849,0,0
6036,1086627,2177982,892,58,0.012955888974234107,58000000.0,68849,0,0
6037,3061958,2177982,892,20,0.012955888974234107,20000000.0,68849,0,0
6038,2161197,2177982,892,43,0.012955888974234107,0.11168831139821217,68849,385,1
6039,1858881,2177982,892,263,0.012955888974234107,263000000.0,68849,0,0
6040,4438022,2177982,892,38,0.012955888974234107,38000000.0,68849,0,0
6041,2221327,2177982,892,471,0.012955888974234107,471000000.0,68849,0,0
6042,1398603,2177982,892,68,0.012955888974234107,68000000.0,68849,0,0
6043,3367814,2177982,892,28,0.012955888974234107,28000000.0,68849,0,0
6044,4122651,2177982,892,19,0.012955888974234107,19000000.0,68849,0,0
6045,1610489,2177982,892,21,0.012955888974234107,21000000.0,68849,0,0
6046,3432010,2177982,892,236,0.012955888974234107,236000000.0,68849,0,0
6047,1278989,2177982,892,77,0.012955888974234107,77000000.0,68849,0,0
6048,2990414,2177982,892,377,0.012955888974234107,0.05565397105762415,68849,6774,1
6049,642200,2177982,892,436,0.012955888974234107,0.03579344881078783,68849,12181,1
6050,3934634,2177982,892,129,0.012955888974234107,129000000.0,68849,0,0
6051,453353,2177982,892,264,0.012955888974234107,264000000.0,68849,0,0
6052,4338967,2177982,892,90,0.012955888974234107,90000000.0,68849,0,0
6053,3810532,2177982,892,109,0.012955888974234107,109000000.0,68849,0,0
6054,1448188,2177982,892,93,0.012955888974234107,93000000.0,68849,0,0
6055,4739286,2177982,892,1,0.012955888974234107,1000000.0,68849,0,0
6056,4130896,2177982,892,8,0.012955888974234107,8000000.0,68849,0,0
6057,4754020,2177982,892,113,0.012955888974234107,113000000.0,68849,0,0
6058,3439476,2177982,892,11,0.012955888974234107,11000000.0,68849,0,0
6059,259112,2177982,892,53,0.012955888974234107,53000000.0,68849,0,0
6060,1861902,2177982,892,14,0.012955888974234107,14000000.0,68849,0,0
6061,1173955,2177982,892,64,0.012955888974234107,64000000.0,68849,0,0
6062,2783059,2177982,892,107,0.012955888974234107,107000000.0,68849,0,0
6063,3234352,2177982,892,10,0.012955888974234107,10000000.0,68849,0,0
6064,2798638,2177982,892,111,0.012955888974234107,111000000.0,68849,0,0
6065,3985315,2177982,892,71,0.012955888974234107,71000000.0,68849,0,0
6066,84284,2177982,892,69,0.012955888974234107,69000000.0,68849,0,0
6067,4287647,2177982,892,38,0.012955888974234107,38000000.0,68849,0,0
6068,3339807,2177982,892,168,0.012955888974234107,168000000.0,68849,0,0
6069,153857,2177982,892,41,0.012955888974234107,41000000.0,68849,0,0
6070,3435889,2177982,892,29,0.012955888974234107,29000000.0,68849,0,0
6071,2497419,2177982,892,198,0.012955888974234107,198000000.0,68849,0,0
6072,3645952,2177982,892,286,0.012955888974234107,286000000.0,68849,0,0
6073,2535426,2060293,153,161,0.16594360068769676,0.04245780589597632,922,3792,1
6074,4091993,2060293,153,85,0.16594360068769676,0.5312499966796875,922,160,0
6075,1054633,4841186,161,3654,0.2202462377288013,202.99998872222287,731,18,0
6076,579052,2640226,72,160,0.4675324644965425,0.9142857090612244,154,175,0
6077,2035830,512769,435,418,0.6331877720040935,0.9587155941313864,687,436,1
6078,487639,1462419,124,3432,0.14993954032655438,3.779735678656679,827,908,0
6079,2085193,2288696,770,71,0.14017840885851476,0.6960784245482508,5493,102,1
6080,4668030,1965302,402,1127,0.016974200902885015,0.017894853839884806,23683,62979,1
6081,2048276,838809,719,10,0.06290463691488148,10000000.0,11430,0,0
6082,621120,2528288,70,463,0.2822580633779917,0.6900149021013191,248,671,0
6083,653633,429831,61,319,0.4178082163163821,12.75999948960002,146,25,0
6084,1340111,429831,61,173,0.4178082163163821,0.3067375881086213,146,564,1
6085,3431400,567188,587,92,0.07289208989533191,0.07082371049205256,8053,1299,1
6086,100754,2309487,1608,115,0.015436157855685015,115000000.0,104171,0,0
6087,3475909,565577,21,36,0.7777777489711944,0.7659574305115441,27,47,1
6088,1452193,4082872,722,289,0.013528706340624929,289000000.0,53368,0,0
6089,4180743,3526992,106,263,0.4274193531152445,3.704225299940489,248,71,0
6090,3344354,3526992,106,434,0.4274193531152445,433.999566000434,248,1,0
6091,907318,224552,253,1,0.21171548099438034,1000000.0,1195,0,0
6092,1900912,224552,253,222,0.21171548099438034,222000000.0,1195,0,0
6093,2138440,224552,253,1117,0.21171548099438034,9.008064443483349,1195,124,0
6094,3208196,224552,253,317,0.21171548099438034,317000000.0,1195,0,0
6095,1069642,4589413,148,40,0.09302325575548506,40000000.0,1591,0,0
6096,4809706,4589413,148,243,0.09302325575548506,243000000.0,1591,0,0
6097,4296616,4589413,148,28,0.09302325575548506,0.9655172080856136,1591,29,0
6098,1188664,4589413,148,38,0.09302325575548506,38000000.0,1591,0,0
6099,1419191,4589413,148,32,0.09302325575548506,32000000.0,1591,0,0
6100,4207054,4589413,148,349,0.09302325575548506,2.1024096258890985,1591,166,0
6101,2644807,3025121,189,708,0.4960629908239816,1.64651162407788,381,430,1
6102,866391,4452445,97,18,0.11452184165936027,18000000.0,847,0,0
6103,3789659,4452445,97,8,0.11452184165936027,8000000.0,847,0,0
6104,4739797,4452445,97,128,0.11452184165936027,128000000.0,847,0,0
6105,1907366,4452445,97,169,0.11452184165936027,169000000.0,847,0,0
6106,3341679,1658132,733,87,0.031669907105998284,0.05761589400157888,23145,1510,1
6107,1909985,803774,33,1630,0.0269607842916987,0.01822043371318779,1224,89460,1
6108,2405212,895728,148,803,0.3592233000989726,0.04326275523714978,412,18561,1
6109,2361218,1335260,120,172,0.4687499981689453,0.3263757109556438,256,527,1
6110,1054633,3318300,583,3654,0.35057125655407617,202.99998872222287,1663,18,0
6111,2171358,24518,421,52,0.015629640629060373,0.11206896527571343,26936,464,1
6112,2882100,4333556,1196,33,0.01546138531924062,33000000.0,77354,0,0
6113,1245989,4333556,1196,442,0.01546138531924062,0.10426987494591416,77354,4239,1
6114,242742,3046606,39,63,0.08405172395678508,0.7499999910714287,464,84,0
6115,4467748,3378483,704,247,0.0286027708922682,247000000.0,24613,0,0
6116,4588320,1392138,58,1256,0.4328358176654044,0.042498477362032265,134,29554,1
6117,2135899,3761780,113,404,0.18284789614425906,0.12923864359269396,618,3126,1
6118,548256,3761780,113,103,0.18284789614425906,103000000.0,618,0,0
6119,4131488,3761780,113,2,0.18284789614425906,2000000.0,618,0,0
6120,2918396,4312824,92,1,0.028456541902735374,1000000.0,3233,0,0
6121,3876674,4312824,92,3,0.028456541902735374,3000000.0,3233,0,0
6122,729750,4312824,92,6,0.028456541902735374,6000000.0,3233,0,0
6123,289529,4312824,92,2,0.028456541902735374,2000000.0,3233,0,0
6124,1185982,4312824,92,387,0.028456541902735374,387000000.0,3233,0,0
6125,4096575,4312824,92,1,0.028456541902735374,1000000.0,3233,0,0
6126,1793273,4312824,92,7,0.028456541902735374,7000000.0,3233,0,0
6127,4247525,4312824,92,2,0.028456541902735374,2000000.0,3233,0,0
6128,687542,4312824,92,2,0.028456541902735374,2000000.0,3233,0,0
6129,2992748,4312824,92,2,0.028456541902735374,2000000.0,3233,0,0
6130,3990270,4312824,92,376,0.028456541902735374,376000000.0,3233,0,0
6131,4144701,4312824,92,5,0.028456541902735374,5000000.0,3233,0,0
6132,3873601,4312824,92,15,0.028456541902735374,15000000.0,3233,0,0
6133,2296845,4312824,92,4,0.028456541902735374,4000000.0,3233,0,0
6134,3507863,808306,816,47,0.039949084498191074,0.035850495777383286,20426,1311,1
6135,4418160,808306,816,427,0.039949084498191074,0.13738738734318295,20426,3108,1
6136,4058550,3781568,145,860,0.2056737585735124,0.08753180660686699,705,9825,1
6137,3202770,3844222,752,344,0.14111465563124134,344000000.0,5329,0,0
6138,3852135,2271524,792,678,0.0184585265803142,0.0676849356027069,42907,10017,1
6139,50332,2206017,58,6,0.7631578846952909,6000000.0,76,0,0
6140,3539009,2206017,58,798,0.7631578846952909,2.5253164477046948,76,316,0
6141,1512045,4058550,860,17,0.08753180660686699,17000000.0,9825,0,0
6142,3172517,4058550,860,62,0.08753180660686699,62000000.0,9825,0,0
6143,225521,4058550,860,19,0.08753180660686699,19000000.0,9825,0,0
6144,4625201,4058550,860,8,0.08753180660686699,8000000.0,9825,0,0
6145,556163,4058550,860,97,0.08753180660686699,97000000.0,9825,0,0
6146,1483214,4058550,860,33,0.08753180660686699,33000000.0,9825,0,0
6147,2223241,4058550,860,2,0.08753180660686699,2000000.0,9825,0,0
6148,388374,4058550,860,9,0.08753180660686699,9000000.0,9825,0,0
6149,1977230,4058550,860,11,0.08753180660686699,11000000.0,9825,0,0
6150,3856440,4058550,860,43,0.08753180660686699,43000000.0,9825,0,0
6151,1763808,4058550,860,28,0.08753180660686699,28000000.0,9825,0,0
6152,2268872,4058550,860,7,0.08753180660686699,7000000.0,9825,0,0
6153,1474113,4058550,860,3,0.08753180660686699,3000000.0,9825,0,0
6154,369808,4058550,860,3,0.08753180660686699,3000000.0,9825,0,0
6155,3114768,4058550,860,83,0.08753180660686699,83000000.0,9825,0,0
6156,1409787,4058550,860,6,0.08753180660686699,6000000.0,9825,0,0
6157,3530005,4058550,860,4,0.08753180660686699,4000000.0,9825,0,0
6158,250087,4058550,860,20,0.08753180660686699,20000000.0,9825,0,0
6159,2999435,4058550,860,31,0.08753180660686699,0.16577540018301926,9825,187,1
6160,540417,4058550,860,133,0.08753180660686699,133000000.0,9825,0,0
6161,1128038,4058550,860,76,0.08753180660686699,76000000.0,9825,0,0
6162,1699524,4058550,860,6,0.08753180660686699,6000000.0,9825,0,0
6163,2187723,4058550,860,158,0.08753180660686699,158000000.0,9825,0,0
6164,2834705,4058550,860,219,0.08753180660686699,219000000.0,9825,0,0
6165,253445,4058550,860,78,0.08753180660686699,78000000.0,9825,0,0
6166,2410077,4058550,860,4,0.08753180660686699,4000000.0,9825,0,0
6167,1261339,4058550,860,353,0.08753180660686699,353000000.0,9825,0,0
6168,1622967,4058550,860,399,0.08753180660686699,399000000.0,9825,0,0
6169,3520531,4058550,860,176,0.08753180660686699,176000000.0,9825,0,0
6170,2951922,4058550,860,119,0.08753180660686699,119000000.0,9825,0,0
6171,46730,4058550,860,105,0.08753180660686699,105000000.0,9825,0,0
6172,3075548,4058550,860,301,0.08753180660686699,301000000.0,9825,0,0
6173,391041,4058550,860,65,0.08753180660686699,65000000.0,9825,0,0
6174,2755650,4058550,860,20,0.08753180660686699,20000000.0,9825,0,0
6175,4143065,4058550,860,47,0.08753180660686699,47000000.0,9825,0,0
6176,2525159,4058550,860,2,0.08753180660686699,2000000.0,9825,0,0
6177,1195811,4058550,860,185,0.08753180660686699,185000000.0,9825,0,0
6178,4127002,4058550,860,388,0.08753180660686699,388000000.0,9825,0,0
6179,3670317,4058550,860,777,0.08753180660686699,0.13284322104071752,9825,5849,1
6180,3993754,4058550,860,78,0.08753180660686699,78000000.0,9825,0,0
6181,560718,4058550,860,46,0.08753180660686699,46000000.0,9825,0,0
6182,2429950,4058550,860,72,0.08753180660686699,72000000.0,9825,0,0
6183,384137,4058550,860,71,0.08753180660686699,71000000.0,9825,0,0
6184,1578523,4058550,860,10,0.08753180660686699,10000000.0,9825,0,0
6185,3777243,4058550,860,22,0.08753180660686699,22000000.0,9825,0,0
6186,3531182,4058550,860,13,0.08753180660686699,13000000.0,9825,0,0
6187,276037,4058550,860,63,0.08753180660686699,63000000.0,9825,0,0
6188,4732388,4058550,860,97,0.08753180660686699,97000000.0,9825,0,0
6189,4712884,3394276,90,120,0.2760736187850503,120000000.0,326,0,0
6190,4528112,3318630,159,34,0.7499999964622642,0.3469387719700125,212,98,1
6191,4555241,3318630,159,43,0.7499999964622642,43000000.0,212,0,0
6192,4223704,1122024,98,188,0.3589743576594346,1.6068375931039522,273,117,0
6193,3158274,4244067,199,2,0.25545571212393364,2000000.0,779,0,0
6194,2995336,4244067,199,3,0.25545571212393364,3000000.0,779,0,0
6195,3488182,4244067,199,140,0.25545571212393364,140000000.0,779,0,0
6196,1826084,4244067,199,16,0.25545571212393364,16000000.0,779,0,0
6197,2027323,4338398,47,350,0.5874999926562501,0.2187499998632812,80,1600,1
6198,3521843,1860472,250,577,0.2266545782169949,0.03995014885827389,1103,14443,1
6199,2008046,1610591,142,213,0.4551282036694609,0.32819722599661444,312,649,0
6200,3273144,2253113,254,1253,0.2204861109197169,2.324675320362384,1152,539,0
6201,4217935,2253113,254,866,0.2204861109197169,0.2047765428695255,1152,4229,1
6202,3377456,2253113,254,2951,0.2204861109197169,1.5361790725995943,1152,1921,0
6203,3693984,2253113,254,1,0.2204861109197169,1000000.0,1152,0,0
6204,3051327,2253113,254,649,0.2204861109197169,0.1007451101985804,1152,6442,1
6205,4443168,2253113,254,764,0.2204861109197169,7.639999923600001,1152,100,0
6206,3136032,2253113,254,214,0.2204861109197169,0.12922705306206095,1152,1656,1
6207,1965302,2253113,254,402,0.2204861109197169,0.016974200902885015,1152,23683,1
6208,4467748,3274382,396,247,0.03140364789600288,247000000.0,12610,0,0
6209,1176065,1005221,86,202,0.2567164171441301,3.8113206828052704,335,53,0
6210,1147278,3059183,100,10,0.35335688921075303,0.12820512656147273,283,78,1
6211,4839668,3059183,100,45,0.35335688921075303,0.5421686681666426,283,83,0
6212,4204052,133673,614,1010,0.01654585141026312,0.010815209825662938,37109,93387,1
6213,2442529,133673,614,107,0.01654585141026312,107000000.0,37109,0,0
6214,1840412,534121,71,1267,0.17359413160490433,14.563218223411285,409,87,0
6215,27997,3872353,182,26,0.1165172854567751,26000000.0,1562,0,0
6216,2872282,3872353,182,6,0.1165172854567751,6000000.0,1562,0,0
6217,280594,3872353,182,34,0.1165172854567751,34000000.0,1562,0,0
6218,4245138,2480720,213,70,0.028629032254216525,70000000.0,7440,0,0
6219,4342717,4495993,193,508,0.03463125784413579,508000000.0,5573,0,0
6220,3849807,874428,25,64,0.13089005167073273,0.3926380344009937,191,163,0
6221,2511905,4625985,289,671,0.13517305887035871,671000000.0,2138,0,0
6222,4136389,4625985,289,87,0.13517305887035871,87000000.0,2138,0,0
6223,453849,4625985,289,272,0.13517305887035871,272000000.0,2138,0,0
6224,2553677,4625985,289,30,0.13517305887035871,30000000.0,2138,0,0
6225,3028262,4625985,289,231,0.13517305887035871,231000000.0,2138,0,0
6226,2500674,4625985,289,159,0.13517305887035871,0.08461947840094758,2138,1879,1
6227,2737512,4625985,289,62,0.13517305887035871,62000000.0,2138,0,0
6228,359346,4625985,289,346,0.13517305887035871,346000000.0,2138,0,0
6229,1442982,4625985,289,452,0.13517305887035871,452000000.0,2138,0,0
6230,4404764,4625985,289,840,0.13517305887035871,840000000.0,2138,0,0
6231,162598,4588320,1256,39,0.042498477362032265,39000000.0,29554,0,0
6232,701247,4588320,1256,5,0.042498477362032265,5000000.0,29554,0,0
6233,2835671,4588320,1256,2,0.042498477362032265,2000000.0,29554,0,0
6234,3125407,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6235,3906351,4588320,1256,4,0.042498477362032265,4000000.0,29554,0,0
6236,4353448,4588320,1256,4,0.042498477362032265,4000000.0,29554,0,0
6237,30043,4588320,1256,49,0.042498477362032265,49000000.0,29554,0,0
6238,609021,4588320,1256,5,0.042498477362032265,5000000.0,29554,0,0
6239,1895117,4588320,1256,2,0.042498477362032265,2000000.0,29554,0,0
6240,1595393,4588320,1256,3,0.042498477362032265,3000000.0,29554,0,0
6241,663032,4588320,1256,5,0.042498477362032265,5000000.0,29554,0,0
6242,1574257,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6243,4524205,4588320,1256,33,0.042498477362032265,33000000.0,29554,0,0
6244,3453226,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6245,1978152,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6246,2273915,4588320,1256,18,0.042498477362032265,18000000.0,29554,0,0
6247,3347556,4588320,1256,28,0.042498477362032265,28000000.0,29554,0,0
6248,3516242,4588320,1256,7,0.042498477362032265,7000000.0,29554,0,0
6249,3603294,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6250,2734303,4588320,1256,16,0.042498477362032265,16000000.0,29554,0,0
6251,2464797,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6252,161976,4588320,1256,3,0.042498477362032265,3000000.0,29554,0,0
6253,2858955,4588320,1256,19,0.042498477362032265,19000000.0,29554,0,0
6254,3257536,4588320,1256,15,0.042498477362032265,15000000.0,29554,0,0
6255,2532118,4588320,1256,8,0.042498477362032265,8000000.0,29554,0,0
6256,1081629,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6257,3348689,4588320,1256,8,0.042498477362032265,0.09302325473228774,29554,86,0
6258,801778,4588320,1256,37,0.042498477362032265,37000000.0,29554,0,0
6259,2026538,4588320,1256,3,0.042498477362032265,3000000.0,29554,0,0
6260,3436060,4588320,1256,13,0.042498477362032265,13000000.0,29554,0,0
6261,1968729,4588320,1256,20,0.042498477362032265,20000000.0,29554,0,0
6262,1621419,4588320,1256,185,0.042498477362032265,0.2123995405138926,29554,871,0
6263,2954043,4588320,1256,396,0.042498477362032265,1.3333333288439957,29554,297,0
6264,2587039,4588320,1256,10,0.042498477362032265,10000000.0,29554,0,0
6265,1108856,4588320,1256,4,0.042498477362032265,4000000.0,29554,0,0
6266,4823019,4588320,1256,20,0.042498477362032265,20000000.0,29554,0,0
6267,605293,4588320,1256,52,0.042498477362032265,52000000.0,29554,0,0
6268,2159361,4588320,1256,3,0.042498477362032265,3000000.0,29554,0,0
6269,1435257,4588320,1256,2,0.042498477362032265,2000000.0,29554,0,0
6270,2964798,4588320,1256,2,0.042498477362032265,2000000.0,29554,0,0
6271,4342833,4588320,1256,2,0.042498477362032265,2000000.0,29554,0,0
6272,1880611,4588320,1256,68,0.042498477362032265,68000000.0,29554,0,0
6273,2019971,4588320,1256,17,0.042498477362032265,17000000.0,29554,0,0
6274,846641,4588320,1256,9,0.042498477362032265,9000000.0,29554,0,0
6275,809895,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6276,4031742,4588320,1256,17,0.042498477362032265,17000000.0,29554,0,0
6277,2830087,4588320,1256,32,0.042498477362032265,32000000.0,29554,0,0
6278,3907040,4588320,1256,161,0.042498477362032265,161000000.0,29554,0,0
6279,4721701,4588320,1256,2,0.042498477362032265,2000000.0,29554,0,0
6280,1761865,4588320,1256,3,0.042498477362032265,3000000.0,29554,0,0
6281,3963650,4588320,1256,122,0.042498477362032265,0.6777777740123457,29554,180,0
6282,2126454,4588320,1256,16,0.042498477362032265,16000000.0,29554,0,0
6283,4047873,4588320,1256,3,0.042498477362032265,3000000.0,29554,0,0
6284,1099668,4588320,1256,158,0.042498477362032265,0.23338256981775105,29554,677,1
6285,3191355,4588320,1256,13,0.042498477362032265,13000000.0,29554,0,0
6286,3543529,4588320,1256,10,0.042498477362032265,10000000.0,29554,0,0
6287,3504655,4588320,1256,7,0.042498477362032265,7000000.0,29554,0,0
6288,3168142,4588320,1256,45,0.042498477362032265,45000000.0,29554,0,0
6289,1155025,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6290,3842832,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6291,1143541,4588320,1256,79,0.042498477362032265,79000000.0,29554,0,0
6292,2120869,4588320,1256,2,0.042498477362032265,2000000.0,29554,0,0
6293,1287787,4588320,1256,30,0.042498477362032265,30000000.0,29554,0,0
6294,2830234,4588320,1256,22,0.042498477362032265,22000000.0,29554,0,0
6295,1193443,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6296,2104422,4588320,1256,6,0.042498477362032265,6000000.0,29554,0,0
6297,3802494,4588320,1256,10,0.042498477362032265,10000000.0,29554,0,0
6298,2978573,4588320,1256,76,0.042498477362032265,0.0848214284767618,29554,896,0
6299,2213016,4588320,1256,32,0.042498477362032265,32000000.0,29554,0,0
6300,1286079,4588320,1256,58,0.042498477362032265,58000000.0,29554,0,0
6301,756968,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6302,2163657,4588320,1256,59,0.042498477362032265,59000000.0,29554,0,0
6303,196748,4588320,1256,37,0.042498477362032265,37000000.0,29554,0,0
6304,2190597,4588320,1256,45,0.042498477362032265,0.2848101247796828,29554,158,0
6305,551639,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6306,4070731,4588320,1256,15,0.042498477362032265,15000000.0,29554,0,0
6307,2515084,4588320,1256,8,0.042498477362032265,8000000.0,29554,0,0
6308,4482922,4588320,1256,5,0.042498477362032265,5000000.0,29554,0,0
6309,1191581,4588320,1256,3,0.042498477362032265,3000000.0,29554,0,0
6310,470639,4588320,1256,1,0.042498477362032265,1000000.0,29554,0,0
6311,3743087,4588320,1256,48,0.042498477362032265,48000000.0,29554,0,0
6312,4203364,4588320,1256,17,0.042498477362032265,17000000.0,29554,0,0
6313,324828,4588320,1256,19,0.042498477362032265,19000000.0,29554,0,0
6314,3198165,4588320,1256,7,0.042498477362032265,7000000.0,29554,0,0
6315,4573103,4588320,1256,8,0.042498477362032265,8000000.0,29554,0,0
6316,2534882,4588320,1256,101,0.042498477362032265,101000000.0,29554,0,0
6317,2115572,4588320,1256,39,0.042498477362032265,39000000.0,29554,0,0
6318,4255586,4588320,1256,3,0.042498477362032265,3000000.0,29554,0,0
6319,4326210,4588320,1256,56,0.042498477362032265,56000000.0,29554,0,0
6320,1007268,597807,49,12,0.5212765901991853,12000000.0,94,0,0
6321,2448108,3251800,215,950,0.2606060602901745,950000000.0,825,0,0
6322,2470768,3251800,215,134,0.2606060602901745,134000000.0,825,0,0
6323,3545294,785893,103,5,0.09027169141956906,5000000.0,1141,0,0
6324,4617528,785893,103,2,0.09027169141956906,2000000.0,1141,0,0
6325,3418663,785893,103,38,0.09027169141956906,38000000.0,1141,0,0
6326,1306591,785893,103,78,0.09027169141956906,78000000.0,1141,0,0
6327,20964,785893,103,1555,0.09027169141956906,2.709059228729862,1141,574,0
6328,3291892,3991692,894,492,0.031584525701056895,0.16717635060578445,28305,2943,1
6329,280322,3991692,894,239,0.031584525701056895,239000000.0,28305,0,0
6330,2746365,4055583,91,382,0.17009345762599354,382000000.0,535,0,0
6331,4751012,4147526,80,1605,0.3773584887860449,41.153845098619364,212,39,0
6332,4247331,2739890,510,253,0.0414095485513633,0.03810814881185297,12316,6639,1
6333,3003794,2739890,510,213,0.0414095485513633,213000000.0,12316,0,0
6334,3169329,2739890,510,456,0.0414095485513633,456000000.0,12316,0,0
6335,3968198,657126,335,67,0.10345892523055623,0.334999998325,3238,200,1
6336,4846491,2035830,418,158,0.9587155941313864,0.18308227093501475,436,863,1
6337,647243,807609,103,74,0.3479729717973886,74000000.0,296,0,0
6338,2930986,807609,103,1882,0.3479729717973886,0.021782155298876383,296,86401,0
6339,714035,1687276,1172,1483,0.20977268655633208,0.014544634275371759,5587,101962,0
6340,62176,4846491,158,4,0.18308227093501475,4000000.0,863,0,0
6341,1319939,4846491,158,25,0.18308227093501475,25000000.0,863,0,0
6342,1578325,4846491,158,1,0.18308227093501475,1000000.0,863,0,0
6343,3574860,4846491,158,43,0.18308227093501475,2.263157775623275,863,19,0
6344,3097604,1696837,1075,481,0.07498081885506166,0.010922881278705537,14337,44036,1
6345,3046801,1696837,1075,330,0.07498081885506166,0.2983725132926107,14337,1106,1
6346,3995418,298105,127,116,0.39197530743217496,0.4427480899131752,324,262,1
6347,3335958,13751,30,19,0.1442307685373521,19000000.0,208,0,0
6348,2472584,3822678,145,1141,0.6712962931884431,5.33177567601974,216,214,0
6349,4537486,1955823,250,232,0.02412661648097601,232000000.0,10362,0,0
6350,3785695,1955823,250,15,0.02412661648097601,15000000.0,10362,0,0
6351,4835312,1955823,250,58,0.02412661648097601,58000000.0,10362,0,0
6352,1746225,1955823,250,103,0.02412661648097601,103000000.0,10362,0,0
6353,2036775,1955823,250,26,0.02412661648097601,26000000.0,10362,0,0
6354,4085787,1955823,250,52,0.02412661648097601,52000000.0,10362,0,0
6355,3177225,1955823,250,44,0.02412661648097601,44000000.0,10362,0,0
6356,3630492,1955823,250,111,0.02412661648097601,111000000.0,10362,0,0
6357,1811344,1955823,250,447,0.02412661648097601,447000000.0,10362,0,0
6358,429150,1955823,250,9,0.02412661648097601,9000000.0,10362,0,0
6359,3687521,1955823,250,48,0.02412661648097601,48000000.0,10362,0,0
6360,1510974,1955823,250,148,0.02412661648097601,148000000.0,10362,0,0
6361,957203,1955823,250,42,0.02412661648097601,42000000.0,10362,0,0
6362,453849,1955823,250,272,0.02412661648097601,272000000.0,10362,0,0
6363,1619410,1955823,250,42,0.02412661648097601,42000000.0,10362,0,0
6364,3211268,1955823,250,90,0.02412661648097601,90000000.0,10362,0,0
6365,1849171,1955823,250,158,0.02412661648097601,158000000.0,10362,0,0
6366,4236801,1955823,250,35,0.02412661648097601,35000000.0,10362,0,0
6367,2874535,1955823,250,40,0.02412661648097601,40000000.0,10362,0,0
6368,2462046,1955823,250,8,0.02412661648097601,8000000.0,10362,0,0
6369,1175208,1955823,250,19,0.02412661648097601,19000000.0,10362,0,0
6370,3072445,1955823,250,21,0.02412661648097601,21000000.0,10362,0,0
6371,1096090,1955823,250,33,0.02412661648097601,33000000.0,10362,0,0
6372,499622,1955823,250,14,0.02412661648097601,14000000.0,10362,0,0
6373,2653930,1955823,250,65,0.02412661648097601,65000000.0,10362,0,0
6374,78374,1955823,250,12,0.02412661648097601,12000000.0,10362,0,0
6375,1793464,1955823,250,29,0.02412661648097601,29000000.0,10362,0,0
6376,320184,1955823,250,114,0.02412661648097601,114000000.0,10362,0,0
