0,source,sink,preferential_attachment
1122,2835662,2379122,8550
1123,2313654,3448488,15735
1124,3800305,4420839,3726
1125,399565,2956791,31833
1126,579536,3165162,556
1127,225697,982493,76800
1128,457555,1106852,767775
1129,4857001,321177,20996
1130,4655006,1987945,171
1131,3163774,3004014,625
1132,4498101,2926541,514250
1133,2807375,3247071,41624
1134,3222303,1081619,4860
1135,4736009,1835245,1820
1136,401959,2653845,1023
1137,813047,3009562,10688
1138,2899933,536723,336
1139,4154717,2424452,1315420
1140,1413512,3299579,294
1141,2940424,1904054,10143540
1142,602340,107996,9724
1143,1011757,3739100,90
1144,940042,4253433,190
1145,3905250,452890,612
1146,3066444,685095,19920
1147,1325436,3202770,24424
1148,125872,1465269,198
1149,3407905,765543,1680
1150,2623580,2337217,15718
1151,4211984,2596286,726915
1152,2349594,959247,176
1153,2061150,3837284,27830
1154,1399058,1796644,9892770
1155,12547,957725,65376
1156,2361673,2593954,12936
1157,3305322,3169329,46512
1158,702865,166306,21109
1159,4311665,2499401,2247
1160,4052122,2588244,3045
1161,2187451,3356265,45
1162,2544398,4360802,13608
1163,1164032,4779044,3081
1164,4125905,723257,5504
1165,3169284,2502590,21024
1166,1360006,475380,1608
1167,3158482,4350093,1110
1168,3082677,3108490,8943
1169,3139086,4343940,195392
1170,1044619,1269131,2030
1171,2390374,4143831,194
1172,4779046,4399430,406
1173,4420475,2868440,29078
1174,815236,2155768,356
1175,1676054,2238637,1904
1176,842454,1847353,1749
1177,153792,778021,696
1178,336290,87195,69520
1179,2410512,3528096,167035
1180,3185337,1129762,4968
1181,4086406,4539579,155400
1182,4174741,1729680,12682
1183,1429183,19269,3762
1184,1479088,3296983,232
1185,4139326,1040056,155584
1186,4311720,3703326,21528
1187,322366,3277122,1224
1188,2153824,4079268,882
1189,3690840,3870459,4335
1190,1351195,899384,66264
1191,1434155,4593423,116480
1192,4315651,2905649,74
1193,3064744,4544439,176
1194,4034922,2589566,55
1195,2845752,3671414,230736
1196,3526944,4061862,35055
1197,4376408,732151,6230
1198,1949391,2153670,3332
1199,654545,2988500,11636
1200,4223263,1730211,128
1201,1073493,777566,11729
1202,566130,3072002,60208
1203,2198631,4151869,4696
1204,193805,2692947,338252
1205,1076285,3926802,23562470
1206,3623028,873318,98
1207,1313574,594010,231035
1208,4080369,357567,131274
1209,3541501,2386108,29796
1210,4388455,290600,57725
1211,978544,4006430,1004
1212,2758155,4793999,1330
1213,3148813,4008655,8814520
1214,886710,2924181,8450
1215,4600732,1149539,24862
1216,1509450,4095467,216
1217,4572867,1104006,864
1218,4222997,2017471,48025
1219,979255,2387274,18870
1220,3443847,2887128,1260
1221,1514261,2948384,2254
1222,4720585,1171375,16864
1223,3758681,2083451,142922
1224,475690,4597102,280
1225,1333051,3296285,45120
1226,4287735,1584619,206
1227,404943,2187723,258172
1228,4403473,287108,57270
1229,1695500,2846784,72009
1230,1164371,237082,198
1231,2560408,4305715,9196
1232,185853,1109441,11236
1233,4325261,1991267,422
1234,1223102,3696730,1956
1235,2819109,242455,1568
1236,1535073,4743804,3067084
1237,762479,2791241,207
1238,4147354,4141931,21204
1239,547157,624837,10120
1240,4459145,1145009,799615
1241,460728,2556091,10192
1242,4306404,4760153,2555220
1243,2739333,4405133,2332
1244,3684207,3990211,7896
1245,925412,184085,26775
1246,3694046,1520254,42300
1247,2481712,3463660,4104
1248,3089257,428189,9475
1249,1896939,1694355,68809
1250,2085462,3162560,152243
1251,4315155,4288798,3120
1252,2939884,2157122,80
1253,2712752,1770518,48343
1254,629031,3388216,29049
1255,3259802,4582461,23569
1256,2870198,4470008,2786796
1257,2628106,1238203,460
1258,1181282,657511,30924
1259,3498717,4516447,140
1260,154714,2622445,54379
1261,2261005,4858197,36
1262,3491685,714035,1427608
1263,1574437,137934,2756
1264,2506473,1266825,13386
1265,2005701,90125,2632
1266,272134,3894567,20328
1267,4523563,4529968,224028
1268,680757,377629,4578
1269,362148,3410967,1850
1270,2472584,3513910,210749
1271,127619,4234840,1651
1272,1301087,3467005,63384
1273,2631035,3967228,28356
1274,2730650,4519597,621
1275,3392535,3653797,23584
1276,775328,1776702,11297
1277,2319421,2990704,79550
1278,4025298,4761250,9152
1279,4054509,4314283,179838
1280,4425037,2781628,336
1281,2237222,1192436,22849
1282,3336834,3106848,3570
1283,2494843,2829288,48108
1284,3216710,4324862,1196
1285,1038362,4322367,3243
1286,3939380,151427,9072
1287,3474714,837222,35325
1288,2690307,848246,285
1289,4258438,1440232,92
1290,1499536,762056,1937
1291,1410000,3198135,349002
1292,4079269,890960,232
1293,2761066,724868,19188
1294,1445324,4820881,3969024
1295,2402582,2354103,190
1296,4117461,4607502,50112
1297,572226,791325,4704
1298,273715,476407,304
1299,1747728,3849492,3885
1300,3561052,4007276,438144
1301,18331,3593013,3150
1302,919215,32933,900
1303,1304820,4276097,9752
1304,1525671,1400706,3325
1305,3494194,3501344,16897
1306,4305360,2759898,429
1307,3473703,1105946,212
1308,4793374,2883450,2310
1309,4043495,325891,85
1310,2973142,1374657,115046
1311,2290322,4486882,7676
1312,2653433,90257,6150
1313,4454192,4332029,435
1314,3196935,4053811,104816
1315,3824752,2725607,24570
1316,1745731,2243983,27492
1317,3089513,2403010,204672
1318,2735303,622071,525
1319,4559986,3378736,30583
1320,3600628,2064607,83913
1321,3905067,3393225,31
1322,2096490,1246259,33880
1323,3029390,379057,13
1324,1832518,4370950,16218
1325,188743,2092812,528
1326,2447113,410275,252
1327,2307937,4048147,448
1328,4690365,1339133,762
1329,3200341,3453522,210220
1330,2956147,2501960,627354
1331,1227156,3239338,780
1332,3440116,1891147,1290
1333,739545,2223912,220
1334,3332801,4155389,355865
1335,4630411,726638,117342
1336,3292676,2597381,68
1337,4361726,534121,39010
1338,3768380,1423570,32424
1339,176774,1047789,8692
1340,2589604,807761,8856
1341,2161208,473130,93092
1342,760911,2675321,16980
1343,1674134,2435135,29775
1344,616538,4161676,8610
1345,554768,3078648,533731
1346,3214317,1735883,638020
1347,4398018,3262683,10
1348,1361880,1744811,72473
1349,1223354,4208140,3810
1350,2377378,2574560,36292
1351,1440901,3482871,228846
1352,69444,3789363,1092
1353,3248527,364458,790272
1354,632892,2607954,2010
1355,370983,852119,22525
1356,3957402,3989690,55081
1357,289215,938763,18396
1358,1025283,2977357,16643
1359,3930883,1625272,2124
1360,1926769,4183382,4116
1361,4299096,4188270,40411
1362,3238785,2616535,1326
1363,1325894,2598896,927
1364,67665,382209,8695
1365,3658641,1334501,34293
1366,559652,20388,204392076
1367,1236650,3245665,214
1368,444473,3586386,26970
1369,3893485,105683,741
1370,1262578,3434396,1610
1371,4487749,4513294,312
1372,4175026,165651,46163
1373,456895,3833698,1404
1374,4794114,577845,369
1375,3207642,4238096,1909
1376,2911256,345296,15958
1377,1278054,4085567,10967
1378,1577581,4420285,1560
1379,1979383,4351306,1872
1380,1054015,3135338,75520
1381,1093575,781031,80
1382,2795094,3649212,8662
1383,1233950,3153504,5026996
1384,3567284,1497894,39644
1385,1710577,1310839,186651
1386,2686174,10115,100738
1387,3730580,3067078,298
1388,4655510,243176,3042
1389,4363166,952893,27606
1390,4805386,2662315,4568
1391,773004,435747,45430
1392,2853045,3350833,6144
1393,622386,4563330,153552
1394,326452,580398,3510
1395,1677331,1950471,2715
1396,3696903,4627252,387750
1397,993398,3117644,31668
1398,3946091,261556,14945
1399,3197538,1772038,11968
1400,4261799,3995236,3752
1401,3892940,1131169,1640
1402,528340,2537385,14
1403,712547,1102206,1742
1404,4819083,3443517,8400
1405,2586529,2971250,225
1406,3144269,3965490,14976
1407,1453814,4852987,105678
1408,395117,3296710,59880
1409,4493888,1975369,3598
1410,1677157,4671494,730
1411,4655993,3793690,311064
1412,3113932,2656185,2164
1413,4565735,1072872,54694
1414,1050485,3041739,302630
1415,700731,3764731,666004
1416,1781994,3511998,780
1417,3660326,1588708,805
1418,4505818,2887963,1108329
1419,1530855,634165,127
1420,2145365,3777242,50600
1421,1629000,3863501,430986
1422,1139129,294239,7500
1423,4139305,1108809,594
1424,4225437,4674411,4336
1425,4454647,225124,2856
1426,3446942,3258677,2349
1427,292084,2102776,672
1428,1427709,4747550,75416
1429,697912,4612494,97440
1430,3578545,1604914,2584
1431,965813,1277950,372
1432,2522287,3273144,203014
1433,2200489,4626853,19479
1434,551741,4856114,97944
1435,211987,2616242,3026
1436,2119957,2608710,140
1437,340456,2305549,966
1438,143652,336189,75725
1439,656728,4390738,4194
1440,2060035,4104762,5346
1441,1869476,2462897,124063
1442,884526,3327588,660
1443,4798911,2351301,507
1444,3711007,101762,23200
1445,3374895,314924,269880
1446,4207706,1840022,3850
1447,796367,831156,438372
1448,3481117,2900535,52542
1449,3316377,4094697,113129
1450,922843,2710045,6570
1451,976193,3888365,192
1452,54323,3358359,37200
1453,3093160,866014,300
1454,1924479,3296013,285217
1455,3004134,4307753,23876
1456,2839397,2652623,1340
1457,2730409,45986,74241
1458,1695915,4259826,171
1459,4461572,3036365,23400
1460,733542,4853330,165
1461,455141,1838184,644
1462,532578,4796771,97
1463,218953,4117610,13865
1464,3716915,1548893,1340
1465,3053148,2617372,74
1466,2106673,1599860,21948
1467,4190805,1636302,500
1468,3961117,714236,4312
1469,1377969,4565646,2294
1470,1008703,1852018,504
1471,614504,1799445,266
1472,144710,1125599,53178
1473,1069609,986979,5452
1474,4003133,4204052,87988452
1475,2073638,1522373,741
1476,779591,1358385,24984
1477,1426916,4448254,14916
1478,2338507,696808,18819
1479,1919947,3056079,43900
1480,216300,857288,80256
1481,3998824,2428800,17160
1482,3504235,1014927,8325
1483,2299421,2077429,2162576
1484,572208,1306207,3834
1485,751949,4753457,29028
1486,4459325,349769,45177
1487,2021996,1096690,5235
1488,4582850,4530690,13872
1489,1283175,301577,6570
1490,425592,804801,61380
1491,2044073,3371037,200
1492,569377,4812681,11972
1493,2185449,2828364,27594
1494,1412406,4302821,200
1495,4243983,1853961,840
1496,317762,801878,31262
1497,983607,1480185,3141261
1498,3236313,2234069,3175
1499,3213568,1682097,783
1500,277167,3471248,4347
1501,3835319,1977385,261
1502,3451039,36246,2250
1503,660986,101003,9768
1504,1997835,1654051,84
1505,1620145,1407969,251
1506,4308422,3686117,435
1507,3703565,4115825,103800
1508,2313595,3121459,16341
1509,3198069,3383073,1240
1510,4109862,4482088,46656
1511,63419,1701148,12005
1512,2739660,3283164,113160
1513,2169549,2208689,3656
1514,1450320,1541775,84
1515,4278656,4488598,105
1516,1381293,3720786,1062
1517,1548572,2946706,3021
1518,2641051,1058048,398
1519,309574,1226975,32745
1520,3600303,433609,1064
1521,1479553,342516,97662
1522,3653599,4169815,64
1523,702070,3353876,15720
1524,606562,1963907,11895
1525,1601288,3038110,7922
1526,2612363,1312254,3120
1527,4384646,690657,3094
1528,4170044,2449547,15
1529,2787002,2382117,25632
1530,3656282,183794,4417
1531,4757732,4796773,151384
1532,4471609,113182,77350
1533,158235,2647536,266448
1534,3863062,1245989,11020450
1535,2369634,2796817,326321
1536,4779430,2450275,736
1537,841644,378843,12183
1538,2069466,4059533,15228
1539,4804968,3347711,7289
1540,1119602,598319,36544
1541,3200364,1635042,996840
1542,641893,142116,688
1543,3649600,1586497,27030
1544,3705151,1597846,1701
1545,2689691,3967571,638
1546,2324971,252017,9727
1547,3855867,4500259,1770
1548,4392569,1202817,153
1549,4096612,4409813,1858355
1550,2157499,3852135,4484976
1551,2434497,1437980,2100
1552,4668030,2634700,2393772
1553,2913556,3913470,36
1554,830202,1086605,241870
1555,4245940,981592,251652
1556,4589413,3364546,165521
1557,294574,3088440,57474
1558,2814017,4445347,11334
1559,3533123,3086451,28350
1560,3229914,2949033,2826
1561,970731,519315,2805
1562,4688520,2795159,44600
1563,269252,2041783,10280
1564,4604264,2264881,1160
1565,2722351,3640207,3756
1566,4013082,3639154,668706
1567,3291892,4597493,119320
1568,1367655,803481,183
1569,3169340,327965,425
1570,339567,3863742,5472
1571,1983366,2984603,24880390
1572,4259589,3414182,27976
1573,1108548,2216042,42630
1574,1337541,2322497,1408
1575,1829249,1776000,103782
1576,1150506,1371900,10030
1577,3798250,1328064,178800
1578,4724359,2245972,99
1579,4802205,4060090,49573
1580,4533563,1194784,520
1581,2548298,2894167,441
1582,2976480,2265640,60
1583,1140217,2539248,119483
1584,1708548,3128487,5300
1585,3394276,1828719,334
1586,1336173,1310817,63903
1587,2947741,3844365,26866
1588,2945223,149736,110616
1589,2767192,4337224,94
1590,3590756,2009973,97755
1591,2581909,4597942,837375
1592,4786573,2444440,6270
1593,3333959,1274808,9500
1594,585893,1378923,1476
1595,1629739,1821613,82080
1596,758145,2677010,920
1597,3468777,1065417,16583
1598,4217929,3666587,7614
1599,1157430,2300708,135087
1600,101964,1699954,4470
1601,1436505,3795525,116610
1602,2347696,2595595,8029
1603,2624184,1348594,10656
1604,813202,3472025,455400
1605,3720321,1026468,6141
1606,285390,4757441,36630
1607,2753362,4057988,36400
1608,3146672,2707096,21798
1609,4358141,958601,118250
1610,908090,325697,61884
1611,1863670,4355015,1770
1612,1550064,3302485,186
1613,652476,3793631,24287
1614,3900509,334414,396
1615,1974922,3824251,66068
1616,2171894,2312075,22925
1617,7648,1105233,85556
1618,3283833,1886356,41150
1619,998253,796021,5250
1620,4588320,3982440,690023
1621,3492319,3917621,1020
1622,558571,3113681,240
1623,1813311,1042307,426
1624,4452445,815993,9647
1625,259091,4687278,89336
1626,2664082,82340,427140
1627,1148355,1142141,384735
1628,1486685,2635867,561432
1629,1086513,1586234,3080
1630,4689344,2803220,1261145
1631,911669,2442177,13175
1632,4109446,2322663,39264
1633,440942,3263590,70
1634,4031191,2692426,40259
1635,3839027,3509400,1392
1636,1604735,1817126,20181
1637,3269084,137753,117
1638,1624821,4566668,168
1639,1395639,4467748,45201
1640,4392240,4085911,3040
1641,3035217,2815228,52
1642,621120,4490886,1029
1643,979348,3573012,2322
1644,4597942,2408952,1925
1645,4490242,4346020,39087
1646,4857356,838983,23372760
1647,1433583,146049,5478
1648,4121724,1229401,4408
1649,3329198,1801676,43884
1650,1922454,2405212,10638891
1651,331205,570353,9020
1652,3178553,2635295,4551
1653,4373282,2050610,39032
1654,206364,678525,7980
1655,1309887,3121740,146084
1656,2926583,3282169,8
1657,4105847,3050073,22284
1658,2028569,3391808,1248
1659,381694,299257,4340
1660,366904,3540943,1339
1661,3341092,838453,39312
1662,4768938,213917,1392
1663,4392592,2251789,9207
1664,4700777,2492280,32949
1665,3019958,2913438,2280
1666,953115,338263,50120
1667,3431400,1069044,209760
1668,191334,3397645,1485706
1669,1854613,3025335,5238
1670,2245414,2926500,59024
1671,3096596,1595656,19840
1672,3647315,2031809,3944
1673,4452360,1798255,368
1674,1055988,2289744,16942
1675,4695321,502697,481
1676,1729215,1432887,278604
1677,756454,1135187,448
1678,4825117,2791656,1187030
1679,4095564,1735521,2230
1680,453052,555666,4100
1681,660102,3217561,10878
1682,1314264,2037947,25424
1683,4283855,3106235,11536
1684,829732,3438447,17400
1685,1567106,2392359,15741
1686,2568622,4345793,18360
1687,847174,720538,20010
1688,4810264,3403903,337
1689,4544880,3882701,8208
1690,466787,2391386,8004
1691,2752758,4350947,865
1692,3033736,4180743,179804
1693,1534141,2365633,1615
1694,845042,4030437,191952
1695,3676081,3959120,11446
1696,4787400,821686,18630
1697,3990283,3661354,302760
1698,17605,505563,159
1699,13751,4421587,9680
1700,3492398,1981241,414
1701,4148739,4761195,23976
1702,125210,570302,8645
1703,2891857,2591738,13101
1704,2022832,1130429,148086
1705,610208,1513384,72020
1706,3318070,606201,320
1707,4148694,2251958,548127
1708,2231843,178786,111
1709,4739917,4607148,1060
1710,3959639,1973051,10672
1711,4669595,3942609,288600
1712,3385671,4820082,442
1713,2719963,4302399,344
1714,425140,4144645,8772
1715,811736,679375,2304
1716,224552,1374319,462430
1717,3865877,1895005,1611701
1718,3749748,1864273,2940
1719,1932926,4091993,16740
1720,2413519,2739191,228765
1721,2887639,2351112,18275
1722,1881600,1918826,56640
1723,1564261,1707715,675272
1724,3383620,3114204,12138
1725,1989230,3787881,450740
1726,1392717,297879,237
1727,3579607,550309,123400
1728,4337184,314924,272648
1729,1498781,717384,25200
1730,4772392,2426217,23989
1731,2569366,2811227,2585212
1732,1815785,2417200,685
1733,471758,4302865,24336
1734,2260742,2734382,135408
1735,4415061,3416132,33418
1736,2655904,649460,6731
1737,2175599,2833722,4556
1738,3609793,4595137,4508094
1739,375041,4290690,768
1740,4675165,601790,27
1741,4256381,3173632,230656
1742,1890475,4304551,11700
1743,3191384,1342069,2021073
1744,786633,1561146,627
1745,1464372,1513821,10584
1746,1411730,4078738,4101
1747,1542411,3288760,756
1748,693550,608504,300
1749,597807,2702066,2040
1750,2678495,1754969,38
1751,1075781,4861584,78
1752,4679257,676325,44239
1753,1479593,4778717,1539
1754,715543,1190849,11
1755,1564470,2728864,22704
1756,1761110,1372302,6771
1757,1749305,532201,62608
1758,3473063,453257,1880
1759,2238031,2167783,43554
1760,420757,1383958,7228
1761,39963,4107823,14700
1762,317792,3561262,15664
1763,1955823,3652986,114114
1764,2866126,3512945,110316
1765,1981615,3096828,24600
1766,1126100,4651509,65934
1767,1746838,2163256,29862
1768,1589761,1672121,103800
1769,3641679,1888220,3717
1770,3644646,655904,216
1771,75278,571370,24600
1772,1514802,532005,400
1773,606263,4113203,4704
1774,3821504,1164968,28
1775,2271643,744460,83538
1776,71051,3135365,20020
1777,3207225,2264276,47608
1778,1382021,4584115,1904
1779,2415668,2497732,2460
1780,1658177,4244067,39840
1781,2525590,2302024,16692
1782,4846491,1957800,508375
1783,3198433,3823314,18972
1784,1220879,3474208,24192
1785,2938250,4639113,176256
1786,3052079,1956921,11914
1787,4732190,4205082,464
1788,2557232,4004905,12920
1789,183960,2918923,10
1790,4113405,606898,180
1791,3209795,2480532,313584
1792,2651013,3145551,66889
1793,2811239,1424079,106400
1794,2825828,4177994,267
1795,491128,3927131,2270884
1796,4674719,3728872,485184
1797,552835,4759522,116
1798,643076,101940,5104
1799,604305,1032219,14304
1800,1958906,3744413,440
1801,3733752,742195,7305
1802,1594321,4625087,8140
1803,2911862,3784408,22815
1804,349869,2627884,748
1805,651837,4058550,796878
1806,954573,2008925,57
1807,4565915,2813261,1549710
1808,1465907,2324744,2775
1809,4472299,1521471,2192
1810,4581538,1067585,978
1811,3854337,4422019,42
1812,2584054,775014,42612
1813,3852631,3314478,2469976
1814,1630423,2882556,757536
1815,1341966,1540392,118726
1816,156140,2340324,1245
1817,2871053,427804,70
1818,3487420,647017,1449
1819,4643656,3344354,16492
1820,1396795,1077087,3352
1821,4751399,1980682,490
1822,3433219,2606817,130858
1823,3698761,3817973,122
1824,651351,965340,5
1825,116792,4746621,1404
1826,4851349,3793469,72261
1827,3541658,1279255,6750
1828,3721646,621120,200655
1829,4528745,2248684,2352
1830,2112778,316192,273078
1831,1326251,2031436,45100
1832,2806721,877557,118650
1833,3838303,2223881,79680
1834,2363814,2659912,46115
1835,1300976,1429102,62304
1836,911200,4402869,121326
1837,577443,3317934,161229
1838,4712508,4863728,150
1839,3027281,551353,21901
1840,54650,460554,6138
1841,194816,4624000,64
1842,4413981,2620518,137
1843,4223704,4132261,222525
1844,4475147,3779460,342818
1845,2000270,1508782,660
1846,2579609,13060,2436
1847,1994441,4322508,1155
1848,2402800,2571618,199
1849,1368123,2205635,1140
1850,2607301,2616078,26760
1851,3981172,319752,135474
1852,3337108,966537,119996
1853,3925727,49513,836
1854,4355658,4383159,648
1855,1053284,3420607,51
1856,3278182,3593261,104992
1857,4562839,3588368,840
1858,11382,4090004,13987
1859,873234,478223,67680
1860,2665930,3201769,3502
1861,1327147,726135,3960
1862,4074547,2309358,1134
1863,1298087,4530678,13595148
1864,2506906,4594495,3365
1865,2368011,1910808,175230
1866,4589904,3332036,8733
1867,1327726,1118381,144000
1868,3056912,3145991,101727
1869,1471887,2903733,2256
1870,4338398,13205,94
1871,4492909,4131105,37088
1872,2148641,4595137,4468722
1873,3971074,703386,790
1874,892624,2299269,348528
1875,1322684,4403612,7990
1876,3370067,615287,1554
1877,3458832,4692905,216
1878,1249542,273881,64288
1879,1681099,4334809,4680
1880,4518416,99929,8785
1881,2661137,972491,29176
1882,1310018,1561441,39751
1883,2895223,1124558,477
1884,2636592,2664795,284
1885,4787702,3377747,11484
1886,4494681,2715756,5265
1887,619552,865515,45225
1888,2172433,1885045,7980
1889,995638,2582486,99093
1890,4420255,54157,81
1891,4079340,303517,840
1892,2890110,1502867,492
1893,3644551,1776703,4932
1894,4809745,1181373,3375
1895,4583413,77641,92192
1896,4787857,1488238,3116
1897,3645574,1560542,4900
1898,2058071,4084063,27
1899,2606444,2701313,160768
1900,1607095,1480497,1176
1901,3231393,4651578,546
1902,3287996,2553811,6970
1903,3142808,1776900,38630
1904,123691,2655328,392
1905,4750696,361098,992
1906,1551800,1103366,3330
1907,1782783,4078473,248392
1908,4333506,4342717,85852
1909,2760117,4554989,154929
1910,2791981,2833751,6548416
1911,1587881,6364,5104
1912,2932022,2293392,4923
1913,2126605,6993,1539
1914,2307585,4334486,8823
1915,1419142,1312108,1128
1916,1481222,368896,48870
1917,826234,2402159,4571865
1918,3792997,3552185,5352
1919,1676412,3763328,525696
1920,599191,4727735,6698
1921,1918795,580211,62
1922,3401659,4743417,152478
1923,2585410,1433994,12168
1924,2461372,226721,426
1925,500201,323760,2425
1926,3042280,3992147,3311
1927,812338,2053308,3999
1928,4442302,4771880,5916
1929,1596155,959021,23452
1930,1450153,4522901,3311
1931,3083369,4586599,1554
1932,4815111,1432601,9780
1933,4298943,4586468,539260
1934,4135447,4851085,2686
1935,3353466,4294640,110473
1936,691232,401008,130205
1937,2803469,1823430,70560
1938,3869568,1608239,511
1939,1395530,4517152,122
1940,4026923,12423,666
1941,3560845,3289985,992
1942,2089379,163021,680922
1943,2762481,1995073,194886
1944,3079359,4074179,147220
1945,261562,3418707,968610
1946,2436439,260826,4284
1947,2795446,1237846,250
1948,1497370,239765,6540
1949,742548,1910658,26280
1950,3510459,3199855,20
1951,113182,3410823,24050
1952,1771597,3195222,630
1953,4910,2882216,504
1954,3716495,76607,91025
1955,3772598,877100,835
1956,878959,367410,9480
1957,1848218,1725177,56
1958,1914584,1103581,238976
1959,821120,4561588,16010
1960,785893,946768,4632
1961,4822389,4387818,7383
1962,4348238,991193,18
1963,306334,975007,157
1964,434593,64001,399
1965,3275002,1005459,1128
1966,701764,3193834,1274
1967,3991988,4003532,10807
1968,3928545,2277157,108500
1969,4066452,2534272,21721
1970,1776036,4742630,15880
1971,3492763,4771141,188210
1972,2018936,163021,149325
1973,4747431,3823314,9792
1974,2833239,1568315,6525
1975,243018,3557617,175
1976,951929,2631245,6200
1977,2476925,208465,665
1978,630604,3190741,31175
1979,671895,2457054,595
1980,2220766,4084740,118904
1981,1270278,2941537,4620
1982,3532343,3627773,61
1983,3131854,1027488,2655
1984,90690,1457589,117
1985,914875,1990908,1386
1986,408123,1696091,164
1987,443904,4737571,144072
1988,3080022,947544,470
1989,1423553,1525727,152
1990,3578368,159177,350
1991,424411,3625439,47138
1992,729364,1905523,16701
1993,1836328,3815840,44838
1994,3001970,3578789,98441
1995,1909985,1139895,17894800
1996,2361218,4135197,95226
1997,4418968,4395510,13884
1998,3742712,2221607,56007
1999,695432,253467,12138
2000,987119,567045,1938
