0,source,sink,jaccard_coefficient
1624,1099475,2170000,0.08333333333333333
1625,3063478,1511839,0.0030864197530864196
1626,1185279,4294086,0.0072992700729927005
1627,2295473,1690853,0.017106200997861726
1628,2370501,1955597,0.029411764705882353
1629,2403296,3241441,0.0014792899408284023
1630,732072,4250361,0.003913894324853229
1631,1996580,70097,0.002457002457002457
1632,2766747,3123975,0.00023917723032767282
1633,438215,2448333,0.015706806282722512
1634,2550107,2263331,0.17266187050359713
1635,4803648,4176673,0.027985074626865673
1636,4680252,2396678,0.013513513513513514
1637,3408021,1345213,0.007633587786259542
1638,629044,4473001,0.004934210526315789
1639,3854532,2433618,0.0
1640,2226565,3657697,0.02300966405890474
1641,1398473,2455351,0.0
1642,2114263,1660704,0.0
1643,3684165,2763386,0.009942004971002486
1644,1553951,3991711,0.0
1645,4164690,4618763,0.0
1646,4161118,1006418,0.005434782608695652
1647,2550107,4588320,0.0005324282053841802
1648,87759,3650803,0.033773861967694566
1649,829732,4720169,0.05176470588235294
1650,3535207,1982648,0.09800362976406533
1651,201161,734760,0.0
1652,393431,3362610,0.0
1653,1434081,493004,7.558578987150416e-05
1654,3513116,4453006,0.0
1655,918014,2561694,0.013143483023001095
1656,2015801,2793982,0.29310344827586204
1657,2743366,3213208,0.007171314741035857
1658,3331527,2448552,0.0005978179644298311
1659,3040583,1989693,0.02738095238095238
1660,2456567,3341417,0.015625
1661,3463658,220904,0.03225806451612903
1662,2704133,268838,0.0
1663,3721298,2239154,0.011385199240986717
1664,4350608,1115028,0.052132701421800945
1665,2305935,2222854,0.0
1666,2442832,4651770,0.0
1667,1036218,2916456,0.022267206477732792
1668,3416853,3244110,0.0023432923257176333
1669,4851622,489909,0.00011921082434285033
1670,2238271,1545924,0.022189349112426034
1671,2734004,80942,0.005952380952380952
1672,4806365,1433501,0.0
1673,2004945,3766134,0.031746031746031744
1674,1839268,3642884,0.09421841541755889
1675,605560,4271358,0.0
1676,1174864,2954916,0.002898550724637681
1677,3746046,824046,0.05380894800483676
1678,1735883,1155354,0.013898630919907515
1679,1176065,1645674,0.00823045267489712
1680,1998234,634812,0.00088261253309797
1681,1533032,364647,0.0
1682,1383804,3353876,0.05706134094151213
1683,985850,669152,0.027777777777777776
1684,3873203,3919328,0.009026000269432843
1685,4822350,4103158,0.0031479538300104933
1686,101349,706737,0.0
1687,2224929,1355988,0.0
1688,1336330,2934912,0.0
1689,4180582,3457752,0.0008960573476702509
1690,2064953,1483169,0.07894736842105263
1691,2206427,4208108,0.1728395061728395
1692,1279353,3793503,0.0
1693,3741309,4820573,0.028967254408060455
1694,4712024,4320332,0.15294117647058825
1695,1225124,555900,0.0
1696,2976526,3163676,0.02684903748733536
1697,2434049,2188433,0.0
1698,3083681,1869658,0.025889967637540454
1699,2181645,666196,0.0
1700,2807537,3697363,0.0
1701,2836573,1964450,0.0
1702,460728,4402897,0.006557377049180328
1703,2556850,1802489,0.001127766552323669
1704,3535026,3465111,0.002403846153846154
1705,410751,1459980,0.047619047619047616
1706,2928459,352476,0.0
1707,860788,2518609,0.002890173410404624
1708,257164,2210680,0.0
1709,2961243,343629,0.018796992481203006
1710,4052122,3056265,0.006099375185956561
1711,3843931,2954547,0.010050251256281407
1712,1543066,3521276,0.05405027932960894
1713,1428109,1739794,0.0010984987184181618
1714,1628863,1580156,0.038461538461538464
1715,3964876,4817788,0.009708737864077669
1716,3158673,2199060,0.02231237322515213
1717,891473,1655647,0.0011043622308117063
1718,1421426,4635467,0.044444444444444446
1719,1906273,2393998,0.01529051987767584
1720,162173,4696061,0.035427319211102995
1721,4489126,3894552,0.004453240969816922
1722,1099943,2281596,0.006389776357827476
1723,2375732,4629913,0.009174311926605505
1724,1464436,4672828,0.0076481835564053535
1725,4336335,835147,0.003289473684210526
1726,1509450,1258662,0.0014517619110465884
1727,1946519,2984603,0.00023575564399011713
1728,3422310,429156,0.012841091492776886
1729,2676205,4851923,0.0
1730,4752780,2030978,0.0
1731,4610937,3420104,0.0
1732,2076254,1988327,0.021769995267392334
1733,759165,1718860,0.0034482758620689655
1734,1277580,3307683,0.00672834314550042
1735,1195457,1031894,0.27358490566037735
1736,2883027,284195,0.0
1737,1789428,1139433,0.01457899434692056
1738,1723654,832334,0.06578947368421052
1739,1301087,2878402,0.0
1740,3626388,173719,0.019140625
1741,1192269,1221348,0.014814814814814815
1742,4212933,4340009,0.021212121212121213
1743,2474800,2788582,0.046135044301863735
1744,1395530,399473,0.00816326530612245
1745,1948767,2538970,0.0
1746,2607027,4575620,0.00032402816099290084
1747,3275542,1306915,0.022222222222222223
1748,3584579,3810937,0.0
1749,2849844,1403971,2.4263599747658563e-06
1750,765739,863202,0.0
1751,1086605,588337,0.03320825515947467
1752,425592,517495,0.0
1753,3389003,4676548,0.017341040462427744
1754,2324593,4149273,0.004539559014267186
1755,2933438,1753912,0.006865592817533668
1756,3108982,4700798,0.015151515151515152
1757,2262779,3363677,0.0
1758,2262779,2941683,0.00851063829787234
1759,3381219,3407568,0.00515630035449565
1760,2846484,4666784,0.00823045267489712
1761,1200874,3438279,0.05660377358490566
1762,531010,560822,0.018691588785046728
1763,4806429,4568850,0.0028328611898017
1764,3374141,2464408,0.009478672985781991
1765,2648724,587341,0.0
1766,700157,3277076,0.0
1767,4498395,87911,0.0
1768,4729104,4715281,0.04230769230769231
1769,1557927,3836704,0.009774779924545559
1770,4585504,352781,0.0
1771,3030182,147364,0.0
1772,1608874,1166868,0.0
1773,2704117,1295223,0.051233396584440226
1774,4866060,434377,0.00353045013239188
1775,3284529,444884,0.013201320132013201
1776,4009234,3185900,0.0017899761336515514
1777,448823,3054258,0.0012926994796884593
1778,1082205,4404164,0.023316062176165803
1779,1287168,376921,0.0031508467900748325
1780,1374250,1496956,0.016
1781,4382980,2913818,0.09722222222222222
1782,346751,1655504,0.0
1783,1096585,115955,0.009913258983890954
1784,1496129,4464084,0.007240547063555913
1785,3012084,4796151,0.21052631578947367
1786,4576112,3184473,0.002857142857142857
1787,1158728,3654167,0.15217391304347827
1788,939497,3642884,0.07474747474747474
1789,541777,1546312,0.052486187845303865
1790,662737,4572486,0.002126014688828759
1791,3376952,2811036,0.002894356005788712
1792,577496,2969511,0.0023359991205650367
1793,1187141,1294859,0.02
1794,2257028,1372426,0.014694508894044857
1795,920404,4636823,0.01511879049676026
1796,3871155,986222,0.0
1797,87195,3201094,0.004559270516717325
1798,3011799,3338617,0.004583194951843241
1799,2899933,291057,0.0
1800,3974769,1474854,0.0
1801,2869529,2455386,0.0
1802,1745528,4150940,0.07954545454545454
1803,1468298,2271167,0.002403846153846154
1804,1121772,80535,0.11764705882352941
1805,3134085,149178,0.00482315112540193
1806,1778708,714044,0.0
1807,2470362,1180137,0.0
1808,4460444,768866,0.0
1809,4501695,717849,0.023255813953488372
1810,3303167,2584050,0.0
1811,581195,1635528,0.014035087719298246
1812,4003551,2802751,0.01
1813,4721575,4013342,0.0
1814,2887871,4652837,0.007751937984496124
1815,851237,757934,0.038461538461538464
1816,4092076,3720205,0.00030483158055174517
1817,4214149,2265842,0.026332691072575465
1818,1162268,3865308,0.01383399209486166
1819,2519795,4259202,0.008064516129032258
1820,2146706,3729429,0.12195121951219512
1821,447393,1714755,0.003105590062111801
1822,4754949,2441037,0.048034934497816595
1823,3474101,4564709,0.014925373134328358
1824,3797985,4236779,0.018691588785046728
1825,2977975,896240,0.0
1826,4495723,3723442,0.0
1827,1299905,865815,0.0022226517201391575
1828,742996,3182428,0.029411764705882353
1829,3486938,73166,0.012773722627737226
1830,4694327,1753470,0.0
1831,1667969,930861,0.02252816020025031
1832,916097,2011457,0.0
1833,2721940,3220565,0.018413597733711047
1834,2289940,1742701,0.056338028169014086
1835,2815106,131565,0.011142061281337047
1836,1382108,3158313,0.0
1837,313079,2275389,0.0
1838,3775387,2666321,0.0016891891891891893
1839,727361,2685283,0.005060728744939271
1840,4758284,4021458,0.0
1841,4344026,1570652,0.008849557522123894
1842,1739928,996371,0.02737226277372263
1843,3606552,2753336,0.03283582089552239
1844,4738635,4137429,0.0
1845,4334722,3024272,0.0
1846,3148870,950290,0.0069605568445475635
1847,1957012,405897,0.03
1848,3779195,2971332,0.002551020408163265
1849,3852854,3955581,0.053497942386831275
1850,4128381,1546168,0.004338394793926247
1851,1518924,2371242,0.00641025641025641
1852,1078514,2487396,0.0
1853,564857,280860,0.0016605778811026237
1854,2935161,4287985,0.03180212014134275
1855,795575,743919,0.07462686567164178
1856,3191110,580692,0.009212730318257957
1857,4287735,101561,0.027149321266968326
1858,2898003,4033293,0.004708097928436911
1859,900911,1882937,0.023076923076923078
1860,1967812,2465888,0.05027322404371585
1861,4396450,2644807,0.06016042780748663
1862,1522644,788716,0.014925373134328358
1863,1005255,2638338,0.007246376811594203
1864,2652623,4402621,0.04225352112676056
1865,2680868,3845899,0.007304124895698548
1866,3695414,4182810,0.017316017316017316
1867,1012156,438104,0.017543859649122806
1868,710123,2695056,0.017208413001912046
1869,2088268,1641117,0.024158125915080528
1870,2435362,2437946,0.06642728904847396
1871,193919,1397195,0.0
1872,4699607,2375985,0.0
1873,4645183,2287536,0.011086474501108648
1874,2950624,3970613,0.005043478260869565
1875,3261864,566861,0.0
1876,1467360,2689665,0.0029702970297029703
1877,4187830,3644451,0.027918781725888325
1878,4467857,273413,0.02054794520547945
1879,3055119,4005086,0.0
1880,1524507,680867,0.0
1881,2073992,2049244,0.003913894324853229
1882,4100482,178052,0.013986013986013986
1883,3938502,2578072,0.0
1884,2468684,597128,0.05583756345177665
1885,3580033,3970486,0.011274509803921568
1886,4281791,4145276,0.001080691642651297
1887,2705785,3826108,0.001401541695865452
1888,4548938,3045050,0.0
1889,2156336,3053227,0.16298116298116297
1890,1274342,1663756,0.003683241252302026
1891,4380809,3418175,0.0
1892,1163192,3643738,0.03862660944206009
1893,4595673,2339314,0.07462686567164178
1894,2815350,2916456,0.026262626262626262
1895,2910118,4639518,0.018691588785046728
1896,4144260,541055,0.02411873840445269
1897,923385,4031194,0.047244094488188976
1898,483613,3066099,0.007462686567164179
1899,4772949,122900,0.0
1900,2936073,4291968,0.0
1901,4527425,208421,0.07142857142857142
1902,1503116,4355253,0.00625
1903,838292,1010513,0.007751937984496124
1904,2479462,4185784,0.0
1905,1232305,4839415,0.016666666666666666
1906,2615919,1317328,0.00684931506849315
1907,2898122,3484175,0.10232558139534884
1908,2316349,3271941,0.0
1909,1023581,1899544,0.00784313725490196
1910,1759081,1432523,0.01751674394641937
1911,3835319,2164839,0.05855855855855856
1912,2931989,3604220,0.017964071856287425
1913,3952289,3016688,0.0
1914,1322906,1893841,0.29936305732484075
1915,2010851,3068893,0.007861635220125786
1916,4501140,595980,0.001731465449393987
1917,1283105,4151080,0.0
1918,1516747,4739001,0.019867549668874173
1919,1100529,2426627,0.024390243902439025
1920,2606788,2486722,0.0048543689320388345
1921,4858996,2534093,0.024667931688804556
1922,1714939,1795133,0.002403846153846154
1923,3129974,1011895,0.05714285714285714
1924,3058226,1537367,0.010238907849829351
1925,3694366,2320288,0.005714285714285714
1926,1202073,2890110,0.15384615384615385
1927,4256721,4015618,0.0
1928,4315662,145662,0.05154639175257732
1929,970172,4625567,0.017543859649122806
1930,964735,606730,0.007407407407407408
1931,2178285,58940,0.00021677866897897247
1932,2566454,131170,0.10416666666666667
1933,4687539,47020,0.01592920353982301
1934,3330805,4520262,0.03179876601803512
1935,3693450,1839402,0.005698300870285951
1936,3336602,1228736,0.0
1937,2930692,3602639,0.0
1938,3248926,1903802,0.056372549019607844
1939,1392,74737,0.0018495684340320592
1940,1856428,3314478,0.0029239766081871343
1941,4788248,2607336,0.009174311926605505
1942,1772224,2467542,0.0
1943,96407,2325970,0.05263157894736842
1944,4320332,3297057,0.06418918918918919
1945,733111,66310,0.030303030303030304
1946,3035984,1772388,0.010638297872340425
1947,3449866,1537483,0.01585014409221902
1948,1069505,3539009,0.011806375442739079
1949,1099668,2293174,0.0391644908616188
1950,1593586,1708705,0.0009578544061302681
1951,4644819,4859279,0.0
1952,245914,4537095,0.003436426116838488
1953,3129186,2835530,0.02410901467505241
1954,1004233,709848,0.04844997215518842
1955,2316167,1397316,0.012629679747406405
1956,3602079,370018,0.0
1957,4605798,745080,0.04055299539170507
1958,4053546,1498084,0.005847953216374269
1959,2293540,585952,0.0020964360587002098
1960,598881,4274702,0.00016960651289009497
1961,2286290,278634,0.0018323408153916628
1962,2883450,4643348,0.0
1963,4587860,4008942,0.0006920415224913495
1964,63869,3882945,0.004219409282700422
1965,4292123,3058358,0.019230769230769232
1966,3733975,4059533,0.030303030303030304
1967,2246244,2356212,0.0
1968,496799,1056575,0.01818181818181818
1969,3889783,83489,0.010108303249097473
1970,1328244,448951,0.0006831006831006831
1971,2523548,3414200,0.0016570008285004142
1972,1924479,2357543,0.15282392026578073
1973,4853599,1311163,0.001718213058419244
1974,4816159,3935581,0.1411764705882353
1975,326452,2582486,0.006977758395115569
1976,873382,2000548,0.0
1977,258816,352142,0.19626168224299065
1978,2263331,4279761,0.1935483870967742
1979,3114204,675370,0.11409395973154363
1980,3721072,3724436,0.00625
1981,1984683,36215,0.0006695681285570807
1982,1367655,941020,0.0
1983,3988374,4114264,0.0
1984,4124952,1464018,0.16304347826086957
1985,2957639,490504,0.0
1986,4678415,4149030,0.04790419161676647
1987,1864170,2120801,4.3468496207373704e-05
1988,1479088,1996933,0.0
1989,104382,3580317,0.014193548387096775
1990,4218039,254775,0.0058740601503759395
1991,1017400,140332,0.0
1992,3796415,2761673,0.0625
1993,2510139,1193396,0.0007458710708577517
1994,782564,3626935,0.03333333333333333
1995,4325972,2574924,0.0
1996,366971,1021063,0.058823529411764705
1997,946133,3161177,0.05555555555555555
1998,3986620,4491690,0.0
1999,947152,1672402,0.030303030303030304
2000,4588812,4704160,0.0
2001,1781854,587054,0.01
2002,889734,2763960,0.0
2003,1249199,3885,0.00539568345323741
2004,3857563,4560404,0.05128205128205128
2005,3657395,170044,0.047619047619047616
2006,2400461,4641042,0.01968503937007874
2007,301558,3439495,0.017964071856287425
2008,4774646,1444359,0.03614457831325301
2009,2706877,3552621,0.0
2010,2507074,2967971,0.01744186046511628
2011,4077968,1757171,0.02071563088512241
2012,214035,4120165,0.012987012987012988
2013,2183824,4254453,0.007509386733416771
2014,26729,1802489,0.0011727729042548202
2015,4500924,1856669,0.0
2016,2228580,2991841,0.0
2017,2647708,378745,0.05545286506469501
2018,1685958,2768527,0.0
2019,1567929,3589944,0.001507537688442211
2020,468487,1813368,0.23615160349854228
2021,2562555,40312,0.0
2022,3912764,952221,0.012181616832779624
2023,3437908,4300156,0.00024108003857280618
2024,3927476,600164,0.004347826086956522
2025,4140426,940383,0.10314685314685315
2026,3442801,88664,0.06747120131651124
2027,2872865,4159132,0.0
2028,4137763,4142550,0.017699115044247787
2029,1875737,3233149,0.01483679525222552
2030,4432761,3378978,0.11912225705329153
2031,2191874,4234375,0.02531645569620253
2032,2514684,775830,0.0
2033,477740,778469,0.004171011470281543
2034,3331398,4657029,0.02112676056338028
2035,2866126,4050854,0.035878564857405704
2036,1201237,4175405,0.023143489635741598
2037,1981908,324401,0.022962112514351322
2038,1311406,4200741,0.003355704697986577
2039,24848,17613,0.016853932584269662
2040,279329,1616933,0.031914893617021274
2041,1391515,2458212,0.0
2042,2403657,2468957,0.0
2043,1980290,1361200,0.0
2044,2707238,3177976,0.04922644163150492
2045,1761173,4052990,0.0005607127281789297
2046,306263,643676,0.04081632653061224
2047,1391176,454151,0.0038022813688212928
2048,2073048,2129315,6.43707756678468e-05
2049,750970,3183943,0.0045871559633027525
2050,622372,1367593,0.0
2051,4109305,4184162,0.06289308176100629
2052,4524949,1608933,0.0035714285714285713
2053,2739660,1962722,0.0035778175313059034
2054,3952289,4295257,0.0036363636363636364
2055,2267529,2810556,0.001164474992189497
2056,1774097,2489803,0.0453125
2057,2233965,3613426,0.013824884792626729
2058,1678217,1228854,0.034482758620689655
2059,2876407,4786106,0.020100502512562814
2060,696805,1371696,0.01652892561983471
2061,2153824,4250663,0.078125
2062,3905435,1762915,0.12295081967213115
2063,2082581,1074853,0.0
2064,3531111,3671596,0.26136363636363635
2065,3757648,141959,0.025056947608200455
2066,1081747,3121611,0.10697674418604651
2067,1544875,2569394,0.06060606060606061
2068,1132780,4165513,0.044584081388390186
2069,2521305,2388149,0.0
2070,2920680,4181589,0.017094017094017096
2071,4509912,4782685,0.10256410256410256
2072,3219451,1405918,0.029087261785356068
2073,2177945,157005,0.00030892801977139327
2074,4348238,4722431,0.19444444444444445
2075,4659765,3039251,0.001567398119122257
2076,1068581,3447821,0.030303030303030304
2077,2663100,459606,0.014492753623188406
2078,290233,163021,0.007197775233109766
2079,541777,1331378,0.05555555555555555
2080,954205,2363399,0.006097560975609756
2081,3775387,1733868,0.01293103448275862
2082,2925814,3314478,0.009017214682575827
2083,2077025,1332135,0.0
2084,1773439,4628290,0.0
2085,2721694,629099,0.008555611474584801
2086,2519531,282738,0.0015471892728210418
2087,4168947,1709432,0.05278592375366569
2088,2359631,3900507,0.0
2089,4247950,2002648,0.01652892561983471
2090,3567109,3859219,0.10311750599520383
2091,4310286,4342045,0.0072992700729927005
2092,4022186,803416,0.0975609756097561
2093,3269218,1116524,0.02666666666666667
2094,1985469,4625815,0.0
2095,1184643,4445830,0.007462686567164179
2096,3953964,4316124,0.0
2097,3610021,3438955,0.004405286343612335
2098,2568622,1708583,0.04
2099,3201435,3414493,0.03747534516765286
2100,3020739,477814,0.03138075313807531
2101,955638,133090,0.009818360333824251
2102,2685283,53554,0.004273504273504274
2103,3647315,1149605,0.049019607843137254
2104,1461184,1257926,0.0017016449234259785
2105,2971910,1864468,0.011397720455908818
2106,111970,1732367,0.015015015015015015
2107,3747406,1296320,0.03333333333333333
2108,216976,4688830,0.026808071880983945
2109,1585427,2262806,0.002962962962962963
2110,606362,3610719,0.0
2111,4040811,1420142,0.017094017094017096
2112,4024496,524159,0.006423982869379015
2113,2041783,4537192,0.003875968992248062
2114,1459312,688942,0.007476635514018692
2115,2500955,1210760,0.0070921985815602835
2116,327775,4215130,0.0
2117,172972,3378280,0.00022434379440137598
2118,3227347,155468,0.001388888888888889
2119,2634508,3149240,0.01098901098901099
2120,1882312,4742685,0.0
2121,2102851,2966259,0.042899408284023666
2122,1755265,4249227,0.0
2123,3220229,29098,0.0
2124,2985663,4278516,0.004796163069544364
2125,993987,4391130,0.008658008658008658
2126,932861,3293574,0.0449438202247191
2127,2795225,4030094,0.09259259259259259
2128,2456257,1470459,0.0
2129,4464872,4031926,0.0022796352583586625
2130,4024790,540075,0.006535947712418301
2131,3318300,1092928,0.03878942881500426
2132,3315034,131409,0.0189873417721519
2133,2963281,20964,0.0005053057099545225
2134,1032551,2647536,0.010655473038424281
2135,3476921,1179589,0.037900874635568516
2136,2729331,2433538,0.0
2137,4298943,383138,0.000846740050804403
2138,1588936,1940176,0.03823529411764706
2139,351125,3503397,0.0006839945280437756
2140,1693964,1367591,0.0234375
2141,1530995,3315811,0.0
2142,1415980,1836308,0.025157232704402517
2143,3445591,1979343,0.0
2144,4839526,4138747,0.003663003663003663
2145,1006458,4182226,0.010676156583629894
2146,3628312,1488554,0.0377793135222299
2147,4398718,785634,0.15555555555555556
2148,3261332,3719539,0.0
2149,1450478,34661,0.014492753623188406
2150,1740554,2313474,0.015873015873015872
2151,2076614,4314087,0.03255813953488372
2152,1155904,1635144,0.0022058823529411764
2153,4298943,1553640,0.0033444816053511705
2154,1067276,2280014,0.01812688821752266
2155,3794744,659312,0.0011173184357541898
2156,671341,2932016,0.0
2157,4323755,1348773,0.030419356714942128
2158,4240833,2460033,0.0
2159,1335561,799337,0.0035714285714285713
2160,448149,3053560,0.0
2161,1526545,4308570,0.0
2162,1160134,2296004,0.0031446540880503146
2163,4216378,1317349,0.02824858757062147
2164,4824762,2341215,0.03125
2165,1415397,610960,0.0
2166,4689106,320415,0.0
2167,1037084,1390676,0.04918032786885246
2168,4180822,1425620,0.07692307692307693
2169,911669,961321,0.0023612750885478157
2170,3539874,3345965,0.048223350253807105
2171,4822924,3544260,0.23214285714285715
2172,1781370,2389556,0.0055891942244993015
2173,2532499,3553485,0.0003428466304865914
2174,1023156,4609523,0.0008164049368486769
2175,73249,4576112,0.04390243902439024
2176,2219249,2805603,0.002997002997002997
2177,4516744,1151689,0.05217391304347826
2178,4816163,1671259,0.0
2179,602176,821928,0.004081632653061225
2180,1418250,302393,0.002207505518763797
2181,4148739,3077895,0.029654036243822075
2182,681813,2201933,0.018867924528301886
2183,1223354,3650471,0.003386298515238343
2184,298317,4766725,0.025454545454545455
2185,388001,2519566,0.037037037037037035
2186,1016018,4496534,0.009777777777777778
2187,4479486,454180,0.08472222222222223
2188,4775643,87195,0.030048076923076924
2189,3337956,4167231,0.031007751937984496
2190,1016131,3974543,0.0
2191,2498462,4729818,0.00039541320680110717
2192,1545392,4331339,0.0
2193,694908,4352220,0.0031446540880503146
2194,837136,2498075,0.006954793840039742
2195,4188584,4605700,0.006012024048096192
2196,1324994,1894511,0.1302170283806344
2197,4380441,2730744,0.2074074074074074
2198,420313,4645862,0.003952569169960474
2199,3858915,9182,0.051829268292682924
2200,2307623,2256769,0.02742529676627098
2201,4204239,3784975,0.0029940119760479044
2202,3662629,4699978,0.0
2203,511720,4583732,0.03076923076923077
2204,3242129,823831,0.0
2205,4530892,3010748,0.0
2206,2830614,3042285,0.02702702702702703
2207,906279,559732,0.04730538922155689
2208,3123974,1772993,0.043478260869565216
2209,1188960,3092765,0.00823045267489712
2210,4544053,3589315,0.07754010695187166
2211,3812437,3895933,0.0
2212,3667303,2273355,0.00319750758383209
2213,1231556,1355120,0.009486847779215178
2214,4698566,3500696,0.034549773267112935
2215,3609789,696157,0.0
2216,3011843,2508547,0.0
2217,82872,588881,0.0
2218,234811,2454436,0.0
2219,1447046,3649849,0.03125
2220,1663373,2861777,0.006956521739130435
2221,4214306,1465708,0.0
2222,10118,1034931,0.011516314779270634
2223,2826099,1659463,0.01090909090909091
2224,1258662,1545891,0.00013559322033898305
2225,3274382,3947916,0.0018190446061372983
2226,1697833,1595825,0.0004943153732081067
2227,3153773,1205402,0.014549288350026357
2228,2972814,3823314,0.25704225352112675
2229,2188994,4828372,0.008928571428571428
2230,4019500,4078725,0.0008453085376162299
2231,1951945,2279731,0.020833333333333332
2232,65477,4135942,0.0297029702970297
2233,3557180,1974922,0.01013787510137875
2234,3329425,4431172,0.010159651669085631
2235,3165702,4145289,0.021176470588235293
2236,176886,1512650,0.018018018018018018
2237,3782794,4725132,0.023809523809523808
2238,764964,4582255,0.044382801664355064
2239,216300,3257902,0.002431775195893002
2240,2701313,4687539,0.21653543307086615
2241,122738,4653515,0.059466848940533154
2242,959485,4796040,0.0
2243,2649561,4123389,0.014299642508937277
2244,624081,3942609,0.0017605633802816902
2245,2704231,559732,0.040805223068552776
2246,1085187,499281,0.0009471821331538672
2247,606362,1690853,0.006731946144430845
2248,922614,342054,0.0009492168960607499
2249,3613511,3744241,0.05970149253731343
2250,2739732,2099336,0.015151515151515152
2251,137850,1579675,0.0
2252,3819019,1656096,0.003968253968253968
2253,1576405,2846718,0.0
2254,3086729,1146997,0.0
2255,848426,1471752,0.0
2256,461344,2540823,0.001215066828675577
2257,2097243,468225,0.0005595970900951316
2258,2649482,206704,0.0
2259,1691487,2428277,0.0
2260,655405,3985168,0.011089367253750815
2261,1537593,797807,0.3269230769230769
2262,327051,1508784,0.025896414342629483
2263,1451324,4636019,0.006153846153846154
2264,1305904,4710111,0.0
2265,861863,1512422,0.0
2266,3433219,2417613,0.030539772727272728
2267,3890448,1448537,0.024533605928954767
2268,294574,4707391,0.02448355011476664
2269,4405960,568991,0.008771929824561403
2270,536612,3705009,0.017045454545454544
2271,436384,881305,0.0
2272,2566862,482930,0.08653846153846154
2273,700167,1537731,0.06878306878306878
2274,222154,324167,0.0
2275,1081527,73691,0.04716981132075472
2276,1881305,165342,0.0023094688221709007
2277,3940839,739070,0.0
2278,2250383,2672744,0.0625
2279,3350186,1532172,0.014084507042253521
2280,4092796,236638,0.06301369863013699
2281,2032728,4511433,0.017475728155339806
2282,4567466,3888327,0.00025619802136297347
2283,2493252,1385768,0.061224489795918366
2284,4200178,1420262,0.0
2285,4851622,870504,0.00023842164868570067
2286,2502204,959090,0.003181336161187699
2287,4758284,4421077,0.004219409282700422
2288,559972,1346324,0.018581081081081082
2289,1773388,4720169,0.07672634271099744
2290,4006795,1139401,0.02537182852143482
2291,2422272,1309117,0.0
2292,4173404,2682506,0.0
2293,914875,1744489,0.0
2294,3728001,304515,0.008379888268156424
2295,4193512,3631256,0.006993006993006993
2296,2680951,1936109,0.002680965147453083
2297,2572375,4350608,0.044897959183673466
2298,35257,2530572,0.0
2299,4104832,2661398,0.05263157894736842
2300,1279839,2612066,0.0
2301,3339792,2937499,0.0
2302,1898689,2719739,0.050314465408805034
2303,2727892,4751012,0.001851851851851852
2304,2580760,3793157,0.010490215856364737
2305,4134783,3191446,0.12844036697247707
2306,706015,2602975,0.09919571045576407
2307,525622,4741695,0.01557632398753894
2308,3671138,1717937,0.006024096385542169
2309,1283175,2948171,0.011627906976744186
2310,1070709,4322668,0.07462686567164178
2311,527595,4207054,0.05647840531561462
2312,2302041,4656243,0.004761904761904762
2313,4360797,137719,0.02466367713004484
2314,3398817,3434082,0.0
2315,1506690,3910111,0.36363636363636365
2316,3614494,3502369,0.023434884499497825
2317,1349189,2366865,0.010421601136901942
2318,1301275,94321,0.0
2319,1069479,247267,0.014084507042253521
2320,3807177,2877205,0.025031289111389236
2321,1862597,3920729,0.03896103896103896
2322,2514684,135449,0.0
2323,617449,3838932,0.004901960784313725
2324,1185995,2643626,0.0021141649048625794
2325,2873116,2616361,0.0006009615384615385
2326,294574,1228771,0.0048
2327,2148641,480189,0.038314176245210725
2328,3748604,979757,0.012552301255230125
2329,3071026,3945013,0.0
2330,3383620,2155849,0.034129692832764506
2331,2299912,3548553,0.0018628912071535022
2332,782564,13751,0.05
2333,2347216,257948,0.0
2334,4342441,3212364,0.051000645577792124
2335,640114,1351240,0.0
2336,2778347,792181,0.0
2337,2869855,3456296,0.07365439093484419
2338,3726678,4123515,0.001384083044982699
2339,118588,4079269,0.041811846689895474
2340,4859244,3239157,0.003355704697986577
2341,3085623,850941,0.010638297872340425
2342,3305455,2909849,0.0
2343,3817784,4631957,0.0
2344,3824282,2715249,0.05128205128205128
2345,857093,2981304,0.0625
2346,1381254,2732610,0.004761904761904762
2347,3566064,3438331,0.00032362459546925567
2348,4832531,4131207,0.0
2349,79755,3859838,0.0033333333333333335
2350,3184222,52336,0.05169340463458111
2351,1309584,3361566,0.007556675062972292
2352,3893222,717806,0.024734982332155476
2353,3784911,1105877,0.0
2354,3689215,4084740,0.14492753623188406
2355,3360062,2602408,0.003003003003003003
2356,3326604,2495090,0.015810276679841896
2357,4787584,74321,0.017909002904162634
2358,3394671,4791480,0.0125
2359,3168447,3809313,0.01569506726457399
2360,4140420,807181,0.0
2361,356989,1099737,0.042352941176470586
2362,1886385,1212380,0.006042296072507553
2363,4189388,1159679,0.0
2364,826539,3309210,0.0182648401826484
2365,285557,3026809,0.002697841726618705
2366,265281,1623272,0.0
2367,1747857,4039674,0.0020964360587002098
2368,1220080,3315892,0.018867924528301886
2369,4583440,3000715,0.010676156583629894
2370,1191090,4323697,0.011764705882352941
2371,654545,3418383,0.0064780088646437094
2372,248435,418892,0.02004008016032064
2373,813682,4847918,0.002846569883290635
2374,4272988,3418996,0.004421518054532056
2375,9182,1910640,0.0
2376,2072559,4069612,0.0
2377,1231556,1965437,0.007788836001730853
2378,621507,600505,0.0
2379,1184795,4466207,0.004482189195564991
2380,992890,3287295,0.028493894165535955
2381,825414,2509345,0.07758620689655173
