0,source,sink,common_neighbour
1191,1434155,4593423,125
1192,4315651,2905649,0
1193,3064744,4544439,0
1194,4034922,2589566,0
1195,2845752,3671414,20
1196,3526944,4061862,3
1197,4376408,732151,0
1198,1949391,2153670,5
1199,654545,2988500,3
1200,4223263,1730211,0
1201,1073493,777566,0
1202,566130,3072002,8
1203,2198631,4151869,1
1204,193805,2692947,3
1205,1076285,3926802,8
1206,3623028,873318,0
1207,1313574,594010,21
1208,4080369,357567,7
1209,3541501,2386108,7
1210,4388455,290600,2
1211,978544,4006430,0
1212,2758155,4793999,0
1213,3148813,4008655,99
1214,886710,2924181,0
1215,4600732,1149539,13
1216,1509450,4095467,0
1217,4572867,1104006,0
1218,4222997,2017471,1
1219,979255,2387274,0
1220,3443847,2887128,1
1221,1514261,2948384,9
1222,4720585,1171375,0
1223,3758681,2083451,26
1224,475690,4597102,4
1225,1333051,3296285,7
1226,4287735,1584619,0
1227,404943,2187723,9
1228,4403473,287108,2
1229,1695500,2846784,7
1230,1164371,237082,1
1231,2560408,4305715,0
1232,185853,1109441,14
1233,4325261,1991267,1
1234,1223102,3696730,2
1235,2819109,242455,0
1236,1535073,4743804,112
1237,762479,2791241,1
1238,4147354,4141931,2
1239,547157,624837,14
1240,4459145,1145009,35
1241,460728,2556091,0
1242,4306404,4760153,23
1243,2739333,4405133,1
1244,3684207,3990211,3
1245,925412,184085,14
1246,3694046,1520254,47
1247,2481712,3463660,0
1248,3089257,428189,0
1249,1896939,1694355,1
1250,2085462,3162560,47
1251,4315155,4288798,0
1252,2939884,2157122,0
1253,2712752,1770518,5
1254,629031,3388216,54
1255,3259802,4582461,3
1256,2870198,4470008,13
1257,2628106,1238203,0
1258,1181282,657511,3
1259,3498717,4516447,0
1260,154714,2622445,1
1261,2261005,4858197,0
1262,3491685,714035,6
1263,1574437,137934,0
1264,2506473,1266825,1
1265,2005701,90125,0
1266,272134,3894567,13
1267,4523563,4529968,8
1268,680757,377629,1
1269,362148,3410967,0
1270,2472584,3513910,60
1271,127619,4234840,2
1272,1301087,3467005,2
1273,2631035,3967228,3
1274,2730650,4519597,0
1275,3392535,3653797,2
1276,775328,1776702,24
1277,2319421,2990704,49
1278,4025298,4761250,1
1279,4054509,4314283,2
1280,4425037,2781628,0
1281,2237222,1192436,12
1282,3336834,3106848,1
1283,2494843,2829288,1
1284,3216710,4324862,0
1285,1038362,4322367,0
1286,3939380,151427,3
1287,3474714,837222,8
1288,2690307,848246,0
1289,4258438,1440232,0
1290,1499536,762056,0
1291,1410000,3198135,17
1292,4079269,890960,0
1293,2761066,724868,2
1294,1445324,4820881,19
1295,2402582,2354103,0
1296,4117461,4607502,5
1297,572226,791325,6
1298,273715,476407,4
1299,1747728,3849492,0
1300,3561052,4007276,58
1301,18331,3593013,0
1302,919215,32933,0
1303,1304820,4276097,1
1304,1525671,1400706,7
1305,3494194,3501344,0
1306,4305360,2759898,1
1307,3473703,1105946,0
1308,4793374,2883450,10
1309,4043495,325891,0
1310,2973142,1374657,8
1311,2290322,4486882,8
1312,2653433,90257,0
1313,4454192,4332029,0
1314,3196935,4053811,6
1315,3824752,2725607,0
1316,1745731,2243983,17
1317,3089513,2403010,9
1318,2735303,622071,0
1319,4559986,3378736,1
1320,3600628,2064607,16
1321,3905067,3393225,0
1322,2096490,1246259,73
1323,3029390,379057,0
1324,1832518,4370950,0
1325,188743,2092812,0
1326,2447113,410275,2
1327,2307937,4048147,5
1328,4690365,1339133,0
1329,3200341,3453522,1
1330,2956147,2501960,32
1331,1227156,3239338,0
1332,3440116,1891147,0
1333,739545,2223912,0
1334,3332801,4155389,14
1335,4630411,726638,17
1336,3292676,2597381,0
1337,4361726,534121,22
1338,3768380,1423570,2
1339,176774,1047789,0
1340,2589604,807761,1
1341,2161208,473130,71
1342,760911,2675321,14
1343,1674134,2435135,4
1344,616538,4161676,1
1345,554768,3078648,74
1346,3214317,1735883,11
1347,4398018,3262683,0
1348,1361880,1744811,6
1349,1223354,4208140,1
1350,2377378,2574560,28
1351,1440901,3482871,35
1352,69444,3789363,0
1353,3248527,364458,39
1354,632892,2607954,0
1355,370983,852119,0
1356,3957402,3989690,46
1357,289215,938763,2
1358,1025283,2977357,47
1359,3930883,1625272,3
1360,1926769,4183382,1
1361,4299096,4188270,23
1362,3238785,2616535,0
1363,1325894,2598896,1
1364,67665,382209,1
1365,3658641,1334501,37
1366,559652,20388,125
1367,1236650,3245665,1
1368,444473,3586386,5
1369,3893485,105683,0
1370,1262578,3434396,0
1371,4487749,4513294,0
1372,4175026,165651,4
1373,456895,3833698,0
1374,4794114,577845,0
1375,3207642,4238096,0
1376,2911256,345296,0
1377,1278054,4085567,3
1378,1577581,4420285,0
1379,1979383,4351306,9
1380,1054015,3135338,8
1381,1093575,781031,0
1382,2795094,3649212,0
1383,1233950,3153504,130
1384,3567284,1497894,17
1385,1710577,1310839,0
1386,2686174,10115,0
1387,3730580,3067078,0
1388,4655510,243176,2
1389,4363166,952893,0
1390,4805386,2662315,3
1391,773004,435747,1
1392,2853045,3350833,11
1393,622386,4563330,1
1394,326452,580398,0
1395,1677331,1950471,2
1396,3696903,4627252,64
1397,993398,3117644,17
1398,3946091,261556,2
1399,3197538,1772038,0
1400,4261799,3995236,0
1401,3892940,1131169,1
1402,528340,2537385,0
1403,712547,1102206,1
1404,4819083,3443517,6
1405,2586529,2971250,0
1406,3144269,3965490,34
1407,1453814,4852987,5
1408,395117,3296710,0
1409,4493888,1975369,1
1410,1677157,4671494,0
1411,4655993,3793690,1
1412,3113932,2656185,0
1413,4565735,1072872,17
1414,1050485,3041739,9
1415,700731,3764731,1
1416,1781994,3511998,0
1417,3660326,1588708,0
1418,4505818,2887963,3
1419,1530855,634165,0
1420,2145365,3777242,8
1421,1629000,3863501,38
1422,1139129,294239,32
1423,4139305,1108809,0
1424,4225437,4674411,0
1425,4454647,225124,0
1426,3446942,3258677,0
1427,292084,2102776,4
1428,1427709,4747550,14
1429,697912,4612494,24
1430,3578545,1604914,0
1431,965813,1277950,0
1432,2522287,3273144,4
1433,2200489,4626853,7
1434,551741,4856114,3
1435,211987,2616242,3
1436,2119957,2608710,0
1437,340456,2305549,0
1438,143652,336189,2
1439,656728,4390738,0
1440,2060035,4104762,8
1441,1869476,2462897,9
1442,884526,3327588,0
1443,4798911,2351301,0
1444,3711007,101762,7
1445,3374895,314924,125
1446,4207706,1840022,3
1447,796367,831156,0
1448,3481117,2900535,6
1449,3316377,4094697,0
1450,922843,2710045,0
1451,976193,3888365,0
1452,54323,3358359,22
1453,3093160,866014,0
1454,1924479,3296013,65
1455,3004134,4307753,3
1456,2839397,2652623,6
1457,2730409,45986,4
1458,1695915,4259826,0
1459,4461572,3036365,1
1460,733542,4853330,0
1461,455141,1838184,0
1462,532578,4796771,0
1463,218953,4117610,1
1464,3716915,1548893,0
1465,3053148,2617372,1
1466,2106673,1599860,1
1467,4190805,1636302,0
1468,3961117,714236,1
1469,1377969,4565646,0
1470,1008703,1852018,7
1471,614504,1799445,0
1472,144710,1125599,0
1473,1069609,986979,0
1474,4003133,4204052,20
1475,2073638,1522373,2
1476,779591,1358385,4
1477,1426916,4448254,7
1478,2338507,696808,0
1479,1919947,3056079,5
1480,216300,857288,0
1481,3998824,2428800,1
1482,3504235,1014927,2
1483,2299421,2077429,157
1484,572208,1306207,0
1485,751949,4753457,2
1486,4459325,349769,1
1487,2021996,1096690,4
1488,4582850,4530690,1
1489,1283175,301577,1
1490,425592,804801,6
1491,2044073,3371037,0
1492,569377,4812681,1
1493,2185449,2828364,11
1494,1412406,4302821,3
1495,4243983,1853961,1
1496,317762,801878,0
1497,983607,1480185,80
1498,3236313,2234069,1
1499,3213568,1682097,0
1500,277167,3471248,0
1501,3835319,1977385,0
1502,3451039,36246,2
1503,660986,101003,4
1504,1997835,1654051,0
1505,1620145,1407969,1
1506,4308422,3686117,0
1507,3703565,4115825,7
1508,2313595,3121459,1
1509,3198069,3383073,0
1510,4109862,4482088,2
1511,63419,1701148,0
1512,2739660,3283164,9
1513,2169549,2208689,2
1514,1450320,1541775,1
1515,4278656,4488598,1
1516,1381293,3720786,0
1517,1548572,2946706,0
1518,2641051,1058048,0
1519,309574,1226975,14
1520,3600303,433609,0
1521,1479553,342516,0
1522,3653599,4169815,0
1523,702070,3353876,15
1524,606562,1963907,2
1525,1601288,3038110,1
1526,2612363,1312254,1
1527,4384646,690657,3
1528,4170044,2449547,1
1529,2787002,2382117,15
1530,3656282,183794,1
1531,4757732,4796773,18
1532,4471609,113182,17
1533,158235,2647536,6
1534,3863062,1245989,347
1535,2369634,2796817,33
1536,4779430,2450275,0
1537,841644,378843,0
1538,2069466,4059533,1
1539,4804968,3347711,0
1540,1119602,598319,11
1541,3200364,1635042,23
1542,641893,142116,2
1543,3649600,1586497,0
1544,3705151,1597846,0
1545,2689691,3967571,0
1546,2324971,252017,33
1547,3855867,4500259,0
1548,4392569,1202817,0
1549,4096612,4409813,2
1550,2157499,3852135,54
1551,2434497,1437980,0
1552,4668030,2634700,26
1553,2913556,3913470,0
1554,830202,1086605,7
1555,4245940,981592,8
1556,4589413,3364546,18
1557,294574,3088440,2
1558,2814017,4445347,4
1559,3533123,3086451,4
1560,3229914,2949033,0
1561,970731,519315,0
1562,4688520,2795159,21
1563,269252,2041783,8
1564,4604264,2264881,0
1565,2722351,3640207,1
1566,4013082,3639154,30
1567,3291892,4597493,12
1568,1367655,803481,0
1569,3169340,327965,0
1570,339567,3863742,19
1571,1983366,2984603,72
1572,4259589,3414182,2
1573,1108548,2216042,6
1574,1337541,2322497,0
1575,1829249,1776000,18
1576,1150506,1371900,1
1577,3798250,1328064,4
1578,4724359,2245972,0
1579,4802205,4060090,1
1580,4533563,1194784,0
1581,2548298,2894167,0
1582,2976480,2265640,0
1583,1140217,2539248,7
1584,1708548,3128487,0
1585,3394276,1828719,0
1586,1336173,1310817,3
1587,2947741,3844365,23
1588,2945223,149736,11
1589,2767192,4337224,2
1590,3590756,2009973,1
1591,2581909,4597942,71
1592,4786573,2444440,4
1593,3333959,1274808,0
1594,585893,1378923,0
1595,1629739,1821613,7
1596,758145,2677010,0
1597,3468777,1065417,16
1598,4217929,3666587,1
1599,1157430,2300708,6
1600,101964,1699954,0
1601,1436505,3795525,8
1602,2347696,2595595,24
1603,2624184,1348594,1
1604,813202,3472025,16
1605,3720321,1026468,0
1606,285390,4757441,0
1607,2753362,4057988,3
1608,3146672,2707096,0
1609,4358141,958601,14
1610,908090,325697,5
1611,1863670,4355015,20
1612,1550064,3302485,0
1613,652476,3793631,5
1614,3900509,334414,1
1615,1974922,3824251,17
1616,2171894,2312075,0
1617,7648,1105233,3
1618,3283833,1886356,11
1619,998253,796021,0
1620,4588320,3982440,5
1621,3492319,3917621,4
1622,558571,3113681,0
1623,1813311,1042307,0
1624,4452445,815993,7
1625,259091,4687278,6
1626,2664082,82340,4
1627,1148355,1142141,15
1628,1486685,2635867,61
1629,1086513,1586234,10
1630,4689344,2803220,0
1631,911669,2442177,0
1632,4109446,2322663,1
1633,440942,3263590,1
1634,4031191,2692426,46
1635,3839027,3509400,6
1636,1604735,1817126,2
1637,3269084,137753,0
1638,1624821,4566668,0
1639,1395639,4467748,9
1640,4392240,4085911,0
1641,3035217,2815228,1
1642,621120,4490886,0
1643,979348,3573012,2
1644,4597942,2408952,2
1645,4490242,4346020,48
1646,4857356,838983,28
1647,1433583,146049,9
1648,4121724,1229401,0
1649,3329198,1801676,3
1650,1922454,2405212,77
1651,331205,570353,14
1652,3178553,2635295,0
1653,4373282,2050610,2
1654,206364,678525,0
1655,1309887,3121740,37
1656,2926583,3282169,0
1657,4105847,3050073,9
1658,2028569,3391808,7
1659,381694,299257,0
1660,366904,3540943,1
1661,3341092,838453,4
1662,4768938,213917,1
1663,4392592,2251789,18
1664,4700777,2492280,4
1665,3019958,2913438,4
1666,953115,338263,21
1667,3431400,1069044,29
1668,191334,3397645,142
1669,1854613,3025335,2
1670,2245414,2926500,28
1671,3096596,1595656,21
1672,3647315,2031809,0
1673,4452360,1798255,0
1674,1055988,2289744,0
1675,4695321,502697,0
1676,1729215,1432887,64
1677,756454,1135187,0
1678,4825117,2791656,13
1679,4095564,1735521,0
1680,453052,555666,0
1681,660102,3217561,11
1682,1314264,2037947,0
1683,4283855,3106235,0
1684,829732,3438447,15
1685,1567106,2392359,4
1686,2568622,4345793,0
1687,847174,720538,7
1688,4810264,3403903,0
1689,4544880,3882701,2
1690,466787,2391386,4
1691,2752758,4350947,2
1692,3033736,4180743,9
1693,1534141,2365633,0
1694,845042,4030437,0
1695,3676081,3959120,0
1696,4787400,821686,2
1697,3990283,3661354,0
1698,17605,505563,0
1699,13751,4421587,1
1700,3492398,1981241,0
1701,4148739,4761195,7
1702,125210,570302,5
1703,2891857,2591738,0
1704,2022832,1130429,26
1705,610208,1513384,5
1706,3318070,606201,1
1707,4148694,2251958,28
1708,2231843,178786,0
1709,4739917,4607148,0
1710,3959639,1973051,0
1711,4669595,3942609,29
1712,3385671,4820082,0
1713,2719963,4302399,0
1714,425140,4144645,1
1715,811736,679375,0
1716,224552,1374319,53
1717,3865877,1895005,44
1718,3749748,1864273,2
1719,1932926,4091993,32
1720,2413519,2739191,53
1721,2887639,2351112,1
1722,1881600,1918826,8
1723,1564261,1707715,7
1724,3383620,3114204,13
1725,1989230,3787881,16
1726,1392717,297879,0
1727,3579607,550309,34
1728,4337184,314924,158
1729,1498781,717384,8
1730,4772392,2426217,10
1731,2569366,2811227,52
1732,1815785,2417200,4
1733,471758,4302865,3
1734,2260742,2734382,15
1735,4415061,3416132,5
1736,2655904,649460,0
1737,2175599,2833722,0
1738,3609793,4595137,0
1739,375041,4290690,1
1740,4675165,601790,0
1741,4256381,3173632,6
1742,1890475,4304551,2
1743,3191384,1342069,17
1744,786633,1561146,1
1745,1464372,1513821,0
1746,1411730,4078738,0
1747,1542411,3288760,4
1748,693550,608504,0
1749,597807,2702066,1
1750,2678495,1754969,0
1751,1075781,4861584,1
1752,4679257,676325,12
1753,1479593,4778717,0
1754,715543,1190849,0
1755,1564470,2728864,1
1756,1761110,1372302,6
1757,1749305,532201,2
1758,3473063,453257,0
1759,2238031,2167783,0
1760,420757,1383958,2
1761,39963,4107823,2
1762,317792,3561262,4
1763,1955823,3652986,9
1764,2866126,3512945,1
1765,1981615,3096828,41
1766,1126100,4651509,7
1767,1746838,2163256,22
1768,1589761,1672121,19
1769,3641679,1888220,3
1770,3644646,655904,0
1771,75278,571370,7
1772,1514802,532005,0
1773,606263,4113203,4
1774,3821504,1164968,0
1775,2271643,744460,9
1776,71051,3135365,5
1777,3207225,2264276,6
1778,1382021,4584115,0
1779,2415668,2497732,1
1780,1658177,4244067,37
1781,2525590,2302024,5
1782,4846491,1957800,52
1783,3198433,3823314,37
1784,1220879,3474208,5
1785,2938250,4639113,35
1786,3052079,1956921,4
1787,4732190,4205082,0
1788,2557232,4004905,1
1789,183960,2918923,0
1790,4113405,606898,0
1791,3209795,2480532,76
1792,2651013,3145551,0
1793,2811239,1424079,5
1794,2825828,4177994,1
1795,491128,3927131,146
1796,4674719,3728872,36
1797,552835,4759522,0
1798,643076,101940,1
1799,604305,1032219,0
1800,1958906,3744413,0
1801,3733752,742195,11
1802,1594321,4625087,0
1803,2911862,3784408,4
1804,349869,2627884,1
1805,651837,4058550,12
1806,954573,2008925,0
1807,4565915,2813261,58
1808,1465907,2324744,0
1809,4472299,1521471,0
1810,4581538,1067585,0
1811,3854337,4422019,0
1812,2584054,775014,16
1813,3852631,3314478,127
1814,1630423,2882556,70
1815,1341966,1540392,14
1816,156140,2340324,1
1817,2871053,427804,2
1818,3487420,647017,5
1819,4643656,3344354,2
1820,1396795,1077087,0
1821,4751399,1980682,0
1822,3433219,2606817,16
1823,3698761,3817973,1
1824,651351,965340,0
1825,116792,4746621,0
1826,4851349,3793469,15
1827,3541658,1279255,1
1828,3721646,621120,27
1829,4528745,2248684,0
1830,2112778,316192,9
1831,1326251,2031436,22
1832,2806721,877557,5
1833,3838303,2223881,11
1834,2363814,2659912,8
1835,1300976,1429102,5
1836,911200,4402869,27
1837,577443,3317934,12
1838,4712508,4863728,0
1839,3027281,551353,6
1840,54650,460554,1
1841,194816,4624000,0
1842,4413981,2620518,0
1843,4223704,4132261,27
1844,4475147,3779460,182
1845,2000270,1508782,0
1846,2579609,13060,2
1847,1994441,4322508,3
1848,2402800,2571618,0
1849,1368123,2205635,0
1850,2607301,2616078,4
1851,3981172,319752,2
1852,3337108,966537,126
1853,3925727,49513,0
1854,4355658,4383159,1
1855,1053284,3420607,0
1856,3278182,3593261,11
1857,4562839,3588368,1
1858,11382,4090004,0
1859,873234,478223,6
1860,2665930,3201769,0
1861,1327147,726135,0
1862,4074547,2309358,0
1863,1298087,4530678,84
1864,2506906,4594495,0
1865,2368011,1910808,26
1866,4589904,3332036,3
1867,1327726,1118381,23
1868,3056912,3145991,6
1869,1471887,2903733,0
1870,4338398,13205,0
1871,4492909,4131105,0
1872,2148641,4595137,1
1873,3971074,703386,0
1874,892624,2299269,91
1875,1322684,4403612,2
1876,3370067,615287,0
1877,3458832,4692905,1
1878,1249542,273881,0
1879,1681099,4334809,1
1880,4518416,99929,2
1881,2661137,972491,1
1882,1310018,1561441,25
1883,2895223,1124558,0
1884,2636592,2664795,0
1885,4787702,3377747,1
1886,4494681,2715756,0
1887,619552,865515,2
1888,2172433,1885045,0
1889,995638,2582486,8
1890,4420255,54157,0
1891,4079340,303517,0
1892,2890110,1502867,0
1893,3644551,1776703,10
1894,4809745,1181373,26
1895,4583413,77641,3
1896,4787857,1488238,0
1897,3645574,1560542,0
1898,2058071,4084063,0
1899,2606444,2701313,132
1900,1607095,1480497,0
1901,3231393,4651578,0
1902,3287996,2553811,0
1903,3142808,1776900,5
1904,123691,2655328,4
1905,4750696,361098,8
1906,1551800,1103366,0
1907,1782783,4078473,7
1908,4333506,4342717,6
1909,2760117,4554989,12
1910,2791981,2833751,98
1911,1587881,6364,0
1912,2932022,2293392,0
1913,2126605,6993,0
1914,2307585,4334486,9
1915,1419142,1312108,4
1916,1481222,368896,0
1917,826234,2402159,100
1918,3792997,3552185,3
1919,1676412,3763328,22
1920,599191,4727735,4
1921,1918795,580211,1
1922,3401659,4743417,15
1923,2585410,1433994,1
1924,2461372,226721,1
1925,500201,323760,0
1926,3042280,3992147,6
1927,812338,2053308,2
1928,4442302,4771880,0
1929,1596155,959021,1
1930,1450153,4522901,0
1931,3083369,4586599,0
1932,4815111,1432601,8
1933,4298943,4586468,55
1934,4135447,4851085,0
1935,3353466,4294640,47
1936,691232,401008,2
1937,2803469,1823430,1
1938,3869568,1608239,0
1939,1395530,4517152,0
1940,4026923,12423,0
1941,3560845,3289985,0
1942,2089379,163021,26
1943,2762481,1995073,15
1944,3079359,4074179,2
1945,261562,3418707,61
1946,2436439,260826,0
1947,2795446,1237846,0
1948,1497370,239765,3
1949,742548,1910658,0
1950,3510459,3199855,0
1951,113182,3410823,1
1952,1771597,3195222,0
1953,4910,2882216,0
1954,3716495,76607,5
1955,3772598,877100,0
1956,878959,367410,2
1957,1848218,1725177,0
1958,1914584,1103581,6
1959,821120,4561588,4
1960,785893,946768,0
1961,4822389,4387818,6
1962,4348238,991193,1
1963,306334,975007,0
1964,434593,64001,0
1965,3275002,1005459,0
1966,701764,3193834,5
1967,3991988,4003532,0
1968,3928545,2277157,2
1969,4066452,2534272,1
1970,1776036,4742630,9
1971,3492763,4771141,2
1972,2018936,163021,2
1973,4747431,3823314,24
1974,2833239,1568315,3
1975,243018,3557617,3
1976,951929,2631245,9
1977,2476925,208465,0
1978,630604,3190741,0
1979,671895,2457054,0
1980,2220766,4084740,8
1981,1270278,2941537,6
1982,3532343,3627773,0
1983,3131854,1027488,5
1984,90690,1457589,0
1985,914875,1990908,0
1986,408123,1696091,0
1987,443904,4737571,15
1988,3080022,947544,0
1989,1423553,1525727,1
1990,3578368,159177,0
1991,424411,3625439,2
1992,729364,1905523,3
1993,1836328,3815840,0
1994,3001970,3578789,20
1995,1909985,1139895,11
1996,2361218,4135197,93
1997,4418968,4395510,51
1998,3742712,2221607,0
1999,695432,253467,0
2000,987119,567045,0
