0,source,sink,local_path
4996,4303893,555557,0.0
4997,2320074,4765691,0.0
4998,1623858,4403652,0.0
4999,1211691,4671378,0.0
5000,2204153,247326,0.0
5001,2911266,42087,0.0
5002,645362,3323685,0.0
5003,3548515,1399090,0.0
5004,4644056,4628125,0.0
5005,4735200,4585839,0.0
5006,1212544,3811815,0.0
5007,4502894,2976471,0.0
5008,4659379,1012194,0.0
5009,2669105,4243858,0.0
5010,4425965,1949346,1.0
5011,1760304,48553,0.0
5012,690794,1721688,1.0
5013,987778,3808237,0.0
5014,4661792,2279138,0.0
5015,2728095,2822391,0.0
5016,2150635,2390064,0.0
5017,2924329,1573653,0.0
5018,1710110,2609192,0.0
5019,4612660,1757947,0.0
5020,3858608,3041788,0.0
5021,944368,228022,0.0
5022,3321105,590198,0.0
5023,205333,282008,0.0
5024,1258134,664941,0.0
5025,1404848,2119549,0.0
5026,1477951,4409187,0.0
5027,1609018,1765340,0.0
5028,721665,1781948,0.0
5029,3254514,584597,0.0
5030,3568665,9026,0.0
5031,1221858,1643433,0.0
5032,3855627,2431342,0.0
5033,3183925,2124815,0.0
5034,2336035,247274,0.0
5035,3370868,3334362,0.0
5036,1717638,4280134,0.0
5037,2314032,4020302,0.0
5038,1161579,2033841,0.0
5039,3289560,2464210,1.0
5040,315837,2596600,0.0
5041,2986125,4290528,0.0
5042,3325839,2456804,0.0
5043,824356,3627864,0.0
5044,739881,1279986,0.0
5045,3739594,1502380,0.0
5046,4803636,4589653,0.0
5047,2860883,3658461,1.0
5048,1606513,1362655,0.0
5049,1115180,2359140,0.0
5050,4223193,1612786,0.0
5051,4052582,2471228,0.0
5052,689822,4550936,1.0
5053,2254682,551376,0.0
5054,2725733,2643046,0.0
5055,1950495,882333,0.0
5056,4000891,781263,0.0
5057,2542598,80640,0.0
5058,496188,918849,0.0
5059,2143505,4406385,0.0
5060,3005125,4492871,0.0
5061,754349,398120,0.0
5062,1643823,1643311,0.0
5063,4534979,4746257,0.0
5064,901563,71594,0.0
5065,4180910,2751103,0.0
5066,1462470,2579794,0.0
5067,4764505,1025807,0.0
5068,4852252,862877,0.0
5069,1697481,4375824,0.0
5070,1818587,1871586,0.0
5071,1581022,4575024,1.0
5072,3667565,2547224,0.0
5073,4503914,3394065,0.0
5074,299469,1098519,0.0
5075,1067065,4584528,0.0
5076,3037505,1152597,0.0
5077,4232917,596817,0.0
5078,3182827,747085,0.0
5079,3576962,700121,1.0
5080,3672193,4076164,0.0
5081,1848529,2894761,0.0
5082,4842018,3332034,0.0
5083,4627598,4435362,0.0
5084,986171,1005494,0.0
5085,2522514,2778433,0.0
5086,324162,652948,0.0
5087,2317869,1925499,0.0
5088,1211111,2654350,0.0
5089,4124940,310004,0.0
5090,2246218,3568846,0.0
5091,4699086,2532303,1.0
5092,804165,2701844,0.0
5093,1233949,3253170,0.0
5094,1491674,1842891,1.0
5095,1421000,2466245,0.0
5096,4055075,3714232,0.0
5097,3653633,2180318,0.0
5098,4844165,1497987,0.0
5099,3636431,4048139,0.0
5100,3284863,909137,0.0
5101,1241658,3325889,0.0
5102,1659482,4840752,0.0
5103,3751571,2627983,0.0
5104,1761624,287942,0.0
5105,555029,2542997,0.0
5106,4846846,1676092,0.0
5107,4478259,1714036,0.0
5108,3370373,3735455,0.0
5109,1742688,1386811,0.0
5110,3572129,3753354,0.0
5111,3902811,3756334,0.0
5112,341394,2863246,0.0
5113,3482551,4737537,0.0
5114,3761352,1478345,0.0
5115,3989626,1953913,0.0
5116,4718859,13394,0.0
5117,3295229,2021836,0.0
5118,3015605,723484,0.0
5119,1993460,2714509,0.0
5120,2561778,2493972,0.0
5121,4276821,55341,0.0
5122,851079,3046094,1.0
5123,3023406,1258254,0.0
5124,1830488,4517903,0.0
5125,2293083,130166,0.0
5126,1598115,2551714,0.0
5127,256178,2811378,0.0
5128,1601459,1936042,1.0
5129,1158840,464357,0.0
5130,2407601,885259,0.0
5131,1645373,3160126,0.0
5132,79511,3386509,1.0
5133,4137483,2673805,0.0
5134,2593129,2110469,0.0
5135,2548368,2577481,0.0
5136,2118770,1171316,0.0
5137,2754758,1128377,0.0
5138,3850048,3544707,0.0
5139,2525715,2262349,0.0
5140,2375388,993506,0.0
5141,532253,1206468,0.0
5142,2748901,729204,0.0
5143,3172858,2260623,0.0
5144,822360,1203673,0.0
5145,3692446,3669923,0.0
5146,339326,529657,0.0
5147,2847758,892767,0.0
5148,3302972,710203,0.0
5149,1717935,3418107,0.0
5150,1993193,4681442,0.0
5151,2475360,3533297,0.0
5152,4773619,405223,0.0
5153,107728,2108748,0.0
5154,927216,60436,0.0
5155,4774220,693023,0.0
5156,1657763,933881,0.0
5157,1192454,3653981,0.0
5158,4573368,1848957,1.0
5159,2941815,1647225,0.0
5160,917521,3169847,0.0
5161,1856774,373237,0.0
5162,3174048,1023312,0.0
5163,2561964,3997484,0.0
5164,1473721,4531366,0.0
5165,4529192,3089963,0.0
5166,4663388,2371962,0.0
5167,2557180,2352450,0.0
5168,4254992,3283839,1.0
5169,1349815,1561891,0.0
5170,419665,3593459,0.0
5171,1885517,3941167,0.0
5172,1207763,421901,0.0
5173,432748,4335790,0.0
5174,1506307,3860932,0.0
5175,3393956,1347302,0.0
5176,1627984,1067532,0.0
5177,3303664,2925846,0.0
5178,1705618,3379886,0.0
5179,2940213,2784011,0.0
5180,2549111,816236,0.0
5181,1581169,4771637,1.0
5182,2815267,3985825,0.0
5183,4769858,2132120,0.0
5184,3076780,2696462,0.0
5185,3374564,4806732,0.0
5186,4858072,1263481,1.0
5187,477981,964562,0.0
5188,2094929,1234942,0.0
5189,4593104,4845639,0.0
5190,2579175,3075340,0.0
5191,4341522,1628916,0.0
5192,4604110,1942742,0.0
5193,1898667,1072445,0.0
5194,2538791,1069196,0.0
5195,2285042,1521285,0.0
5196,4788905,1260638,0.0
5197,2899066,3956188,0.0
5198,4535140,4031972,0.0
5199,166038,3067158,0.0
5200,117864,1577023,0.0
5201,4176169,960043,0.0
5202,3539463,2782782,0.0
5203,65975,1594152,0.0
5204,1662150,546787,0.0
5205,2089073,1791381,0.0
5206,383663,4180271,0.0
5207,208733,4057668,0.0
5208,4464901,4386120,0.0
5209,3064716,732900,0.0
5210,43693,1306750,0.0
5211,3484599,2832517,0.0
5212,1388938,4388801,0.0
5213,3139306,2584825,0.0
5214,888096,3501214,0.0
5215,3675435,3344466,0.0
5216,365598,4247239,1.0
5217,3725507,4361836,0.0
5218,4863556,2593395,0.0
5219,4000068,1548639,0.0
5220,2684440,3494897,0.0
5221,3264521,2043919,0.0
5222,1109346,3423340,0.0
5223,1586718,4605135,0.0
5224,1919007,931187,0.0
5225,300390,332879,0.0
5226,4812552,3306426,0.0
5227,3627817,2810751,0.0
5228,4788370,840675,0.0
5229,2226725,202397,0.0
5230,486159,4479988,0.0
5231,4820355,4422265,0.0
5232,1140665,753248,0.0
5233,2342794,4571249,0.0
5234,3220626,4062652,0.0
5235,3755507,1178881,0.0
5236,2228969,1189320,0.0
5237,928028,3891653,0.0
5238,1976725,1824417,0.0
5239,3889399,691250,0.0
5240,4741705,2979915,0.0
5241,1711493,1052349,0.0
5242,2618840,3899787,0.0
5243,4853509,3621019,0.0
5244,1425617,2395672,0.0
5245,1250474,3488822,1.0
5246,3221134,447538,0.0
5247,2313562,4532277,0.0
5248,382572,2644381,0.0
5249,2388469,3619710,0.0
5250,4338636,3597198,0.0
5251,771423,4247354,0.0
5252,1053307,1667459,0.0
5253,3222593,4633729,0.0
5254,4590949,2217415,0.0
5255,4734010,3648528,0.0
5256,3539142,2790038,0.0
5257,1075301,1119329,0.0
5258,3446259,4720556,0.0
5259,1521595,2265315,0.0
5260,2950828,4854613,0.0
5261,1102198,719301,0.0
5262,4336328,3594329,0.0
5263,4856906,923300,0.0
5264,1923684,3038930,0.0
5265,158967,3534810,1.0
5266,1533108,3139115,0.0
5267,249815,288784,0.0
5268,1572138,4322315,0.0
5269,3131025,2031113,2.0
5270,4743936,4573532,1.0
5271,3609070,1098236,0.0
5272,4619207,3169979,0.0
5273,1364429,1316604,0.0
5274,2325511,3024554,0.0
5275,527249,302805,0.0
5276,2202526,658743,0.0
5277,458944,4139744,0.0
5278,2475131,2087557,1.0
5279,4388216,1048064,0.0
5280,2977124,2848821,0.0
5281,674812,1612043,0.0
5282,3109195,2406647,0.0
5283,3873846,1904515,0.0
5284,3076954,4382463,0.0
5285,185921,303459,0.0
5286,3184067,1948451,0.0
5287,1079609,1279640,0.0
5288,3693638,4753235,0.0
5289,1014284,43312,0.0
5290,2145665,2337830,0.0
5291,2484678,3960106,0.0
5292,1945428,3558325,0.0
5293,3066901,2354739,0.0
5294,4076130,2090973,0.0
5295,3062,2149162,0.0
5296,1195328,2120515,0.0
5297,1435262,2032035,0.0
5298,1858030,4527168,0.0
5299,4446401,1998722,0.0
5300,4553041,2717124,0.0
5301,4429921,209242,0.0
5302,2626479,4798408,0.0
5303,1099533,4761334,1.0
5304,2599776,1222450,0.0
5305,3325927,1995178,0.0
5306,3808905,2891508,0.0
5307,125414,585765,0.0
5308,2625485,1075828,0.0
5309,140605,568620,0.0
5310,2203797,65394,0.0
5311,1970267,2109527,0.0
5312,2359497,4297090,0.0
5313,4234718,2862493,0.0
5314,3798521,3465923,0.0
5315,3428440,2554336,0.0
5316,3429027,2460217,0.0
5317,3547802,299153,0.0
5318,2183640,4466691,0.0
5319,864408,2053358,0.0
5320,3445512,1133973,0.0
5321,3193443,217539,0.0
5322,2548788,3526924,0.0
5323,3021428,4336590,0.0
5324,2929678,1962625,0.0
5325,1462965,1970401,0.0
5326,568701,1707837,0.0
5327,3357348,4522984,0.0
5328,1217185,65151,0.0
5329,4062291,2299946,0.0
5330,4404960,3071138,0.0
5331,1757865,1930035,0.0
5332,3303234,3176284,0.0
5333,768564,523924,0.0
5334,2888542,4680326,0.0
5335,4598734,2944994,0.0
5336,631365,2225118,0.0
5337,2625167,1645068,0.0
5338,1207318,2043196,0.0
5339,173337,1783613,0.0
5340,4797615,3976182,0.0
5341,3490417,2173980,0.0
5342,3825222,2596552,0.0
5343,700674,4315034,0.0
5344,1787132,1507218,0.0
5345,2732841,1523420,0.0
5346,3189704,4658513,0.0
5347,67478,3147808,0.0
5348,3035832,261397,1.0
5349,1024045,1999134,0.0
5350,2307343,3748980,0.0
5351,1215868,414813,1.0
5352,3630449,1480779,0.0
5353,1739243,3081564,0.0
5354,30815,2972331,0.0
5355,3987952,3613219,0.0
5356,1232439,3862450,0.0
5357,2969602,46446,0.0
5358,4686965,1983170,0.0
5359,3229002,4510937,0.0
5360,519262,3384934,0.0
5361,4802291,4587042,0.0
5362,1251729,1012249,0.0
5363,2845675,1765806,0.0
5364,2436487,4466047,0.0
5365,162123,2793876,0.0
5366,1845709,154003,0.0
5367,4359109,4645247,0.0
5368,3417188,454439,0.0
5369,2427679,3805264,0.0
5370,2283907,3117995,0.0
5371,221323,2663952,0.0
5372,2041759,3926450,0.0
5373,698009,2746616,0.0
5374,896103,2481076,1.0
5375,455634,2689828,0.0
5376,3238475,3301811,0.0
5377,1506845,934290,0.0
5378,1074196,2609234,0.0
5379,2540508,1947206,0.0
5380,3696944,4581863,0.0
5381,2992490,4433302,0.0
5382,4235907,854288,0.0
5383,70988,41948,0.0
5384,2664634,1154430,0.0
5385,4462471,1286680,0.0
5386,2084609,3022427,0.0
5387,2088752,1757594,0.0
5388,4176177,2499149,0.0
5389,3369221,2470084,0.0
5390,4210005,965011,0.0
5391,3066242,1077986,1.0
5392,1435743,1720274,0.0
5393,2023371,2244847,0.0
5394,4688176,2201537,0.0
5395,1309052,1249088,0.0
5396,3890487,4184778,0.0
5397,3240648,2593873,0.0
5398,1485520,4680657,0.0
5399,1193438,2968173,0.0
5400,3560860,4500646,0.0
5401,4142576,3926461,0.0
5402,3956126,4092868,0.0
5403,1243447,3534679,0.0
5404,1197921,1737125,0.0
5405,1704397,3713835,1.0
5406,2004730,3628372,0.0
5407,1257707,503558,1.0
5408,309507,4097565,0.0
5409,4636305,1344139,0.0
5410,2992696,859963,0.0
5411,3661919,2820951,0.0
5412,4038261,3945215,0.0
5413,968883,2954401,0.0
5414,1949291,434135,0.0
5415,4767220,3652939,0.0
5416,3911311,515867,0.0
5417,1642551,3359492,0.0
5418,2013716,1155014,0.0
5419,4360561,2648897,0.0
5420,841237,428375,0.0
5421,1537164,3201527,0.0
5422,4817407,4100856,0.0
5423,4662961,3641388,0.0
5424,2696941,2026651,0.0
5425,3731904,1865364,0.0
5426,2012735,301936,0.0
5427,3596085,4315167,0.0
5428,2534201,3161839,0.0
5429,3688491,3588345,0.0
5430,39317,4332309,0.0
5431,35215,527849,0.0
5432,4085205,2354169,0.0
5433,2584873,2766192,0.0
5434,1840622,2426731,0.0
5435,2820159,3449240,0.0
5436,4308559,3823389,0.0
5437,523793,1079243,0.0
5438,2319711,4098176,0.0
5439,1432081,3218303,0.0
5440,4855979,4277863,0.0
5441,2350827,1232167,0.0
5442,672749,390812,0.0
5443,286721,1424130,0.0
5444,502599,3157738,0.0
5445,2282296,1812835,0.0
5446,221153,509520,0.0
5447,2326017,2792628,0.0
5448,3313200,108135,0.0
5449,2023206,4574045,0.0
5450,3392151,1779144,0.0
5451,3282018,787604,0.0
5452,2187867,279826,0.0
5453,1011188,673859,0.0
5454,113460,3582328,1.0
5455,3132852,4561355,0.0
5456,1381909,3553241,0.0
5457,3242722,3043988,0.0
5458,4068439,1379201,0.0
5459,4219947,3602519,0.0
5460,403336,3045461,0.0
5461,4539935,92525,0.0
5462,2742686,2433845,0.0
5463,3355063,3198197,0.0
5464,2825696,3073959,0.0
5465,438389,2369204,1.0
5466,3323259,2099789,0.0
5467,2201486,3231587,0.0
5468,1594266,1888618,0.0
5469,322439,4355281,0.0
5470,1819214,578587,0.0
5471,2165640,2909918,0.0
5472,1361698,1981180,0.0
5473,3787009,3044832,0.0
5474,371391,2016163,0.0
5475,1117227,1381100,1.0
5476,2205515,4153691,0.0
5477,2368165,129589,0.0
5478,1167777,2352042,0.0
5479,3943855,1251986,0.0
5480,4305895,223660,0.0
5481,4433065,4438460,0.0
5482,36170,186110,0.0
5483,1498716,1539917,0.0
5484,2887373,4617002,0.0
5485,3956363,2762641,0.0
5486,1117823,1133394,0.0
5487,4804429,4292648,0.0
5488,2034604,2137878,0.0
5489,343704,653507,0.0
5490,4345046,508797,0.0
5491,3936894,139073,0.0
5492,4848161,4748871,0.0
5493,3840953,681642,0.0
5494,3121787,4161352,0.0
5495,3612086,2965976,0.0
5496,1586544,1341257,0.0
5497,3380707,2473946,0.0
5498,4579567,3536771,0.0
5499,2533535,2767445,0.0
5500,1949773,4258881,0.0
5501,2478428,4697263,0.0
5502,882041,935076,0.0
5503,3221162,4476973,0.0
5504,1355134,2726221,0.0
5505,337811,1100007,0.0
5506,644239,1273211,0.0
5507,3635475,1883474,0.0
5508,2134067,3054160,0.0
5509,850696,1081673,0.0
5510,983079,1104836,0.0
5511,1671608,3843863,0.0
5512,1132141,359384,0.0
5513,4034711,473866,0.0
5514,2241041,3482124,0.0
5515,4365079,3929446,0.0
5516,1468871,892442,0.0
5517,2299553,2803914,0.0
5518,1990708,1967535,0.0
5519,4198755,436587,1.0
5520,3212515,1523005,0.0
5521,649131,3382220,1.0
5522,3880076,140869,0.0
5523,4571066,3696520,0.0
5524,385356,2573562,0.0
5525,4543069,3401896,0.0
5526,4816752,4720052,0.0
5527,703011,3908578,0.0
5528,932502,659461,0.0
5529,2053154,892115,0.0
5530,684137,3448857,0.0
5531,145153,1230286,0.0
5532,2089763,1250076,1.0
5533,4387175,2650135,0.0
5534,1130053,362068,0.0
5535,3159115,2334104,0.0
5536,2644750,1036519,0.0
5537,4204759,2496066,0.0
5538,3121978,1767826,1.0
5539,404614,3472416,0.0
5540,3647328,2125950,0.0
5541,761642,2604450,0.0
5542,671117,1026993,0.0
5543,3242951,55605,0.0
5544,3483474,2021000,1.0
5545,4073242,2388010,0.0
5546,4167254,1902397,0.0
5547,3404310,4010864,1.0
5548,4139951,421599,0.0
5549,1490229,4190018,0.0
5550,3401940,4262854,0.0
5551,99276,282657,0.0
5552,1430185,1432645,0.0
5553,4135578,1114052,0.0
5554,1012882,2785140,0.0
5555,4325697,4337196,0.0
5556,4316357,4063831,0.0
5557,3985433,184306,0.0
5558,4342270,4684282,0.0
5559,2882248,2258296,0.0
5560,487618,3772242,0.0
5561,2069309,1234355,0.0
5562,642113,3534330,0.0
5563,1490579,1679777,0.0
5564,4302645,3636399,0.0
5565,2804468,2081011,0.0
5566,2315538,3819552,0.0
5567,4178938,882228,0.0
5568,3566779,3167501,0.0
5569,4812307,4117982,0.0
5570,4828636,1013766,0.0
5571,2715516,3315625,0.0
5572,2904420,1495776,0.0
5573,4777830,4191058,0.0
5574,785639,1061645,0.0
5575,4119741,1184153,0.0
5576,444475,1353272,0.0
5577,727331,3599667,0.0
5578,3180050,123327,0.0
5579,693618,1412576,0.0
5580,1006202,4752008,1.0
5581,1353674,3680756,0.0
5582,3900393,4609369,0.0
5583,1557585,4226470,0.0
5584,4564778,2911340,0.0
5585,1720179,4055730,0.0
5586,2113556,1322190,0.0
5587,2606987,415165,0.0
5588,302932,2373788,0.0
5589,4373749,3118584,0.0
5590,1545639,116398,2.0
5591,4861968,882682,1.0
5592,4447454,1319522,0.0
5593,2519881,4311715,0.0
5594,514683,1685982,0.0
5595,4262635,221567,1.0
5596,2293708,2393566,0.0
5597,533065,3748930,0.0
5598,2183498,2745749,0.0
5599,4583007,4550391,0.0
5600,451577,3184287,1.0
5601,4029322,2296419,0.0
5602,952565,2902525,0.0
5603,3021839,810720,0.0
5604,1081575,80380,0.0
5605,2097861,1872247,0.0
5606,3209881,2918748,0.0
5607,4263249,4765416,0.0
5608,4132368,3610954,0.0
5609,2899687,2728778,0.0
5610,4859668,4287269,0.0
5611,1525257,2666041,0.0
5612,1380257,1269449,0.0
5613,3645640,3495291,0.0
5614,194983,2061373,0.0
5615,4461570,359545,0.0
5616,4472405,3673478,0.0
5617,2009482,3364451,0.0
5618,1960575,2387939,1.0
5619,1663774,60607,0.0
5620,4000135,1568039,0.0
5621,49020,1272867,0.0
5622,2362196,905560,0.0
5623,2110080,2306133,0.0
5624,4349949,360911,0.0
5625,1278745,2892493,0.0
5626,4180431,1422666,0.0
5627,4845388,922765,0.0
5628,2101699,367318,1.0
5629,1852137,3332982,0.0
5630,1312807,1612000,0.0
5631,3817201,4829271,1.0
5632,3031127,781700,0.0
5633,3641204,2918532,0.0
5634,4468412,1470297,0.0
5635,4390135,4760098,0.0
5636,4867057,1641665,0.0
5637,4782805,4290298,0.0
5638,3433781,613639,0.0
5639,3880070,2775855,0.0
5640,1834956,2903629,0.0
5641,3294618,1545129,0.0
5642,3143204,817577,1.0
5643,3056824,2489283,0.0
5644,4782985,757349,0.0
5645,361005,3599247,0.0
5646,2601553,607081,1.0
5647,4343199,2382069,0.0
5648,483945,3864983,0.0
5649,806132,1280608,0.0
5650,265244,1231847,0.0
5651,1762796,2533776,0.0
5652,3114172,1416245,0.0
5653,2891577,3530225,0.0
5654,1685759,3206576,2.0
5655,2382349,2962068,1.0
5656,840695,3875087,0.0
5657,4604570,679946,0.0
5658,1487416,1924220,0.0
5659,3754088,4726833,0.0
5660,2691834,3354958,0.0
5661,2620009,4362899,0.0
5662,517930,3178618,0.0
5663,4363854,145602,0.0
5664,1349704,867657,0.0
5665,379368,3304884,0.0
5666,1904365,2453141,0.0
5667,4137992,1504968,0.0
5668,4619661,2251887,0.0
5669,2967281,289076,0.0
5670,1727467,622026,1.0
5671,140180,1709167,0.0
5672,1711872,205294,0.0
5673,3765111,544859,0.0
5674,4537390,2266630,0.0
5675,3355106,1369701,0.0
5676,2531730,3268665,0.0
5677,3795894,1657746,1.0
5678,218390,50079,0.0
5679,2640149,1614290,0.0
5680,3357416,3913647,0.0
5681,1878619,280302,0.0
5682,3920572,1840626,1.0
5683,3849604,2234118,0.0
5684,3725592,2265305,0.0
5685,3778230,859001,0.0
5686,3967635,2396257,1.0
5687,3228130,2763911,0.0
5688,1437088,4815984,0.0
5689,2719325,276380,0.0
5690,4136479,3101635,0.0
5691,4542735,3634738,0.0
5692,1969210,1741770,0.0
5693,590107,2251630,0.0
5694,1149318,1464704,0.0
5695,895132,3241320,0.0
5696,3978571,1434317,0.0
5697,73281,1890349,0.0
5698,3435893,1951165,0.0
5699,3706746,513931,0.0
5700,4787884,1599485,0.0
5701,286464,4289989,0.0
5702,1894533,3508977,0.0
5703,843917,2872662,0.0
5704,4306202,2842220,0.0
5705,2226826,3901298,0.0
5706,2267043,1204947,0.0
5707,4548446,3913437,0.0
5708,185615,3532146,0.0
5709,342476,1915424,0.0
5710,2952294,966675,0.0
5711,488532,3352576,0.0
5712,414583,213644,0.0
5713,1620739,2643355,0.0
5714,4459630,1974834,0.0
5715,1867606,4731879,0.0
5716,490655,1975085,0.0
5717,2839274,3302966,0.0
5718,4114892,2723805,1.0
5719,2318501,4392225,0.0
5720,4742338,1340193,0.0
5721,1403696,2657224,0.0
5722,4134073,530310,0.0
5723,3971087,3448225,0.0
5724,843540,763424,0.0
5725,4498644,4324021,0.0
5726,2352304,264793,0.0
5727,2681114,2691774,0.0
5728,2909334,2235551,0.0
5729,2108214,3455944,0.0
5730,4613652,3034096,0.0
5731,1134013,1929700,0.0
5732,3383406,38392,0.0
5733,1114775,4362847,0.0
5734,2137432,1142042,1.0
5735,3273599,2724405,0.0
5736,960753,3036451,0.0
5737,1083344,1002809,0.0
5738,3646479,2696052,0.0
5739,1484630,2463263,0.0
5740,3557438,528697,0.0
5741,1159623,3340900,0.0
5742,1103287,4641963,0.0
5743,193244,4252092,0.0
5744,3099472,539387,0.0
5745,4843122,2495764,0.0
5746,3119591,4069718,0.0
5747,4634728,951185,1.0
5748,956643,3662554,0.0
5749,2005612,3866794,0.0
5750,4004812,1444329,0.0
5751,3777329,1830962,1.0
5752,467680,1628476,0.0
5753,3380387,4324962,0.0
5754,4066923,4165922,0.0
5755,3175544,3851641,0.0
5756,4130897,3934652,0.0
5757,1165227,162480,0.0
5758,3778524,627912,0.0
5759,599780,2415318,0.0
5760,4782702,1648864,0.0
5761,3404900,4270512,0.0
5762,3195022,3533243,0.0
5763,3948514,4172052,0.0
5764,3968226,697827,0.0
5765,4250308,4594824,1.0
5766,899692,4667870,0.0
5767,3733526,699089,0.0
5768,1959423,2392844,0.0
5769,2074233,2097328,0.0
5770,3941649,726091,0.0
5771,4701884,40594,0.0
5772,1781580,4112825,0.0
5773,53138,1734884,0.0
5774,1750,732286,0.0
5775,3523557,374633,0.0
5776,3680364,4545293,0.0
5777,4654,2589337,1.0
5778,2484621,3183760,0.0
5779,1122006,4185668,0.0
5780,1775838,1207342,0.0
5781,886938,1528782,0.0
5782,7482,1678273,0.0
5783,1859068,3781959,0.0
5784,1529058,3840339,0.0
5785,2359635,842303,0.0
5786,1466718,1763960,1.0
5787,2771765,4650170,0.0
5788,2283642,2203400,0.0
5789,4178886,2932729,0.0
5790,3586947,546380,0.0
5791,2632089,4416953,0.0
5792,4023275,107727,0.0
5793,4528594,3005808,0.0
5794,112072,4347638,0.0
5795,2063294,2658442,0.0
5796,4608569,1665652,0.0
5797,2959928,4665125,0.0
5798,2580444,4130016,0.0
5799,200787,1083262,0.0
5800,1486860,4730412,0.0
5801,2264932,91800,0.0
5802,897848,3361228,0.0
5803,4143914,143957,0.0
5804,896714,2230953,0.0
5805,1005343,3849322,0.0
5806,1224152,81493,1.0
5807,4022328,418643,0.0
5808,3358717,2049683,0.0
5809,228630,4409351,0.0
5810,1818070,3305730,0.0
5811,3073432,622038,0.0
5812,3347189,2305755,0.0
5813,3273667,3702302,0.0
5814,1685911,813327,0.0
5815,3893942,3772291,0.0
5816,897002,1448319,0.0
5817,4387514,4119660,0.0
5818,3762426,3418516,0.0
5819,902937,4241804,0.0
5820,2049889,81337,0.0
5821,202083,901802,0.0
5822,1749864,3299254,0.0
5823,1756173,1573509,0.0
5824,4286917,1009547,0.0
5825,3331069,655594,0.0
5826,417249,2763738,0.0
5827,1931019,3851420,0.0
5828,264493,1645144,0.0
5829,276530,539724,0.0
5830,2104547,775657,0.0
5831,4296610,750962,0.0
5832,3900782,1164590,1.0
5833,1249761,4547883,0.0
5834,4262535,2504374,0.0
5835,2104780,929374,0.0
5836,687336,4307923,0.0
5837,4249621,1416518,0.0
5838,4652058,186512,0.0
5839,4766410,3488667,0.0
5840,2832509,2567154,0.0
5841,4261615,4272133,0.0
5842,801988,1594985,0.0
5843,4677363,2251967,0.0
5844,95579,947257,0.0
5845,192789,4804058,0.0
5846,1865746,1328109,0.0
5847,1022280,2895334,0.0
5848,506441,3411153,0.0
5849,1524983,920858,1.0
5850,3469080,1920132,1.0
5851,41890,1140421,0.0
5852,4076807,1980884,0.0
5853,221295,297407,0.0
5854,1622012,4214169,0.0
5855,3006462,3748686,0.0
5856,4748198,2934108,0.0
5857,1377573,1339907,0.0
5858,575228,3592634,0.0
5859,371,2343637,0.0
5860,2644920,3752301,0.0
5861,947731,2897106,1.0
5862,3064495,367417,0.0
5863,2523089,3168732,0.0
5864,520208,111507,0.0
5865,3469906,2750328,0.0
5866,1046467,160424,0.0
5867,3637202,4359986,0.0
5868,4489428,244067,0.0
5869,2119403,3430314,0.0
5870,3315263,372562,0.0
5871,947598,896571,0.0
5872,1024770,905924,0.0
5873,1210625,1044844,0.0
5874,2016576,1494860,0.0
5875,1144541,3312379,0.0
5876,2882368,3468133,0.0
5877,4719755,868591,0.0
5878,3325873,4146356,1.0
5879,958981,4428183,0.0
5880,4528692,2750131,1.0
5881,4139054,2079365,0.0
5882,2619091,2736537,0.0
5883,615158,4564258,0.0
5884,836057,2310318,0.0
5885,2476174,4829333,0.0
5886,3609028,4485725,0.0
5887,803663,2398300,0.0
5888,4742303,1111188,0.0
5889,817070,4417272,1.0
5890,4570480,1806775,0.0
5891,4581087,2401804,0.0
5892,1358294,2560839,0.0
5893,2186101,2710867,0.0
5894,278878,3773357,0.0
5895,1510595,3970562,0.0
5896,3734840,1358776,0.0
5897,1093444,2842911,0.0
5898,1089359,2590522,0.0
5899,3754810,298415,0.0
5900,1698482,4501292,0.0
5901,4446757,489999,0.0
5902,1396765,4406028,0.0
5903,4351126,4185104,0.0
5904,2806705,1121610,1.0
5905,3612592,3026798,1.0
5906,3923181,2096353,0.0
5907,460139,4706787,0.0
5908,120974,2802769,0.0
5909,1117936,3263020,0.0
5910,3576961,3188328,1.0
5911,4421030,1712117,0.0
5912,3985587,1712915,0.0
5913,2406936,4864323,0.0
5914,2009471,2933206,1.0
5915,982665,2502263,0.0
5916,4378445,4344807,0.0
5917,4702633,5250,0.0
5918,2513484,3392380,0.0
5919,2037818,1464338,0.0
5920,1511629,3538540,0.0
5921,2337654,4320211,0.0
5922,2153570,3130493,0.0
5923,747895,828093,1.0
5924,274402,2332663,0.0
5925,2399596,1673947,0.0
5926,3838289,829892,0.0
5927,1775842,1038231,0.0
5928,4777865,4225348,0.0
5929,1923548,2765218,1.0
5930,3351803,90324,0.0
5931,403267,3088322,0.0
5932,3025761,1593570,1.0
5933,131499,4272736,0.0
5934,333318,453837,0.0
5935,3015480,2155242,0.0
5936,788291,260928,0.0
5937,2781808,1866209,0.0
5938,1562097,420848,0.0
5939,3254190,4143835,0.0
5940,708951,4602848,0.0
5941,1654116,4439124,0.0
5942,3386289,237087,0.0
5943,1780676,4780613,0.0
5944,3322273,1786199,0.0
5945,2518141,2295162,0.0
5946,4150257,3798223,0.0
5947,927877,2989282,0.0
5948,1379388,3708194,0.0
5949,4828330,1008085,1.0
5950,3232711,1161974,0.0
5951,3195396,3301216,0.0
5952,1693466,1703135,0.0
5953,2728928,3576086,0.0
