0,source,sink,in_degree_a
5460,3464435,2701313,164
5461,1443500,3347711,183
5462,4114591,2566889,2
5463,3216710,1109441,14
5464,3446567,678525,29
5465,2461372,888836,22
5466,2695621,1521471,656
5467,1218819,4820082,19
5468,1298087,1548423,93
5469,4619061,3153165,5
5470,4544880,4053811,33
5471,1815785,1592987,24
5472,3755255,843636,129
5473,2870198,1337977,68
5474,3589315,2885043,223
5475,751949,4173475,28
5476,185853,637362,14
5477,4589904,2431466,36
5478,3763685,466302,13
5479,4223263,4244067,5
5480,314720,2747148,38
5481,954573,2893207,3
5482,2707088,605639,10
5483,2940424,2379122,119
5484,2422604,1139895,27
5485,933347,4395510,349
5486,4245940,538998,146
5487,3341092,1068993,43
5488,3561052,4342717,70
5489,306334,2755105,124
5490,1299015,3657540,1196
5491,4315155,4273253,29
5492,2429371,2289244,5
5493,1486892,4132261,175
5494,1300976,3297002,14
5495,4164647,1677060,141
5496,3475909,653633,36
5497,2481712,384166,40
5498,659769,928903,71
5499,206364,2251789,71
5500,469289,4166917,621
5501,4139326,183794,79
5502,1957538,1487302,77
5503,4016649,2294440,16
5504,1861711,3410823,22
5505,717673,2555689,17
5506,2574465,538998,1
5507,3193210,4645447,4
5508,1218819,4321162,19
5509,2464404,3686117,199
5510,3164595,2777919,47
5511,4361726,4778717,32
5512,2568622,3344354,8
5513,1619831,4529968,6
5514,4589413,2616535,148
5515,4510458,4350093,8
5516,144060,3188162,26
5517,3689215,1702417,31
5518,193805,4771141,141
5519,2763391,3942609,21
5520,934509,3531111,414
5521,1710577,2631245,649
5522,2753362,2302024,55
5523,2973142,1226975,78
5524,4355658,1102747,9
5525,4524669,3781412,9
5526,4674719,2894167,66
5527,888120,2186222,242
5528,156140,1229401,33
5529,1776036,3477517,50
5530,2681125,4116046,28
5531,3144674,4846084,32
5532,3749748,538998,75
5533,1268923,303000,23
5534,1564261,1205898,22
5535,3676081,3078648,12
5536,919215,4796771,32
5537,3800305,4530678,3
5538,4305360,113182,26
5539,2260742,1348594,58
5540,1601288,2990704,22
5541,4130943,101940,29
5542,775328,1921136,30
5543,292084,2986095,11
5544,4026923,996371,13
5545,993398,890960,19
5546,3725632,2635295,6
5547,1674134,1164411,167
5548,3035217,1245989,3
5549,1976020,2163256,91
5550,559972,2879440,55
5551,829732,3324817,15
5552,1909985,1963907,1630
5553,2390374,1005459,78
5554,1927960,775607,79
5555,2814017,1275575,3
5556,2745387,1609289,49
5557,3418483,3744413,2
5558,1674134,2312075,167
5559,2519600,2566889,34
5560,2450052,365416,5
5561,1246601,1513515,17
5562,3446567,2796817,29
5563,3209795,3327588,136
5564,4788248,877557,14
5565,2690596,654182,209
5566,558571,2664795,2
5567,596337,1315850,2
5568,1681099,3173162,18
5569,1221209,4840530,2
5570,2832099,473130,9
5571,3835319,4085911,123
5572,1054015,1821613,40
5573,3107199,2262983,145
5574,492776,3482871,8
5575,1187945,1579810,211
5576,813202,2118739,50
5577,404943,610672,73
5578,3690840,663713,80
5579,4026923,4173475,13
5580,3579607,1480185,54
5581,4189431,2227745,48
5582,366904,4135197,16
5583,2554658,3520804,110
5584,2979388,2999710,437
5585,2103452,3867352,5
5586,3861672,3438447,18
5587,3925727,243830,15
5588,3644646,3370956,9
5589,191334,1042307,148
5590,127619,532755,84
5591,3249932,1776000,60
5592,4135084,107996,140
5593,4743153,128838,40
5594,2345122,694605,65
5595,4781379,4626132,21
5596,3836659,4725447,43
5597,3269084,3256959,4
5598,1979383,3248594,23
5599,202406,1802531,47
5600,2952533,4544439,32
5601,2979388,2933565,437
5602,641527,377629,24
5603,504848,4141931,223
5604,2585410,67911,111
5605,820951,772280,126
5606,3718908,3817973,111
5607,2730650,4331707,6
5608,174802,857288,112
5609,810494,3833101,79
5610,1063789,178786,3
5611,370525,4820082,258
5612,1376558,237461,18
5613,2978385,4266986,100
5614,3506025,2312075,22
5615,4762542,4793999,30
5616,4556619,1230311,28
5617,3879365,4522612,59
5618,3446567,261556,29
5619,940042,45986,1
5620,2021517,1888220,177
5621,2618052,2926541,2
5622,1220744,3671414,30
5623,4400995,2589511,153
5624,4814135,4488598,67
5625,4442302,1400706,5
5626,1041665,1975369,23
5627,3749748,1378923,75
5628,3269084,2924181,4
5629,1985096,2351112,49
5630,4459514,1196225,4
5631,2957639,2187723,114
5632,1322684,1801676,52
5633,2073638,1754969,18
5634,3053148,4683806,3
5635,3881850,4234840,16
5636,2844371,2546813,128
5637,3969780,1205255,54
5638,1223354,4864558,347
5639,1220879,1525727,5
5640,4392240,3973930,30
5641,2690307,3888365,19
5642,2161208,3996594,529
5643,739545,4255166,14
5644,1262578,2354103,64
5645,2835662,3400944,54
5646,1577581,365416,8
5647,2497998,1702417,14
5648,143652,2371785,171
5649,3492763,3967571,84
5650,2833239,2616090,137
5651,2968005,3833698,302
5652,3644551,668241,56
5653,2436861,4671494,49
5654,1072647,1397316,25
5655,3270580,1653156,15
5656,810494,2882100,79
5657,319732,4409813,115
5658,559652,4183382,150
5659,3786904,1432887,6
5660,500201,2155768,1
5661,4492909,2882216,117
5662,3406737,1974361,3
5663,2271643,3158801,140
5664,739365,3728872,8
5665,2198631,497993,53
5666,3650803,2571618,499
5667,1924479,3552185,69
5668,1423553,299257,1
5669,3421725,966537,161
5670,4147170,2241589,24
5671,2535426,1973051,161
5672,4643656,2077429,5
5673,729364,3793469,4
5674,3333959,1582441,43
5675,1322684,3804486,52
5676,795918,2549546,109
5677,2872865,2102776,248
5678,4312824,1987945,92
5679,4380434,3400944,7
5680,1270278,1032219,19
5681,4490242,2631408,46
5682,904699,3364546,32
5683,2815706,4302865,74
5684,4762542,1192436,30
5685,3687290,2616535,52
5686,2058283,352759,12
5687,785893,3784408,103
5688,4493888,4757627,99
5689,1327726,112647,86
5690,660102,3341056,12
5691,2450052,1660395,5
5692,887938,1457589,1
5693,2689691,32933,6
5694,986629,1956921,100
5695,3080878,772280,38
5696,847174,732151,55
5697,2921853,3383210,56
5698,2044305,1312254,566
5699,1270278,2387274,19
5700,3960835,3025121,84
5701,352777,1636302,75
5702,854025,2037947,85
5703,505918,2214631,42
5704,2494024,45986,1
5705,1176065,256053,202
5706,987441,2015738,35
5707,738704,1340111,3
5708,4137763,350886,9
5709,3067879,2596286,15
5710,154714,3927655,249
5711,887938,617576,1
5712,2920273,4143831,2
5713,286240,3863742,50
5714,3655158,3188162,186
5715,463854,107998,109
5716,525339,2701676,7
5717,375041,1186643,4
5718,3079359,3963629,62
5719,3200341,3636323,135
5720,3828465,367410,34
5721,1974705,742195,12
5722,3547614,1581879,41
5723,779856,1372302,8
5724,3491637,3664409,44
5725,1863670,2746611,17
5726,2970262,727427,327
5727,3567284,1897862,31
5728,4121724,3517094,6
5729,335479,367410,6
5730,279329,2917594,46
5731,2494843,3642845,35
5732,4837795,3145551,28
5733,3494888,1765722,13
5734,326452,2832683,30
5735,2506289,2941537,7
5736,919215,105683,32
5737,4033899,4586468,384
5738,4398018,4753457,4
5739,2021996,3155408,32
5740,1126100,4027234,29
5741,2730409,4205082,89
5742,1268923,357466,23
5743,4263251,837222,1
5744,2824005,2894167,16
5745,541055,966537,86
5746,268519,1064883,1
5747,4468086,2715756,7
5748,4751399,2401643,92
5749,12547,4759522,113
5750,4581538,2615912,4
5751,4600810,3531111,15
5752,4705108,2393523,19
5753,3721646,1665032,77
5754,1474194,1770518,34
5755,3136926,29959,4
5756,636099,2597381,9
5757,2038215,853327,45
5758,4858799,1218296,89
5759,3441024,2351301,2
5760,1918795,208465,20
5761,3769409,3709618,27
5762,4363166,4004905,45
5763,2060035,4161490,180
5764,4910,2808644,13
5765,941692,3164073,54
5766,3689215,474307,31
5767,2069466,683678,43
5768,434593,637362,9
5769,3544260,3538291,58
5770,4066452,4626132,186
5771,3763328,3391808,126
5772,12547,3144985,113
5773,3592571,321177,5
5774,4060750,2741764,21
5775,3017206,2480532,817
5776,4216378,4796771,24
5777,993398,3413796,19
5778,1073493,1424079,36
5779,3786904,398291,6
5780,691232,3967228,565
5781,56567,4578655,138
5782,4762542,325891,30
5783,1677331,4011635,40
5784,3591727,2898182,206
5785,2730409,3010945,89
5786,4822389,112551,247
5787,4442302,4207316,5
5788,4239933,211323,9
5789,1579396,4162950,13
5790,3394276,2746365,90
5791,2055183,2707096,5
5792,3316884,4149096,138
5793,738704,2551093,3
5794,4308422,2811227,2
5795,469289,2292933,621
5796,4688520,1967550,7
5797,2118551,2064734,7
5798,3475909,1312177,36
5799,4034922,4818685,54
5800,2395078,167816,13
5801,1740390,3863501,35
5802,1005255,817365,37
5803,884526,1064392,28
5804,2912801,3297002,4
5805,2315048,4208140,8
5806,1318170,4187117,14
5807,1218819,1142141,19
5808,2589986,4626853,1
5809,2651013,1328064,326
5810,395117,3974467,99
5811,4805386,943197,37
5812,2866126,2627884,242
5813,1542411,2589511,91
5814,4112224,571370,62
5815,2506342,1701148,138
5816,3852854,4420285,95
5817,425140,1102747,13
5818,3941703,4255985,20
5819,750926,2977357,145
5820,279329,1321954,46
5821,1230845,4593423,3
5822,3287996,1980682,8
5823,437876,3723065,40
5824,1341966,598319,83
5825,2832099,3314478,9
5826,289215,4696690,32
5827,319732,242455,115
5828,3680790,4840530,90
5829,2389638,3217561,30
5830,2866126,726135,242
5831,261562,4475906,55
5832,3798250,4266986,5
5833,425140,3435043,13
5834,1471887,668241,76
5835,4109446,345813,7
5836,700731,4737571,13
5837,2021996,2221607,32
5838,326452,2971250,30
5839,2429371,1315850,5
5840,762479,2977357,14
5841,156140,1678405,33
5842,144060,367410,26
5843,520324,4095467,198
5844,4690365,2926541,37
5845,3649600,801878,231
5846,1710577,536723,649
5847,3650803,3626136,499
5848,2019222,3728872,2
5849,2749135,2762989,17
5850,745210,2289744,29
5851,4182445,3198893,26
5852,4487749,2616242,147
5853,433097,1977385,17
5854,3561479,807761,67
5855,2899933,357567,3
5856,3532343,2700195,8
5857,4600732,317786,18
5858,4211984,2715756,128
5859,4258438,2596251,12
5860,1041665,1894531,23
5861,4074547,2053308,6
5862,4425037,2472584,2
5863,4204662,4771880,11
5864,4338398,370765,47
5865,810847,352759,33
5866,414390,4675165,10
5867,2745387,370765,49
5868,19760,1105946,46
5869,1745528,1306207,92
5870,3236313,370765,94
5871,309574,379057,373
5872,2712752,3370956,180
5873,1233950,3965490,221
5874,1729215,871332,755
5875,579536,4634127,73
5876,1226964,3804486,23
5877,2307937,1432601,55
5878,269252,10115,6
5879,2741551,314924,16
5880,4373282,2537385,50
5881,2096490,1106852,115
5882,1460872,2629120,15
5883,2587055,3963629,23
5884,3698761,45986,53
5885,3337956,679574,106
5886,1486685,777566,411
5887,1479553,2365633,45
5888,3531100,3863742,12
5889,1700836,3410967,98
5890,2584682,2596251,21
5891,2135899,2829288,404
5892,4033899,497594,384
5893,1566271,4006430,28
5894,1314264,2991814,239
5895,3446942,3723065,229
5896,3738701,909677,118
5897,4326329,2054407,15
5898,3418483,676325,2
5899,1551800,2223912,157
5900,525339,2405212,7
5901,3216894,3067078,3
5902,4105847,3739100,102
5903,4699529,3056997,588
5904,90690,4690043,1
5905,1636856,3882590,5
5906,2730409,4626853,89
5907,3467832,762056,16
5908,1075781,3434396,6
5909,784476,4836932,12
5910,2872550,3302485,57
5911,569377,636552,52
5912,3494888,2251958,13
5913,3490385,4121054,16
5914,2506906,3744413,75
5915,1512639,762511,114
5916,3993072,3245665,16
5917,1220879,1205898,5
5918,2169549,2156609,50
5919,1412406,3267798,3
5920,2338838,3727886,31
5921,1395530,36246,33
5922,4325972,2739191,2
5923,760911,600051,90
5924,619552,1005459,58
5925,39963,2481036,20
5926,863325,1142141,43
5927,3567284,2977357,31
5928,4544880,3262474,33
5929,2259583,1378923,732
5930,4742865,593309,115
5931,2733872,3764731,33
5932,4533563,4863728,2
5933,2447113,2617372,2
5934,71051,3353876,20
5935,4125905,2760565,58
5936,3185337,2933565,180
5937,779856,4834648,8
5938,2086863,3825480,148
5939,1038362,4582461,44
5940,4325972,4578655,2
5941,1157430,2211339,35
5942,2000270,4797151,13
5943,1681099,112647,18
5944,3852854,497594,95
5945,2664082,888836,31
5946,1426916,4302821,4
5947,2069466,4254453,43
5948,54650,1975369,86
5949,1619831,4360802,6
5950,3029390,4597182,1
5951,2806721,4820881,288
5952,1325894,2529373,30
5953,1430292,1105233,21
5954,155804,2703992,36
5955,4258438,4690043,12
5956,4326329,1588708,15
5957,3492319,2351112,19
5958,3156444,3642845,7
5959,1429554,474307,2
5960,873234,4360802,31
5961,4060750,899384,21
5962,861461,1424079,92
5963,3438286,567045,25
5964,1285894,3586386,71
5965,4458811,1613382,102
5966,1901862,291125,17
5967,2541283,4234840,71
5968,3406737,4324049,3
5969,854025,3038110,85
5970,2978353,1205255,18
5971,2871308,3416132,73
5972,617956,1687481,216
5973,4074547,4856114,6
5974,717673,1149539,17
5975,821120,3299579,151
5976,3510459,3009562,2
5977,314720,2971250,38
5978,1584806,2627884,99
5979,1689039,1731912,573
5980,54323,1051087,149
5981,2361218,1579810,172
5982,2586954,1802531,75
5983,4548696,852669,79
5984,1875903,2428800,26
5985,2920873,2540894,119
5986,2369634,2635295,39
5987,3533123,3664409,139
5988,2850445,2917594,84
5989,4819083,1729215,129
5990,1632644,1840575,28
5991,148935,1124684,39
5992,3494888,4302399,13
5993,4750696,3328639,19
5994,3329198,4180588,49
5995,1063789,1120745,3
5996,829732,1595754,15
5997,2338507,282738,56
5998,652476,3537761,20
5999,2883988,290758,189
6000,3142808,101762,178
6001,2795446,2616090,7
6002,3135278,1789251,73
6003,739365,535280,8
6004,1429554,4757627,2
6005,1628691,2374812,3
6006,4074547,3800540,6
6007,4855215,319752,30
6008,2744198,2629120,58
6009,4825117,2616761,155
6010,2472584,4858197,1141
6011,1618265,608504,11
6012,2612363,377102,128
6013,599191,2556091,30
6014,4815111,803481,55
6015,4562839,2524567,49
6016,4467644,2890172,27
6017,3481117,1005459,16
6018,17605,1380378,2
6019,2161230,1437980,21
6020,751949,254059,28
6021,2913818,1173627,21
6022,3080022,4587728,9
6023,250137,3050073,48
6024,447597,3703326,209
6025,4088436,3723250,13
6026,795918,2087517,109
6027,4421319,3793469,60
6028,784476,777566,12
6029,3547614,3653797,41
6030,491128,1898689,204
6031,1223102,1560542,37
6032,2395078,3836704,13
6033,1322906,3753484,87
6034,4814135,515021,67
6035,3961117,732151,43
6036,185853,1929062,14
6037,933347,3696730,349
6038,1862492,3413796,5
6039,447597,1595754,209
6040,4043972,4151869,151
6041,4034922,323760,54
6042,3981172,3373263,18
6043,4825117,3302485,155
6044,1596155,3793631,76
6045,965813,3247071,4
6046,1632644,4351306,28
6047,1223354,3937192,347
6048,2063062,3886160,141
6049,617956,3755407,216
6050,2402582,20388,29
6051,4565735,3121740,183
6052,1275299,3487516,77
6053,1862492,1370056,5
6054,1497370,3728872,113
6055,3238785,13205,4
6056,4724359,4258315,7
6057,3223920,1967550,10
6058,1618265,466302,11
6059,188743,1190849,4
6060,3768380,4561588,100
6061,4724359,3452067,7
6062,674419,4399430,68
6063,4724359,1199206,7
6064,4604264,690657,11
6065,4392569,4185459,17
6066,2061150,1721413,43
6067,3441024,4387818,2
6068,286240,4420285,50
6069,4565735,357466,183
6070,3561896,4383159,226
6071,3139086,123591,157
6072,404943,1334501,73
6073,3332801,3656408,72
6074,2363814,262528,228
6075,4325972,2784278,2
6076,1039279,4776931,64
6077,2226097,4326349,36
6078,1262238,3095483,16
6079,2810159,1199206,3
6080,335479,2077429,6
6081,1299905,4290690,25
6082,3887171,655904,8
6083,4732190,3640207,101
6084,569377,3056079,52
6085,1630356,82320,29
6086,4095564,3410823,11
6087,1068581,1840412,69
6088,1771597,4673981,4
6089,922843,1104604,25
6090,2661137,101762,931
6091,4175026,242455,143
6092,1049150,4255985,342
6093,7648,4006430,83
6094,2653433,325927,9
6095,1313574,971074,102
6096,1314264,2173151,239
6097,4730476,4539579,243
6098,3131854,4448254,79
6099,579052,1917370,160
6100,1377969,3833101,5
6101,1482666,3019604,260
6102,4088436,1081619,13
6103,1875903,1205255,26
6104,3694046,2664795,68
6105,610208,2715756,95
6106,4232521,1765869,14
6107,158115,334414,84
6108,1097755,3344354,11
6109,2795446,3284336,7
6110,4348766,2845319,23
6111,3438286,4039025,25
6112,3079359,64001,62
6113,3920505,4516447,2
6114,4528705,4836932,81
6115,3270580,3795595,15
6116,2398278,1980682,5
6117,1813318,3448830,3
6118,2187451,2223912,38
6119,785893,1407969,103
6120,1813318,2051732,3
6121,4778699,4759522,96
6122,2253113,90257,254
6123,2141424,1687481,94
6124,2871053,3391808,3
6125,3371729,2619379,18
6126,3023014,2294440,20
6127,2926583,1310839,4
6128,41540,3611999,18
6129,641527,352759,24
6130,1861711,2755105,22
6131,2569366,3985168,59
6132,733542,3410823,1
6133,4839526,1886356,3
6134,3446567,1522373,29
6135,4315651,4302821,18
6136,2872865,4107823,248
6137,2536161,112551,165
6138,2342340,4016607,1
6139,3729828,2757201,45
6140,4604264,1950471,11
6141,4538043,1103581,34
6142,3598083,207348,57
6143,3491637,3453522,44
6144,4802205,2501960,43
6145,3052079,2322663,18
6146,1799182,626239,318
6147,1237964,2087517,4
6148,1817278,2890172,66
6149,4402871,3723250,85
6150,779856,2341215,8
6151,2393127,710142,49
6152,1779478,1709398,9
6153,3318070,938763,114
6154,3759171,367410,5
6155,2791981,2353568,154
6156,813202,4699308,50
6157,444473,2177982,19
6158,2436861,1729680,49
6159,4425037,1145009,2
6160,3622805,1164411,9
6161,3229914,2558297,38
6162,1429988,865515,90
6163,908090,3373346,41
6164,3960835,4626853,84
6165,2694816,3395510,29
6166,4819083,1776000,129
6167,1909985,2173151,1630
6168,4837795,2596251,28
6169,7648,3262474,83
6170,2337068,1130429,137
6171,1397316,3795525,1458
6172,4759196,1499488,92
6173,2825828,1104604,14
6174,4743153,3248594,40
6175,3725632,1520254,6
6176,1771597,2123719,4
6177,3148390,851822,29
6178,1268923,2609871,23
6179,292084,3728872,11
6180,1309887,3104940,114
6181,2271643,2379122,140
6182,830202,4626853,5
6183,1395712,678525,75
6184,1949391,2677010,36
6185,1285894,2530095,71
6186,4498101,1064392,14
6187,3835319,3556169,123
6188,697388,3610611,70
6189,3446567,3601552,29
6190,558571,2701313,2
6191,559972,1245989,55
6192,3750870,719172,47
6193,602340,8356,41
6194,2175599,1835245,67
6195,1927607,3306286,120
6196,1974705,3388216,12
6197,2772925,2009973,7
6198,641527,4138613,24
6199,2184483,3410823,102
6200,3725239,2741764,95
6201,585893,4266094,32
6202,3716119,2450275,11
6203,3821504,49513,3
6204,3852631,137753,177
6205,1091584,4058550,119
6206,2069466,1348594,43
6207,419149,4419310,4
6208,2359631,2868440,749
6209,3738701,3373263,118
6210,1800416,1937230,1
6211,4207706,4321162,145
6212,2623580,4335591,72
6213,2872550,4131105,57
6214,2476925,1129682,13
6215,4258438,2340324,12
6216,1943690,2556091,21
6217,143652,928903,171
6218,930131,3299579,12
6219,2156930,2164839,4
6220,2518054,3247071,194
6221,3191384,3416132,68
6222,3434262,3994705,77
6223,2226097,3188162,36
6224,3026000,127123,5
6225,2915489,852669,5
6226,4361726,1579810,32
6227,4449837,4255985,455
6228,4857001,213917,32
6229,3169284,1636302,13
6230,309574,3873884,373
6231,1836328,4751012,19
6232,2947741,2510362,45
6233,1223102,4383159,37
6234,2299912,4625985,226
6235,4578655,1477566,972
6236,1861711,3578789,22
6237,3392535,1503250,6
6238,3004094,3341056,31
6239,2135899,2616090,404
6240,3225386,865515,58
6241,4716646,3108276,24
6242,718458,555666,12
6243,4810264,2779791,51
6244,1564470,4779044,29
6245,3474714,2178305,59
6246,1326339,4771880,151
6247,807609,2965375,103
6248,1482666,4586468,260
6249,54323,1917370,149
6250,193805,2330265,141
6251,4298408,733605,95
6252,113182,1731912,278
6253,3759171,3324817,5
6254,854025,4593452,85
6255,4283855,2884416,157
6256,2141424,952893,94
6257,4619061,4409813,5
6258,4388455,3364546,195
6259,3541501,762964,131
6260,2337068,364458,137
6261,1455727,890960,141
6262,185853,3723250,14
6263,3531100,4288798,12
6264,4054509,852814,57
6265,1628691,4114575,3
6266,3800305,4121411,3
6267,2096490,4409813,115
6268,1632644,214090,28
6269,759809,343584,16
6270,813202,2207956,50
6271,4712508,4395510,13
6272,1630993,3917621,3
6273,3498717,1196225,5
6274,1076285,3833101,107
6275,2560408,1340111,11
6276,2690307,792812,19
6277,1981993,1582222,1413
6278,31098,4047729,13
6279,1711569,3538910,38
6280,2152778,475380,74
6281,195757,2546813,76
6282,3256646,4742630,21
6283,1283175,2216042,17
6284,2175599,4683579,67
6285,2027803,2707342,74
6286,2121585,1380448,5
6287,1807180,952893,143
6288,3609789,4194667,35
6289,2952533,3299008,32
6290,2956147,183794,26
6291,1014721,3823314,4
6292,1895458,105683,18
6293,1924479,1047789,69
6294,173719,3627773,134
6295,4604264,1266511,11
6296,1890475,2199228,18
6297,3225386,1432887,58
6298,277167,3489034,4
6299,3848381,1614313,96
6300,2451660,879781,14
6301,2475214,924833,8
6302,1562061,3086451,1
6303,914875,1064883,20
6304,71051,1305103,20
6305,500201,2609871,1
6306,1493935,819288,4
6307,3579607,2759898,54
6308,3202510,3393225,6
6309,4096612,1503250,2022
6310,1150281,112551,106
6311,547157,2157727,173
6312,4708115,871332,7
6313,2422604,1437899,27
6314,1322684,1266825,52
6315,1530855,1682097,41
6316,3317934,1774334,620
6317,1628691,4779044,3
6318,2121585,2379122,5
6319,4544880,4543397,33
6320,2586529,208465,1
6321,3468777,1502867,84
6322,1164032,1105233,6
6323,127619,3926802,84
6324,4225437,1707715,110
6325,2806721,3356265,288
6326,1325436,4117610,6
6327,738704,4208957,3
6328,4572867,4575002,7
6329,779591,851822,53
6330,3749748,3107755,75
6331,3828465,3785477,34
6332,1836328,4820082,19
6333,460696,336189,18
6334,3066444,2031809,103
6335,1630356,3025335,29
6336,267534,3824301,24
6337,3113932,731420,23
6338,697912,2647536,42
6339,3644646,3959120,9
6340,460696,1488238,18
6341,2858107,1193087,204
6342,1924479,95673,69
6343,2739333,4162950,44
6344,2342340,3474208,1
6345,575651,321857,65
6346,3994516,1956921,16
6347,1985096,3347711,49
6348,931647,4422019,5
6349,1445324,4863728,93
6350,953115,1579810,78
6351,3039452,2082827,56
6352,3341679,2965375,87
6353,233391,762964,7
6354,4458811,476407,102
6355,3372601,1415397,228
6356,2410512,1678405,13
6357,2069466,1367613,43
6358,4583413,3153504,13
6359,773004,4116046,86
6360,2752758,1774334,58
6361,1255094,1321954,192
6362,3808182,474307,158
6363,1304820,701503,6
6364,3370067,3844365,155
6365,4600810,1378011,15
6366,3579607,343584,54
6367,811898,4288798,6
6368,4021250,4208140,322
6369,1225417,1609289,7
6370,1903802,4488598,118
6371,2359631,774221,749
6372,3130360,3448488,29
6373,1579396,532005,13
6374,3590756,1905607,51
6375,2171358,2402159,52
6376,1486569,4304551,17
6377,3383620,291125,4
6378,250137,3815840,48
6379,4247587,3561262,132
6380,1601288,1996375,22
6381,1615945,2416082,5
6382,3341092,1860112,43
6383,1548013,4084740,96
6384,3498717,981592,5
6385,218953,4350093,7
6386,2872550,857634,57
6387,641527,4696690,24
6388,4420475,1818269,17
6389,1983366,3188162,23
6390,1807180,871332,143
6391,1599720,2747148,1354
6392,2522287,3067078,76
6393,2707088,3240496,10
6394,4590349,4395510,6
6395,1781994,315060,3
6396,2695091,815993,7
6397,4125905,1105233,58
6398,1164538,524247,73
6399,2240718,1960538,2
6400,552835,4335591,16
6401,1176065,3411931,202
6402,717673,2239775,17
6403,1893341,877557,167
6404,4708115,4121411,7
6405,2956147,2819030,26
6406,2979388,2449296,437
6407,970600,2734382,204
6408,617956,3080263,216
6409,919101,410275,2
6410,826234,299257,258
6411,3959449,1703634,1
6412,4298408,1366076,95
6413,1050485,228193,52
6414,2380958,4254453,7
6415,629031,538998,68
6416,1488632,1339133,64
6417,132853,3377747,376
6418,495684,4607148,74
6419,1632157,4177994,134
6420,3694046,3512945,68
6421,4371955,3653797,22
6422,4655006,2077429,1
6423,3269084,127123,4
6424,3392535,4003532,6
6425,1299905,4013191,25
6426,908090,2292933,41
6427,2806721,2574560,288
6428,1091584,1488238,119
6429,1150281,732151,106
6430,202406,489300,47
6431,4565915,2685283,408
6432,1832518,1537367,50
6433,216300,4856114,69
6434,520324,2027917,198
6435,1781994,1264290,3
6436,339567,317786,113
6437,3905067,112551,18
6438,4804968,2450275,14
6439,3200341,4079576,135
6440,3725632,4563330,6
6441,3721646,4078738,77
6442,3169340,368896,3
6443,2932339,3115614,15
6444,1382021,2277589,21
6445,3396488,3247071,43
6446,3733033,600051,40
6447,2314931,1142702,587
6448,2914647,143446,13
6449,3759171,3061931,5
6450,274343,77677,300
6451,2814285,1166818,262
6452,3941703,2721855,20
6453,1306100,3853574,19
6454,1236650,2064607,41
6455,2934603,1125599,46
6456,1367655,1026468,8
6457,1567741,3889649,11
6458,931647,3209863,5
6459,4031191,98932,18
6460,2022832,9946,15
6461,729364,1078672,4
6462,1176065,2092295,202
6463,3492398,4683579,3
6464,1620145,3901568,43
6465,4086406,4059533,141
6466,4033899,1678282,384
6467,460728,555666,11
6468,2787002,4131105,51
6469,172972,1432887,4
6470,1695915,4395778,7
6471,1227156,1457589,20
6472,4765846,3743967,9
6473,4492909,1102747,117
6474,2858107,1058048,204
6475,2899933,2444440,3
6476,3158482,453257,3
6477,4786573,1757836,33
6478,1607490,3463660,3
6479,3997092,1770518,39
6480,3869568,3974467,62
6481,1676054,1963907,20
6482,2557232,3910839,568
6483,4036817,3420607,7
6484,2845752,473130,101
6485,1036152,3117644,39
6486,2146076,3482871,234
6487,1412406,570107,3
6488,2871308,1910808,73
6489,1413512,242455,32
6490,3598083,2497732,57
6491,1429554,532005,2
6492,3431400,2178305,92
6493,2022904,624993,110
6494,3764504,3438447,13
6495,3027281,2653845,66
6496,1220879,4255166,5
6497,1164371,1736248,2
6498,1322684,3749748,52
6499,67800,4292513,173
6500,1979383,4690043,23
6501,4117461,409262,52
6502,2062066,614747,83
6503,4034438,2991814,5
6504,2005701,2701676,3
6505,3725239,1072872,95
6506,228206,4563454,14
6507,155341,2123719,39
6508,317762,2262983,36
6509,4834181,2183299,8
6510,1225417,4113203,7
6511,2975625,3995236,104
6512,3584579,1928713,3
6513,56567,357567,138
6514,2005497,2622445,2
6515,3772598,3095483,72
6516,989455,732416,83
6517,1114213,2829288,194
6518,4371955,3114204,22
6519,500201,3340066,1
6520,813202,4305969,50
6521,1381293,177506,181
6522,4016649,2224526,16
6523,2623580,4059533,72
6524,3900509,362485,57
6525,2021517,1939151,177
6526,2393127,1171375,49
6527,1382021,2510362,21
6528,779856,1021368,8
6529,2431787,3201769,263
6530,3042280,3164163,57
6531,702070,1372302,12
6532,559652,1142702,150
6533,1395530,4343940,33
6534,4034922,2442529,54
6535,3647315,2428800,32
6536,795918,2037947,109
6537,4794114,3025604,7
6538,2806721,440093,288
6539,4750696,1139895,19
6540,4787857,778021,4
6541,1689039,732416,573
6542,2506906,3937192,75
6543,4405100,4475906,378
6544,2270094,3229933,7
6545,3576624,1536763,83
6546,2002799,4290690,561
6547,3531100,2382117,12
6548,3694046,1541775,68
6549,49037,2589511,212
6550,4724359,2294803,7
6551,4014552,357466,83
6552,127950,2629120,593
6553,4839526,2243983,3
6554,813202,2576561,50
6555,1893341,273881,167
6556,4154717,1541775,24
6557,425592,3155408,43
6558,1419142,82340,92
6559,3229914,649460,38
6560,2308616,237461,16
6561,3755683,2866908,11
6562,3318630,2784278,159
6563,1917370,435747,177
6564,563322,4345793,97
6565,2369031,4644467,259
6566,2694816,1378011,29
6567,7648,4259826,83
6568,4358141,4395778,9
6569,3256646,657511,21
6570,3308965,1541775,12
6571,3167544,4448254,76
