0,source,sink,out_degree_b
3207,2619379,4570103,0
3208,2619379,3504538,0
3209,2619379,4439369,0
3210,2619379,3453610,0
3211,2619379,1170190,0
3212,2619379,4769034,0
3213,2619379,2348686,0
3214,2619379,4722427,0
3215,2619379,2222405,0
3216,2619379,3304549,0
3217,2619379,2579569,0
3218,2619379,1104543,0
3219,2619379,2623795,0
3220,2619379,851688,0
3221,2619379,787788,0
3222,2619379,2120773,0
3223,2619379,95189,0
3224,2619379,3860926,0
3225,2619379,3916653,0
3226,2619379,2630426,0
3227,2619379,82215,0
3228,2619379,333558,0
3229,2619379,3431492,0
3230,2619379,4444815,0
3231,2619379,1053425,0
3232,2619379,1571263,0
3233,2619379,339396,0
3234,2619379,4694795,0
3235,2619379,4835259,0
3236,2619379,2326546,0
3237,2619379,492199,0
3238,2619379,3663480,0
3239,2619379,3441602,0
3240,2619379,3625505,0
3241,2619379,658478,0
3242,2619379,970704,0
3243,2619379,792698,0
3244,2619379,3017599,0
3245,2619379,4094424,0
3246,2619379,4480860,0
3247,2619379,1788979,0
3248,2619379,1432831,0
3249,2619379,1007835,0
3250,2619379,1462706,0
3251,2619379,606020,0
3252,2619379,4559459,0
3253,2619379,3823877,0
3254,2619379,3516484,0
3255,2619379,641123,0
3256,2619379,3253232,0
3257,2619379,1864911,0
3258,2619379,3544291,0
3259,2619379,3306517,0
3260,2619379,1065338,0
3261,2619379,1004506,0
3262,2619379,4741292,0
3263,2619379,1079916,0
3264,2619379,1326808,0
3265,2619379,2994645,0
3266,2619379,3780076,0
3267,2619379,3738365,0
3268,2619379,4441264,0
3269,2619379,3977909,0
3270,2619379,3512876,0
3271,2619379,4177218,0
3272,2619379,1766586,0
3273,2619379,820076,0
3274,2619379,585394,0
3275,2619379,4715027,0
3276,2619379,4592462,0
3277,2619379,762973,0
3278,2619379,2155963,0
3279,2619379,120814,0
3280,2619379,3504137,2000
3281,2619379,2979110,0
3282,2619379,3464350,0
3283,2619379,976758,0
3284,2619379,2544185,0
3285,2619379,2206942,0
3286,2619379,1191137,0
3287,2619379,2292698,0
3288,2619379,1011743,0
3289,2619379,3734603,0
3290,2619379,3598742,0
3291,2619379,1484807,0
3292,2619379,4060000,0
3293,2619379,2306735,0
3294,2619379,4596990,0
3295,2619379,679245,0
3296,2619379,1546773,0
3297,2619379,4320834,0
3298,2619379,3506216,0
3299,2619379,1657509,0
3300,2619379,1083690,0
3301,2619379,3314309,0
3302,2619379,3546311,0
3303,2619379,721190,0
3304,2619379,924183,0
3305,2619379,3724709,0
3306,2619379,3594539,349
3307,2619379,1036941,0
3308,2619379,2872149,0
3309,2619379,2054310,0
3310,2619379,3908780,0
3311,2619379,4605438,0
3312,2619379,4816841,0
3313,2619379,1348639,0
3314,2619379,2900838,0
3315,2619379,73334,0
3316,2619379,1723557,0
3317,2619379,664206,0
3318,2619379,3439,0
3319,2619379,1734716,0
3320,2619379,3702450,0
3321,2619379,3807570,0
3322,2619379,2249130,0
3323,2619379,2545933,0
3324,2619379,2737832,0
3325,2619379,4746967,0
3326,2619379,2443194,0
3327,2619379,3491046,0
3328,2619379,3862868,0
3329,2619379,972676,0
3330,2619379,2188605,0
3331,2619379,1316619,0
3332,2619379,2615355,0
3333,2619379,3735651,0
3334,2619379,3247,0
3335,2619379,780937,0
3336,2619379,1158310,0
3337,2619379,617921,0
3338,2619379,2718145,0
3339,2619379,240983,0
3340,2619379,2319416,0
3341,2619379,3718260,0
3342,2619379,3961432,0
3343,2619379,3659420,0
3344,2619379,773929,0
3345,2619379,2345085,0
3346,2619379,39962,0
3347,2619379,2510002,0
3348,2619379,3536505,0
3349,2619379,3978310,817
3350,2619379,704827,0
3351,2619379,880936,0
3352,2619379,4412407,0
3353,2619379,3140485,0
3354,2619379,2269083,0
3355,2619379,1620611,0
3356,2619379,3176952,0
3357,2619379,1315457,0
3358,2619379,3308958,0
3359,2619379,2450496,0
3360,2619379,75528,0
3361,2619379,2725810,0
3362,2619379,1191421,0
3363,2619379,4517054,0
3364,2619379,558618,0
3365,2619379,2722730,0
3366,2619379,2686023,0
3367,2619379,2516849,0
3368,2619379,1599052,0
3369,2619379,209823,0
3370,2619379,4556880,0
3371,2619379,930829,0
3372,2619379,4544332,0
3373,2619379,266614,0
3374,2619379,4795143,0
3375,2619379,3213868,0
3376,2619379,273853,0
3377,2619379,3857879,0
3378,2619379,4319137,0
3379,2619379,4464264,0
3380,2619379,4234810,0
3381,2619379,4191976,0
3382,2619379,4173093,0
3383,2619379,4028255,0
3384,2619379,1174471,0
3385,2619379,3603653,0
3386,2619379,1226183,0
3387,2619379,3774035,0
3388,2619379,2932876,0
3389,2619379,1868273,0
3390,2619379,2601257,0
3391,2619379,3857255,0
3392,2619379,1530648,0
3393,2619379,2624782,0
3394,2619379,624099,0
3395,2619379,603984,0
3396,2619379,1738814,0
3397,2619379,950951,0
3398,2619379,1994341,0
3399,2619379,2532525,0
3400,2619379,881131,0
3401,2619379,438354,0
3402,2619379,626739,0
3403,2619379,4239989,0
3404,2619379,2231959,0
3405,2619379,220396,0
3406,2619379,2728879,0
3407,2619379,3516448,0
3408,2619379,1983844,0
3409,2619379,513987,0
3410,2619379,1239265,0
3411,2619379,2693793,0
3412,2619379,2689726,0
3413,2619379,1370487,0
3414,2619379,1903708,0
3415,2619379,947013,0
3416,2619379,2938169,0
3417,2619379,3193426,0
3418,2619379,3239688,0
3419,2619379,3138730,0
3420,2619379,1319642,0
3421,2619379,2724004,0
3422,2619379,2982892,0
3423,2619379,854247,0
3424,2619379,1779866,0
3425,2619379,3607609,0
3426,2619379,872502,0
3427,2619379,1537935,0
3428,2619379,1329281,0
3429,2619379,2027524,0
3430,2619379,3848457,0
3431,2619379,1303551,0
3432,2619379,4767387,0
3433,2619379,1507197,0
3434,2619379,1325563,0
3435,2619379,4016748,0
3436,2619379,2554974,0
3437,2619379,3460625,0
3438,2619379,2816888,0
3439,2619379,2090002,1959
3440,2619379,30275,0
3441,2619379,1608414,0
3442,2619379,2619120,0
3443,2619379,474590,0
3444,2619379,608268,0
3445,2619379,3346053,0
3446,2619379,3448559,0
3447,2619379,3509695,244
3448,2619379,3733472,0
3449,2619379,295007,0
3450,2619379,783432,0
3451,2619379,4060808,0
3452,2619379,2385611,0
3453,2619379,2672188,0
3454,2619379,177875,0
3455,2619379,612652,0
3456,2619379,4012745,0
3457,2619379,758485,0
3458,2619379,3780233,0
3459,2619379,4165849,0
3460,2619379,2275318,0
3461,2619379,786370,0
3462,2619379,4286703,0
3463,2619379,976403,0
3464,2619379,1506742,0
3465,2619379,512810,0
3466,2619379,3970836,0
3467,2619379,3364469,0
3468,2619379,167838,0
3469,2619379,2274446,0
3470,2619379,295224,0
3471,2619379,1420033,0
3472,2619379,582227,0
3473,2619379,21074,0
3474,2619379,907342,32617
3475,2619379,4412457,0
3476,2619379,2297372,0
3477,2619379,3646072,0
3478,2619379,786888,0
3479,2619379,2940228,0
3480,2619379,3283819,0
3481,2619379,2728019,456
3482,2619379,1633405,0
3483,2619379,2456588,0
3484,2619379,494019,0
3485,2619379,1830417,0
3486,2619379,1452369,0
3487,2619379,3185451,0
3488,2619379,463689,0
3489,2619379,4162805,0
3490,2619379,3951045,0
3491,2619379,626445,0
3492,2619379,3182711,0
3493,2619379,3672806,0
3494,2619379,3129200,0
3495,2619379,4184550,0
3496,2619379,3629863,0
3497,2619379,3143499,0
3498,2619379,4277217,0
3499,2619379,3692127,0
3500,2619379,3540787,1534
3501,2619379,1998202,4860
3502,2619379,4790649,41669
3503,2619379,3524553,0
3504,2619379,519201,0
3505,2619379,1765704,0
3506,2619379,81627,0
3507,2619379,3324745,0
3508,2619379,1849950,0
3509,2619379,4025893,0
3510,2619379,3455881,0
3511,2619379,4070336,1936
3512,2619379,3823822,0
3513,2619379,1206806,0
3514,2619379,3603868,0
3515,2619379,216976,5929
3516,2619379,541143,0
3517,2619379,1246183,1908
3518,2619379,91628,0
3519,2619379,253412,0
3520,2619379,1011227,0
3521,2619379,4448116,620
3522,2619379,3175588,0
3523,2619379,132844,1825
3524,2619379,2369554,0
3525,2619379,2631035,1456
3526,2619379,3812837,0
3527,2619379,3929760,0
3528,2619379,1942858,113
3529,888120,70216,0
3530,888120,4326089,0
3531,888120,2224557,213
3532,888120,32310,0
3533,888120,695443,0
3534,888120,2071830,0
3535,888120,524504,0
3536,888120,1824953,0
3537,888120,3703334,0
3538,888120,3968888,0
3539,888120,3662425,1457
3540,888120,1729215,333
3541,3472025,1062360,0
3542,3472025,1774334,791
3543,3472025,53039,0
3544,3472025,1891101,0
3545,3472025,4420696,0
3546,3472025,268528,0
3547,3472025,4164816,0
3548,3472025,227448,0
3549,3472025,1667979,160
3550,3472025,1038074,2471
3551,3472025,4720085,0
3552,3472025,3460016,0
3553,3472025,4198133,11045
3554,3472025,3201764,320
3555,3472025,3172866,2534
3556,1669733,4586468,0
3557,3616458,1305103,407
3558,2984603,1889023,0
3559,2984603,1371291,0
3560,2984603,86280,0
3561,2984603,1336374,0
3562,2984603,3032788,0
3563,2984603,2690339,0
3564,2984603,3074419,0
3565,2984603,2578448,0
3566,2984603,2546926,0
3567,2984603,1192753,0
3568,2984603,4685533,0
3569,2984603,1850679,0
3570,2984603,3971377,0
3571,2984603,4455545,0
3572,2984603,731379,0
3573,2984603,2051932,0
3574,2984603,806197,0
3575,2984603,3971554,0
3576,2984603,2590479,0
3577,2984603,1232665,0
3578,2984603,361644,0
3579,2984603,3007543,0
3580,2984603,90614,0
3581,2984603,3711457,0
3582,2984603,3876912,0
3583,2984603,800600,0
3584,2984603,815398,0
3585,2984603,2766578,0
3586,2984603,3504779,0
3587,2984603,116852,0
3588,2984603,4413676,0
3589,2984603,2117096,0
3590,2984603,1782839,0
3591,2984603,754191,0
3592,2984603,753266,0
3593,2984603,2106872,0
3594,2984603,1364514,0
3595,2984603,2548425,0
3596,2984603,275891,0
3597,2984603,3513741,0
3598,2984603,4180906,0
3599,2984603,560161,0
3600,2984603,2793252,0
3601,2984603,4800487,0
3602,2984603,820373,0
3603,2984603,3768894,0
3604,2984603,1748288,0
3605,2984603,4062851,0
3606,2984603,3057006,0
3607,2984603,1940037,0
3608,2984603,3317721,0
3609,2984603,357132,0
3610,2984603,2198747,0
3611,2984603,3609016,0
3612,2984603,761350,0
3613,2984603,3847139,0
3614,2984603,4588254,0
3615,2984603,4325601,0
3616,2984603,1125208,0
3617,2984603,1506285,0
3618,2984603,1767487,0
3619,2984603,2462905,0
3620,2984603,4597741,0
3621,2984603,226121,0
3622,2984603,1084692,0
3623,2984603,2444578,0
3624,2984603,883379,0
3625,2984603,1931519,0
3626,2984603,1754664,0
3627,2984603,1293838,0
3628,2984603,4365290,0
3629,2984603,4693111,0
3630,2984603,3480423,0
3631,2984603,739181,0
3632,2984603,1257382,0
3633,2984603,916525,0
3634,2984603,3790836,0
3635,2984603,2512037,0
3636,2984603,4329012,0
3637,2984603,2694648,0
3638,2984603,1975418,0
3639,2984603,1692940,0
3640,2984603,2020431,0
3641,2984603,1946522,0
3642,2984603,1116622,0
3643,2984603,3923576,0
3644,2984603,1595029,0
3645,2984603,1886122,0
3646,2984603,1525304,0
3647,2984603,3817347,0
3648,2984603,1348464,0
3649,2984603,1635492,0
3650,2984603,635160,0
3651,2984603,2013465,0
3652,2984603,4570918,0
3653,2984603,2047090,0
3654,2984603,1898405,0
3655,2984603,3320628,0
3656,2984603,80870,0
3657,2984603,3619674,0
3658,2984603,675662,0
3659,2984603,3306795,0
3660,2984603,1510813,0
3661,2984603,2674161,0
3662,2984603,2541535,0
3663,2984603,697058,0
3664,2984603,2208052,0
3665,2984603,2503686,0
3666,2984603,4132975,0
3667,2984603,3693328,0
3668,2984603,3382386,0
3669,2984603,3827427,0
3670,2984603,4007211,0
3671,2984603,1755004,0
3672,2984603,4133232,0
3673,2984603,3281768,0
3674,2984603,524943,0
3675,2984603,3807326,0
3676,2984603,3229287,0
3677,2984603,2780641,0
3678,2984603,4711049,0
3679,2984603,3016679,0
3680,2984603,3688325,0
3681,2984603,4747887,0
3682,2984603,2757640,0
3683,2984603,4210134,0
3684,2984603,2601858,659
3685,2984603,4841374,0
3686,2984603,3533692,0
3687,2984603,4338554,0
3688,2984603,1743933,0
3689,2984603,490758,0
3690,2984603,3525960,0
3691,2984603,3722716,0
3692,2984603,859792,0
3693,2984603,1838812,0
3694,2984603,4346266,0
3695,2984603,1352594,0
3696,2984603,1381179,0
3697,2984603,1213083,0
3698,2984603,3601790,0
3699,2984603,3538915,0
3700,2984603,4278430,0
3701,2984603,3403312,0
3702,2984603,1110471,0
3703,2984603,2137154,0
3704,2984603,4016960,0
3705,2984603,4373366,0
3706,2984603,695655,0
3707,2984603,2362982,0
3708,2984603,2993754,0
3709,2984603,1773699,0
3710,2984603,4806821,0
3711,2984603,3921096,0
3712,2984603,2242139,0
3713,2984603,474799,0
3714,2984603,3451210,0
3715,2984603,592526,0
3716,2984603,667797,0
3717,2984603,3167544,271
3718,2984603,1090829,0
3719,2984603,3168321,0
3720,2984603,1567663,0
3721,2984603,2353115,0
3722,2984603,2192596,0
3723,2984603,3388973,0
3724,2984603,2144099,0
3725,2984603,1522845,0
3726,2984603,4402458,300
3727,2984603,1698690,0
3728,2984603,291572,0
3729,2984603,3684472,0
3730,2984603,4259137,0
3731,2984603,3334507,0
3732,2984603,4356599,0
3733,2984603,1077252,0
3734,2984603,2328993,0
3735,2984603,3583034,0
3736,2984603,653994,0
3737,2984603,4189477,0
3738,2984603,558757,0
3739,2984603,2686376,0
3740,2984603,1832179,0
3741,2984603,4789457,0
3742,2984603,4672528,0
3743,2984603,4511842,0
3744,2984603,3332337,0
3745,2984603,3749617,0
3746,2984603,4787469,0
3747,2984603,3664194,0
3748,2984603,4361839,0
3749,2984603,3997575,0
3750,2984603,3763337,16316
3751,2984603,2079381,0
3752,2984603,3700492,0
3753,2984603,1197025,0
3754,2984603,1276762,0
3755,2984603,449220,0
3756,2984603,2189615,0
3757,2984603,4709206,0
3758,2984603,1863309,0
3759,2984603,1019419,0
3760,2984603,3407041,0
3761,2984603,2558125,0
3762,2984603,129777,0
3763,2984603,224391,0
3764,2984603,3510037,0
3765,2984603,90666,0
3766,2984603,1091584,1326
3767,2984603,547097,0
3768,2984603,1708339,0
3769,2984603,2889366,0
3770,2984603,3840727,0
3771,2984603,239302,0
3772,2984603,2720920,0
3773,2984603,1385563,0
3774,2984603,2788191,0
3775,2984603,4520838,0
3776,2984603,3315328,0
3777,2984603,1640399,0
3778,2984603,693264,0
3779,2984603,1400549,0
3780,2984603,2649307,0
3781,2984603,3911613,0
3782,2984603,4675216,0
3783,2984603,3471558,0
3784,2984603,2446192,0
3785,2984603,2307192,0
3786,2984603,2323550,0
3787,2984603,631800,0
3788,2984603,2866538,0
3789,2984603,217803,0
3790,2984603,1667776,0
3791,2984603,3534776,0
3792,2984603,2271889,0
3793,2984603,8823,0
3794,2984603,1610688,0
3795,2984603,4261999,0
3796,2984603,4685711,0
3797,2984603,694812,0
3798,2984603,4685056,0
3799,2984603,2819880,0
3800,2984603,119964,0
3801,2984603,3633032,0
3802,2984603,972577,0
3803,2984603,3392535,86
3804,2984603,1111209,0
3805,2984603,3021091,354
3806,2984603,4576831,0
3807,2984603,598669,0
3808,2984603,1324732,0
3809,2984603,1299770,0
3810,2984603,1579930,0
3811,2984603,855041,0
3812,2984603,3882847,0
3813,2984603,1579292,0
3814,2984603,702535,171
3815,2984603,3144483,0
3816,2984603,4768384,0
3817,2984603,1516770,0
3818,2984603,2549171,0
3819,2984603,880340,0
3820,2984603,429772,0
3821,2984603,2131387,0
3822,2984603,1144325,0
3823,2984603,4147923,0
3824,2984603,682546,644
3825,2984603,4092,0
3826,2984603,3970363,0
3827,2984603,1891892,0
3828,2984603,63136,0
3829,2984603,553037,0
3830,2984603,1661930,0
3831,2984603,3685169,0
3832,2984603,2925806,0
3833,2984603,2367230,0
3834,2984603,3500440,0
3835,2984603,2029015,0
3836,2984603,4760446,0
3837,2984603,1703988,0
3838,2984603,2049945,0
3839,2984603,1103018,0
3840,2984603,2348292,0
3841,2984603,3412572,0
3842,2984603,2400880,0
3843,2984603,1650213,0
3844,2984603,2508682,0
3845,2984603,4655865,0
3846,2984603,4783494,0
3847,2984603,1552314,0
3848,2984603,2433751,0
3849,2984603,2689863,0
3850,2984603,1293284,0
3851,2984603,3232601,0
3852,2984603,2277143,0
3853,2984603,4721900,0
3854,2984603,1409981,0
3855,2984603,3606132,0
3856,2984603,310971,0
3857,2984603,4674281,0
3858,2984603,2561883,0
3859,2984603,2794502,1173
3860,2984603,2034110,0
3861,2984603,4528750,0
3862,2984603,1748918,0
3863,2984603,463369,0
3864,2984603,3674715,0
3865,2984603,1890881,0
3866,2984603,452486,0
3867,2984603,1093007,0
3868,2984603,355398,0
3869,2984603,2631510,0
3870,2984603,1481086,0
3871,2984603,4453400,0
3872,2984603,2854123,0
3873,2984603,4015544,391
3874,2984603,1899635,0
3875,2984603,2774744,0
3876,2984603,3712495,0
3877,2984603,3172011,0
3878,2984603,1005514,0
3879,2984603,4670651,0
3880,2984603,3675597,0
3881,2984603,143724,0
3882,2984603,1357622,0
3883,2984603,2521959,0
3884,2984603,608487,0
3885,2984603,2136442,0
3886,2984603,1198425,0
3887,2984603,3473349,0
3888,2984603,4391483,0
3889,2984603,1427853,0
3890,2984603,1410271,0
3891,2984603,1400979,0
3892,2984603,2000881,0
3893,2984603,2954594,0
3894,2984603,1126194,0
3895,2984603,3932550,0
3896,2984603,1478013,0
3897,2984603,2669687,0
3898,2984603,3975681,0
3899,2984603,4240619,0
3900,2984603,372409,0
3901,2984603,4630571,0
3902,2984603,3364907,0
3903,2984603,3551495,0
3904,2984603,2469654,0
3905,2984603,3395612,0
3906,2984603,1496853,0
3907,2984603,4126538,0
3908,2984603,332018,0
3909,2984603,1369640,0
3910,2984603,3130695,0
3911,2984603,1154944,129
3912,2984603,101952,0
3913,2984603,2849030,0
3914,2984603,3915711,0
3915,2984603,3784415,0
3916,2984603,2024002,0
3917,2984603,1914830,0
3918,2984603,652907,0
3919,2984603,285421,0
3920,2984603,3886258,0
3921,2984603,4289227,0
3922,2984603,1213192,0
3923,2984603,2822064,0
3924,2984603,2554537,0
3925,2984603,4707672,0
3926,2984603,4624589,0
3927,2984603,1535551,0
3928,2984603,1543898,0
3929,2984603,3977016,0
3930,2984603,1858972,0
3931,2984603,2113400,0
3932,2984603,245205,0
3933,2984603,4295110,0
3934,2984603,4826566,0
3935,2984603,1293664,0
3936,2984603,562638,0
3937,2984603,3762892,0
3938,2984603,4130285,0
3939,2984603,1598139,309
3940,2984603,1202236,0
3941,2984603,3470960,0
3942,2984603,2996967,0
3943,2984603,4141592,0
3944,2984603,4247016,0
3945,2984603,824971,205
3946,2984603,291857,0
3947,2984603,2787002,521
3948,2984603,1487295,0
3949,2984603,3796120,0
3950,2984603,2880255,424
3951,2984603,2430595,0
3952,2984603,3781289,0
3953,2984603,3766377,0
3954,2984603,761736,0
3955,2984603,3545538,0
3956,2984603,362913,0
3957,2984603,3459691,0
3958,2984603,1049011,0
3959,2984603,3954616,0
3960,2984603,749558,0
3961,2984603,786490,0
3962,2984603,2466642,0
3963,2984603,4468086,121
3964,2984603,932561,230
3965,2984603,631713,0
3966,2984603,2374033,0
3967,2984603,4706073,0
3968,2984603,168362,0
3969,2984603,1817552,0
3970,2984603,4522929,422
3971,2984603,4390213,0
3972,2984603,2449203,530
3973,2984603,432404,0
3974,2984603,1421127,0
3975,2984603,2670659,595
3976,2984603,423838,335
3977,2984603,1564018,0
3978,2984603,432611,0
3979,2984603,1988326,182
3980,2984603,4243408,66
3981,2984603,4854093,0
3982,2984603,2910503,0
3983,2984603,4719680,0
3984,2984603,4298408,1349
3985,2984603,336224,2902
3986,2930986,1998627,399
3987,2326042,4355471,0
3988,2326042,2987358,0
3989,2326042,1771448,452
3990,2326042,843636,0
3991,2326042,3254313,283
3992,2326042,3937591,1917
3993,1299015,1390051,0
3994,1299015,4339419,0
3995,1299015,4583969,0
3996,2057013,4778699,274
3997,2926541,2267064,0
3998,2926541,2497649,0
3999,2926541,45387,0
4000,2926541,2743665,0
4001,2926541,784906,0
4002,2926541,1363793,0
4003,2926541,2661272,0
4004,2926541,2916399,0
4005,2926541,3761814,0
4006,2926541,1354505,0
4007,2926541,340145,0
4008,2926541,291522,0
4009,2926541,3043263,0
4010,2926541,2284750,0
4011,2926541,3121799,0
4012,2926541,3408418,0
4013,2926541,681525,0
4014,2926541,4545439,0
4015,2926541,929639,0
4016,2926541,1685846,0
4017,2926541,1722340,0
4018,2324352,4244401,0
4019,2324352,4793368,19
4020,2324352,2851811,0
4021,2324352,3514152,158
4022,2324352,2833751,9779
4023,888836,372698,0
4024,888836,3454842,0
4025,888836,1042450,0
4026,888836,1016314,0
4027,888836,1737423,0
4028,888836,2089543,0
4029,888836,2105656,0
4030,888836,4002239,0
4031,888836,1591186,0
4032,888836,4088287,0
4033,888836,4675769,0
4034,888836,930796,0
4035,888836,2841028,0
4036,888836,171523,0
4037,888836,3890374,0
4038,888836,2613439,0
4039,888836,1633312,0
4040,888836,2469393,0
4041,888836,2642885,0
4042,888836,641205,0
4043,888836,3535183,0
4044,888836,1363775,0
4045,888836,4267873,0
4046,888836,2177804,0
4047,888836,4624567,0
4048,888836,3472131,0
4049,888836,69951,0
4050,888836,2497548,0
4051,888836,3139954,0
4052,888836,1794944,0
4053,888836,2440018,0
4054,888836,4418273,0
4055,888836,2532180,0
4056,888836,3902249,0
4057,888836,334427,0
4058,888836,3341196,0
4059,888836,3828975,0
4060,888836,801047,0
4061,888836,2770016,0
4062,888836,3899297,0
4063,888836,1470927,0
4064,888836,3339807,0
4065,888836,410912,0
4066,888836,2356787,0
4067,888836,4660215,0
4068,888836,3941988,0
4069,888836,2936968,0
4070,888836,662858,0
4071,888836,4214895,0
4072,888836,1599360,0
4073,888836,4305834,0
4074,888836,552982,0
4075,888836,1763447,0
4076,888836,1302581,0
4077,888836,1795222,418
4078,888836,3802490,0
4079,888836,2491895,0
4080,888836,1149394,0
4081,888836,4360716,0
4082,888836,3429323,0
4083,888836,1418298,0
4084,888836,2717689,0
4085,888836,3446850,90
4086,888836,3840378,0
4087,888836,1223767,0
4088,888836,4621501,0
4089,888836,4085055,0
4090,888836,2672760,0
4091,319732,3038168,0
4092,319732,2459010,0
4093,1699324,2033602,0
4094,98402,4759359,856
4095,448823,3919788,0
4096,448823,1877863,0
4097,448823,2129382,0
4098,448823,1556012,0
4099,448823,176837,0
4100,448823,945468,0
4101,448823,2987748,0
4102,448823,1505217,0
4103,448823,1904070,0
4104,448823,345325,0
4105,448823,101515,0
4106,448823,890853,0
4107,448823,1093629,0
4108,448823,1835719,0
4109,448823,2808859,0
4110,448823,4491789,0
4111,448823,4402202,0
4112,448823,3583469,0
4113,448823,2850492,0
4114,448823,2943162,0
4115,448823,103606,0
4116,448823,1909868,0
4117,448823,922867,5074
4118,448823,4064485,0
4119,448823,3565773,0
4120,448823,599307,0
4121,448823,1333894,0
4122,448823,4122222,0
4123,448823,178244,0
4124,448823,2112018,0
4125,448823,2274658,0
4126,448823,4017313,0
4127,448823,2989235,0
4128,448823,648613,0
4129,448823,2394881,0
4130,448823,827788,0
4131,448823,2942602,0
4132,448823,3545060,0
4133,448823,326887,0
4134,448823,2287209,0
4135,448823,1926906,0
4136,448823,2541564,0
4137,448823,3810458,0
4138,448823,3014264,0
4139,448823,4658544,0
4140,448823,135664,0
4141,448823,2317488,0
4142,448823,396092,0
4143,448823,569119,0
4144,448823,3002136,0
4145,448823,3115408,0
4146,448823,2182639,0
4147,448823,2926735,0
4148,448823,814535,0
4149,448823,553401,0
4150,448823,2120554,0
4151,448823,3426612,0
4152,448823,2497840,0
4153,448823,3129313,0
4154,448823,629368,0
4155,448823,4842624,0
4156,448823,828773,0
4157,448823,4587264,0
4158,448823,2005090,0
4159,448823,1063869,0
4160,448823,88348,0
4161,448823,4329441,0
4162,448823,924384,0
4163,448823,1616437,0
4164,448823,3686240,0
4165,448823,1203627,0
4166,448823,2815318,0
4167,448823,1524381,0
4168,448823,2772935,0
4169,448823,285814,36289
4170,448823,978573,0
4171,448823,635160,0
4172,448823,1113613,0
4173,448823,1241644,0
4174,448823,1312030,0
4175,448823,1935103,0
4176,448823,2304027,0
4177,448823,2413703,0
4178,448823,13820,0
4179,448823,2203296,0
4180,448823,1906505,0
4181,448823,1632135,0
4182,448823,3813064,0
4183,448823,231905,0
4184,448823,2534246,0
4185,448823,4166218,0
4186,448823,3685028,0
4187,448823,2426194,0
4188,448823,2499605,0
4189,448823,1393405,1266
4190,448823,2252936,0
4191,448823,4684770,0
4192,448823,690928,0
4193,448823,492103,0
4194,448823,3351818,0
4195,448823,4736633,0
4196,448823,3108269,0
4197,448823,741826,0
4198,448823,3565798,0
4199,448823,1968771,0
4200,448823,3431782,0
4201,448823,1421902,0
4202,448823,899013,0
4203,448823,2235023,0
4204,448823,1910156,0
4205,448823,4487599,0
4206,448823,3261374,0
4207,448823,2560217,0
4208,448823,95737,0
4209,448823,272074,0
4210,448823,4417034,0
4211,448823,2449339,0
4212,448823,708045,0
4213,448823,3606023,0
4214,448823,3747092,0
4215,448823,4643733,0
4216,448823,2571645,0
4217,448823,2877155,0
4218,448823,3642872,0
4219,448823,747003,0
4220,448823,4285501,0
4221,448823,3195580,0
4222,448823,3237406,0
4223,448823,1208402,0
4224,448823,3938318,0
4225,448823,2590585,0
4226,448823,167473,0
4227,448823,3763337,16316
4228,448823,462783,0
4229,448823,2233407,0
4230,448823,3259006,0
4231,448823,1207880,0
4232,448823,4719446,0
4233,448823,600251,0
4234,448823,4670956,0
4235,448823,4715135,0
4236,448823,2988157,0
4237,448823,3439771,0
4238,448823,3231329,0
4239,448823,3407831,0
4240,448823,765159,0
4241,448823,1476650,0
4242,448823,3589179,0
4243,448823,4494451,0
4244,448823,2103361,0
4245,448823,706350,0
4246,448823,452672,0
4247,448823,3929882,0
4248,448823,2141984,0
4249,448823,2888665,0
4250,448823,4063194,0
4251,448823,4835201,0
4252,448823,2718802,0
4253,448823,2552676,0
4254,448823,1061018,0
4255,448823,4865098,0
4256,448823,3255607,0
4257,448823,4247429,0
4258,448823,4423974,0
4259,448823,3953154,0
4260,448823,590968,0
4261,448823,4223163,0
4262,448823,2849649,0
4263,448823,1155354,75251
4264,448823,901523,0
4265,448823,2227640,0
4266,448823,2436462,0
4267,448823,2417167,3161
4268,448823,4081905,0
4269,448823,4114506,0
4270,448823,3553748,0
4271,448823,376348,0
4272,448823,4487487,0
4273,448823,3805507,0
4274,448823,3096710,0
4275,448823,3775044,0
4276,448823,772861,0
4277,448823,2361490,0
4278,448823,1138933,0
4279,448823,4296438,0
4280,448823,4651403,0
4281,448823,3633888,0
4282,448823,3079199,0
4283,448823,2931183,0
4284,448823,647692,0
4285,448823,2664309,0
4286,448823,1901750,0
4287,448823,3308845,0
4288,448823,2398779,0
4289,448823,4460210,0
4290,448823,1972844,0
4291,448823,4426424,0
4292,448823,3207313,0
4293,448823,4150998,0
4294,448823,1809758,0
4295,448823,1460376,0
4296,448823,3648684,0
4297,448823,3084926,0
4298,448823,3201886,0
4299,448823,4866459,0
4300,448823,2610275,0
4301,448823,2196294,0
4302,448823,4342953,0
4303,448823,3015234,0
4304,448823,1854175,0
4305,448823,2862017,601
4306,448823,2646251,1146
4307,448823,3329346,0
4308,448823,618806,0
4309,448823,2171166,0
4310,448823,178714,0
4311,448823,4543813,0
4312,448823,4274102,0
4313,448823,2243026,0
4314,448823,4455282,0
4315,448823,4727783,0
4316,448823,4513376,0
4317,448823,3849888,0
4318,448823,615415,0
4319,448823,1566248,0
4320,448823,451378,26018
4321,448823,4770228,0
