0,source,sink,out_degree_a
5541,4495110,2001975,411
5542,3034565,4859575,31
5543,1848747,254581,155
5544,4071271,1686697,166
5545,4574464,4102938,2435
5546,4564548,4297402,31
5547,899628,2975120,88
5548,430658,4583463,1655
5549,3517389,4569983,1602
5550,2465349,2532259,72
5551,4546609,1043280,332
5552,4325261,912522,174
5553,241000,4520001,2628
5554,1688987,378193,157
5555,2388098,3526223,232
5556,2533205,1215650,58
5557,3292313,4233966,277
5558,2326697,3159075,701
5559,223469,2940560,59
5560,94321,2027836,411
5561,486431,3569901,62
5562,66030,1552739,92
5563,392718,915197,1
5564,1933991,4865202,1907
5565,1092002,1541666,10
5566,860469,1121696,254
5567,706793,100107,111
5568,4752780,3177922,196
5569,2548202,2194084,57
5570,3562158,815008,1960
5571,4442302,2780449,67
5572,573558,897269,241
5573,2575939,1651483,96
5574,2161230,426700,64
5575,3162206,4528847,342
5576,1981993,2726486,1118
5577,1336736,3172157,94
5578,3203329,3944497,746
5579,568749,707634,181
5580,3929676,3890827,27
5581,1681244,4379479,127
5582,797349,345933,4431
5583,2624755,2830429,75
5584,4132261,1302591,1075
5585,1004233,848757,102
5586,4383563,508157,8
5587,3547877,3758896,144
5588,3158115,4056145,497
5589,326048,1003738,504
5590,1405044,804431,582
5591,3190643,4371463,179
5592,3626275,2756968,320
5593,1337451,1890033,266
5594,3283631,4685779,301
5595,1210928,3818032,144
5596,2320107,4092408,141
5597,2007914,4526308,301
5598,4092666,2684870,220
5599,1053929,4228877,80
5600,3909981,780608,184
5601,3699726,1494526,130
5602,4383666,1460872,8
5603,2770705,1508844,157
5604,303209,4457812,155
5605,1545382,2934196,696
5606,4458764,3055009,144
5607,3104940,2387868,42591
5608,3019228,1998934,69
5609,81645,1814927,68
5610,3395053,1000177,64
5611,4444163,4829102,53
5612,3831327,847280,1205
5613,4053269,82753,852
5614,414391,888207,112
5615,4849585,884339,377
5616,4770341,3995943,59
5617,123691,4772073,48
5618,4611357,3945045,36
5619,1685132,2096614,649
5620,3024649,4323077,98
5621,2965076,3322557,152
5622,222612,4196546,23
5623,3067420,1655981,207
5624,3108028,4627252,210
5625,3881284,1225170,40
5626,2080615,1497421,126
5627,897491,2625409,72
5628,2285372,1222030,90
5629,4188438,2982629,107
5630,1821811,708203,91
5631,4135692,1882425,9541
5632,4762015,3013434,258
5633,2728932,1460607,60
5634,439059,1176701,417
5635,1042163,562927,7971
5636,2873622,1389123,23
5637,2892053,37386,65
5638,1082880,1233876,29
5639,3016125,1519671,81
5640,1247366,2844999,804
5641,3651482,2061462,1042
5642,4124520,2781004,105
5643,1494528,3484644,27
5644,1553867,900383,2962
5645,2626933,149736,25
5646,4337184,487236,127
5647,2436687,802444,12750
5648,2441037,3856554,85
5649,258948,4778272,185
5650,86714,2310235,870
5651,2322957,1697833,988
5652,298847,1158446,46
5653,4354090,1173319,409
5654,573693,2115824,104
5655,186840,2492405,84
5656,90348,4665048,167
5657,3362628,758433,98
5658,525595,2399401,245
5659,1237348,2544271,20
5660,557615,4080363,3
5661,1320102,1343350,316
5662,2414950,896136,57
5663,294920,2031933,52
5664,667134,1139401,90
5665,2651652,2504243,389
5666,2295066,4223693,10
5667,2146800,4848010,72
5668,1372390,4166112,263
5669,1810750,3509047,171
5670,537101,4173610,359
5671,3287295,3852854,597
5672,1941703,1219418,684
5673,4366747,3199074,496
5674,2549981,3626935,432
5675,1985633,1288951,12
5676,2250383,3401703,3
5677,813202,1701459,73
5678,3102678,2897260,208
5679,871397,3108490,24
5680,76627,4422553,911
5681,4390038,3465568,268
5682,2777163,3058169,77
5683,131938,3991121,2018
5684,3726335,4658060,30
5685,336173,679312,32
5686,1403720,3063925,35
5687,261556,1306072,50
5688,2756069,4385472,1535
5689,4687195,2129617,1448
5690,3364987,2728866,115
5691,949821,2704699,87
5692,3571356,1215648,80
5693,3541658,246148,216
5694,3394828,28041,268
5695,4383994,2659488,227
5696,158823,238144,6471
5697,551492,790398,165
5698,2841091,839287,417
5699,629031,4109366,1
5700,3973361,2601581,2041
5701,99556,4820573,357
5702,2369185,2609225,215
5703,4534909,4576336,36
5704,922862,698528,18
5705,1888020,2916166,16
5706,1549106,4094260,193
5707,1094048,2478602,1027
5708,343499,2784892,115
5709,4442832,1964298,31
5710,3225390,4263924,128
5711,4564254,2935161,114
5712,2247664,354017,114
5713,824841,1142871,137
5714,4454737,2748983,915
5715,4036543,3879950,105
5716,1780606,2440384,17
5717,3771229,48561,854
5718,4693676,3008152,236
5719,448545,4443168,1624
5720,4802611,1595433,36
5721,121352,2263710,4
5722,3420042,2383376,223
5723,3313661,2366908,247
5724,4536784,1571599,115
5725,3976164,3712498,307
5726,2828522,771156,26
5727,2705657,1270171,629
5728,2668494,4265509,578
5729,4043340,2290795,13
5730,2855515,4830474,528
5731,2124735,548129,433
5732,1635105,1434181,63494
5733,4486429,2998332,108
5734,168394,4045155,101
5735,4813076,282738,576
5736,1321827,4652529,170
5737,1392717,4355015,61
5738,4180588,2300708,364
5739,2932990,3732931,90
5740,255078,1059358,58
5741,1713755,1961901,72
5742,3274032,3459502,8
5743,699950,641120,90
5744,635208,670074,314
5745,2301239,4290367,49
5746,828085,2830579,447
5747,1073135,3208471,530
5748,2821641,187091,469
5749,2632310,3965950,11
5750,878249,1232867,32
5751,2202544,2228160,48
5752,3596185,2789436,86
5753,3550092,1071670,261
5754,1846572,2205914,1
5755,554417,3528096,94
5756,2918681,3460641,211
5757,2678495,2544271,37
5758,389871,4445347,1
5759,4306167,1661912,51
5760,863783,3799335,130
5761,4473991,3203192,34
5762,4146791,1063636,6089
5763,809399,878944,27
5764,1221273,4039025,214
5765,1235272,2713884,195
5766,4468793,3487024,44
5767,1594009,2680868,982
5768,3256057,3925271,347
5769,2109685,2604890,182
5770,2466377,901918,61
5771,3859743,4280925,60
5772,2675421,4100772,1170
5773,1005765,3197571,10
5774,378893,1681179,2664
5775,475362,4739715,29
5776,1143684,2851494,1045
5777,3334071,1630945,2
5778,3594650,38589,2
5779,1582546,3828185,2512
5780,2083672,2758392,435
5781,968076,2708568,50
5782,1319545,4432761,492
5783,3915603,2788994,8
5784,3646793,4577899,1140
5785,4169706,809113,21
5786,4471247,2862044,343
5787,4791127,1974922,80
5788,540215,3240496,1004
5789,3143876,1074082,367
5790,363438,4607737,11
5791,248727,974481,194
5792,4033899,4178009,2509
5793,2651013,513772,66845
5794,2473200,2285936,4566
5795,1365278,1268500,15
5796,3813888,2287851,52
5797,275804,2824500,71
5798,4148049,799729,1279
5799,4170897,2885470,6
5800,2712479,690365,1597
5801,4006795,919322,419
5802,4283157,2383394,24
5803,2926641,2393,92
5804,4717616,1599852,241
5805,3388095,2835172,97
5806,2914124,169224,22
5807,1764552,2215015,909
5808,2672250,4043623,109
5809,2668658,4745425,1071
5810,3471710,4668036,2301
5811,4013908,3852135,186
5812,2312830,694758,115
5813,2550107,1216896,65
5814,4861070,4172375,5
5815,1097698,250256,159
5816,4046734,1310817,1
5817,1494055,1893473,10233
5818,2069466,1099862,270
5819,2989805,3141327,179
5820,2098153,4473002,297
5821,4340121,41429,1041
5822,1681544,201039,9
5823,4279761,242071,43
5824,16594,2444283,198
5825,366904,4536291,98
5826,3198069,309983,40
5827,2739805,1545382,498
5828,3656366,3117811,170
5829,3346746,1738401,621
5830,1859119,4173475,100
5831,4262517,4089399,707
5832,1426503,56499,887
5833,1412406,2046749,17
5834,2031729,2796353,131
5835,234835,563019,10
5836,2164938,4742480,1104
5837,1360095,2235154,6
5838,4339618,746458,378
5839,2331329,1085129,1047
5840,2143597,4598516,172
5841,1823345,2711575,9
5842,3983825,2270219,97
5843,742996,4777350,58
5844,4786696,3846322,516
5845,3381093,2471616,75
5846,210661,1293177,104
5847,3963255,766697,2567
5848,4291529,3966399,19
5849,2303446,3606549,67
5850,2060028,2083447,61
5851,725415,2565000,90
5852,15836,2152626,232
5853,3097604,248013,44036
5854,1607437,1567109,109
5855,2018607,427547,19283
5856,4558682,1736970,80
5857,3303204,3244424,37
5858,4442230,147049,10848
5859,2690984,1120841,202
5860,4323150,4642186,731
5861,4619061,1829323,194
5862,4098923,4427567,43
5863,2905236,382958,591
5864,1447239,1396701,21
5865,2246446,3134085,281
5866,3767366,1511629,103
5867,1869515,1289225,69
5868,2563752,3024051,661
5869,2577206,1381867,1375
5870,1127294,1088458,2917
5871,2899476,2783528,68
5872,1069505,1808100,6
5873,564527,4334718,38
5874,4459306,754926,4
5875,714119,4219715,102
5876,228206,1869658,9
5877,2544862,3967917,84
5878,4075618,3491942,340
5879,3249912,85124,98
5880,1129727,2390919,12
5881,2020240,3719540,1030
5882,4657441,1961630,428
5883,223570,4008065,101
5884,3226472,856654,75
5885,3729429,681488,93
5886,3800680,1283175,55
5887,1255775,290569,23
5888,3745480,2932236,110
5889,1963808,3080128,752
5890,424201,3102958,240
5891,201083,4542868,2294
5892,2991764,1087198,18
5893,1669784,1521352,505
5894,2075586,1527955,177
5895,390070,2407855,62
5896,2648566,2827495,12
5897,1872801,2963140,25
5898,1826879,4403069,274
5899,900911,2813378,107
5900,1345525,4107549,203
5901,4467442,91391,247
5902,4181529,3430964,101
5903,3431205,2502242,186
5904,1594988,4274789,139
5905,2406834,1587323,3630
5906,4478235,3732059,4
5907,5054,1475929,12
5908,771710,4385796,21
5909,88682,3348478,2492
5910,3894552,1194348,1819
5911,4037937,4289364,259
5912,2881419,2633592,1
5913,1943454,3407515,1809
5914,11556,4419578,137
5915,1767420,347367,40
5916,1055988,2739060,180
5917,2422604,755660,236
5918,394828,912879,521
5919,3725026,2780812,24
5920,210761,3925433,174
5921,1700665,3145007,1232
5922,1590756,614768,505
5923,4825984,4217390,83
5924,947127,4052396,1292
5925,274699,4320325,420
5926,1023499,3287177,98
5927,1322684,820594,454
5928,1689390,1040591,337
5929,1437981,4597000,59
5930,2272389,2573156,11
5931,3102246,2711657,677
5932,3074536,812710,84
5933,3951785,3589315,69
5934,3136631,19451,49
5935,4630465,527556,66
5936,119310,2580534,630
5937,3257884,3305455,71
5938,3105068,343215,1926
5939,873228,3317934,129
5940,672081,4090359,30
5941,1272757,2184633,1846
5942,1008703,3200116,17
5943,2593954,3780501,218
5944,2607839,417093,33
5945,3671067,626975,111
5946,1555682,1044654,189
5947,3617345,3808032,3
5948,972332,1237696,175
5949,946951,4219994,55
5950,3529653,926296,66
5951,1759584,1246433,74
5952,1147011,1153759,15
5953,1564261,1693671,327
5954,3376926,3762348,234
5955,3948718,3539126,78
5956,447070,4831688,78
5957,594370,3361587,59
5958,3346625,2741792,51
5959,2387703,2018650,33396
5960,246672,79607,546
5961,4333556,719990,77354
5962,3500534,4455505,41
5963,886631,179952,28
5964,537623,4627252,306
5965,4150940,2347560,110
5966,3001570,3174617,74
5967,1094589,987506,2327
5968,17465,1820429,608
5969,3091401,4640383,279
5970,1543829,4454175,2004
5971,3287907,552104,23
5972,1252161,404056,60
5973,3597303,1998606,234
5974,2739890,653116,12316
5975,54916,4359271,72
5976,1397162,674783,18
5977,1047207,3500835,129
5978,2305935,4156408,13
5979,1067932,1228736,205
5980,3984357,1566303,4
5981,4573787,2704330,238
5982,1851286,990863,191
5983,1233950,1338839,1349
5984,1491173,1832052,37
5985,1841790,3591912,247
5986,1518387,2744198,86
5987,1440298,1886341,591
5988,2758138,2707616,2905
5989,2475547,641120,50
5990,3330837,309677,815
5991,1523957,2490428,40
5992,27321,1965271,125
5993,2491903,4399847,225
5994,564416,812617,39
5995,234811,1654931,2259
5996,4059979,2260538,1100
5997,4716007,2210580,78
5998,704585,3967917,108
5999,4206095,2849334,39
6000,794490,4669518,16099
6001,3920031,1689039,55
6002,970080,2390301,1550
6003,4396450,4480532,53
6004,3932876,2441350,5417
6005,2724088,611434,728
6006,4849585,2795269,377
6007,1012883,1255243,168
6008,289476,2911148,23
6009,1382058,3428822,5946
6010,1034420,339344,62
6011,3544496,1086605,75
6012,1925995,2258984,99
6013,3108614,2511412,6250
6014,3625835,3527082,226
6015,1603441,2819117,217
6016,3887171,1840412,23
6017,1283611,3766894,4
6018,1429554,1562280,11
6019,3326624,1139433,190
6020,2998332,4820421,25743
6021,188660,10591,8
6022,1452185,1424720,136
6023,2482853,1724868,155
6024,4500924,4410778,112
6025,3660919,3244272,5491
6026,3240496,1163895,3070
6027,3115471,2085572,1761
6028,855004,3057455,93
6029,1006140,41397,136
6030,3466070,3001482,471
6031,2361673,1517774,53
6032,2121585,3198135,34
6033,66030,389590,92
6034,2983297,1620779,88
6035,2863500,2940560,25
6036,4757848,435848,95
6037,3044701,1743263,36
6038,1672381,4463063,236
6039,1888332,2955107,1326
6040,1835559,2968854,101
6041,1359330,749309,1453
6042,3724831,1632749,926
6043,2124631,434593,24
6044,164065,3144744,633
6045,2774971,1511168,69
6046,2452484,2898648,27
6047,1928070,1086605,167
6048,1316907,4823186,220
6049,624390,1001814,27
6050,7061,3692457,52
6051,2963043,3550092,24
6052,1598155,2455101,82
6053,3346612,2406369,25
6054,896218,230277,14
6055,2256071,4699308,206
6056,4505301,1539461,120
6057,3200341,1576172,149
6058,368818,2566862,77
6059,539244,2655492,1
6060,2346621,3017354,102
6061,2634444,480580,274
6062,2758271,1833059,41
6063,1128316,1068033,1212
6064,4110767,4701854,128
6065,522054,4138238,122
6066,3224537,3329934,38
6067,169072,1665154,88
6068,958601,3664988,1363
6069,3928706,4552124,505
6070,3549780,3796389,1110
6071,4251444,772849,57
6072,224552,3124341,1195
6073,3445792,4604720,81
6074,4397115,1704907,4544
6075,3506652,1588061,34
6076,542821,3123077,73
6077,2264264,1203162,860
6078,722917,3552151,493
6079,2604748,2030372,707
6080,4384646,4318381,219
6081,4407542,3353876,40
6082,3378280,4819315,40015
6083,2945223,399490,117
6084,2500955,858182,54
6085,3053663,4022006,35
6086,2064202,1092186,80
6087,3799406,2495508,1187
6088,4731952,9202,291
6089,2953377,3045032,442
6090,1131513,4587407,464
6091,927973,1875484,663
6092,300374,1504704,347
6093,180465,1099923,133
6094,3041256,4053795,97
6095,321743,3272557,90
6096,4260026,1530633,349
6097,4132821,3274294,114
6098,2308632,1670641,50
6099,2783695,903792,2352
6100,656728,1747244,229
6101,2957639,2994994,429
6102,1271917,4297651,745
6103,2106576,2476612,628
6104,1886385,1144219,51
6105,2544304,1447613,160
6106,4519174,143808,83
6107,32138,4003611,15
6108,213392,4338103,68
6109,1970245,1212380,33
6110,2456366,3784408,16
6111,2076304,4070121,54
6112,2562403,3054892,1527
6113,2300708,1465125,3
6114,3289560,2052089,152
6115,4335709,2863760,234
6116,1898587,2634469,335
6117,2804896,4066935,92
6118,81737,4670991,77
6119,3726680,212805,134
6120,3182243,4279670,30
6121,2975979,2110545,1883
6122,1367130,815052,555
6123,447652,1937473,60
6124,4691181,2221465,52
6125,1962170,3311941,248
6126,3047052,3872062,57
6127,1958281,339313,57
6128,4112964,1272646,148
6129,911889,1168241,34
6130,3573875,1931941,23530
6131,1036218,1936956,21
6132,3804794,4450805,85
6133,3289630,2844053,442
6134,2536106,3249655,14
6135,490034,3394554,32
6136,389337,463578,79
6137,1561394,428166,103
6138,4795640,3889632,74
6139,1071241,373567,1396
6140,3474714,2891922,773
6141,4747431,52235,22
6142,3396805,4588320,576
6143,3238797,4149420,72
6144,1344241,4397390,216
6145,555641,4515781,50
6146,2423759,1024638,211
6147,3102596,3245827,125
6148,3995418,2270215,262
6149,1528502,2694853,105
6150,3211124,1528577,233
6151,2419143,1832349,114
6152,1937956,1402470,46
6153,324481,3205360,78
6154,2651652,4606828,389
6155,2952895,167667,30
6156,3455337,3737661,12
6157,914590,877685,190
6158,2461340,1821750,3377
6159,3260407,518982,40
6160,3205218,3076537,80
6161,3162895,2004250,552
6162,2502204,224034,802
6163,1313531,1698730,138
6164,3632614,1238378,99
6165,2446348,4355866,8
6166,3891929,1328064,381
6167,197658,2319422,92
6168,232119,892624,34
6169,2277157,2995669,499
6170,2145669,3264374,1943
6171,44428,1135932,103
6172,482286,653567,225
6173,2940560,3734741,227
6174,3578368,2692347,339
6175,4441403,2741551,44
6176,897159,3921938,1396
6177,4135197,3217561,173
6178,2833758,26836,77
6179,126909,2121214,45
6180,938662,2877896,305
6181,2544942,2353906,39
6182,754986,1393618,213
6183,1055752,1987983,61
6184,4454175,1719089,488
6185,991915,833259,61
6186,1183256,4736908,283
6187,464419,4657591,522
6188,4588994,1541904,14
6189,2759392,1636799,191
6190,1991608,3407568,193
6191,3029304,2748610,26
6192,3968141,2609014,641
6193,1595379,2475194,9
6194,4641500,2581880,81
6195,551270,2224169,9317
6196,4448557,3251589,42
6197,1128250,3411464,166
6198,4416927,4035016,58
6199,2989873,1004807,274
6200,2195849,4085623,231
6201,433740,1345525,5
6202,4159232,4114117,1999
6203,871619,855302,1342
6204,3804237,346874,91
6205,3449384,1962278,1
6206,4273840,2005943,513
6207,3112427,1050365,339
6208,2299812,494791,438
6209,2281905,1116975,550
6210,787540,892636,49
6211,2596252,1865606,30
6212,2429371,2448159,10
6213,4655425,2222071,138
6214,4589313,4849238,28
6215,3874602,3103582,188
6216,2546199,2500295,393
6217,4226561,1045426,23
6218,4408843,1061920,98
6219,1075193,3230163,114
6220,1453814,1030509,600
6221,1357512,4825227,1409
6222,291598,3602167,31
6223,914590,2200421,190
6224,3574289,95568,383
6225,2977223,2076091,31367
6226,1806303,2299295,263
6227,1781069,3033484,611
6228,138349,778393,400
6229,2314931,3041534,14768
6230,625906,3177976,120
6231,1047601,3281451,1746
6232,958829,4468952,534
6233,1013466,3136757,57
6234,892090,3504377,2624
6235,823636,188108,1257
6236,1415961,764635,89
6237,3600061,950325,177
6238,1246304,65435,45
6239,3498929,1628826,254
6240,2101826,163021,218
6241,2573172,858390,129
6242,61851,1061297,21
6243,2816537,947246,82
6244,3616989,20388,40
6245,3755664,3821147,118
6246,446513,4715766,25
6247,2251224,875270,73
6248,4699680,3870559,145
6249,2378456,4542523,49
6250,1290649,2119585,81
6251,81990,794687,137
6252,3054246,1517172,333
6253,1241974,1571064,171
6254,3077524,2256731,1675
6255,1537260,4100575,1363
6256,1658415,1162249,43
6257,2415333,4246825,3814
6258,4586866,3469694,30865
6259,1005221,4620547,335
6260,2689691,3507219,6
6261,3289560,3936534,152
6262,485828,708203,42
6263,378893,4250205,2664
6264,1590756,4780017,505
6265,623444,2888061,240
6266,4506669,498512,44
6267,620351,247783,10
6268,4834640,2364302,124
6269,1185400,2563819,5
6270,794490,3495175,16099
6271,638010,3223775,6520
6272,3122764,4311172,78
6273,804420,19947,194
6274,574671,11338,364
6275,3404692,851826,107
6276,1219703,2177945,22
6277,621507,45557,493
6278,2454722,2168756,226
6279,4435111,762460,62
6280,1468783,3691952,69
6281,3425682,4842659,142
6282,965431,58008,191
6283,3057048,4345793,134
6284,3670568,2416261,60
6285,440093,2503408,1
6286,4565547,2367831,68
6287,355653,1739759,5248
6288,3105068,1072902,1926
6289,636645,4240631,889
6290,3363793,1403382,50
6291,64105,2753336,29
6292,508671,2652826,30
6293,1583704,1988914,161
6294,335010,631279,220
6295,2696065,2043897,6
6296,4238490,3217561,16
6297,2259251,3418202,26
6298,155655,4437733,998
6299,2972814,4260737,202
6300,3507219,943639,65616
6301,1862328,4734538,991
6302,447792,3272419,16
6303,3738701,3376555,391
6304,3722034,1715317,18
6305,4019772,2657616,43
6306,4520307,1514383,79
6307,1741725,1950471,560
6308,738704,2783695,68
6309,3028026,1622557,333
6310,3392450,2538827,45
6311,478279,4017122,296
6312,4760049,4244108,288
6313,202182,2917400,41
6314,4207128,706737,21
6315,2941746,4455938,4322
6316,3261660,1547372,86
6317,4827008,2152768,45
6318,3435172,3137519,122
6319,1085187,3343475,39878
6320,488468,4193324,156
6321,370690,1555455,1421
6322,1882491,3292454,3
6323,1242622,4135692,2411
6324,250784,4502376,50
6325,4772450,3571356,22
6326,3742783,3539009,72
6327,3940664,3285368,31
6328,2809458,239746,400133
6329,4181260,1640240,1390
6330,4846084,654630,321
6331,1283090,3938509,83
6332,2082699,1590372,146
6333,1019500,4210958,221
6334,4789042,4400710,50
6335,2948651,1803018,181
6336,678280,1271496,185
6337,3318630,2937322,212
6338,3374141,2556469,62
6339,700661,4736366,2383
6340,41540,1243152,136
6341,547929,2462158,203
6342,1600876,1183361,1074
6343,602831,859099,324
6344,2025015,3355010,66
6345,54752,3000515,182
6346,1104700,749351,168
6347,3673862,964264,243
6348,1837215,2607806,18
6349,632527,4402007,51
6350,2920750,2972160,16
6351,1170510,4439390,338
6352,397490,1558151,519
6353,740102,3226086,253
6354,1659040,4366702,145
6355,1343246,4865433,34
6356,2605488,1818359,30
6357,999420,1558434,257
6358,3492960,1061920,24
6359,4286785,1696218,24575
6360,4800953,1925808,204
6361,101838,3842555,319
6362,3159838,1821251,98
6363,4274919,4687539,322
6364,1897058,4475906,80
6365,1119490,1974922,521
6366,2739805,3921674,498
6367,1359330,1826142,1453
6368,1121944,1197283,225
6369,3400119,888120,40
6370,3108982,4823414,64
6371,1274841,2027656,47
6372,4474583,2385853,35
6373,4139305,4243408,244
6374,4110089,2546421,107
6375,682761,3065221,141
6376,324700,2577052,13
6377,2676123,1008568,25
6378,3122389,4684020,19
6379,268091,2542886,39
6380,2347216,2804852,4
6381,2687374,3233769,96
6382,4079398,2699036,85
6383,1602126,2278742,27
6384,4306582,4058362,249
6385,2119068,2471048,87
6386,342940,812719,64
6387,2955011,2721906,104
6388,3335443,1532741,858
6389,591326,1549107,955
6390,2652464,3588998,340
6391,4662733,1210760,66
6392,1145009,2757410,1766
6393,1703576,1201478,708
6394,4722431,190472,64
6395,1858692,1777787,44
6396,1253184,2389568,57
6397,743085,565577,24
6398,3484797,3386111,127
6399,534956,1702515,148
6400,2467909,992461,719
6401,2490085,543026,1879
6402,3609443,4340935,351
6403,3871155,4184939,684
6404,1423553,2138440,76
6405,2759330,2564293,894
6406,1322754,2026276,178
6407,2914124,1370930,22
6408,4728730,3799681,545
6409,3964144,3328824,466
6410,1546569,1914158,722
6411,2640762,233539,42
6412,3897083,22018,408
6413,1372390,2709615,263
6414,374977,3814841,113
6415,789432,778663,41
6416,166301,2831397,155
6417,4162864,1105301,12
6418,1420430,1846659,75
6419,4624957,847207,37
6420,3623678,234649,1129
6421,1247483,487236,132
6422,2767575,3783126,15
6423,3034228,2504243,84
6424,3791630,3609789,254
6425,1124567,4120649,198
6426,3403110,3418072,3200
6427,3704463,541321,225
6428,1301087,2101204,1641
6429,3543140,213089,29
6430,355400,4816863,441
6431,2356085,451437,7
6432,2938171,3293255,27
6433,2195988,1068034,208
6434,429831,3462986,146
6435,567973,3356514,155
6436,4139336,693041,84
6437,2203653,4114117,173
6438,2545905,333975,129
6439,4507643,1160901,1772
6440,1325894,190635,101
6441,1442258,3937922,912
6442,2476039,2484581,1079
6443,4386792,940317,655
6444,438779,1979098,69
6445,3786080,3643190,80
6446,527169,2146301,3104
6447,3374895,816934,194
6448,3809313,848757,255
6449,4083597,1263430,129
6450,1955823,2285796,10362
6451,3748959,1357203,23
6452,4769721,94321,2
6453,2317015,3504184,3655
6454,3767879,2070503,89
6455,4293,506830,126
6456,4114810,1695796,183
6457,1053208,2540102,7871
6458,3741309,1797097,451
6459,169009,551857,575
6460,990658,1336755,968
6461,3436823,4311172,346
6462,563611,1878814,673
6463,143808,3134085,160
6464,166844,117401,46
6465,3552240,4627750,948
6466,4437733,3536565,126
6467,1749305,120555,7820
6468,525595,1770414,245
6469,2303899,3217153,2190
6470,2513631,804737,45
6471,2382795,3167384,812
6472,3829112,4049828,6
6473,4290362,925328,20
6474,2624755,3616458,75
6475,3319852,275302,1057
6476,4134777,2902510,256
6477,881447,3703286,2691
6478,1801460,1051389,21294
6479,820772,3995328,121
6480,1300976,2358799,471
6481,3694366,4444824,926
6482,2920873,353937,1809
6483,3136926,982109,114
6484,923082,3430555,1995
6485,4518007,1485090,84
6486,3922050,82340,17
6487,3794054,487236,23
6488,4576342,1622842,287
6489,3634961,2278148,303
6490,3324062,3293559,136
6491,1305103,2514259,407
6492,654545,1731857,2874
6493,803951,794512,34
6494,619552,3344221,193
6495,682546,1903968,644
6496,4398685,4420646,63
6497,3110854,4655430,135
6498,2400419,4031103,3
6499,2545736,4391513,228
6500,942440,1597818,338
6501,4709390,4860800,29
6502,3798102,3146817,186
6503,4190154,2728956,153
6504,2770420,4162766,1891
6505,1151907,1154823,51
6506,818849,4005067,369
6507,3107199,1671109,625
6508,1877187,556174,165
6509,1176065,2197349,53
6510,762988,4246523,15994
6511,327051,326729,215
6512,830215,3943734,346
6513,1935156,1384676,24
6514,3221207,237742,26
6515,769654,879730,1201
6516,1143970,3922914,202
6517,4790970,522422,359
6518,4611739,2559131,231
6519,2480532,3159533,1068
6520,4464097,2681077,99
6521,2207319,3416478,57
6522,4337012,3200512,89
6523,162242,3472620,12
6524,4554335,580584,303
6525,2839634,1529484,82
6526,2819871,3451014,426
6527,1026366,1107607,2745
6528,2464855,95886,503
6529,3958664,1674510,278
6530,1695500,3754361,880
6531,3802338,3522361,172
6532,3316884,4126058,533
6533,1069609,996371,90
6534,2027323,3030179,1600
6535,2583918,3840645,94
6536,687868,4461878,44
6537,4108056,315464,487
6538,918804,3030751,46
6539,4048846,3069293,247
6540,2558590,2549673,161
6541,3307496,600591,1182
6542,2891857,3952204,383
6543,2902003,2255872,6621
6544,2004406,2173456,64
6545,3546247,1591738,68
6546,145983,2930986,424
6547,2410733,943126,320
6548,2577343,127950,49
6549,958601,302219,1363
6550,3448708,1565469,224
6551,884795,4591789,47943
6552,904699,1155568,243
6553,4380326,1196225,47
6554,1014744,3628463,343
6555,2355484,340787,3173
6556,3473711,2743237,109
6557,2612704,3693634,9
6558,938826,4061472,418
6559,4781298,881760,41
6560,4609702,2934603,513
6561,3939368,500770,507
6562,24392,2290795,73
6563,4384662,1794528,935
6564,4743786,877692,3
6565,2141287,342702,99
6566,338967,4610114,27
6567,1153566,4367667,126
6568,2759850,629531,911
6569,4493888,2272405,499
6570,488573,2631457,86
6571,2895959,13973,84
6572,1122052,1930544,1829
6573,1852963,4006372,69
6574,2808681,3418202,663
6575,3492510,2194084,31
6576,4612815,534089,121
6577,2416046,3003939,141
6578,1561431,2849811,4
6579,4109862,1055870,66
6580,3204831,2885287,5893
6581,814560,3498688,332
6582,636045,51544,2024
6583,214935,3264035,456
6584,1056828,3729180,233
6585,1396917,2809674,277
6586,1345452,2050750,4857
6587,2166868,90509,8
6588,1570747,1597080,751
6589,2301621,2872252,122
6590,296151,859105,33
6591,1184959,1170080,25
6592,1793311,3221726,16042
6593,1567106,3190077,159
6594,3799486,85041,273
6595,1368123,1848747,375
6596,4576435,1170,250
6597,1329707,648835,205
6598,3347305,3250100,86
6599,1282845,1318326,546
6600,4463889,4561985,73
6601,1450478,3400944,29
6602,1339565,4544061,281
6603,3753699,2932236,111
6604,819859,3907615,73
6605,3902146,3559779,91
6606,3781152,4382468,1146
6607,911998,1584385,1989
6608,1286166,3818010,38
6609,347703,3458,172
6610,704728,487932,1116
6611,539219,3213441,3
6612,2344755,4407539,146
6613,3021091,575782,354
6614,2662768,932451,17
6615,1578326,3714595,69
6616,3564511,1310357,86
6617,2544271,4814001,54
6618,778870,4842630,308
6619,2684700,168942,96
6620,4254122,3558874,43
6621,4820945,3110481,877
6622,388001,3940664,24
6623,39963,3213579,137
6624,167532,2710482,785
6625,2443496,2165787,471
6626,4092796,3528096,112
6627,2484296,1630855,2013
6628,1337985,2866126,14
6629,4589473,3185844,15
6630,606761,2497994,828
6631,743424,259414,821
6632,4462031,4448105,141
6633,2379083,530491,657
6634,1829652,557156,88
6635,4064525,1590360,95
6636,335479,4007276,53
6637,1157860,4109087,189
6638,3909238,217050,59
6639,3777120,1399786,153
6640,1637898,4658060,20
6641,3657697,2654676,1992
