0,source,sink,preferential_attachment
6197,1128250,3411464,4131
6198,4416927,4035016,60
6199,2989873,1004807,837
6200,2195849,4085623,239700
6201,433740,1345525,1105
6202,4159232,4114117,152380
6203,871619,855302,4068
6204,3804237,346874,1730
6205,3449384,1962278,276678
6206,4273840,2005943,525
6207,3112427,1050365,2793392
6208,2299812,494791,2670
6209,2281905,1116975,122169
6210,787540,892636,1386
6211,2596252,1865606,202
6212,2429371,2448159,176
6213,4655425,2222071,1836
6214,4589313,4849238,1085
6215,3874602,3103582,15795
6216,2546199,2500295,447616
6217,4226561,1045426,24
6218,4408843,1061920,31900
6219,1075193,3230163,15210
6220,1453814,1030509,8034
6221,1357512,4825227,1410
6222,291598,3602167,13268
6223,914590,2200421,436078
6224,3574289,95568,399
6225,2977223,2076091,815594
6226,1806303,2299295,73710
6227,1781069,3033484,2464
6228,138349,778393,3496
6229,2314931,3041534,29610
6230,625906,3177976,173259
6231,1047601,3281451,1112136
6232,958829,4468952,51606
6233,1013466,3136757,6785
6234,892090,3504377,205051
6235,823636,188108,3885
6236,1415961,764635,3870
6237,3600061,950325,8883
6238,1246304,65435,1551
6239,3498929,1628826,10496
6240,2101826,163021,1355871
6241,2573172,858390,18603
6242,61851,1061297,22
6243,2816537,947246,11480
6244,3616989,20388,32794251
6245,3755664,3821147,272
6246,446513,4715766,6004
6247,2251224,875270,891
6248,4699680,3870559,3339
6249,2378456,4542523,177
6250,1290649,2119585,5494
6251,81990,794687,294
6252,3054246,1517172,4290
6253,1241974,1571064,10010
6254,3077524,2256731,107116
6255,1537260,4100575,1186680
6256,1658415,1162249,672
6257,2415333,4246825,80388
6258,4586866,3469694,126756
6259,1005221,4620547,16215
6260,2689691,3507219,722711
6261,3289560,3936534,3816
6262,485828,708203,110313
6263,378893,4250205,32040
6264,1590756,4780017,5724
6265,623444,2888061,1976
6266,4506669,498512,3792
6267,620351,247783,40144
6268,4834640,2364302,361296
6269,1185400,2563819,15
6270,794490,3495175,241995
6271,638010,3223775,430518
6272,3122764,4311172,81890
6273,804420,19947,4404
6274,574671,11338,6358
6275,3404692,851826,5220
6276,1219703,2177945,2057407
6277,621507,45557,9018
6278,2454722,2168756,42423
6279,4435111,762460,81
6280,1468783,3691952,7671621
6281,3425682,4842659,62196
6282,965431,58008,241
6283,3057048,4345793,63342
6284,3670568,2416261,6592
6285,440093,2503408,16
6286,4565547,2367831,15228
6287,355653,1739759,170336
6288,3105068,1072902,196452
6289,636645,4240631,900
6290,3363793,1403382,200
6291,64105,2753336,10272
6292,508671,2652826,1024
6293,1583704,1988914,702
6294,335010,631279,91776
6295,2696065,2043897,30
6296,4238490,3217561,4704
6297,2259251,3418202,37856
6298,155655,4437733,605786
6299,2972814,4260737,16116
6300,3507219,943639,2365236
6301,1862328,4734538,1010
6302,447792,3272419,4301
6303,3738701,3376555,5055108
6304,3722034,1715317,22740
6305,4019772,2657616,23985
6306,4520307,1514383,160
6307,1741725,1950471,9210
6308,738704,2783695,208828
6309,3028026,1622557,15640
6310,3392450,2538827,96
6311,478279,4017122,16992
6312,4760049,4244108,9052
6313,202182,2917400,4662
6314,4207128,706737,136392
6315,2941746,4455938,294644
6316,3261660,1547372,455
6317,4827008,2152768,7191
6318,3435172,3137519,11999
6319,1085187,3343475,10787707
6320,488468,4193324,3840
6321,370690,1555455,1423
6322,1882491,3292454,74766
6323,1242622,4135692,23215143
6324,250784,4502376,41055
6325,4772450,3571356,2208
6326,3742783,3539009,64988
6327,3940664,3285368,55350
6328,2809458,239746,400483
6329,4181260,1640240,6975
6330,4846084,654630,5894
6331,1283090,3938509,28600
6332,2082699,1590372,2054
6333,1019500,4210958,22050
6334,4789042,4400710,7140
6335,2948651,1803018,2030
6336,678280,1271496,1385
6337,3318630,2937322,68370
6338,3374141,2556469,375
6339,700661,4736366,2469
6340,41540,1243152,14308
6341,547929,2462158,8646
6342,1600876,1183361,151371
6343,602831,859099,63920
6344,2025015,3355010,340
6345,54752,3000515,372832
6346,1104700,749351,4350
6347,3673862,964264,9156
6348,1837215,2607806,152
6349,632527,4402007,1325
6350,2920750,2972160,21413
6351,1170510,4439390,15732
6352,397490,1558151,4968
6353,740102,3226086,24225
6354,1659040,4366702,156
6355,1343246,4865433,62
6356,2605488,1818359,66
6357,999420,1558434,22796
6358,3492960,1061920,18502
6359,4286785,1696218,116065785
6360,4800953,1925808,3312
6361,101838,3842555,15136
6362,3159838,1821251,882
6363,4274919,4687539,334692
6364,1897058,4475906,165528
6365,1119490,1974922,581876
6366,2739805,3921674,142101
6367,1359330,1826142,23552
6368,1121944,1197283,55578
6369,3400119,888120,73040
6370,3108982,4823414,130
6371,1274841,2027656,11008
6372,4474583,2385853,19149
6373,4139305,4243408,46332
6374,4110089,2546421,432
6375,682761,3065221,288
6376,324700,2577052,121233
6377,2676123,1008568,26
6378,3122389,4684020,638
6379,268091,2542886,3339
6380,2347216,2804852,23580
6381,2687374,3233769,65783
6382,4079398,2699036,40317
6383,1602126,2278742,203
6384,4306582,4058362,1285
6385,2119068,2471048,52008
6386,342940,812719,2112
6387,2955011,2721906,648
6388,3335443,1532741,39556
6389,591326,1549107,57960
6390,2652464,3588998,2082
6391,4662733,1210760,6688
6392,1145009,2757410,1095635
6393,1703576,1201478,57360
6394,4722431,190472,136
6395,1858692,1777787,90
6396,1253184,2389568,114
6397,743085,565577,725
6398,3484797,3386111,1197
6399,534956,1702515,150
6400,2467909,992461,730
6401,2490085,543026,683094
6402,3609443,4340935,47736
6403,3871155,4184939,46020
6404,1423553,2138440,91732
6405,2759330,2564293,3664130
6406,1322754,2026276,15910
6407,2914124,1370930,44
6408,4728730,3799681,735966
6409,3964144,3328824,1824768
6410,1546569,1914158,35109
6411,2640762,233539,45
6412,3897083,22018,86920
6413,1372390,2709615,3240
6414,374977,3814841,127
6415,789432,778663,33228
6416,166301,2831397,161680
6417,4162864,1105301,9074
6418,1420430,1846659,4332
6419,4624957,847207,90538
6420,3623678,234649,256500
6421,1247483,487236,250920
6422,2767575,3783126,8296
6423,3034228,2504243,206988
6424,3791630,3609789,17485
6425,1124567,4120649,6510
6426,3403110,3418072,156800
6427,3704463,541321,795
6428,1301087,2101204,1668
6429,3543140,213089,480
6430,355400,4816863,42504
6431,2356085,451437,8
6432,2938171,3293255,2464
6433,2195988,1068034,11000
6434,429831,3462986,34230
6435,567973,3356514,4997412
6436,4139336,693041,127
6437,2203653,4114117,13680
6438,2545905,333975,258
6439,4507643,1160901,2093320
6440,1325894,190635,4841
6441,1442258,3937922,5472
6442,2476039,2484581,56406
6443,4386792,940317,460090
6444,438779,1979098,168
6445,3786080,3643190,166
6446,527169,2146301,400932
6447,3374895,816934,282360
6448,3809313,848757,202756
6449,4083597,1263430,264
6450,1955823,2285796,1711710
6451,3748959,1357203,23
6452,4769721,94321,844
6453,2317015,3504184,33570
6454,3767879,2070503,192
6455,4293,506830,133
6456,4114810,1695796,752
6457,1053208,2540102,181263
6458,3741309,1797097,9063
6459,169009,551857,575
6460,990658,1336755,1950
6461,3436823,4311172,318940
6462,563611,1878814,8453689
6463,143808,3134085,252096
6464,166844,117401,1457
6465,3552240,4627750,13286
6466,4437733,3536565,548121
6467,1749305,120555,133042
6468,525595,1770414,3810
6469,2303899,3217153,105216
6470,2513631,804737,90
6471,2382795,3167384,145002
6472,3829112,4049828,27
6473,4290362,925328,40
6474,2624755,3616458,35048
6475,3319852,275302,3180
6476,4134777,2902510,4312
6477,881447,3703286,107406
6478,1801460,1051389,3178319
6479,820772,3995328,264
6480,1300976,2358799,2360
6481,3694366,4444824,157930
6482,2920873,353937,5436
6483,3136926,982109,7475
6484,923082,3430555,164164
6485,4518007,1485090,6003
6486,3922050,82340,20340
6487,3794054,487236,44280
6488,4576342,1622842,2142
6489,3634961,2278148,165816
6490,3324062,3293559,548
6491,1305103,2514259,31493
6492,654545,1731857,69816
6493,803951,794512,576
6494,619552,3344221,4050
6495,682546,1903968,52745
6496,4398685,4420646,648
6497,3110854,4655430,16100
6498,2400419,4031103,160
6499,2545736,4391513,156865
6500,942440,1597818,111548
6501,4709390,4860800,32
6502,3798102,3146817,7872
6503,4190154,2728956,24272
6504,2770420,4162766,298300
6505,1151907,1154823,174
6506,818849,4005067,131500
6507,3107199,1671109,34310
6508,1877187,556174,344
6509,1176065,2197349,6266
6510,762988,4246523,48018
6511,327051,326729,20332
6512,830215,3943734,4928
6513,1935156,1384676,7654
6514,3221207,237742,4620
6515,769654,879730,16940
6516,1143970,3922914,8787
6517,4790970,522422,14097
6518,4611739,2559131,1425
6519,2480532,3159533,34968
6520,4464097,2681077,244
6521,2207319,3416478,1428
6522,4337012,3200512,810
6523,162242,3472620,40
6524,4554335,580584,11484
6525,2839634,1529484,48216
6526,2819871,3451014,6510
6527,1026366,1107607,214968
6528,2464855,95886,3549
6529,3958664,1674510,870
6530,1695500,3754361,20447
6531,3802338,3522361,33600
6532,3316884,4126058,12400
6533,1069609,996371,42488
6534,2027323,3030179,3218
6535,2583918,3840645,384
6536,687868,4461878,96
6537,4108056,315464,11880
6538,918804,3030751,1344
6539,4048846,3069293,139872
6540,2558590,2549673,138039
6541,3307496,600591,57792
6542,2891857,3952204,6352
6543,2902003,2255872,2590446
6544,2004406,2173456,4608
6545,3546247,1591738,17680
6546,145983,2930986,41993705
6547,2410733,943126,20435
6548,2577343,127950,373218
6549,958601,302219,295625
6550,3448708,1565469,401280
6551,884795,4591789,5851120
6552,904699,1155568,17160
6553,4380326,1196225,50911
6554,1014744,3628463,39984
6555,2355484,340787,3187
6556,3473711,2743237,972
6557,2612704,3693634,6468
6558,938826,4061472,15799
6559,4781298,881760,574
6560,4609702,2934603,105704
6561,3939368,500770,1416
6562,24392,2290795,44080
6563,4384662,1794528,202745
6564,4743786,877692,324
6565,2141287,342702,3360
6566,338967,4610114,9604
6567,1153566,4367667,254
6568,2759850,629531,2763
6569,4493888,2272405,215366
6570,488573,2631457,783
6571,2895959,13973,606
6572,1122052,1930544,574431
6573,1852963,4006372,7866
6574,2808681,3418202,966784
6575,3492510,2194084,216544
6576,4612815,534089,76472
6577,2416046,3003939,3630
6578,1561431,2849811,5
6579,4109862,1055870,552384
6580,3204831,2885287,2353302
6581,814560,3498688,367
6582,636045,51544,522153
6583,214935,3264035,536518
6584,1056828,3729180,932
6585,1396917,2809674,846
6586,1345452,2050750,685119
6587,2166868,90509,63
6588,1570747,1597080,5292
6589,2301621,2872252,1830
6590,296151,859105,660
6591,1184959,1170080,175
6592,1793311,3221726,726750
6593,1567106,3190077,14628
6594,3799486,85041,12645
6595,1368123,1848747,100700
6596,4576435,1170,171270
6597,1329707,648835,716011
6598,3347305,3250100,10450
6599,1282845,1318326,553
6600,4463889,4561985,1035
6601,1450478,3400944,319348
6602,1339565,4544061,403899
6603,3753699,2932236,311040
6604,819859,3907615,1122
6605,3902146,3559779,273
6606,3781152,4382468,235107
6607,911998,1584385,18108
6608,1286166,3818010,600
6609,347703,3458,137814
6610,704728,487932,1134
6611,539219,3213441,135
6612,2344755,4407539,459
6613,3021091,575782,15330
6614,2662768,932451,16676
6615,1578326,3714595,56649
6616,3564511,1310357,2185
6617,2544271,4814001,270572
6618,778870,4842630,21385
6619,2684700,168942,194
6620,4254122,3558874,903
6621,4820945,3110481,880
6622,388001,3940664,3375
6623,39963,3213579,300
6624,167532,2710482,37788
6625,2443496,2165787,6180
6626,4092796,3528096,865545
6627,2484296,1630855,6048
6628,1337985,2866126,19020
6629,4589473,3185844,3408
6630,606761,2497994,19297
6631,743424,259414,1283806
6632,4462031,4448105,7097
6633,2379083,530491,1977
6634,1829652,557156,470
6635,4064525,1590360,103
6636,335479,4007276,150528
6637,1157860,4109087,1358
6638,3909238,217050,4189
6639,3777120,1399786,1134
6640,1637898,4658060,570
6641,3657697,2654676,15995990
6642,2496241,265439,234
6643,1162697,2681473,11802
6644,2011675,595409,2763
6645,330829,1139579,148
6646,3939195,3484158,8774
6647,1906297,3876096,416
6648,1232867,2813213,224
6649,1300976,4306614,4720
6650,3001600,1397028,4600
6651,810546,1985340,10000
6652,4374620,3050686,1749
6653,3171676,4554501,361665
6654,2277157,319312,5000
6655,977825,101349,2376
6656,3685989,3512311,660
6657,2029427,874672,7062
6658,1569925,2151710,1072
6659,2607301,4517101,229690
6660,3856906,1702681,17572
6661,1663756,763313,674248
6662,4029708,3557745,13230
6663,793369,1490568,2070
6664,474326,3927627,190
6665,934009,3951022,16302
6666,2345214,207887,14707
6667,4823214,261133,12
6668,1774097,3557463,1680
6669,2778926,1931636,28310
6670,69444,3241571,8775
6671,3720344,322367,104
6672,1404534,3925574,1740
6673,1065985,4662248,78
6674,436698,2794126,791954
6675,2523398,760372,602480
6676,1740390,4002556,116
6677,4694768,3500610,106021
6678,2352372,4181529,260
6679,990399,1539432,1816
6680,4444163,3285856,1821
6681,4046638,2360848,97875
6682,1786626,2757027,2753160
6683,2126676,480679,47
6684,2791353,253258,5940
6685,419149,4084473,76
6686,1740390,3321075,3886
6687,3658643,3967917,171860
6688,2136872,109597,17723
6689,999163,3663392,7560
6690,54916,2922873,78
6691,2096182,3044301,40530
6692,599191,1275748,5713
6693,2299295,69235,22140
6694,104145,827726,5250
6695,4096832,512040,147400
6696,1574563,2546199,120640
6697,4420475,3167866,9246
6698,3949256,2299770,14816
6699,2117098,945121,672
6700,3665847,967204,25600
6701,747989,3485325,390
6702,2256071,4042072,2387
6703,4489126,660988,75990
6704,3841958,2938445,13104
6705,2062596,477407,3
6706,3497766,2517880,920
6707,4790574,531233,1920600
6708,1509217,930861,130788
6709,1974705,3768870,2255
6710,1403344,933347,2376520
6711,3136997,4822947,21006
6712,2941407,811314,1010
6713,13751,1151292,8360
6714,4415061,2746308,381920
6715,2376055,66772,306
6716,4188584,757983,1568
6717,4762019,1682950,498
6718,3302659,2169271,4
6719,4357485,2023163,497080
6720,2413519,3010497,73235
6721,2568040,878472,323
6722,3588819,2022573,13192
6723,4525961,1255669,756
6724,949821,4635617,510
6725,4705108,742876,24158
6726,2907035,1908676,585089
6727,901923,3184222,339344
6728,2899933,399490,25095
6729,1720019,150776,150
6730,4752780,1782943,398
6731,2629135,4427017,108974
6732,671504,1879260,132
6733,4771966,1697994,3320
6734,1285504,3437244,83904
6735,4652709,1898377,143412
6736,4701737,621120,10290
6737,218846,3861621,4242
6738,664668,4305032,205821
6739,3494888,1177649,78
6740,812338,2040910,186
6741,30833,3684456,14210
6742,535934,4007211,26289
6743,2573156,3345694,160
6744,4461366,3151963,102
6745,2642509,1015736,22540
6746,4612815,226897,5214
6747,4318052,2083644,115957
6748,4601068,4519802,39060
6749,2806205,2468519,32396
6750,1903703,1500229,120992
6751,3224468,3138503,2610949
6752,3246429,4822389,97905
6753,1482465,3452811,6500
6754,2704413,4751012,56420
6755,3664547,399878,1122
6756,867745,442564,400
6757,4339556,1592741,9090
6758,3578171,4358280,7980
6759,2255133,1534885,480
6760,1535311,3948212,10004
6761,3302688,306263,14596
6762,3572017,4570441,5864
6763,3267725,4733440,228212
6764,1038930,2578360,11928
6765,103916,4491352,124
6766,1702428,4641963,3696
6767,393431,4811557,280
6768,2681421,1004186,9030
6769,2587645,4372387,66015
6770,3682223,1673377,6539
6771,3149776,1565469,10032
6772,774534,1038399,9916
6773,2076614,1800376,34629
6774,2658199,4578211,155550
6775,3382314,4834481,3366
6776,4350093,2297767,84582
6777,2779887,990424,3762
6778,3630494,4055,27336
6779,4002888,4794393,10332
6780,1788287,2018604,38584
6781,2794502,4778699,407478
6782,2648230,3001506,1876
6783,4658530,347612,575
6784,680856,2511862,49377
6785,145747,4329108,48
6786,3584579,1086605,274968
6787,4457096,2987372,480
6788,3134499,4817397,5436
6789,4180465,4007276,1427328
6790,3579402,111010,31136
6791,972843,4694920,312
6792,2616335,4052824,13478
6793,1903053,1397316,89204
6794,2315098,3733760,267182
6795,2155849,2369226,17296
6796,4635994,1310817,29274
6797,2002617,4241207,201
6798,3099361,1292551,2288832
6799,255471,4847918,388640
6800,4758380,4830796,3744
6801,3763685,4014664,37170
6802,346090,3123331,140
6803,4458061,1743426,24960
6804,3543920,998027,77372
6805,557586,865410,32208
6806,244019,4123389,44330
6807,755469,1104060,2975
6808,276809,2888640,308
6809,644229,3835720,26040
6810,1337451,506628,3738
6811,992458,3712542,1323
6812,2168987,1064333,1140
6813,539204,4473676,6090
6814,4447307,945790,560
6815,2087578,1546131,39
6816,2315091,851195,67644
6817,3108821,3850385,244
6818,4532019,2438600,44444
6819,2027803,434050,36036
6820,1356967,1978841,110
6821,4848398,1688298,399
6822,3463486,2629272,47972
6823,3705009,2841176,3570
6824,4795640,1329122,255
6825,2298001,4083539,83
6826,3390669,3116573,284308
6827,1504438,2882556,3231668
6828,2691367,651837,54675
6829,2382107,1382829,38796
6830,1737390,4603530,5696
6831,2961319,4310606,41790
6832,402700,271607,1764
6833,1982648,4493831,77280
6834,990658,682259,2925
6835,4098262,1651341,10659
6836,3541658,554768,180450
6837,848605,2645483,59780
6838,541055,4586451,5335000
6839,4325600,1673413,364634
6840,401079,512707,1480
6841,54966,4717431,1854
6842,1067772,3528096,245997
6843,2385875,2934831,1920
6844,4581556,759864,48257
6845,3097604,3902486,11101356
6846,4623088,1061533,926687
6847,4291543,790152,1120
6848,1739001,1048873,2139
6849,2654676,1655981,2330956
6850,1784728,4560403,2125
6851,831453,1044810,51
6852,1719345,816260,400406
6853,2139614,1063233,578
6854,4217935,2668838,29652
6855,2604748,783578,14136
6856,230858,731734,2139
6857,169650,1153456,456
6858,1719345,4123979,78128
6859,1348773,134027,31680
6860,222632,2850291,116
6861,2286608,3669222,3441
6862,3177739,3449836,102
6863,2221465,844727,9098
6864,4499487,1342259,26
6865,2679215,4166549,524
6866,3609789,4244067,53950
6867,2894401,436796,1347
6868,800985,4477234,18832
6869,1815785,1357855,137
6870,1691289,4822924,340
6871,4774611,249654,9906
6872,908497,2349048,1376
6873,3703730,4853049,49608
6874,3940664,1690853,186435
6875,4280045,228087,58
6876,873228,1287071,59136
6877,2108444,2891459,1335
6878,3936432,2265080,61
6879,2699583,3718352,3942
6880,3819528,2502509,299263
6881,476461,847042,886
6882,4250315,1763327,194701580
6883,4380170,1694309,185
6884,3821362,2030093,14336
6885,2972814,404001,2040
6886,616378,1006447,137742
6887,3344946,4007276,774144
6888,812177,4731852,384
6889,3535820,783587,14392
6890,3836659,3576684,1971
6891,3660919,269262,225418
6892,2488680,3067722,211578
6893,2989805,3075941,1608
6894,4760049,774258,2628
6895,4143745,3055042,288
6896,1608874,3770572,5152
6897,76360,3258686,82566
6898,36305,4476596,228942
6899,2594174,4494369,195624
6900,1299905,910755,320629
6901,1739928,201039,204129
6902,2345177,1690853,1368571
6903,4025073,4658663,31600
6904,3779771,4063132,61832
6905,4007417,4182255,444
6906,29859,339541,44
6907,3884589,4798415,148473
6908,1993854,1838409,584
6909,3079347,1909262,912
6910,4585029,2068606,407032
6911,3410860,3528096,701547
6912,481729,3543298,89156
6913,1014320,3592224,105450
6914,1098741,325951,3312
6915,4121411,3958825,4129023
6916,1909154,332626,736848
6917,4246991,3493551,421
6918,691232,4660532,1197886
6919,4698377,1467391,80795
6920,116337,760637,3173
6921,4428518,2640466,6086
6922,3366896,2074558,180
6923,2662142,3602378,918
6924,3585532,2475577,10458
6925,2236776,4666120,2040
6926,1049169,1891564,420
6927,4411668,2761122,179
6928,4728730,4685914,1386
6929,4182437,3210520,14381
6930,2278148,3847895,376
6931,3436645,3987581,1711
6932,1535419,707709,5780
6933,4236643,4624422,13916
6934,4048846,2964505,2728
6935,813834,3045153,72
6936,596786,1621605,129
6937,2286308,1402031,6520
6938,2198365,4558718,13534
6939,4062951,741683,3319155
6940,3500696,3746103,250629
6941,2948895,251297,4240
6942,1238588,3575682,149760
6943,4518583,910755,10773907
6944,1213802,4227311,93
6945,1632166,45520,1260
6946,790566,19615,22
6947,2646251,4312178,46020
6948,1082205,709751,363120
6949,256201,2883942,522
6950,784830,3015044,73814
6951,1275358,3818147,22752
6952,2495519,3418832,42642
6953,4357352,945029,32899
6954,1004157,2169962,27156
6955,4708027,1550375,970
6956,343499,1796182,610
6957,4728730,1363494,465003
6958,3621497,174224,4185
6959,1484675,353465,8979
6960,3209365,4525618,39480
6961,3418202,1054633,5340608
6962,2006242,3899173,270
6963,2766158,3607229,60
6964,1927682,2718140,216
6965,852019,491876,2288
6966,3687277,4744322,69338
6967,4037937,1588624,2981
6968,2269977,614334,399
6969,4498960,3589315,57702
6970,1611097,3536279,110
6971,3716377,2464279,29348
6972,4765846,2261729,8642
6973,4465306,1301391,555
6974,4458047,4423334,12136
6975,1818698,2862017,138528
6976,4662779,4774870,6480
6977,1584516,2208051,16310
6978,1869214,3772572,1097148
6979,4330086,871688,13965
6980,3153957,1244385,966
6981,618151,689257,8786
6982,2010283,3394554,70600
6983,379160,4135491,93220
6984,2529636,3550092,4200
6985,3355603,1195457,17864
6986,3637241,2761670,3327642
6987,2435315,3355924,165680
6988,2435362,4171967,40582
6989,545464,792812,3872
6990,3736608,967357,10290
6991,2741936,366672,60
6992,477178,1967923,496
6993,1666632,3505995,22560
6994,1725796,997351,138
6995,771412,4618604,732
6996,3213485,4482181,499
6997,3976184,239707,33575
6998,1336173,4052824,52447
6999,356069,1397316,233776
7000,2644012,408975,216
7001,3213697,4553043,1675
7002,3999997,700970,3120
7003,3032073,2173163,342
7004,3097323,3016565,420
7005,2015801,2650447,2810318
7006,1527889,922747,3480
7007,4174322,270939,5124
7008,3031539,3282729,12006
7009,597903,4261228,104675
7010,1817949,4165616,106
7011,3005036,3218667,978
7012,2308522,1383115,52992
7013,4352281,4496758,66
7014,22018,4588936,83025
7015,4014576,2428601,1070
7016,2004945,3897471,2478
7017,192760,103522,137
7018,1301087,2783361,1668
7019,2785817,3777674,6060
7020,2241558,258647,750
7021,2907884,3025121,94024
7022,69197,3273144,107478
7023,2953792,3070150,72198
7024,1619329,80372,63382
7025,3441887,3468777,2884
7026,4577645,2657598,397
7027,725780,3999038,2752
7028,514678,2086863,173760
7029,3396344,4402713,2408
7030,3375317,2485874,1086
7031,2519142,2984603,51348890
7032,715150,308998,85800
7033,4631936,3585785,147167
7034,4366747,3479738,1563
7035,2645785,282007,1300
7036,4312824,3596445,22687
7037,376921,1692622,4578395
7038,2956921,26668,3204
7039,717673,1095232,11319
7040,1852397,3169975,16695
7041,3000515,4121337,9760
7042,3721905,1212380,11080
7043,1506528,3336211,1947
7044,2805773,145358,4770
7045,3871857,2154981,1350
7046,2856492,3994588,12576
7047,772913,4783220,8490
7048,2245543,2247424,18
7049,3059922,2765819,200
7050,3402168,1970466,780
7051,813157,3348657,39104
7052,1581177,4217739,4773798
7053,193805,1967797,8210
7054,3393181,2358912,1532
7055,3782153,2430986,38179
7056,456738,2461431,143868
7057,4313642,4502376,594895
7058,2679010,1828628,1175760
7059,2434497,1906755,1428
7060,578117,4116644,122
7061,3594284,3294365,4528
7062,1252360,1854094,3942
7063,3256860,2581328,535
7064,3313632,2020710,308
7065,161780,4516403,53128
7066,4225886,2974683,1344
7067,4110352,1633129,13512
7068,2036718,3583002,41106
7069,380525,3998713,178
7070,636521,1986182,36400
7071,1686554,1252237,307
7072,2082581,3345111,129
7073,1832580,796597,241
7074,1569971,2129117,7650
7075,690137,4251135,1740
7076,1183028,103058,112
7077,4802230,4184162,1533723
7078,1535077,3253432,51646
7079,1645806,4529652,2560
7080,2911672,4812035,7700
7081,377730,3014366,900
7082,819524,3989531,27612
7083,3917525,3606947,2196
7084,3841408,716750,2150
7085,1709398,1431035,714
7086,3796816,846953,9622
7087,2295473,3427972,46
7088,3389003,3469714,5089
7089,4712024,4326860,7152
7090,4502742,3815682,2451
7091,3400329,3486493,2730
7092,3071685,3084886,1475
7093,2136000,3573637,197800
7094,1386627,1288848,81804
7095,2805497,2253314,13636
7096,835687,3877122,77760
7097,2655762,3730206,348
7098,1997664,2921853,15655
7099,3726255,928558,6162
7100,892624,1175106,981984
7101,416863,580955,307648
7102,1203372,3755191,2422
7103,2220746,2238012,281
7104,1210536,3709906,173
7105,860788,465914,8292
7106,2566889,3208674,3136
7107,1554843,3141336,20500
7108,1079197,3700240,285
7109,2617132,326030,1090024
7110,663713,1515044,3714
7111,2256562,4611465,1551
7112,1285831,800460,455322
7113,4426124,471064,980
7114,1717881,2451024,4230
7115,1021391,4705060,270
7116,2642029,3319958,112
7117,3670940,2539746,4472
7118,936372,2674673,21680
7119,2646587,81232,2160
7120,2748210,368987,131978
7121,1880244,4787939,36400
7122,1078316,1546963,2460
7123,324700,331410,5037
7124,1005070,1897380,1540
7125,455207,622581,15566
7126,873228,2817065,2464
7127,1181005,2431019,4186
7128,2380559,367713,31
7129,751168,2339597,6176
7130,1374046,163021,394218
7131,2982118,4722173,760914
7132,2237871,3280191,30699
7133,4078681,3656559,666406
7134,2905222,894174,7
7135,1456161,751406,34
7136,2079781,3441033,78604
7137,1475238,3829244,51436
7138,265346,917501,6250
7139,1099552,3159714,4455
7140,764104,2057510,543562
7141,4613064,164474,27816
7142,2434164,1840412,76560
7143,4749275,1498780,60888
7144,962718,2350099,123848
7145,133673,4294728,3602386
7146,2845650,1213070,1953
7147,2018607,938207,1158480
7148,2439609,3693302,17816
7149,4338310,2761718,767
7150,1770441,524591,26130
7151,3835786,3814359,7980
7152,2502204,3840024,20309
7153,2472584,3446007,15708
7154,3573908,1054633,887656
7155,4438429,816530,1176
7156,3425991,2899093,2964
7157,253794,3097335,48
7158,2788699,2345175,28282
7159,1602126,3019228,12035
7160,3088868,2890166,778815
7161,2020240,3249215,3141
7162,4252646,4318653,114
7163,958013,1782555,588
7164,3101866,4748080,42
7165,751854,4595305,311
7166,438215,2969714,13300
7167,4698588,746003,132
7168,4613348,4050871,22016
7169,1368691,3786340,16720
7170,3043233,1170214,364
7171,1351195,943719,55220
7172,2364165,690603,246
7173,344127,3019977,4
7174,1077296,1428110,114
7175,2676205,2598777,140
7176,4807989,3065628,204
7177,2299421,1114376,86580
7178,1188268,2340706,411
7179,4459306,4521907,156
7180,2410444,2581780,288342
7181,210398,2431153,2154
7182,3474101,889772,2578280
7183,1443715,3568875,10088
7184,788052,4100032,3696
7185,2909183,2922401,106
7186,1514802,3979629,80
7187,3135486,1851286,38804
7188,2126956,4705345,12474
7189,3720887,820551,12155
7190,3037602,3363910,4
7191,929749,691232,41431231
7192,1701759,4334826,7232
7193,690023,630206,24576
7194,2394696,4783765,142
7195,3354048,3992367,21504
7196,3813630,20388,39658164
7197,3872353,4637599,103488
7198,154793,1417159,47961
7199,1403344,2835484,15105
7200,1238588,3959862,10725
7201,1723654,4819083,266700
7202,4219258,2378890,147
7203,3186594,38122,2267460
7204,2465882,3524454,9540
7205,361741,2138042,180
7206,3822823,1852579,15840
7207,4816436,3667209,2856
7208,814362,2376228,106506
7209,7575,1190862,154973
7210,1181763,237242,601
7211,4174322,4331665,549
7212,2017826,3393796,36764
7213,2005969,3724886,985
7214,966537,2947006,1048
7215,4096832,875871,226996
7216,3796415,4780967,9017
7217,236638,3019228,42745
7218,4241025,4480532,27430
7219,4410608,247783,20072
7220,4230553,717002,4894030
7221,691072,4794114,369
7222,4181630,2544271,64702
7223,4468896,4350608,13804
7224,3652942,66296,115566
7225,1601895,212054,91782
7226,3484401,3857721,25761
7227,2555540,4473002,7560
7228,4716010,2538510,15522
7229,2519581,2186715,142560
7230,3960835,4832375,14445
7231,4721005,4305815,3058
7232,4751698,3187406,4235
7233,2145838,3198135,413070
7234,2032082,3802338,22080
7235,90735,3352213,39501
7236,1020880,4609518,741
7237,2479462,3211899,136
7238,3255925,2409423,744
7239,1390886,2376839,4116
7240,4855215,1996512,91924
7241,1600786,2104998,684
7242,432101,3702766,1858
7243,4660535,1183846,8555
